Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
439234,27;4477229,48;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;28;Verde;Línea;8
439222,19;4477219,15;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;30;Verde;Línea;7
439193,63;4477232,25;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;32;Verde;Línea;6
439160,34;4477236,4;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;34;Verde;Línea;2
439145,23;4477238,33;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;34;Verde;Línea;2
439111,63;4477242,63;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;36;Verde;Línea;1
439126,46;4477240,9;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;36;Verde;Línea;3
439090,96;4477245,05;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;38;Verde;Línea;7
439040,01;4477251,63;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;40;Azul;Línea;9
439003,17;4477256,39;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLE, AVENIDA, DEL;42;Azul;Línea;4
439927,64;4476741,96;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, CALLE, DE;83;Verde;Línea;8
439929,66;4476771,28;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, CALLE, DE;85;Verde;Línea;1
439931,08;4476790,32;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, CALLE, DE;87;Verde;Línea;5
439933;4476818,32;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, CALLE, DE;91;Verde;Línea;3
439936,93;4476874,1;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, CALLE, DE;99;Verde;Línea;10
439953,81;4476773,08;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, GALERIA;2;Verde;Línea;4
439968,2;4476778,41;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, GALERIA;4;Verde;Línea;5
439990,48;4476777,3;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, GALERIA;5;Verde;Línea;2
439981,99;4476771,28;07  CHAMBERÍ;07-06 VALLEHERMOSO;VALLEHERMOSO, GALERIA;6;Verde;Línea;9
439101,51;4477478,7;07  CHAMBERÍ;07-06 VALLEHERMOSO;VICENTE ALEIXANDRE, CALLE, DE;0,25;Verde;Línea;1
439128,98;4477477,16;07  CHAMBERÍ;07-06 VALLEHERMOSO;VICENTE ALEIXANDRE, CALLE, DE;0,25;Verde;Línea;10
439163;4477476,73;07  CHAMBERÍ;07-06 VALLEHERMOSO;VICENTE ALEIXANDRE, CALLE, DE;1;Verde;Línea;4
439163,26;4477484,24;07  CHAMBERÍ;07-06 VALLEHERMOSO;VICENTE ALEIXANDRE, CALLE, DE;2;Verde;Línea;4
439130,26;4477470,01;07  CHAMBERÍ;07-06 VALLEHERMOSO;VICENTE ALEIXANDRE, CALLE, DE;5;Verde;Línea;6
439067,33;4477483,65;07  CHAMBERÍ;07-06 VALLEHERMOSO;VICENTE ALEIXANDRE, CALLE, DE;6 B;Verde;Línea;12
439068,97;4477490,64;07  CHAMBERÍ;07-06 VALLEHERMOSO;VICENTE ALEIXANDRE, CALLE, DE;6 B;Verde;Línea;12
439061,28;4477282,92;07  CHAMBERÍ;07-06 VALLEHERMOSO;VIÑA, CALLE, DE LA;3;Verde;Línea;12
439068,05;4477283,78;07  CHAMBERÍ;07-06 VALLEHERMOSO;VIÑA, CALLE, DE LA;3;Verde;Línea;10
439051,26;4477316,52;07  CHAMBERÍ;07-06 VALLEHERMOSO;VIÑA, CALLE, DE LA;4;Verde;Batería;4
439070,77;4477318,11;07  CHAMBERÍ;07-06 VALLEHERMOSO;VIÑA, CALLE, DE LA;4;Verde;Batería;3
440278,82;4477434,93;07  CHAMBERÍ;07-06 VALLEHERMOSO;VIRGEN DE NIEVA, CALLE, DE LA;1;Azul;Batería;1
440273,02;4477435,3;07  CHAMBERÍ;07-06 VALLEHERMOSO;VIRGEN DE NIEVA, CALLE, DE LA;1;Azul;Batería;4
440086,4;4481110,57;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;1;Verde;Línea;3
440068,92;4481096,98;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;2;Verde;Batería;4
440076,51;4481091,66;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;2;Verde;Línea;1
440073,6;4481084,55;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;3;Verde;Batería;7
440090,79;4481086,4;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;3;Verde;Línea;6
440110,02;4481063,92;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;4;Verde;Batería;7
440076,54;4481076,74;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;4;Verde;Batería;7
440107,49;4481072,7;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;4;Verde;Batería;8
440129,21;4481113,02;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;5;Verde;Línea;2
440134,79;4481098,42;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;5;Verde;Línea;5
440142,16;4481110,13;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;5;Verde;Batería;6
440136,82;4481124,1;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;5;Verde;Batería;7
440136,79;4481092,33;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;5;Verde;Batería;11
440124,54;4481104,96;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;5;Verde;Batería;6
440140,88;4481115,34;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;5;Verde;Batería;6
440112,29;4481102,72;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;5;Verde;Línea;10
440137,66;4481084,39;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;6;Verde;Batería;11
440130,99;4481060,22;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;7;Verde;Línea;7
440110,88;4481032,26;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;9;Verde;Batería;9
440115,24;4481044,19;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;9;Verde;Batería;7
440112,52;4481051,46;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;12;Verde;Batería;7
440093,54;4481050,45;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;12;Verde;Línea;7
440111,29;4481056,02;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;12;Verde;Batería;7
440076,07;4481068,71;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;13;Verde;Batería;7
440052,88;4481083,81;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;15;Verde;Batería;12
440061,12;4481091,76;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;15;Verde;Batería;4
440057,65;4481104,09;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;ARTEIJO, PLAZA, DE;16;Verde;Batería;4
439480,42;4480310,46;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;2;Verde;Línea;8
439500,11;4480330,39;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;3;Verde;Batería;3
439489,11;4480347,29;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;3;Verde;Línea;9
439509,13;4480322,34;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;3;Verde;Batería;6
439517,45;4480335,12;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;3;Verde;Batería;7
439566,79;4480325,62;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;4;Verde;Batería;3
439552,71;4480320,37;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;4;Verde;Batería;4
439543,47;4480329,66;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;4;Verde;Línea;2
439562,16;4480354,05;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;9;Verde;Batería;7
439527,53;4480342,74;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;11;Verde;Línea;5
439565,85;4480359,6;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;S/N;Verde;Batería;11
439574,83;4480352,7;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;S/N;Verde;Línea;6
439522,67;4480312,93;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BECERREA, CALLE, DE;S/N;Verde;Batería;17
439588,75;4480356,27;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;1;Verde;Línea;4
439579,54;4480370,17;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;3;Verde;Batería;3
439637,53;4480442,59;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;6;Azul;Batería;14
439606,13;4480418,19;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;7;Verde;Batería;8
439647,24;4480477,71;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;10;Verde;Línea;3
439616,13;4480435,13;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;11;Verde;Línea;1
439620,77;4480448,87;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;11;Verde;Línea;3
439652,07;4480500,72;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;14;Verde;Línea;5
439625,71;4480494,35;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;15;Verde;Línea;1
439637,46;4480495,42;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;15;Verde;Línea;9
439665,79;4480538,54;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;16;Verde;Línea;1
439669,33;4480544,43;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;16;Verde;Batería;2
439638,77;4480514,4;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;17;Verde;Línea;1
439636,68;4480499,83;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;17;Verde;Batería;8
439625,29;4480504,6;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;17;Verde;Batería;4
439671,89;4480551,6;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;18;Verde;Batería;4
439654,76;4480552;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;19;Verde;Batería;4
439654,22;4480544,02;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;19;Verde;Línea;1
439679,09;4480572,09;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;20;Verde;Batería;6
439689,53;4480601,2;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;26;Verde;Batería;15
439671,85;4480600,14;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;27;Verde;Batería;25
439698,02;4480625,16;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;30;Verde;Batería;4
439705,77;4480646,97;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;32;Verde;Batería;1
439707,42;4480658,89;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;32;Verde;Línea;4
439702,57;4480638,11;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;32;Verde;Batería;5
439684,6;4480636,13;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;33;Verde;Batería;4
439688,24;4480646,44;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;35;Verde;Batería;3
439708,06;4480699,42;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;37;Verde;Línea;1
439689,95;4480804,1;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;38;Verde;Línea;13
439708,68;4480795,77;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;38;Verde;Línea;8
439692,81;4480840,93;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;42;Verde;Línea;4
439691,43;4480866,43;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;44;Verde;Batería;1
439677,17;4480852,57;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;45;Verde;Línea;6
439686,15;4480886,2;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;46;Verde;Batería;13
439668,31;4480887,23;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;48;Verde;Línea;3
439680,65;4480906,48;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;48;Verde;Batería;3
439656,62;4480931,29;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;52;Verde;Línea;5
439651,15;4480952,87;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;52;Verde;Línea;1
439683,56;4480931,48;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;52;Verde;Batería;2
439664,29;4480949,63;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;52;Verde;Línea;12
439643,04;4480983,6;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;56;Verde;Línea;7
439635,04;4480999,07;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;58;Verde;Batería;5
439654,06;4480997,62;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;58;Verde;Línea;3
439603,26;4481119,59;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;61;Verde;Batería;3
439606,62;4481106,84;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;61;Verde;Batería;6
439578,73;4481403,78;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;62;Verde;Batería;7
439617,49;4481144,82;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;63;Verde;Línea;27
439598,54;4481137,74;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;63;Verde;Batería;10
439566,6;4481436,82;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;64;Verde;Batería;16
439549,83;4481432,24;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;64;Verde;Batería;36
439593,56;4481157,43;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;65;Verde;Batería;3
439553,29;4481472,94;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;68;Verde;Batería;6
439697,2;4480663,56;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;37 A;Verde;Línea;4
439703,45;4480681,69;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;37 A;Verde;Línea;3
439707,75;4480737,3;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;37 C;Verde;Línea;7
439722,24;4480742,67;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;S/N;Verde;Línea;4
439609,59;4480954,73;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;S/N;Verde;Batería;26
439619,81;4480949,11;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;S/N;Verde;Batería;20
439619,92;4480939,25;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;S/N;Verde;Batería;20
439634,87;4481078,76;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;S/N;Verde;Línea;2
439701,64;4480761,04;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;S/N;Verde;Línea;2
440242,6;4480977,17;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;5;Verde;Línea;7
440256,68;4480999,74;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;8;Verde;Batería;8
440254,49;4481008,72;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;8;Verde;Batería;14
440259,35;4480992,71;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;10;Verde;Batería;8
440275,71;4481002,23;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;10;Verde;Línea;3
440260,91;4480987,41;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;11;Verde;Batería;8
440281,18;4480981,8;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;12;Verde;Línea;1
440261,74;4480979,91;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;14;Verde;Batería;8
440268,35;4480971,84;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;14;Verde;Batería;12
440246,18;4480947,47;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CARBALLO, PLAZA, DE;15;Verde;Batería;10
439457,71;4480379,63;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;2;Verde;Batería;7
439435,32;4480378,54;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;3;Verde;Batería;7
439436,99;4480391,71;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;3;Verde;Batería;8
439452,68;4480392,41;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;5;Verde;Batería;5
439516,28;4480359,41;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;6;Verde;Batería;7
439531,07;4480362,29;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;6;Verde;Batería;5
439521,46;4480386,55;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;6;Verde;Línea;2
439465,74;4480393,08;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;7;Verde;Batería;5
439478,93;4480393,64;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;9;Verde;Batería;5
439477,02;4480380,63;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;9;Verde;Batería;5
439488,79;4480394,1;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;11;Verde;Batería;2
439505,1;4480394,81;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;13;Verde;Batería;5
439505,32;4480416,56;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;13;Verde;Batería;17
439501,18;4480381,06;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;13;Verde;Batería;8
439517,96;4480395,46;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;15;Verde;Batería;5
439558,49;4480388,31;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;19;Verde;Línea;13
439551,1;4480426,45;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;19;Verde;Batería;7
439504,43;4480431,98;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;S/N;Verde;Batería;17
439555,92;4480445,02;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;S/N;Verde;Batería;5
439584,29;4480448,53;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;S/N;Verde;Línea;6
439591,77;4480413,05;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;S/N;Verde;Batería;10
439585,27;4480442,21;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;S/N;Verde;Línea;5
439605,07;4480436,87;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;S/N;Verde;Batería;4
439561,48;4480368,31;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CELANOVA, CALLE, DE;S/N;Verde;Línea;6
439748,24;4480477,72;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;1;Verde;Batería;20
439745,07;4480463,68;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;1;Verde;Línea;10
439782,45;4480447,43;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;2;Verde;Línea;1
439787,31;4480466,41;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;2;Verde;Batería;9
439718,35;4480428,41;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;3;Verde;Línea;1
439792,48;4480481;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;6;Verde;Batería;2
439717,12;4480454,05;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;7;Verde;Línea;11
439691;4480493,46;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;11;Verde;Batería;6
439701,55;4480497,17;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;11;Verde;Línea;6
439776,66;4480476,42;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;14;Verde;Batería;13
439598,91;4480532,61;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;15;Verde;Línea;1
439603,81;4480523,98;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;15;Verde;Línea;2
439589,92;4480532,28;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;15;Verde;Línea;1
439584,87;4480541,56;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;15;Verde;Línea;4
439571,07;4480540,99;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;17;Verde;Línea;1
439734,39;4480520,3;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;18;Verde;Batería;8
439550,05;4480528,86;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;21;Verde;Línea;16
439722,56;4480518,42;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;26;Verde;Línea;7
439706,22;4480509,71;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;26;Verde;Batería;5
439508,89;4480527,13;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;27;Verde;Línea;2
439483,68;4480513,85;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;29;Verde;Batería;6
439495,42;4480526,52;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;29;Verde;Línea;2
439451,66;4480540,28;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;33;Verde;Batería;20
439447,71;4480524,33;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;33;Verde;Línea;19
439540,27;4480539,74;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;34;Verde;Línea;12
439413,52;4480533,27;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;39;Verde;Línea;5
439627,63;4480531,47;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;28 A;Verde;Línea;4
439620,79;4480530,19;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;28 A;Verde;Batería;6
439634,38;4480539,12;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;28 A;Verde;Línea;3
439613,81;4480541,79;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;28 A;Verde;Línea;3
439639,54;4480527,35;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;S/N;Verde;Batería;4
439680,02;4480490,37;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;S/N;Verde;Línea;7
439619,13;4480513,41;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;S/N;Verde;Batería;9
439686,04;4480524;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;S/N;Verde;Batería;14
439671,7;4480517,06;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CHANTADA, CALLE, DE;S/N;Verde;Línea;2
439624,65;4481456,83;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CIEZA, PLAZA, DE;1;Verde;Batería;13
439600,18;4481453,48;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;CIEZA, PLAZA, DE;1;Verde;Batería;2
