FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,NROPLAZAS,TOTALPLAZAS
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f7c,77785,APARCAPMR_1340,"Paseo Cerrado de Calderón, nº 18","PASEO CERRADO DE CALDERÓN, 18 ",POINT (376631.01216743 4065383.98199543),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f7b,66988,APARCAPMR_412,No hay más datos,"AVENIDA DEL MAYORAZGO, 10 ",POINT (375276.222225103 4065961.34231138),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f7a,67044,APARCAPMR_234,Junto al puente,"AVENIDA DEL MAYORAZGO, 19 ",POINT (375268.140724821 4065969.80867105),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f79,67061,APARCAPMR_339,A la altura del nº 4,"PASEO CERRADO DE CALDERÓN, 2 ",POINT (376511.8612563 4064931.51985364),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f78,67154,APARCAPMR_089,Esquina con c/ Gerona,"CALLE ASALTO, 20 ",POINT (371610.959749688 4064149.93060631),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f77,66996,APARCAPMR_425,Esquina con Avenida Santiago Ramón y Cajal (frente al parque),"AVENIDA DE GUERRERO STRACHAN, 2 ",POINT (372827.296378239 4066702.95367016),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f76,66711,APARCAPMR_329,Esquina con c/ Argentea. Frente al nº 12,"CALLE GUSTAVO GARCÍA HERRERA, 12 ",POINT (371316.138105982 4064817.00277555),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f75,67214,APARCAPMR_355,Esquina con c/ Zenete,"CALLE MANRIQUE, 18 ",POINT (373595.730622163 4065858.69769792),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f74,78437,APARCAPMR_1389,C/ Lanuza esquina con C/ Diego de Vergara,"CALLE LANUZA, 9 ",POINT (371910.911295422 4065033.48638494),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f73,67069,APARCAPMR_262,Esquina con c/ San Juan Bosco,"CALLE ALBÉNIZ, 28 ",POINT (372990.790316336 4066380.73286383),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f72,66367,APARCAPMR_853,,"AVENIDA DE LA PALOMA, 44 ",POINT (370953.911407363 4062784.76833073),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f71,67126,APARCAPMR_083,Esquina con Cl. Poeta Bernardo de la Torre,"CALLE POETISA AURORA CÁNOVAS, 4 ",POINT (372052.812483141 4066148.25935281),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f70,79307,APARCAPMR_1422,"Avenida Manuel Gorría, nº 63","AVENIDA DE MANUEL GORRÍA, 63 ",POINT (373419.506749962 4066615.69425939),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f6f,66494,APARCAPMR_691,Esquina con Cl. Lágrima,"CALLE LÁGRIMA, 9 ",POINT (373593.074549765 4067684.1653414),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f6e,66415,APARCAPMR_1076,Esq. con Glorieta Lourdes Martín Casares,"CAMINO COLMENAR, 39 ",POINT (373579.007302993 4066557.25778772),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f6d,66690,APARCAPMR_572,Esquina con c/ Regimiento,"CALLE MIGUEL DE UNAMUNO, 9 ",POINT (373225.760102043 4065918.02256014),,,,,,MUNICIPAL,No,No,4,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f6c,76893,APARCAPMR_698,,"AVENIDA DE MANUEL GORRÍA, 28 ",POINT (373359.127383625 4066605.62341797),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f6b,66142,APARCAPMR_823,,"CAMINO COLMENAR, 38 ",POINT (373578.729306845 4066435.75819774),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f6a,66259,APARCAPMR_1162,,"CALLE DOÑA, 51 ",POINT (373266.999963694 4066175.00028989),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f69,66849,APARCAPMR_902,Esquina con c/ Zenete.,"CALLE CRISTO DE LA EPIDEMIA, 58 ",POINT (373655.918772775 4065881.24898241),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f68,66535,APARCAPMR_605,Esquina con c/ Sacromonte,"AVENIDA DE MANUEL GORRÍA, 15 ",POINT (373077.80656234 4066562.20538895),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f67,67191,APARCAPMR_265,A la altura del nº 42,"AVENIDA DE MANUEL GORRÍA, 42 ",POINT (373533.010749236 4066542.22328277),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f66,80909,APARCAPMR_549,Esquina con Valparaiso,"AVENIDA DE JUAN SEBASTIÁN ELCANO, 193 ",POINT (378464.448826862 4064806.72742898),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f65,66944,APARCAPMR_497,Entrada al Castillo de Gibralfaro,"CAMINO GIBRALFARO, 11 ",POINT (374039.065189824 4065103.30782979),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f64,67200,APARCAPMR_098,A la altura del nº 72,"CALLE CONDE DE UREÑA, 72 ",POINT (374162.620250246 4065749.85553089),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f63,66591,APARCAPMR_992,Esq. Cl. Mendoza Tenorio.,"CALLE JOSÉ TALLAVI, 5 ",POINT (373044.012999116 4067072.61622243),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f62,66636,APARCAPMR_067,Esquina con Av. Santiago Ramón y Cajal,"CALLE LEONCIO TALAVERA, 2 ",POINT (372912.849911441 4066866.55147687),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f61,67071,APARCAPMR_186,Esquina con c/ Alcalde Nicolás Maroto,"CALLE ALCALDE NICOLÁS MAROTO, 17 ",POINT (373493.067880292 4067999.12620889),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f60,78440,APARCAPMR_1390,Avenida San Javier esquina con C/ Luis de Narváez,"AVENIDA DE SAN JAVIER, 47 ",POINT (365855.267234162 4058676.30817077),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f5f,66374,APARCAPMR_938,,"CALLE EL COPO, 7 ",POINT (373276.728811683 4068198.20859119),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f5e,66862,APARCAPMR_1021,Esq.con Cl. Carlos Frontaura,"CALLE PADRE COLOMA, 6 ",POINT (378851.887475291 4064680.61178708),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f5d,66193,APARCAPMR_736,Calle Marcos Zapata esquina con Pje. Nuestra Señora del Pilar.,"CALLE MARCOS ZAPATA, 17 ",POINT (378235.863568215 4065002.70750562),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f5c,66577,APARCAPMR_1109,Esq. con Cl. Panamá,"CALLE MARCOS ZAPATA, 15 ",POINT (378215.171270684 4065007.10620946),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f5b,66357,APARCAPMR_865,,"CALLE LUIS TABOADA, 28 ",POINT (378414.136535882 4065142.08791176),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f5a,66614,APARCAPMR_1058,Esq. con Cl. Princesa Irene,"CALLE ÁLAVA, 18 ",POINT (378352.057594491 4065267.68897242),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f59,66634,APARCAPMR_143,Esquina con Cl. Padre Hidalgo,"CALLE PADRE HIDALGO, 14 ",POINT (378548.51152802 4064930.39554371),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f58,76695,APARCAPMR_1326,,"AVENIDA DE MIRAFLORES DEL PALO, 18 ",POINT (378848.416783578 4064932.56715093),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f57,66606,APARCAPMR_948,,"AVENIDA DE JUAN SEBASTIÁN ELCANO, 159 ",POINT (378192.149957248 4064889.59487048),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f56,78436,APARCAPMR_1386,"Avenida Miraflores del Palo, N.º 45","AVENIDA DE MIRAFLORES DEL PALO, 45 ",POINT (378802.808438568 4065162.63167889),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f55,66712,APARCAPMR_1235,,"CALLE ARROYO ACEITERO, 33 ",POINT (373627.000253179 4067268.99977086),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f54,66734,APARCAPMR_949,Intersección c/ Dulcinea del Toboso,"AVENIDA DE JUAN SEBASTIÁN ELCANO, 145 ",POINT (378089.303860861 4064918.57773049),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f53,67048,APARCAPMR_313,Junto al Tintero. En la explanada del aparcamiento,"CALLE PLAYA DEL CHANQUETE, 95 ",POINT (379544.306636117 4064344.84923314),,,,,,MUNICIPAL,No,No,4,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f52,66684,APARCAPMR_539,Esquina con c/ Villafuerte,"CALLE EL PALUSTRE, 16 ",POINT (378557.584467584 4065084.31046691),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f51,67050,APARCAPMR_110,Esquina con Av. Juan Sebastián Elcano,"AVENIDA DE JUAN SEBASTIÁN ELCANO, 179 ",POINT (378283.455699266 4064832.5383785),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f50,66205,APARCAPMR_1084,Esq. con Cl. El Palustre,"CALLE ÁLAVA, 2 ",POINT (378395.625450881 4065140.57566932),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f4f,66288,APARCAPMR_817,,"CALLE DE ALONSO DE MUDARRA, 6 ",POINT (364959.736208 4059595.06016674),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f4e,66858,APARCAPMR_975,A la altura del número 5,"CALLE DON DIEGO DE MIRANDA, 5 ",POINT (378531.976111603 4065257.03231168),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f4d,66893,APARCAPMR_599,Esquina con c/ Abogado Victoriano Frías,"CALLE PANAMÁ, 5 ",POINT (378190.998683867 4064956.232273),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f4c,67077,APARCAPMR_354,A la altura del nº 18,"CALLE MOSCATEL, 15 ",POINT (373567.891210828 4067515.86849193),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f4b,66435,APARCAPMR_1160,Esq. Cl. Rodrigo de Ulloa,"CALLE FERNANDO EL CATÓLICO, 56 ",POINT (373703.999684321 4066002.99997974),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f4a,67012,APARCAPMR_448,Esquina con c / Ramirez Madrid,"CALLE CRISTO DE LA EPIDEMIA, 92 ",POINT (373613.85409267 4066136.73510993),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f49,66508,APARCAPMR_518,Esquina con c/ Santa María Micaela,"CALLE CRISTO DE LA EPIDEMIA, 77 ",POINT (373631.268582599 4066010.17709208),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f48,66791,APARCAPMR_413,A la altura del nº 9,"CALLE DON DIEGO DE MIRANDA, 16 ",POINT (378592.355169088 4065204.70026115),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f47,66161,APARCAPMR_1238,,"AVENIDA DE JUAN SEBASTIÁN ELCANO, 66 ",POINT (377194.999878244 4064949.00051587),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f46,66233,APARCAPMR_787,A la altura del centro ciudadano de La Mosca.,"CALLE EUCALIPTUS, 48 ",POINT (377611.32173055 4065829.50386139),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f45,66826,APARCAPMR_1170,,"PASEO DE LA FAROLA, 16 ",POINT (373750.999600124 4064247.99985489),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f44,66827,APARCAPMR_1171,,"PASEO DE LA FAROLA, 5 ",POINT (373890.999892582 4064602.00071364),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f43,74585,APARCAPMR_719,,"PASEO DE SALVADOR RUEDA, 61 ",POINT (374514.551885976 4065431.62621796),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f42,76286,APARCAPMR_1320,Avenida Jane Bowles esquina con la Plaza Jacques Cousteau,"AVENIDA DE JANE BOWLES, 42 ",POINT (372487.348373907 4068296.61906076),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f41,66518,APARCAPMR_529,Esquina con c/ Tomás Heredia,"CALLE BARROSO, 8 ",POINT (372913.813622915 4064286.93283991),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f40,66261,APARCAPMR_1074,,"CALLE ALCALDE JOAQUÍN QUILES, 19 ",POINT (373362.994259851 4068066.2158572),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f3f,67070,APARCAPMR_345,A la altura del nº 2,"CALLE ALCALDE JOAQUÍN QUILES, 17 ",POINT (373303.052225328 4068041.76614306),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f3e,66303,APARCAPMR_844,,"CALLE ALCALDE JOAQUÍN QUILES, 17 ",POINT (373308.02444445 4068044.50509516),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f3d,66536,APARCAPMR_646,Esquina con c/ Saxofón,"CALLE ALCALDE JOAQUÍN QUILES, 1 ",POINT (373090.464833686 4068031.98291327),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f3c,66852,APARCAPMR_988,Esquina con Cl. Antonio Vico,"CALLE EMILIO OREJÓN, 19 ",POINT (373129.409238131 4067146.24833288),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f3b,66537,APARCAPMR_598,Frente al nº 18,"CALLE ALCALDE NICOLÁS MAROTO, 18 ",POINT (373465.392198848 4067994.22981948),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f3a,66921,APARCAPMR_470,Esquina con c/ Huerto del Conde,"CALLE FRAILES, 2 ",POINT (373426.961389858 4065243.84461013),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f39,78719,APARCAPMR_1391,Avenida Jacinto Benavente N.º 11 esquina con el Puente del Conservatorio,"AVENIDA DE JACINTO BENAVENTE, 11 ",POINT (372828.433364451 4068091.76571327),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f38,76027,APARCAPMR_1300,esquina con con la calle Guadalbullón,"CALLE DEVA, 18 ",POINT (372085.720130993 4066943.10920919),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f37,66674,APARCAPMR_1178,Esq. C/Quintanar,"CALLE ESCULTOR MARIANO BENLLIURE, 9 ",POINT (373230.000444145 4068249.99995424),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f36,67290,APARCAPMR_078,Aparcamientos,"CALLE DEVA, 14 ",POINT (372138.40116406 4066845.25550637),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f35,67118,APARCAPMR_019,Aparcamientos,"CALLE DEVA, 16 ",POINT (372119.842625222 4066905.98270116),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f34,66181,APARCAPMR_732,A la altura del nº 9,"CALLE EL COPO, 9 ",POINT (373271.137883912 4068235.58022581),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f33,67119,APARCAPMR_021,Esquina con c/ Doctor Salguero Morales,"CALLE DOCTOR SALGUERO MORALES, 12 ",POINT (372374.292866375 4066908.51887911),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f32,78856,APARCAPMR_1409,esquina con C/ Debussy,"AVENIDA DE JANE BOWLES, 27 ",POINT (372564.795762814 4068104.12312373),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f31,66910,APARCAPMR_433,Esquina con Paseo de Reding,"PLAZA DEL GENERAL TORRIJOS, 1 ",POINT (373914.288017121 4064819.6495213),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f30,66918,APARCAPMR_456,A la altura del nº 25,"CALLE CONDE DE UREÑA, 22 ",POINT (374001.958595128 4065804.69861461),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f2f,66900,APARCAPMR_615,Esquina con c/ Llano. Frente al nº 3,"CALLE GERARDO DIEGO, 1 ",POINT (370480.963899182 4065980.85509844),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f2e,66391,APARCAPMR_647,Esquina con Cl. Pozo Máximo,"CALLE CANÓNIGO FERNÁNDEZ DE ÁVILA, 4 ",POINT (370665.561488871 4062981.41664983),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f2d,66902,APARCAPMR_667,Frente al nº 7,"CALLE JOSÉ CROOKE, 3 ",POINT (371064.891029838 4062612.08995299),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f2c,67251,APARCAPMR_314,Vial de servicio de sentido oeste antes de la intersección con  Av. de los Guindos. ,"AVENIDA DE LOS GUINDOS, 37 ",POINT (371023.938425199 4061420.49367952),,,,,,MUNICIPAL,No,No,9,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f2b,66382,APARCAPMR_980,Esquina con calle Maria Villanueva Gallego,"CALLE LEOPOLDO ALAS ""CLARÍN"", 9 ",POINT (371955.455636046 4063311.56105298),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f2a,66402,APARCAPMR_945,,"CALLE MIGUEL CARRERA, 34 ",POINT (368831.602450336 4065189.66187965),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f29,66794,APARCAPMR_561,Esquina con Cl. Eugenio Gross,"CALLE EUGENIO GROSS, 9 ",POINT (371790.592850004 4065131.99763747),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f28,66637,APARCAPMR_101,A la altura del nº 3,"CALLE ENCARNACIÓN FONTIVEROS, 1 ",POINT (370699.296600668 4065387.39553601),,,,,,MUNICIPAL,No,No,4,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f27,67098,APARCAPMR_191,Esquina con Cl. Eugenio Gross,"CALLE EUGENIO GROSS, 10 ",POINT (371779.008663308 4065026.48981066),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f26,66699,APARCAPMR_978,A la altura del nº 4,"CALLE JACOBO LAAN, 2 ",POINT (371155.037368606 4062749.00511289),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f25,66896,APARCAPMR_729,Esq. Orfila,"CALLE AYALA, 32 ",POINT (371971.810461853 4063464.23489552),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f24,77448,APARCAPMR_1322,C/ Andarax esqina con Camino San Rafael,"CALLE ANDARAX, 5 ",POINT (371056.449043859 4063673.21116962),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f23,66946,APARCAPMR_228,Esquina con c/ Casarabonela. Frente al nº 6,"CALLE PERIANA, 6 ",POINT (370708.491907732 4063566.67531716),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f22,67089,APARCAPMR_008,Esquina con c/ Diego de Vergara,"CALLE ANDALUCÍA, 23 ",POINT (371891.37691369 4065182.43344969),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f21,66947,APARCAPMR_300,A la altura del nº 3,"CALLE EDUARDO TORRES ROYBON, 3 ",POINT (371080.23597516 4063454.04732628),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f20,66329,APARCAPMR_839,,"CALLE ROCINANTE, 32 ",POINT (368072.788608372 4067559.94140271),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f1f,66670,APARCAPMR_687,Esquina Cl. Anselmo ,"CALLE ROCINANTE, 10 ",POINT (368006.256985738 4067367.84410434),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f1e,67254,APARCAPMR_148,Esquina con Cl. Comandante Román,"CALLE COMANDANTE ROMÁN, 5 ",POINT (371335.823694381 4062714.03087778),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f1d,76288,APARCAPMR_1313,,"AVENIDA DE LAS MUSAS, 10 ",POINT (370857.699818629 4066577.51269358),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f1c,67182,APARCAPMR_123,No hay más datos,"CALLE MIRRA, 1 ",POINT (370359.346298449 4063855.65001513),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f1b,66231,APARCAPMR_783,Frente al nº 19,"CALLE JULIO VERNE, 19 ",POINT (369061.692774523 4066273.92313192),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f1a,80629,APARCAPMR_1449,C/ Martín de la Plaza esquina con C/ Ortega Prados,"CALLE MARTÍN DE LA PLAZA, 13 ",POINT (370021.862850589 4065054.83011325),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f19,66666,APARCAPMR_679,Esquina con c/ Jordán Marbella,"CALLE RÍO GEVORA, 3 ",POINT (371609.760652477 4063379.10739035),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f18,75828,APARCAPMR_1305,,"CALLE HIPÓCRATES, 3 ",POINT (370617.709999169 4066185.78735615),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f17,66437,APARCAPMR_1189,,"CALLE HIPÓCRATES, 1 ",POINT (370693.99964595 4066081.00071304),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f16,66425,APARCAPMR_642,Esquina con c/ Milagrosa,"CALLE OMAR, 24 ",POINT (371220.149228249 4061760.61492668),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f15,76806,APARCAPMR_1206,,"CALLE JUAN DE ROBLES, 57 ",POINT (369387.933155009 4064965.4102611),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f14,67179,APARCAPMR_224,Esquina con Cl. Juan de Robles,"CALLE JUAN DE ROBLES, 16 ",POINT (369845.607953411 4065164.76689897),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6f13,67274,APARCAPMR_485,A la altura del nº 45,"CALLE FAUSTO, 45 ",POINT (361512.623977667 4065692.21767715),,,,,,MUNICIPAL,No,No,2,2028
