FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,NROPLAZAS,TOTALPLAZAS
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e76,66440,APARCAPMR_997,Junto S. E. P. San Andres,"EL CAMARÁ, 5 ",POINT (369765.455681232 4062350.14333762),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e75,66570,APARCAPMR_714,Esquina con c/ Herodoto,"CALLE FUENTE ALEGRE, 18 ",POINT (367616.66368849 4067640.66293443),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e74,66665,APARCAPMR_680,Esquina con Avda. Velázquez,"CALLE CHICO DEL MATADERO, 2 ",POINT (370051.372318246 4061803.56624027),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e73,67229,APARCAPMR_306,Esquina con Cl. Conejito de Málaga,"CALLE CONEJITO DE MÁLAGA, 10 ",POINT (370135.844512913 4062434.62899135),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e72,67187,APARCAPMR_328,Esquina con c/ Alonso de Aguilar,"CALLE RUY LÓPEZ, 30 ",POINT (370020.902083581 4065182.67746651),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e71,76897,APARCAPMR_1283,,"CALLE INGENIERO DE LA CIERVA, 26 ",POINT (370103.361114715 4062335.65847703),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e70,66872,APARCAPMR_611,Frente a Cl. Estribor,"CALLE TARQUINA, 29 ",POINT (368117.069689797 4062504.86853559),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e6f,66273,APARCAPMR_1182,,"CALLE VIRGEN DE LA SERVITA, 20 ",POINT (370936.000171036 4064342.00061867),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e6e,77272,APARCAPMR_1316,Avenida Moliere esquina con la Avenida Velázquez,"AVENIDA DE MOLIÈRE, 1 ",POINT (369879.755015231 4061529.86238925),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e6d,66495,APARCAPMR_675,Esq. Cl. Ayala,"CALLE GÓNGORA, 30 ",POINT (372180.653572583 4063676.86744416),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e6c,66134,APARCAPMR_809,,"CALLE TRAFALGAR, 9 ",POINT (371051.974766594 4062236.02156929),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e6b,66407,APARCAPMR_909,Esquina Callejón del Perchel,"CALLE CALLEJONES DEL PERCHEL, 1 ",POINT (372335.306143499 4064279.02844622),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e6a,66580,APARCAPMR_1249,,"CALLE VIRGEN DE LA SERVITA, 8 ",POINT (371027.000202957 4064361.00034288),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e69,80037,APARCAPMR_1431,C/ Virgen de los Dolores esquina con C/ Virgen del Rosario,"CALLE VIRGEN DE LOS DOLORES, 3 ",POINT (370988.335901355 4064559.96369066),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e68,66208,APARCAPMR_1119,Esq. con cl. Jacinto Verdaguer,"CALLE SALITRE, 40 ",POINT (372353.505049315 4063864.13617697),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e67,66875,APARCAPMR_233,Esquina con c/ De la Maestria Industrial.,"CALLE DEL POLITÉCNICO, 10 ",POINT (370741.758061701 4064626.75328722),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e66,78391,APARCAPMR_1337,Av. Editor Angel Caffarena esq. C/ Poeta Aurora de Albornoz,"CALLE SANHEDÚN, 1 ",POINT (370005.173606887 4063114.95185283),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e65,66976,APARCAPMR_393,A la altura del nº 9,"CALLE SAN MILLÁN, 9 ",POINT (373177.781191206 4065574.28509995),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e64,66238,APARCAPMR_785,A la altura del nº 21,"AVENIDA DE LAS POSTAS, 21 ",POINT (373320.162819083 4066863.01743489),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e63,66442,APARCAPMR_905,,"CALLE URGANDA, 2 ",POINT (373102.10505411 4068272.59261786),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e62,76289,APARCAPMR_1294,,"CALLE INGENIERO DE LA CIERVA, 8 ",POINT (370256.581129824 4062269.15390769),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e61,66943,APARCAPMR_159,A la altura del nº 17,"CALLE VIRGEN DE LA ESTRELLA, 17 ",POINT (371140.680125344 4064255.41477034),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e60,67062,APARCAPMR_218,Esquina con c/ San Vicente de Paul,"CALLE SAN VICENTE DE PAUL, 5 ",POINT (375101.428578512 4065319.18501613),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e5f,67059,APARCAPMR_117,Esquina con c/ Mar. Frente al nº 119,"CALLE QUITAPENAS, 121 ",POINT (378606.36334978 4064541.44140534),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e5e,66421,APARCAPMR_1053,Esq. con Pasaje Begoña,"PASAJE URBASA, 2 ",POINT (371610.295594671 4065144.06880807),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e5d,67249,APARCAPMR_147,Esquina con Avda. Manuel Torres,"CALLE NIÑO DE GLORIA, 13 ",POINT (370588.300614845 4062650.24212954),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e5c,66544,APARCAPMR_1234,,"CALLE NIÑO DE GLORIA, 7 ",POINT (370556.000275834 4062636.00031316),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e5b,66597,APARCAPMR_983,A la altura del nº 6,"CALLE CHICO DEL MATADERO, 6 ",POINT (369990.410883204 4061870.58069207),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e5a,66284,APARCAPMR_793,Esquina con Alameda Barceló.,"CALLE VARELA, 1 ",POINT (373300.238322318 4066057.09296593),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e59,66816,APARCAPMR_927,Esquina calle Toquero,"CALLE PERIODISTA JUANITO CORTÉS, 2 ",POINT (373612.542420568 4066239.96483771),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e58,66166,APARCAPMR_1233,,"CALLE NIÑO DE GLORIA, 5 ",POINT (370549.000154946 4062627.00050347),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e57,67227,APARCAPMR_165,Frente al nº 7,"CALLE CHICO DEL MATADERO, 5 ",POINT (370010.755646043 4061831.86618519),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e56,66228,APARCAPMR_758,,"CALLE POTRO DE CÓRDOBA, 5 ",POINT (372933.052644539 4067676.45968151),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e55,66560,APARCAPMR_699,Esquina con c/ Virgen de Gracia,"ALAMEDA BARCELÓ, 53 ",POINT (373247.984918264 4066027.47731587),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e54,66969,APARCAPMR_382,"Frente al nº 1, esquina con Cl. Toril.","CALLE DE LA VEGA, 33 ",POINT (365849.806763186 4059078.59749173),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e53,80915,APARCAPMR_0608,,"PASEO DE LA SIERRA, 86 ",POINT (376789.27436903 4066380.96418052),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e52,66526,APARCAPMR_901,Intersección Alameda Barcelo,"CALLE VICENTE GÓMEZ DE CÁDIZ, 8 ",POINT (373148.949439487 4065965.09520209),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e51,66697,APARCAPMR_543,Esquina hacia la plaza Nazaret,"AVENIDA DE LAS POSTAS, 13 ",POINT (373211.515330499 4066757.82642869),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e50,66540,APARCAPMR_1184,,"CALLE SANSÓN CARRASCO, 1 ",POINT (373742.000256327 4067605.0001028),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e4f,77788,APARCAPMR_1327,Alameda Barceló esquina con C/ Montserrat,"ALAMEDA BARCELÓ, 31 ",POINT (373145.399082419 4065997.99204804),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e4e,67121,APARCAPMR_076,Esquina con Avda. Barcelona,"CALLE VELARDE, 1 ",POINT (372224.142888138 4065453.63955136),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e4d,80901,APARCAPMR_37,,"CALLE MALPICA, 7 ",POINT (372352.991164184 4064179.23496226),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e4c,66197,APARCAPMR_766,Intersección con Luisa Sene,"CALLE ISABEL DALVO, 1 ",POINT (365933.583257774 4058730.33285405),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e4b,67245,APARCAPMR_163,Esquina con Avda. Velázquez,"CALLE MORETI, 2 ",POINT (370786.483552985 4062458.55236159),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e4a,74625,APARCAPMR_734,,"CALLE SAN VICENTE DE PAUL, 24 ",POINT (375365.260193539 4065253.15038485),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e49,67223,APARCAPMR_087,Esquina c/ Hermosilla,"CALLE SAN MILLÁN, 4 ",POINT (373186.228131784 4065578.45363189),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e48,66396,APARCAPMR_177,Frente al Centro de Salud de El Torcal. ,"CALLE JOSÉ PALANCA, 22 ",POINT (370600.839819047 4062687.03979447),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e47,76895,APARCAPMR_899,,"CALLE EMILIO DE LA CERDA, 27 ",POINT (371605.360304434 4062793.7621791),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e46,67256,APARCAPMR_104,Esquina con Av. Velázquez,"CALLE GIUSEPPE MICAEL, 2 ",POINT (370690.185378114 4062362.52414084),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e45,66649,APARCAPMR_677,Esquina con Av. San Javier,"CALLE ISABEL COLBRAN, 27 ",POINT (365961.927099813 4058593.51388247),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e44,67117,APARCAPMR_337,Esquina con Cl. Duero. Frente al nº 1,"CALLE DUERO, 5 ",POINT (372185.682209757 4066719.43738307),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e43,78858,APARCAPMR_1410,C/ Emilio Diaz esquina con C/ Santa Paula,"CALLE EMILIO DÍAZ, 25 ",POINT (372927.522761968 4066582.29586777),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e42,66394,APARCAPMR_588,Esquina con Cl. Carril de la Cordobesa,"CARRIL DE LA CORDOBESA, 34 ",POINT (371329.53308619 4063161.94549032),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e41,66713,APARCAPMR_1082,Esq. con Cl. Liberia,"CALLE PEINADO, 24 ",POINT (372950.555208419 4066011.64833403),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e40,66196,APARCAPMR_759,Esquina con Cl. Pedro Miguel Carbonell.,"CAMINO DE CASABERMEJA, 82 ",POINT (372817.155781086 4068535.37231304),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e3f,66632,APARCAPMR_094,Esquina con Cl. El Mediodía,"PASEO MARÍTIMO EL PEDREGAL, 102 ",POINT (377931.408200298 4064620.12835463),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e3e,67051,APARCAPMR_216,,"PASEO MARÍTIMO EL PEDREGAL, 103 ",POINT (377913.714728381 4064582.09971098),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e3d,66192,APARCAPMR_740,,"CALLE PRACTICANTE FERNÁNDEZ ALCOLEA, 3 ",POINT (378672.994979322 4064682.59184572),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e3c,66449,APARCAPMR_933,,"AVENIDA DE JUAN XXIII, 6 ",POINT (371262.799593622 4063099.91321256),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e3b,66682,APARCAPMR_567,,"CALLE CONDE DE GUADALHORCE, 6 ",POINT (371257.988474678 4064025.56154813),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e3a,67268,APARCAPMR_229,A la altura del nº 6,"CALLE DE ANTONIO SOLER, 7 ",POINT (371834.236511992 4062973.65048546),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e39,66766,APARCAPMR_664,Esquina con Avda. Santiago Ramón y Cajal,"CALLE OBISPO JULIÁN, 2 ",POINT (372962.736661221 4067156.90342901),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e38,66885,APARCAPMR_520,Esquina con c/ Arabia. Frente al nº 36,"CALLE ARABIA, 11 ",POINT (378700.916394696 4064966.22271337),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e37,66626,APARCAPMR_545,A la altura del nº 7,"CALLE PASTORA IMPERIO, 11 ",POINT (373314.65380359 4068359.89189398),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e36,67167,APARCAPMR_020,En la puerta del Centro Base de Discapacitados,"CALLE DIEGO VÁZQUEZ OTERO, 5 ",POINT (371525.188462777 4064517.79528045),,,,,,MUNICIPAL,No,No,6,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e35,67142,APARCAPMR_053,Trasladada desde Avda. Herrera Oria,"CALLE DIEGO VÁZQUEZ OTERO, 3 ",POINT (371491.580323237 4064517.58423373),,,,,,MUNICIPAL,No,No,4,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e34,67082,APARCAPMR_121,Esquina con Cl. Alcalde Joaquín Quiles,"CALLE EMILIO THUILLIER, 138 ",POINT (373072.223351859 4068033.39099898),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e33,66293,APARCAPMR_827,,"CALLE LE CORBUSIER, 2 ",POINT (379109.773334051 4064573.21748207),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e32,66942,APARCAPMR_158,Esquina con c/ Santa Cristina,"AVENIDA DE PRÍES, 1 ",POINT (374330.747667862 4064849.48707507),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e31,66829,APARCAPMR_1156,,"CALLE GUINDAS, 18 ",POINT (373238.999986881 4067242.00015953),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e30,66841,APARCAPMR_1037,Esq. con Cl. Archez,"CALLE BORGE, 5 ",POINT (373234.804849188 4067093.19828798),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e2f,66612,APARCAPMR_1176,Esq. C/ Las Pitas,"CALLE FRANCISCO LÓPEZ LÓPEZ, 87 ",POINT (373389.000266121 4067234.00063267),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e2e,66696,APARCAPMR_550,Esquina con Cl. Concejal Matías Abela,"CALLE CONCEJAL MATÍAS ABELA, 9 ",POINT (377606.674971823 4065133.82317744),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e2d,66954,APARCAPMR_363,Esquina con c/ San Quintín,"CALLE MALASAÑA, 25 ",POINT (372527.372187634 4065267.45987667),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e2c,66217,APARCAPMR_1065,,"CALLE ALCALDE BARRANCO CÓRDOBA, 1 ",POINT (372901.374612728 4067137.42947961),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e2b,67209,APARCAPMR_029,Esquina con Plaza de la Merced,"CALLE GÓMEZ PALLETE, 3 ",POINT (373391.150783939 4065195.76953702),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e2a,67055,APARCAPMR_038,Esquina con Av. Juan Sebastián Elcano,"CALLE MAR, 4 ",POINT (378606.639943157 4064759.36191788),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e29,66170,APARCAPMR_1164,,"CALLE JUAN GOROSTIDI, 3 ",POINT (366058.999743849 4058153.00011262),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e28,66538,APARCAPMR_653,Esquina Cl. Fernando Loring,"CALLE EMILIO DÍAZ, 26 ",POINT (372889.694920676 4066448.96091058),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e27,66481,APARCAPMR_604,A la altura del nº 8,"CALLE OLLETAS, 8 ",POINT (373621.696734467 4066408.05805781),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e26,66914,APARCAPMR_438,Esquina con Cl. Tomás Echevarría,"CALLE TOMÁS ECHEVERRÍA, 12 ",POINT (371947.680796286 4062860.37260693),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e25,66592,APARCAPMR_1013,Esq. con Cl. Miguel Moreno Masson,"CALLE MIGUEL MORENO MASSON, 11 ",POINT (371157.060948298 4064331.64091384),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e24,67124,APARCAPMR_095,Frente a Cl. Escritora Luciana Narváez,"CALLE ESCRITORA LUCIANA NARVÁEZ, 3 ",POINT (372171.897763259 4066125.78619134),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e23,66137,APARCAPMR_832,,"CALLE FRANCISCO LÓPEZ LÓPEZ, 101 ",POINT (373416.458084826 4067274.70452562),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e22,66148,APARCAPMR_792,Esquina con Avenida Pío Baroja.,"CALLE ARQUITECTO EDUARDO ESTEVE, 9 ",POINT (378282.596513598 4064692.83025718),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e21,66633,APARCAPMR_249,Esquina con c/ Aguilar y Cano,"CALLE PRACTICANTE FERNÁNDEZ ALCOLEA, 16 ",POINT (378744.688823949 4064644.20845894),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e20,67053,APARCAPMR_282,Frente a c/ Alcaucín,"CALLE IDUMEA, 6 ",POINT (379192.796765995 4064902.17751486),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e1f,66267,APARCAPMR_1132,Esq. Cmno. de la Térmica,"CALLE AYAMONTE, 4 ",POINT (370702.99962803 4061061.00045403),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e1e,66548,APARCAPMR_1131,Esq. con Cl. Pacífico,"CALLE AYAMONTE, 10 ",POINT (370819.00024566 4061005.0006676),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e1d,80499,APARCAPMR_1446,C/ Algarrobo esquina con C/ Alcaucín,"CALLE ALGARROBO, 14 ",POINT (379369.687339593 4064865.77843294),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e1c,66654,APARCAPMR_621,Esquina con c/ del Día,"CALLE DEL ROMERO, 11 ",POINT (359684.50833227 4066282.3727164),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e1b,66291,APARCAPMR_833,"A la altura del nº 50, frente a la intersección con calle Albarrobo","CARRETERA DE OLÍAS, 50 ",POINT (379357.401339225 4064783.20742923),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e1a,80477,APARCAPMR_1443," C/ Periodista Paco Rengel, Nº 1","CALLE PERIODISTA PACO RENGEL, 1 ",POINT (369550.080257831 4060732.56730424),,,,,,MUNICIPAL,No,No,5,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e19,80478,APARCAPMR_1444,C/ Periodista Paco Rengel esquina con C/ Miguel Mérida Nicolich,"CALLE PERIODISTA PACO RENGEL, 3 ",POINT (369526.552597582 4060493.12431226),,,,,,MUNICIPAL,No,No,5,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e18,77275,APARCAPMR_1308,C/ Centauro esquina con C/ Antares,"CALLE CENTAURO, 6 ",POINT (367039.812834874 4066561.24042551),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e17,67084,APARCAPMR_034,Frente al Pabellón de Ciudad Jardín,"GLORIETA JOSÉ GASPAR ANAYA MUÑOZ, 2 ",POINT (372901.605383174 4068071.69327846),,,,,,MUNICIPAL,No,No,3,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e16,77968,APARCAPMR_1344,Esquina César Manrique,"CALLE PINTOR MURILLO BRACHO, 6 ",POINT (369437.816821425 4065754.78231099),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e15,77967,APARCAPMR_1343,Esquina Av. Octavio Paz,"CALLE PINTOR MURILLO BRACHO, 6 ",POINT (369399.187654756 4065764.83647765),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e14,66411,APARCAPMR_958,Esquina calle Montesa,"CALLE VELASCO, 35 ",POINT (371668.285602793 4063519.0342937),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e13,66133,APARCAPMR_796,,"CALLE ESPIREA, 3 ",POINT (373528.763241728 4066372.58275605),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e12,77986,APARCAPMR_1362,Esquina José Calderón,"CALLE CABO FRANCISCO JAVIER SORIA TOLEDO, 2 ",POINT (361900.092991914 4066010.73495636),,,,,,MUNICIPAL,No,No,1,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e11,66639,APARCAPMR_342,Esquina con Cl. Maestro Salvador Baberá,"PLAZUELA PÁRROCO JOSÉ MARÍA ORTEGA MUÑOZ, 2 ",POINT (371040.180207894 4065313.78428254),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e10,66987,APARCAPMR_411,Esquina con Cl. Eugenio Selles,"JARDINES MAESTRA LOLA ROMERO, 1 ",POINT (377846.045984621 4064833.8819259),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e0f,66913,APARCAPMR_437,Esquina con Paseo Acacias,"PASEO DE LAS ACACIAS, 26 ",POINT (377680.005467609 4064732.95875977),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e0e,66549,APARCAPMR_1134,Esq. con Cl. Pacífico,"AVENIDA DE MOLIÈRE, 53 ",POINT (370730.000400288 4060845.99969504),,,,,,MUNICIPAL,No,No,2,2028
da_aparcamientosMovilidadReducida.fid--175d4967_1a00d91a118_-6e0d,66136,APARCAPMR_797,,"CALLE LE CORBUSIER, 11 ",POINT (379203.535663049 4064571.00559129),,,,,,MUNICIPAL,No,No,1,2028
