"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Zona S E R  del tramo"
"00772700";"CALLE                   ";"DE    ";"VELARDE                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00773000";"CALLE                   ";"DE    ";"VELAZQUEZ                                       ";"impar";"NUM";"000001";"  ";"000059";"  ";"000041"
"00773000";"CALLE                   ";"DE    ";"VELAZQUEZ                                       ";"impar";"NUM";"000061";"  ";"000123";"  ";"000046"
"00773000";"CALLE                   ";"DE    ";"VELAZQUEZ                                       ";"impar";"NUM";"000125";"  ";"000143";"  ";"000051"
"00773000";"CALLE                   ";"DE    ";"VELAZQUEZ                                       ";"impar";"NUM";"000145";"  ";"000999";"  ";"000051"
"00773000";"CALLE                   ";"DE    ";"VELAZQUEZ                                       ";"par  ";"NUM";"000002";"  ";"000072";"  ";"000041"
"00773000";"CALLE                   ";"DE    ";"VELAZQUEZ                                       ";"par  ";"NUM";"000074";"  ";"000128";"  ";"000046"
"00773000";"CALLE                   ";"DE    ";"VELAZQUEZ                                       ";"par  ";"NUM";"000130";"  ";"000144";"  ";"000051"
"00773000";"CALLE                   ";"DE    ";"VELAZQUEZ                                       ";"par  ";"NUM";"000146";"  ";"000998";"  ";"000051"
"00773900";"PLAZA                   ";"DE    ";"VENECIA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00773900";"PLAZA                   ";"DE    ";"VENECIA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00774000";"CALLE                   ";"DE LAS";"VENERAS                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000161"
"00774000";"CALLE                   ";"DE LAS";"VENERAS                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00774800";"CALLE                   ";"DEL   ";"VENTORRILLO                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00774800";"CALLE                   ";"DEL   ";"VENTORRILLO                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00775100";"CALLE                   ";"DE LA ";"VENTOSA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00775100";"CALLE                   ";"DE LA ";"VENTOSA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00775200";"CALLE                   ";"DE    ";"VENTURA RODRIGUEZ                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000092"
"00775200";"CALLE                   ";"DE    ";"VENTURA RODRIGUEZ                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000092"
"00775400";"CALLE                   ";"DE    ";"VENTURA DE LA VEGA                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000013"
"00775400";"CALLE                   ";"DE    ";"VENTURA DE LA VEGA                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000013"
"00775800";"CALLE                   ";"DE    ";"VERDAGUER Y GARCIA                              ";"impar";"NUM";"000001";"  ";"000061";"  ";"000155"
"00775800";"CALLE                   ";"DE    ";"VERDAGUER Y GARCIA                              ";"par  ";"NUM";"000002";"  ";"000056";"  ";"000155"
"00776200";"CALLE                   ";"DE LA ";"VEREDA DEL CARMEN                               ";"impar";"NUM";"000001";"  ";"000031";"  ";"000151"
"00776200";"CALLE                   ";"DE LA ";"VEREDA DEL CARMEN                               ";"par  ";"NUM";"000002";"  ";"000018";"  ";"000151"
"00776900";"CALLE                   ";"DE    ";"VERGARA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00776900";"CALLE                   ";"DE    ";"VERGARA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00776950";"PLAZA                   ";"DE    ";"VERIN                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000084"
"00776950";"PLAZA                   ";"DE    ";"VERIN                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000084"
"00777000";"CALLE                   ";"DE LA ";"VERJA                                           ";"impar";"NUM";"000001";"  ";"099999";"  ";"000126"
"00777000";"CALLE                   ";"DE LA ";"VERJA                                           ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000126"
"00777100";"TRAVESIA                ";"DE LA ";"VERJA                                           ";"impar";"NUM";"000001";"  ";"099999";"  ";"000126"
"00777100";"TRAVESIA                ";"DE LA ";"VERJA                                           ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000126"
"00777200";"CALLE                   ";"DE LA ";"VERONICA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000013"
"00777200";"CALLE                   ";"DE LA ";"VERONICA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000013"
"00777400";"CALLE                   ";"DE LA ";"VERTIENTE                                       ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000151"
"00777600";"CALLE                   ";"DE LA ";"VEZA                                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00777600";"CALLE                   ";"DE LA ";"VEZA                                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00778000";"CALLE                   ";"DE LA ";"VIA LIMITE                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00778000";"CALLE                   ";"DE LA ";"VIA LIMITE                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00778775";"CALLE                   ";"DE    ";"VICALVARO                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000043"
"00778775";"CALLE                   ";"DE    ";"VICALVARO                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000043"
"00779650";"CALLE                   ";"DE    ";"VICENTE ALEIXANDRE                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00779650";"CALLE                   ";"DE    ";"VICENTE ALEIXANDRE                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00780000";"CALLE                   ";"DE    ";"VICENTE CABALLERO                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000033"
"00780000";"CALLE                   ";"DE    ";"VICENTE CABALLERO                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000033"
"00780100";"TRAVESIA                ";"DE    ";"VICENTE CABALLERO                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000033"
"00780100";"TRAVESIA                ";"DE    ";"VICENTE CABALLERO                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000033"
"00780200";"CALLE                   ";"DE    ";"VICENTE CAMARON                                 ";"impar";"NUM";"000001";"  ";"000057";"  ";"000102"
"00780200";"CALLE                   ";"DE    ";"VICENTE CAMARON                                 ";"par  ";"NUM";"000002";"  ";"000068";"  ";"000102"
"00780550";"CALLE                   ";"DE    ";"VICENTE GACEO                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00781100";"CALLE                   ";"DE    ";"VICENTE MARTIN ARIAS                            ";"impar";"NUM";"000001";"  ";"099999";"  ";"000111"
"00781100";"CALLE                   ";"DE    ";"VICENTE MARTIN ARIAS                            ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000111"
"00781200";"CALLE                   ";"DE    ";"VICENTE MUZAS                                   ";"impar";"NUM";"000001";"  ";"000017";"  ";"000157"
"00781200";"CALLE                   ";"DE    ";"VICENTE MUZAS                                   ";"par  ";"NUM";"000002";"  ";"000012";"  ";"000157"
"00781850";"CALLE                   ";"DE    ";"VICTOR ANDRES BELAUNDE                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00781850";"CALLE                   ";"DE    ";"VICTOR ANDRES BELAUNDE                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00781850";"CALLE                   ";"DE    ";"VICTOR ANDRES BELAUNDE                          ";"otros";"S/N";"000000";"  ";"000000";"  ";"000055"
"00782200";"CALLE                   ";"DE    ";"VICTOR HUGO                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00782200";"CALLE                   ";"DE    ";"VICTOR HUGO                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00782600";"CALLE                   ";"DE    ";"VICTOR DE LA SERNA                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00782600";"CALLE                   ";"DE    ";"VICTOR DE LA SERNA                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00782700";"CALLE                   ";"DE LA ";"VICTORIA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000163"
"00782700";"CALLE                   ";"DE LA ";"VICTORIA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000163"
"00783600";"CALLE                   ";"DE LAS";"VIEJAS                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000056"
"00783700";"CALLE                   ";"DE    ";"VIELLA                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"000093"
"00783700";"CALLE                   ";"DE    ";"VIELLA                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000093"
"00783900";"CALLE                   ";"DE    ";"VIERA Y CLAVIJO                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000036"
"00783900";"CALLE                   ";"DE    ";"VIERA Y CLAVIJO                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000036"
"00784000";"CALLE                   ";"DE    ";"VIGO                                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00784000";"CALLE                   ";"DE    ";"VIGO                                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00784500";"CALLE                   ";"DE LA ";"VILLA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00784500";"CALLE                   ";"DE LA ";"VILLA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00784600";"PLAZA                   ";"DE LA ";"VILLA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00784600";"PLAZA                   ";"DE LA ";"VILLA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00784625";"CALLE                   ";"DE LA ";"VILLA DE ARBANCON                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00784625";"CALLE                   ";"DE LA ";"VILLA DE ARBANCON                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00784825";"CALLE                   ";"DE LA ";"VILLA DE MARIN                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000085"
"00784825";"CALLE                   ";"DE LA ";"VILLA DE MARIN                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000085"
"00784900";"PLAZA                   ";"DE LA ";"VILLA DE PARIS                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00784900";"PLAZA                   ";"DE LA ";"VILLA DE PARIS                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00785200";"CALLE                   ";"DE    ";"VILLAAMIL                                       ";"impar";"NUM";"000001";"  ";"000077";"  ";"000066"
"00785200";"CALLE                   ";"DE    ";"VILLAAMIL                                       ";"impar";"NUM";"000079";"  ";"000083";"  ";"000094"
"00785200";"CALLE                   ";"DE    ";"VILLAAMIL                                       ";"impar";"NUM";"000085";"  ";"000217";"  ";"000065"
