titulo,descripcion,comunidad_autonoma,provincia,municipio,publicador_codigo,publicador_nombre,identificador,url_catalogo,formatos,urls_descarga,licencia,fecha_modificacion
"Caracterización y distribución del espacio construido en Andalucía. Piscinas, garajes y aparcamientos","Caracterización y distribución del espacio construido en Andalucía. Piscinas, garajes y aparcamientos es una actividad de estadística experimental que, a partir de la reutilización de datos del Catastro inmobiliario, permite disponer de información sobre piscinas, garajes y aparcamientos en Andalucí",Andalucía,,,A01002820,Junta de Andalucía,https://www.juntadeandalucia.es/datosabiertos/portal/dataset/a85124a3-439c-4d40-836f-c5a87c894fe4,https://datos.gob.es/catalogo/a01002820-caracterizacion-y-distribucion-del-espacio-construido-en-andalucia-piscinas-garajes-y-aparcamientos,HTML | CSV | VND.OGC.WMS_XML | HTML,https://www.juntadeandalucia.es/institutodeestadisticaycartografia/visores/malla-estadistica/?year=last&style=01-stl_napp | https://www.juntadeandalucia.es/institutodeestadisticaycartografia/dega/caracterizacion-y-distribucion-del-espacio-construido-en-andalucia-piscinas-garajes-y-aparcamientos | https://www.juntadeandalucia.es/institutodeestadisticaycartografia/dega/caracterizacion-y-distribucion-del-espacio-construido-en-andalucia-servicios-interoperables-de-visualizacion-wms-y-descarga-wfs | https://www.juntadeandalucia.es/institutodeestadisticaycartografia/visores/malla-estadistica/?year=last&style=01_stl_kps_npisc,,"mié, 05 nov 2025 11:44:18 GMT+0000"
Aparcamientos Motos,Aparcamientos de motos municipales,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/aparcamientos-motos,https://datos.gob.es/catalogo/l01290672-aparcamientos-motos,CSV | GML+XML | CSV | GML+XML | VND.GOOGLE-EARTH.KML+XML | ZIP | JSON | VND.GOOGLE-EARTH.KML+XML | JSON | ZIP,https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-4326.csv | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-25830.gml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-25830.csv | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-4326.gml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-25830.kml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-4326.zip | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-25830.geojson | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-4326.kml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-4326.geojson | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMoto-25830.zip,,"dom, 22 feb 2026 23:00:00 GMT+0000"
Aparcamientos bici,Previsualización disponible en la siguiente URL de Geoportal https://callejero.malaga.eu/?gplayers=aparcamiento-bicicleta&gp=o,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/aparcamientos-bici,https://datos.gob.es/catalogo/l01290672-aparcamientos-bici,VND.GOOGLE-EARTH.KML+XML | CSV | X-ZIPPED-SHP | VND.GOOGLE-EARTH.KML+XML | X-ZIPPED-SHP | GML+XML | JSON | CSV | GML+XML | JSON,https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-25830.kml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-4326.csv | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-4326.zip | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-4326.kml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-25830.zip | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-4326.gml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-4326.geojson | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-25830.csv | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-25830.gml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosBici-25830.geojson,,"mar, 16 sep 2025 22:00:00 GMT+0000"
Aparcamientos en rotación,**Descripción de columnas incluidas en los recursos**   * ID_EQUIPAMIENTO: Identificador único de equipamiento. * FINALIDAD: Descripción o finalidad del equipamiento. * TOOLTIP: Nombre del equipamiento. * SDOPUNTO: Localización georreferenciada.  Previsualización disponible en la siguiente URL de Ge,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/aparcamientos-en-rotacion,https://datos.gob.es/catalogo/l01290672-aparcamientos-en-rotacion,VND.GOOGLE-EARTH.KML+XML | GML+XML | GML+XML | X-ZIPPED-SHP | CSV | VND.GOOGLE-EARTH.KML+XML | JSON | X-ZIPPED-SHP | JSON | CSV,https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-4326.kml | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-4326.gml | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-25830.gml | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-25830.zip | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-25830.csv | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-25830.kml | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-4326.geojson | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-4326.zip | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-25830.geojson | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosRotacion-4326.csv,,"mar, 16 sep 2025 22:00:00 GMT+0000"
Aparcamientos movilidad reducida,Previsualización disponible en la siguiente URL de Geoportal https://callejero.malaga.eu/?gplayers=aparcamiento-movilidad-reducida&gp=o,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/aparcamientos-movilidad-reducida,https://datos.gob.es/catalogo/l01290672-aparcamientos-movilidad-reducida,JSON | X-ZIPPED-SHP | X-ZIPPED-SHP | CSV | VND.GOOGLE-EARTH.KML+XML | VND.GOOGLE-EARTH.KML+XML | CSV | JSON | GML+XML | GML+XML,https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-25830.geojson | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-4326.zip | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-25830.zip | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-25830.csv | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-4326.kml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-25830.kml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-4326.csv | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-4326.geojson | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-25830.gml | https://datosabiertos.malaga.eu/recursos/transporte/trafico/da_aparcamientosMovilidadReducida-4326.gml,,"dom, 11 may 2025 22:00:00 GMT+0000"
Aparcamientos para residentes,**Descripción de columnas incluidas en los recursos**   * ID_EQUIPAMIENTO: Identificador único de equipamiento. * FINALIDAD: Descripción o finalidad del equipamiento. * TOOLTIP: Nombre del equipamiento. * SDOPUNTO: Localización georreferenciada.  Previsualización disponible en la siguiente URL de Ge,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/aparcamientos-para-residentes,https://datos.gob.es/catalogo/l01290672-aparcamientos-para-residentes,GML+XML | CSV | GML+XML | CSV | X-ZIPPED-SHP | VND.GOOGLE-EARTH.KML+XML | JSON | X-ZIPPED-SHP | VND.GOOGLE-EARTH.KML+XML,https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosResidente-25830.gml | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosResidente-25830.csv | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosResidente-4326.gml | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosResidente-4326.csv | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosResidente-25830.zip | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosResidente-4326.kml | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosResidente-4326.geojson | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosResidente-4326.zip | https://datosabiertos.malaga.eu/recursos/urbanismoEInfraestructura/equipamientos/da_aparcamientosResidente-25830.kml,,"mar, 16 sep 2025 22:00:00 GMT+0000"
Consultas App Aparcamientos pago con móvil,Número de consultas realizadas con la aplicación móvil de Aparcamientos para el pago del S.A.R.E.,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/consultas-app-aparcamientos-pago-con-movil,https://datos.gob.es/catalogo/l01290672-consultas-app-aparcamientos-pago-con-movil,CSV,https://datosabiertos.malaga.eu/dataset/08c91a74-cddd-409f-b53b-8707598378f6/resource/1bde389e-bb5a-4cbb-b11d-81504a26180b/download/consultasapppagoconmovil.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Ocupación aparcamientos públicos municipales,Ocupación de los aparcamientos públicos municipales en formato CSV. La información de actualiza cada 1 minuto.  La correspondencia de identificadores de aparcamientos y nombre está disponible en:  https://datosabiertos.malaga.eu/recursos/aparcamientos/ocupappublicosmun/catalogo.csv,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/ocupacion-aparcamientos-publicos-municipales,https://datos.gob.es/catalogo/l01290672-ocupacion-aparcamientos-publicos-municipales,CSV,https://datosabiertos.malaga.eu/recursos/aparcamientos/ocupappublicosmun/ocupappublicosmun.csv,,"jue, 13 ago 2026 22:00:00 GMT+0000"
Plazas aparcamientos 2013,Detalle de plazas de aparcamientos para el año 2013,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/plazas-aparcamientos-2013,https://datos.gob.es/catalogo/l01290672-plazas-aparcamientos-2013,CSV,https://datosabiertos.malaga.eu/dataset/9d7dd65c-20de-4192-bd8c-10047ad8750e/resource/24d5ecd7-af68-48fb-bb11-2612b1f6e8fd/download/plazasaparcamientos2013.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Plazas aparcamientos S.A.RE.,Detalle de las plazas de aparcamientos por zonas de los sectores de aparcamiento regulado (S.A.RE.).,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/plazas-aparcamientos-s-a-re,https://datos.gob.es/catalogo/l01290672-plazas-aparcamientos-s-a-re,CSV,https://datosabiertos.malaga.eu/dataset/27db3586-f3ce-4b18-9147-33f6bcbde758/resource/817455c8-bfe5-4c32-805d-db18f7c6f25c/download/plazasaparcamientossare2013.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Tarifas coches aparcamientos L-D,Tarifas para coches de los aparcamientos con tarifa fija de lunes a domingo. Las tarifas no incluyen IVA.,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/tarifas-aparcamientos-l-d,https://datos.gob.es/catalogo/l01290672-tarifas-coches-aparcamientos-l-d,CSV,https://datosabiertos.malaga.eu/dataset/27d3e8ba-d91b-430c-bb1c-b1c4f5467bc4/resource/e365c3f3-9017-40fa-8080-01a129d67bf9/download/tarifasaparcamientoscochesld2013.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Tarifas coches aparcamientos L-V,Tarifas para coches de los aparcamientos con tarifa variable entre días laborables y fines de semana y festivos. Tarifas de los días laborables. Las tarifas no incluyen IVA.,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/tarifas-coches-aparcamientos-l-v,https://datos.gob.es/catalogo/l01290672-tarifas-coches-aparcamientos-l-v,CSV,https://datosabiertos.malaga.eu/dataset/68e6355b-69cd-424e-a719-7ba1f384a90c/resource/9a238ea6-dc23-47f1-8203-0c2d1bf3cfed/download/tarifasaparcamientoscocheslv2013.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Tarifas coches aparcamientos S-D-F,Tarifas para coches de los aparcamientos con tarifa variable entre días laborables y fines de semana y festivos. Tarifas de fines de semana y festivos. Las tarifas no incluyen IVA.,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/tarifas-coches-aparcamientos-s-d-f,https://datos.gob.es/catalogo/l01290672-tarifas-coches-aparcamientos-s-d-f,CSV,https://datosabiertos.malaga.eu/dataset/2dc9e015-d466-43ef-86cf-786d595df15a/resource/0f0043ca-8a95-4a1d-bd28-fe14812f022d/download/tarifasaparcamientoscochessdf2013.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Tarifas motos aparcamientos L-D,Tarifas para motos de los aparcamientos con tarifa fija de lunes a domingo. Las tarifas no incluyen IVA.,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/tarifas-motos-aparcamientos-l-d,https://datos.gob.es/catalogo/l01290672-tarifas-motos-aparcamientos-l-d,CSV,https://datosabiertos.malaga.eu/dataset/00998899-ba53-4e8b-a439-991fe42f8be1/resource/2a64f8a8-fee0-4fa6-ac1e-6d8e9ed3cd68/download/tarifasaparcamientosmotosld2013.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Tarifas motos aparcamientos L-V,Tarifas para motos de los aparcamientos con tarifa variable entre días laborables y fines de semana y festivos. Tarifas de los días laborables. Las tarifas no incluyen IVA.,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/tarifas-motos-aparcamientos-l-v,https://datos.gob.es/catalogo/l01290672-tarifas-motos-aparcamientos-l-v,CSV,https://datosabiertos.malaga.eu/dataset/5efb8d7a-2972-4380-91ef-2f982092320e/resource/0704a392-94cc-46d9-b642-ecd7a864a84a/download/tarifasaparcamientosmotoslv2013.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Tarifas motos aparcamientos S-D-F,Tarifas para motos de los aparcamientos con tarifa variable entre días laborables y fines de semana y festivos. Tarifas de fines de semana y festivos. Las tarifas no incluyen IVA.,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/tarifas-motos-aparcamientos-s-d-f,https://datos.gob.es/catalogo/l01290672-tarifas-motos-aparcamientos-s-d-f,CSV,https://datosabiertos.malaga.eu/dataset/2384d0e6-6805-4cbb-9849-20447a75c1ee/resource/87605650-7c2e-4180-b3c1-a195764f2936/download/tarifasaparcamientosmotossdf2013.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Ubicación de aparcamientos públicos municipales,Ubicación de los aparcamientos públicos municipales en Málaga. Previsualización disponible en la siguiente URL de Geoportal https://callejero.malaga.eu/?gplayers=aparcamiento-publico-municipal&gp=o,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/ubicacion-de-aparcamientos-publicos-municipales,https://datos.gob.es/catalogo/l01290672-ubicacion-de-aparcamientos-publicos-municipales,X-ZIPPED-SHP | GML+XML | CSV | JSON | JSON | GML+XML | X-ZIPPED-SHP | VND.GOOGLE-EARTH.KML+XML | CSV | VND.GOOGLE-EARTH.KML+XML,https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-4326.zip | https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-25830.gml | https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-4326.csv | https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-25830.geojson | https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-4326.geojson | https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-4326.gml | https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-25830.zip | https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-4326.kml | https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-25830.csv | https://datosabiertos.malaga.eu/recursos/aparcamientos/ubappublicosmun/da_aparcamientosPublicosMunicipales-25830.kml,,"mar, 16 sep 2025 22:00:00 GMT+0000"
Uso aparcamientos 2013,Datos sobre el uso de los aparcamientos para el año 2013,Andalucía,Málaga,Málaga,L01290672,Ayuntamiento de Málaga,https://datosabiertos.malaga.eu/dataset/uso-aparcamientos-2013,https://datos.gob.es/catalogo/l01290672-uso-aparcamientos-2013,CSV,https://datosabiertos.malaga.eu/dataset/13a72f0d-f922-4885-8cde-912571bea799/resource/c6c2791f-0a8e-4483-8587-706cc33f526d/download/uso-aparcamientos-2013.csv,,"mié, 29 nov 2017 23:00:00 GMT+0000"
Aparcamientos Públicos,Relación de los principales parkings públicos para automóviles de la ciudad de Zaragoza y la información relativa a la ocupación de los aparcamientos gestionados por la empresa VINCI. https://www.zaragoza.es/sede/portal/datos-abiertos/servicio/catalogo/55,Aragón,Zaragoza,Zaragoza,L01502973,Ayuntamiento de Zaragoza,https://www.zaragoza.es/web/espacio-de-datos/servicio/catalogo/55,https://datos.gob.es/catalogo/l01502973-aparcamientos-publicos,SPARQL-QUERY | SPARQL-QUERY | API | JSON,https://www.zaragoza.es/sede/portal/datos-abiertos/servicio/sparql | https://www.zaragoza.es/sede/portal/datos-abiertos/servicio/sparql | https://www.zaragoza.es/docs-api_sede/#/Equipamientos%20y%20movilidad%3A%20Aparcamientos%20públicos | https://www.zaragoza.es/trafico/ocupacion-parking/VINCI_Park_occupancy_info.json,,"mié, 15 jun 2022 22:00:00 GMT+0000"
Aparcamientos de motos,Ubicación de los aparcamientos de motocicletas en el municipio de Zaragoza.,Aragón,Zaragoza,Zaragoza,L01502973,Ayuntamiento de Zaragoza,https://www.zaragoza.es/web/espacio-de-datos/servicio/catalogo/5521,https://datos.gob.es/catalogo/l01502973-aparcamientos-de-motos,WFS | WMS,https://idezar-sig.zaragoza.es/servicios/geoserver/movilidad/wfs?service=WFS&version=2.0.0&request=GetCapabilities | https://idezar-sig.zaragoza.es/servicios/geoserver/movilidad/wms?service=WMS&version=1.3.0&request=GetCapabilities,,"mar, 28 jul 2026 00:00:00 GMT+0000"
Estacionamientos de personas con movilidad reducida,"Relación de estacionamientos públicos para personas con discapacidad en la ciudad de Zaragoza.
Fuente de información: Servicio de Movilidad Urbana
Herramientas para desarrolladores: Los datos se encuentran disponibles en los siguientes formatos: 
http://www.zaragoza.es/georref/rdf/hilo/estacionamien",Aragón,Zaragoza,Zaragoza,L01502973,Ayuntamiento de Zaragoza,https://www.zaragoza.es/web/espacio-de-datos/servicio/catalogo/307,https://datos.gob.es/catalogo/l01502973-estacionamientos-de-personas-con-movilidad-reducida,API | SPARQL-QUERY,https://www.zaragoza.es/docs-api_sede/#/Equipamientos%20y%20movilidad%3A%20Aparcamientos%20para%20personas%20con%20discapacidad | https://www.zaragoza.es/sede/portal/datos-abiertos/servicio/sparql,,"jue, 28 abr 2022 22:00:00 GMT+0000"
Estacionamientos motos,Este conjunto de datos incluye un directorio con los datos de los Estacionamientos de Motos de la ciudad de Zaragoza. https://www.zaragoza.es/sede/portal/datos-abiertos/servicio/catalogo/334,Aragón,Zaragoza,Zaragoza,L01502973,Ayuntamiento de Zaragoza,https://www.zaragoza.es/web/espacio-de-datos/servicio/catalogo/334,https://datos.gob.es/catalogo/l01502973-estacionamientos-motos,API | SPARQL-QUERY,https://www.zaragoza.es/docs-api_sede/#/Equipamientos%20y%20movilidad%3A%20Aparcamientos%20para%20motos | https://www.zaragoza.es/sede/portal/datos-abiertos/servicio/sparql,,"mié, 15 jun 2022 22:00:00 GMT+0000"
Parking públicos y privados,Parking existentes en la ciudad de Zaragoza tanto públicos como privados.,Aragón,Zaragoza,Zaragoza,L01502973,Ayuntamiento de Zaragoza,https://www.zaragoza.es/web/espacio-de-datos/servicio/catalogo/3994,https://datos.gob.es/catalogo/l01502973-parking-publicos-y-privados,WFS | WMS,https://idezar-sig.zaragoza.es/servicios/geoserver/movilidad/wfs?service=WFS&version=2.0.0&request=GetCapabilities | https://idezar-sig.zaragoza.es/servicios/geoserver/movilidad/wms?service=WMS&version=1.3.0&request=GetCapabilities,,"lun, 14 jul 2025 22:00:00 GMT+0000"
Parquímetros,Relación de parquímetros en la ciudad de Zaragoza,Aragón,Zaragoza,Zaragoza,L01502973,Ayuntamiento de Zaragoza,https://www.zaragoza.es/web/espacio-de-datos/servicio/catalogo/329,https://datos.gob.es/catalogo/l01502973-parquimetros,JSON,https://www.zaragoza.es/docs-api_sede/#/Equipamientos%20y%20movilidad%3A%20Parquimetros,,"mar, 02 abr 2013 22:00:00 GMT+0000"
Zonas de estacionamiento regulado,"Porcentaje de ocupación, parquímetros, relación de zonas y vías que contienen las zonas de estacionamiento regulado de la ciudad de Zaragoza.
Herramientas para desarrolladores: Las coordenadas están en formato UTM30 y WGS84
Los identificadores del archivo de ocupación coinciden con los numeros de re",Aragón,Zaragoza,Zaragoza,L01502973,Ayuntamiento de Zaragoza,https://www.zaragoza.es/web/espacio-de-datos/servicio/catalogo/332,https://datos.gob.es/catalogo/l01502973-zonas-de-estacionamiento-regulado,JSON | WFS | JSON | JSON | JSON | WMS | JSON,https://www.zaragoza.es/trafico/estacionamientoots/Occupation.json | https://idezar-sig.zaragoza.es/servicios/geoserver/movilidad/wfs?service=WFS&version=2.0.0&request=GetCapabilities | https://www.zaragoza.es/trafico/estacionamiento/vias_estacionamiento_regulado_web.json | https://www.zaragoza.es/trafico/estacionamiento/zona_estacionamiento_regulado_WGS84.json | https://www.zaragoza.es/trafico/estacionamiento/zona_estacionamiento_regulado_web.json | https://idezar-sig.zaragoza.es/servicios/geoserver/movilidad/wms?service=WMS&version=1.3.0&request=GetCapabilities | https://www.zaragoza.es/trafico/estacionamiento/vias_estacionamiento_regulado_web_WGS84.json,,"lun, 14 jul 2025 22:00:00 GMT+0000"
"Población de 18 y más años que dispone de vehículos a motor en el hogar según disponibilidad de plaza de aparcamiento privada, sexos y grupos de edad. Canarias. 2025 Segundo trimestre","En esta tabla se aportan datos estimados del segundo trimestre de 2025 sobre la población de 18 y más años en Canarias que dispone de vehículos a motor en el hogar por disponibilidad de plaza de aparcamiento privada, sexos y grupos de edad.",Canarias,,,A05003423,Instituto Canario de Estadística (ISTAC),https://datos.canarias.es/catalogos/estadisticas/dataset/urn-siemac-org-siemac-metamac-infomodel-statisticalresources-dataset-istac-c00086a_000367,https://datos.gob.es/catalogo/a05003423-poblacion-de-18-y-mas-anos-que-dispone-de-vehiculos-a-motor-en-el-hogar-segun-disponibilidad-de-plaza-de-aparcamiento-privada-sexos-y-grupos-de-edad-canarias-2025-segundo-trimestre,CSV | application/vnd.openxmlformats-officedocument.spreadsheetml.sheet | JSON | JSON | XML | TAB-SEPARATED-VALUES,https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000367/1.0.csv | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000367/1.0.xlsx | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000367/1.0.json | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000367/1.0.jsonstat | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000367/1.0.xml | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000367/1.0.tsv,,"lun, 08 jun 2026 13:32:05 GMT+0000"
Población de 18 y más años que dispone de vehículos a motor en el hogar según disponibilidad de plaza de aparcamiento privada. Grandes comarcas de Canarias. 2025 Segundo trimestre,En esta tabla se aportan datos estimados del segundo trimestre de 2025 sobre la población de 18 y más años en Canarias que dispone de vehículos a motor en el hogar por disponibilidad de plaza de aparcamiento privada. La información se desagrega territorialmente a nivel de grandes comarcas de Canaria,Canarias,,,A05003423,Instituto Canario de Estadística (ISTAC),https://datos.canarias.es/catalogos/estadisticas/dataset/urn-siemac-org-siemac-metamac-infomodel-statisticalresources-dataset-istac-c00086a_000366,https://datos.gob.es/catalogo/a05003423-poblacion-de-18-y-mas-anos-que-dispone-de-vehiculos-a-motor-en-el-hogar-segun-disponibilidad-de-plaza-de-aparcamiento-privada-grandes-comarcas-de-canarias-2025-segundo-trimestre,JSON | XML | TAB-SEPARATED-VALUES | CSV | JSON | application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000366/1.0.json | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000366/1.0.xml | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000366/1.0.tsv | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000366/1.0.csv | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000366/1.0.jsonstat | https://datos.canarias.es/api/estadisticas/statistical-resources/v1.0/datasets/ISTAC/C00086A_000366/1.0.xlsx,,"lun, 08 jun 2026 13:32:03 GMT+0000"
