titulo,descripcion,comunidad_autonoma,provincia,municipio,publicador_codigo,publicador_nombre,identificador,url_catalogo,formatos,urls_descarga,licencia,fecha_modificacion
Aparcamientos Públicos Cáceres,Conjunto de datos que contiene la información catalogada por el ayuntamiento de Cáceres sobre aparcamientos públicos de la ciudad,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,http://opendata.caceres.es/federator/aparcamientos-publicos-caceres,https://datos.gob.es/catalogo/l01100377-aparcamientos-publicos-caceres,VND.GEO+JSON | TURTLE | VND.MS-EXCEL | JSON | SPARQL-QUERY | CSV,http://opendata.caceres.es/GetData/GetData?dataset=om%3AAparcamientoPublico&format=geojson&geojson=Point | http://opendata.caceres.es/dataset/e56bee62-cfdc-44ba-befc-896ba8a2d8f4/resource/6c63678a-2ddb-4253-a070-d518eba759f5/download/aparcamientos.ttl | http://opendata.caceres.es/GetData/GetData?dataset=om%3AAparcamientoPublico&format=xls | http://opendata.caceres.es/GetData/GetData?dataset=om%3AAparcamientoPublico&format=json | http://opendata.caceres.es/sparql/ | http://opendata.caceres.es/GetData/GetData?dataset=om%3AAparcamientoPublico&format=csv,,"vie, 13 sep 2019 05:37:45 GMT+0000"
Aparcamientos en Batería,Aparcamientos en Batería de la ciudad de Cáceres.,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,https://opendata.caceres.es/datosabiertos/catalogo/dataset/3142c19c-111d-4112-b73b-e767f5539753,https://datos.gob.es/catalogo/l01100377-aparcamientos-en-bateria,HTML | HTML | HTML | VND.GEO+JSON | WMS | CSV | HTML | HTML | WMS,http://sig.caceres.es/visores/MovilidadUrbana/ | https://play.google.com/store/apps/details?id=es.igosoftware.caceresviewandroid&hl=es | https://itunes.apple.com/es/app/caceres-view/id1202640256?l=en&mt=8 | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aaparcamientos_en_bateria&outputFormat=application%2Fjson | https://ide.caceres.es/geoserver/Movilidad_urbana/aparcamientos_en_bateria/wms?request=GetCapabilities&service=WMS | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aaparcamientos_en_bateria&outputFormat=csv | http://ide.caceres.es/descargas/movilidad-catalogo | http://sig.caceres.es/callejero/movilidad-urbana/ | https://ide.caceres.es/geoserver/Movilidad_urbana/aparcamientos_en_bateria/wms?request=GetCapabilities&service=WMS,,"lun, 10 ago 2026 02:38:17 GMT+0000"
Aparcamientos en Línea,Aparcamientos en Línea de la ciudad de Cáceres.,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,https://opendata.caceres.es/datosabiertos/catalogo/dataset/b76d060a-8c04-42a9-be91-d9bf9a1b162b,https://datos.gob.es/catalogo/l01100377-aparcamientos-en-linea,HTML | HTML | WMS | HTML | WMS | VND.GEO+JSON | CSV | HTML | HTML,https://itunes.apple.com/es/app/caceres-view/id1202640256?l=en&mt=8 | https://play.google.com/store/apps/details?id=es.igosoftware.caceresviewandroid&hl=es | https://ide.caceres.es/geoserver/Movilidad_urbana/aparcamientos_en_linea/wms?request=GetCapabilities&service=WMS | http://sig.caceres.es/visores/MovilidadUrbana/ | https://ide.caceres.es/geoserver/Movilidad_urbana/aparcamientos_en_linea/wms?request=GetCapabilities&service=WMS | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aaparcamientos_en_linea&outputFormat=application%2Fjson | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aaparcamientos_en_linea&outputFormat=csv | http://ide.caceres.es/descargas/movilidad-catalogo | http://sig.caceres.es/callejero/movilidad-urbana/,,"lun, 10 ago 2026 02:38:11 GMT+0000"
Aparcamientos para Motos Cáceres,Conjunto de datos que contiene la información catalogada por el ayuntamiento de Cáceres sobre aparcamientos para motos de la ciudad,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,http://opendata.caceres.es/federator/aparcamientos-motos-caceres,https://datos.gob.es/catalogo/l01100377-aparcamientos-para-motos-caceres,VND.MS-EXCEL | VND.GEO+JSON | CSV | TURTLE | JSON | SPARQL-QUERY,http://opendata.caceres.es/GetData/GetData?dataset=om%3AAparcamientoMotos&format=xls | http://opendata.caceres.es/GetData/GetData?dataset=om%3AAparcamientoMotos&format=geojson&geojson=Point | http://opendata.caceres.es/GetData/GetData?dataset=om%3AAparcamientoMotos&format=csv | http://opendata.caceres.es/dataset/4ab20a17-5344-4577-af6f-8f1b1007780e/resource/f03e0016-d2bc-43ff-b6aa-2cd1aba78ec7/download/parkingmotos.ttl | http://opendata.caceres.es/GetData/GetData?dataset=om%3AAparcamientoMotos&format=json | http://opendata.caceres.es/sparql/,,"vie, 13 sep 2019 05:37:26 GMT+0000"
Aparcamientos y Parking,Información de todos los aparcamientos y parking del municipio de Cáceres.,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,https://opendata.caceres.es/datosabiertos/catalogo/dataset/cc8f1f94-9fb2-48bc-8ea6-52416ffe9c9e,https://datos.gob.es/catalogo/l01100377-aparcamientos-y-parking,VND.GEO+JSON | HTML | HTML | HTML | CSV | WMS | HTML | WMS | HTML | WMS,https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aaparcamientos&outputFormat=application%2Fjson | http://sig.caceres.es/visores/MovilidadUrbana/ | http://ide.caceres.es/descargas/movilidad-catalogo | https://play.google.com/store/apps/details?id=es.igosoftware.caceresviewandroid&hl=es | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aaparcamientos&outputFormat=csv | https://ide.caceres.es/geoserver/Movilidad_urbana/aparcamientos/wms?request=GetCapabilities&service=WMS | http://sig.caceres.es/callejero/movilidad-urbana/ | https://ide.caceres.es/geoserver/Movilidad_urbana/aparcamientos/wms?request=GetCapabilities&service=WMS | https://itunes.apple.com/es/app/caceres-view/id1202640256?l=en&mt=8 | https://ide.caceres.es/geoserver/Movilidad_urbana/wms?request=GetCapabilities&service=WMS,,"lun, 10 ago 2026 02:41:50 GMT+0000"
Parking Bicis,Información de todos los parking de bicicletas de la ciudad de Cáceres.,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,https://opendata.caceres.es/datosabiertos/catalogo/dataset/b16aa0ac-e05f-4c48-9182-211e3e72b906,https://datos.gob.es/catalogo/l01100377-parking-bicis,HTML | VND.GEO+JSON | HTML | HTML | HTML | WMS | WFS | HTML | WMS,https://play.google.com/store/apps/details?id=es.igosoftware.caceresviewandroid&hl=es | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aparking_bicis&outputFormat=application%2Fjson | http://sig.caceres.es/callejero/movilidad-urbana/ | http://ide.caceres.es/descargas/movilidad-catalogo | http://sig.caceres.es/visores/MovilidadUrbana/ | https://ide.caceres.es/geoserver/Movilidad_urbana/parking_bicis/wms?request=GetCapabilities&service=WMS | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aparking_bicis&outputFormat=csv | https://itunes.apple.com/es/app/caceres-view/id1202640256?l=en&mt=8 | https://ide.caceres.es/geoserver/Movilidad_urbana/parking_bicis/wms?request=GetCapabilities&service=WMS,,"lun, 10 ago 2026 02:40:03 GMT+0000"
Parking Motos,Información de todos los parking de motos y números de plazas incluidas en el municipio de Cáceres.,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,https://opendata.caceres.es/datosabiertos/catalogo/dataset/da1b1ce9-0477-4aa8-b2b3-0a01f99503a0,https://datos.gob.es/catalogo/l01100377-parking-motos,CSV | HTML | HTML | VND.GEO+JSON | WMS | HTML | WMS | HTML | HTML,https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aparking_motos&outputFormat=csv | http://ide.caceres.es/descargas/movilidad-catalogo | https://itunes.apple.com/es/app/caceres-view/id1202640256?l=en&mt=8 | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aparking_motos&outputFormat=application%2Fjson | https://ide.caceres.es/geoserver/Movilidad_urbana/parking_motos/wms?request=GetCapabilities&service=WMS | http://sig.caceres.es/callejero/movilidad-urbana/ | https://ide.caceres.es/geoserver/Movilidad_urbana/parking_motos/wms?request=GetCapabilities&service=WMS | http://sig.caceres.es/visores/MovilidadUrbana/ | https://play.google.com/store/apps/details?id=es.igosoftware.caceresviewandroid&hl=es,,"lun, 10 ago 2026 02:40:08 GMT+0000"
Parking de Pago,Información de todos los parking de pago del municipio de Cáceres.,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,https://opendata.caceres.es/datosabiertos/catalogo/dataset/93aedd10-96fc-41a1-8ba8-e306a6da168e,https://datos.gob.es/catalogo/l01100377-parking-de-pago,WMS | HTML | HTML | WMS | HTML | VND.GEO+JSON | WMS | CSV | HTML | HTML,https://ide.caceres.es/geoserver/Movilidad_urbana/wms?request=GetCapabilities&service=WMS | http://sig.caceres.es/visores/MovilidadUrbana/ | https://play.google.com/store/apps/details?id=es.igosoftware.caceresviewandroid&hl=es | https://ide.caceres.es/geoserver/Movilidad_urbana/parkings_de_pago/wms?request=GetCapabilities&service=WMS | http://ide.caceres.es/descargas/movilidad-catalogo | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aparkings_de_pago&outputFormat=application%2Fjson | https://ide.caceres.es/geoserver/Movilidad_urbana/wms?request=GetCapabilities&service=WMS | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aparkings_de_pago&outputFormat=csv | https://itunes.apple.com/es/app/caceres-view/id1202640256?l=en&mt=8 | http://sig.caceres.es/callejero/movilidad-urbana/,,"lun, 10 ago 2026 02:40:05 GMT+0000"
Parking en Superficie,Información de los aparcamientos en superficie del municipio de Cáceres.,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,https://opendata.caceres.es/datosabiertos/catalogo/dataset/589b0e7d-3319-4b3d-bdba-974132769422,https://datos.gob.es/catalogo/l01100377-parking-en-superficie,WMS | HTML | HTML | WMS | VND.GEO+JSON | HTML | WMS | HTML | CSV | HTML,https://ide.caceres.es/geoserver/Movilidad_urbana/Parkings_superficie/wms?request=GetCapabilities&service=WMS | https://itunes.apple.com/es/app/caceres-view/id1202640256?l=en&mt=8 | http://sig.caceres.es/visores/MovilidadUrbana/ | https://ide.caceres.es/geoserver/Movilidad_urbana/Parkings_superficie/wms?request=GetCapabilities&service=WMS | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3AParkings_superficie&outputFormat=application%2Fjson | http://sig.caceres.es/callejero/movilidad-urbana/ | https://ide.caceres.es/geoserver/Movilidad_urbana/wms?request=GetCapabilities&service=WMS | https://play.google.com/store/apps/details?id=es.igosoftware.caceresviewandroid&hl=es | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3AParkings_superficie&outputFormat=csv | http://ide.caceres.es/descargas/movilidad-catalogo,,"lun, 10 ago 2026 02:41:47 GMT+0000"
Parquímetro,Información de los parquímetros localizados en la ciudad de Cáceres.,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,https://opendata.caceres.es/datosabiertos/catalogo/dataset/242517d4-5eb2-4b85-a6be-6600a145b40f,https://datos.gob.es/catalogo/l01100377-parquimetro,WMS | WMS | CSV | HTML | HTML | WMS | HTML | HTML | WMS | HTML | VND.GEO+JSON,https://ide.caceres.es/geoserver/Movilidad_urbana/zona_azul/wms?request=GetCapabilities&service=WMS | https://ide.caceres.es/geoserver/Movilidad_urbana/zona_azul/wms?request=GetCapabilities&service=WMS | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aparquimetro&outputFormat=csv | https://itunes.apple.com/es/app/caceres-view/id1202640256?l=en&mt=8 | https://play.google.com/store/apps/details?id=es.igosoftware.caceresviewandroid&hl=es | https://ide.caceres.es/geoserver/Movilidad_urbana/parquimetro/wms?request=GetCapabilities&service=WMS | http://sig.caceres.es/visores/MovilidadUrbana/ | http://sig.caceres.es/callejero/movilidad-urbana/ | https://ide.caceres.es/geoserver/Movilidad_urbana/parquimetro/wms?request=GetCapabilities&service=WMS | http://ide.caceres.es/descargas/movilidad-catalogo | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Aparquimetro&outputFormat=application%2Fjson,,"lun, 10 ago 2026 02:40:15 GMT+0000"
Plazas Zona Azul,Conjunto de datos que contiene la información catalogada por el ayuntamiento de Cáceres sobre las plazas de zona azul de la ciudad,Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,http://opendata.caceres.es/federator/plazas-zona-azul,https://datos.gob.es/catalogo/l01100377-plazas-zona-azul,CSV | SPARQL-QUERY | JSON | VND.GEO+JSON | VND.MS-EXCEL | TURTLE,http://opendata.caceres.es/GetData/GetData?dataset=om%3APlazaZonaAzul&format=csv | http://opendata.caceres.es/sparql/ | http://opendata.caceres.es/GetData/GetData?dataset=om%3APlazaZonaAzul&format=json | http://opendata.caceres.es/GetData/GetData?dataset=om%3APlazaZonaAzul&format=geojson&geojson=Point | http://opendata.caceres.es/GetData/GetData?dataset=om%3APlazaZonaAzul&format=xls | http://opendata.caceres.es/dataset/31b980b2-7d77-4637-a439-ea6c92f1a026/resource/6fd004a4-bc94-4111-a2f1-c8cd46e99f5b/download/plazaszonaazul.ttl,,"vie, 13 sep 2019 04:37:45 GMT+0000"
Zona Azul,"Información de la Zona Azul, aparcamiento regulado de la ciudad de Cáceres.",Extremadura,Cáceres,Cáceres,L01100377,Ayuntamiento de Cáceres,https://opendata.caceres.es/datosabiertos/catalogo/dataset/92df4fa3-6633-4e9a-9e87-23ca44b72d07,https://datos.gob.es/catalogo/l01100377-zona-azul,WMS | HTML | CSV | HTML | VND.GEO+JSON | WMS | WMS | WMS | HTML | HTML | HTML | HTML,https://ide.caceres.es/geoserver/Movilidad_urbana/parquimetro/wms?request=GetCapabilities&service=WMS | http://sig.caceres.es/visores/MovilidadUrbana/ | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Azona_azul&outputFormat=csv | http://opendata.caceres.es/dataset/plazas-zona-azul | https://ide.caceres.es/geoserver/Movilidad_urbana/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=Movilidad_urbana%3Azona_azul&outputFormat=application%2Fjson | https://ide.caceres.es/geoserver/Movilidad_urbana/parquimetro/wms?request=GetCapabilities&service=WMS | https://ide.caceres.es/geoserver/Movilidad_urbana/zona_azul/wms?request=GetCapabilities&service=WMS | https://ide.caceres.es/geoserver/Movilidad_urbana/zona_azul/wms?request=GetCapabilities&service=WMS | https://itunes.apple.com/es/app/caceres-view/id1202640256?l=en&mt=8 | https://play.google.com/store/apps/details?id=es.igosoftware.caceresviewandroid&hl=es | http://sig.caceres.es/callejero/movilidad-urbana/ | http://ide.caceres.es/descargas/movilidad-catalogo,,"lun, 10 ago 2026 02:41:34 GMT+0000"
Aparcamientos en la ciudad,Aparcamientos en la ciudad,Galicia,Pontevedra,Vigo,L01360577,Ayuntamiento de Vigo,,https://datos.gob.es/catalogo/l01360577-aparcamientos-en-la-ciudad,VND.MS-EXCEL | VND.GOOGLE-EARTH.KML+XML | JSON | ZIP | CSV | JSON,https://datos.vigo.org/data/trafico/aparcamientos-od.xls | https://datos.vigo.org/data/trafico/aparcamientos-od.kml | https://datos.vigo.org/data/trafico/aparcamientos-od.json | https://datos.vigo.org/data/trafico/aparcamientos-od.shp.zip | https://datos.vigo.org/data/trafico/aparcamientos-od.csv | https://datos.vigo.org/data/trafico/aparcamientos-od.geojson,,"mar, 17 mar 2020 16:55:18 GMT+0000"
Plazas de aparcamiento para personas con discapacidad,Distribución de plazas de aparcamiento para personas con discapacidad,Galicia,Pontevedra,Vigo,L01360577,Ayuntamiento de Vigo,,https://datos.gob.es/catalogo/l01360577-plazas-de-aparcamiento-para-personas-con-discapacidad,ZIP | JSON | JSON | CSV | VND.MS-EXCEL | VND.GOOGLE-EARTH.KML+XML,https://datos.vigo.org/data/trafico/plazas_minusvalido.shp.zip | https://datos.vigo.org/data/trafico/plazas_minusvalido.json | https://datos.vigo.org/data/trafico/plazas_minusvalido.geojson | https://datos.vigo.org/data/trafico/plazas_minusvalido.csv | https://datos.vigo.org/data/trafico/plazas_minusvalido.xls | https://datos.vigo.org/data/trafico/plazas_minusvalido.kml,,"mar, 17 mar 2020 16:55:10 GMT+0000"
Aparcamientos: Actual o planificado,Aparcamientos fotovoltaicos de las Illes Balears,Islas Baleares,,,A04003003,Gobierno de las Illes Balears,https://intranet.caib.es/opendatacataleg/dataset/b72af3e4-7203-4f3d-bb60-06b6ecf84903,https://datos.gob.es/catalogo/a04003003-aparcamientos-actual-o-planificado1,JSON | CSV,https://intranet.caib.es/opendatacataleg/files/dataset/aparcaments-actual-o-planificat/aparcaments-actual-o-planificat.geojson | https://intranet.caib.es/opendatacataleg/files/dataset/aparcaments-actual-o-planificat/aparcaments-actual-o-planificat.csv,,"mar, 07 jul 2026 04:12:03 GMT+0000"
Aparcamientos: Insolación anual (kWh / m2),Aparcamientos fotovoltaicos de las Islas Baleares,Islas Baleares,,,A04003003,Gobierno de las Illes Balears,https://intranet.caib.es/opendatacataleg/dataset/89510927-be28-422f-8491-a737d646430f,https://datos.gob.es/catalogo/a04003003-aparcamientos-insolacion-anual-kwh-m21,JSON | CSV,https://intranet.caib.es/opendatacataleg/files/dataset/aparcaments-insolacio-anual-kwh-m2/aparcaments-insolacio-anual-kwh-m2.geojson | https://intranet.caib.es/opendatacataleg/files/dataset/aparcaments-insolacio-anual-kwh-m2/aparcaments-insolacio-anual-kwh-m2.csv,,"mar, 07 jul 2026 16:12:53 GMT+0000"
Aparcamientos: Porcentaje zona arbolada,Aparcamientos fotovoltaicos de las Illes Balears,Islas Baleares,,,A04003003,Gobierno de las Illes Balears,https://intranet.caib.es/opendatacataleg/dataset/eaef8ce0-6832-4d00-acc6-1c44e1f7457c,https://datos.gob.es/catalogo/a04003003-aparcamientos-porcentaje-zona-arbolada1,JSON | CSV,https://intranet.caib.es/opendatacataleg/files/dataset/aparcaments-percentatge-zona-arbrada/aparcaments-percentatge-zona-arbrada.geojson | https://intranet.caib.es/opendatacataleg/files/dataset/aparcaments-percentatge-zona-arbrada/aparcaments-percentatge-zona-arbrada.csv,,"mar, 07 jul 2026 17:43:56 GMT+0000"
Parkings de Euskadi,Información sobre diferentes aparcamientos subterraneos en las tres capitales.,País Vasco,,,A16003011,Comunidad Autónoma del País Vasco,https://opendata.euskadi.eus/catalogo/-/parkings-de-euskadi/,https://datos.gob.es/catalogo/a16003011-parkings-de-euskadi,VND.GOOGLE-EARTH.KML+XML | RSS+XML | API | VND.GEO+JSON | application/vnd.openxmlformats-officedocument.spreadsheetml.sheet | JAVASCRIPT | JSON | XML | HTML,"http://turismo.euskadi.net/x65-15809/es/s12GoogleMapsWar/gMapsJSP/VisorGMapsNP.jsp?lang=es | http://www.euskadi.net/r01hSearchResultWar/r01hPresentationRSS.jsp?r01kLang=es&r01kQry=tC:euskadi;tF:turismo;tT:c_transporte_y_movilidad;m:documentLanguage.EQ.es,templateType.EQ.C6;p:Inter_portal,Inter;pp:r01NavBarBlockSize.10,r01PageSize.100 | https://opendata.euskadi.eus/webopd00-resbus/es?r01kQry=tC:euskadi;tF:turismo;tT:c_transporte_y_movilidad;m:documentLanguage.EQ.es,templateType.EQ.C6;p:Inter_portal,Inter; | https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/parkings_de_euskadi/opendata/transporte.geojson | https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/parkings_de_euskadi/opendata/transporte.xlsx | https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/parkings_de_euskadi/opendata/transporte.jsonp | https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/parkings_de_euskadi/opendata/transporte.json | https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/parkings_de_euskadi/opendata/transporte.xml | https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/parkings_de_euskadi/opendata/transporte-padding.geojson",,"mié, 12 ago 2026 22:00:00 GMT+0000"
Aparcamientos de carga y descarga de Donostia / San Sebastián,"Localización, horarios, tiempos y usos de las zonas de carga y descarga.Sistema de referencia: ETRS89 ZONA 30 EPSG:25830.El conjunto de datos se puede visualizar a través del visor de [GeoDonostia](https://www.donostia.eus/es/geodonostia/catalogo-mapas/visor?extent=-234654.4487,5350747.3305,-215621.",País Vasco,Gipuzkoa,Donostia/San Sebastián,L01200697,Ayuntamiento de Donostia/San Sebastián,https://www.donostia.eus/datosabiertos/catalogo/aparcamiento-cd,https://datos.gob.es/catalogo/l01200697-aparcamientos-carga-y-descarga,CSV | WMS | X-ZIPPED-SHP | VND.GEO+JSON,https://www.donostia.eus/datosabiertos/recursos/aparcamiento-cd/Zamalanak.csv | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-cd/MapServer | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-cd/Zamalanak.zip | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-cd/Zamalanak.json,,"sáb, 26 ago 2023 22:00:00 GMT+0000"
Aparcamientos de movilidad reducida de Donostia / San Sebastián,Este conjunto de datos proporciona la localización y características de los aparcamientos destinados a personas con movilidad reducida en toda la ciudad de Donostia / San Sebastián. Incluye tanto aparcamientos públicos como privados identificados por matrícula.Para cada aparcamiento se ofrece la sig,País Vasco,Gipuzkoa,Donostia/San Sebastián,L01200697,Ayuntamiento de Donostia/San Sebastián,https://www.donostia.eus/datosabiertos/catalogo/aparcamiento-movreducida,https://datos.gob.es/catalogo/l01200697-aparcamientos-aparcamientos-movilidad-reducida,WMS | VND.GEO+JSON | CSV | X-ZIPPED-SHP,https://www.donostia.eus/datosabiertos/recursos/aparcamiento-movreducida/WMSServer%3Frequest=GetCapabilities&service=WMS | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-movreducida/MMAparkalekuak.json | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-movreducida/MMAparkalekuak.csv | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-movreducida/MMurriztuenAparkalekuak.zip,,"lun, 23 mar 2020 23:00:00 GMT+0000"
Aparcamientos de superficie de Donostia / San Sebastián,Este conjunto de datos recoge información detallada sobre todos los aparcamientos en superficie en Donostia / San Sebastián. Cada aparcamiento está representado geográficamente mediante un polígono y contiene los siguientes atributos: * Tipo de vehículo: Indica si el aparcamiento es para turismos o ,País Vasco,Gipuzkoa,Donostia/San Sebastián,L01200697,Ayuntamiento de Donostia/San Sebastián,https://www.donostia.eus/datosabiertos/catalogo/aparcamiento-superficie,https://datos.gob.es/catalogo/l01200697-aparcamientos-aparcamientos-en-superficie,X-ZIPPED-SHP | WMS,https://www.donostia.eus/datosabiertos/recursos/aparcamiento-superficie/LurgainekoAparkalekuak.zip | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-superficie/MapServer,,"mié, 23 ago 2023 22:00:00 GMT+0000"
Aparcamientos disuasorios de Donostia / San Sebastián,"Este conjunto de datos proporciona la ubicación e información detallada de los aparcamientos disuasorios disponibles en Donostia / San Sebastián. Estos aparcamientos están estratégicamente situados cerca de las principales vías de acceso a la ciudad, facilitando que los conductores puedan estacionar",País Vasco,Gipuzkoa,Donostia/San Sebastián,L01200697,Ayuntamiento de Donostia/San Sebastián,https://www.donostia.eus/datosabiertos/catalogo/aparcamiento-disuasorio,https://datos.gob.es/catalogo/l01200697-aparcamientos-aparcamientos-disuasorios,WMS | X-ZIPPED-SHP | CSV | VND.GEO+JSON,https://www.donostia.eus/datosabiertos/recursos/aparcamiento-disuasorio/MapServer | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-disuasorio/AldirietakoAparkalekuak.zip | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-disuasorio/AldirietakoAparkalekuak.csv | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-disuasorio/AldirietakoAparkalekuak.json,,"mié, 23 ago 2023 22:00:00 GMT+0000"
Aparcamientos para caravanas de Donostia / San Sebastián,Este conjunto de datos recoge la localización geográfica de los aparcamientos habilitados para autocaravanas en el término municipal de Donostia / San Sebastián.Cada aparcamiento se representa geográficamente mediante un punto e incluye la siguiente información:* Nombre del aparcamiento* Número de a,País Vasco,Gipuzkoa,Donostia/San Sebastián,L01200697,Ayuntamiento de Donostia/San Sebastián,https://www.donostia.eus/datosabiertos/catalogo/aparcamiento-autocaravana,https://datos.gob.es/catalogo/l01200697-aparcamientos-para-caravanas-de-donostia-san-sebastian,WMS | X-ZIPPED-SHP,https://www.donostia.eus/datosabiertos/recursos/aparcamiento-autocaravana/MapServer | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-autocaravana/AutokarabanaAparkalekuak.zip,,"mié, 23 ago 2023 22:00:00 GMT+0000"
Aparcamientos para motoclitas y ciclomotores de Donostia / San Sebastián,Este conjunto de datos ofrece información sobre los aparcamientos destinados a motocicletas en el término municipal de Donostia / San Sebastián. Cada punto en el mapa representa una zona de aparcamiento y contiene la siguiente información:* Número de plazas para estacionar.* Dirección completa* Barr,País Vasco,Gipuzkoa,Donostia/San Sebastián,L01200697,Ayuntamiento de Donostia/San Sebastián,https://www.donostia.eus/datosabiertos/catalogo/aparcamiento-motos,https://datos.gob.es/catalogo/l01200697-aparcamientos-aparcamientos-motos,CSV | VND.GEO+JSON | X-ZIPPED-SHP | WMS,https://www.donostia.eus/datosabiertos/recursos/aparcamiento-motos/MotoenAparkalekuak.csv | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-motos/MotoenAparkalekuak.json | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-motos/MotoenAparkalekuak.zip | https://www.donostia.eus/datosabiertos/recursos/aparcamiento-motos/WMSServer,,"mié, 23 ago 2023 22:00:00 GMT+0000"
