osm_id,tipo_dato,lat,lon,nombre,operador,horario,zona
node/297322413,parquimetro,40.4710445,-3.686397,,,,
node/339087709,parquimetro,43.5680564,4.1911905,,,,
node/339087710,parquimetro,43.5669051,4.193487,,,,
node/412414679,parquimetro,41.4112191,2.1523408,,,,
node/600487311,parquimetro,43.4629575,-3.7969365,,,,
node/741497775,parquimetro,42.3440615,-3.6915789,,,,
node/908282460,parquimetro,43.5652785,4.1965602,,,,
node/1014739951,parquimetro,43.3182699,1.9534099,,,,
node/1059449139,parquimetro,42.6954484,2.8889109,,,,
node/1116369659,parquimetro,43.6049903,1.4290826,,,,
node/1116369660,parquimetro,43.6050042,1.4284467,,,,
node/1147929206,parquimetro,43.6046587,1.430294,,,,
node/1217952877,parquimetro,43.5375583,-5.6750103,,,,
node/1305390582,parquimetro,43.6052831,1.4324937,,,,
node/1434132422,parquimetro,40.9752923,-5.6579988,,,,
node/1561093683,parquimetro,40.9723051,-5.6478959,,,,
node/1795809254,parquimetro,43.6106959,3.8624567,,,,
node/1886635530,parquimetro,41.3928619,2.1566735,,,,
node/1992868868,parquimetro,38.840296,0.112444,,,,
node/2058050806,parquimetro,38.8410113,0.1082805,,,,
node/2147756680,parquimetro,43.2178305,2.351965,,Effia,,
node/2370854187,parquimetro,43.6120213,3.8645156,horodateur,,,
node/2401621779,parquimetro,42.5863997,2.3646639,,,,
node/2496330764,parquimetro,43.216393,2.3509204,,,,
node/2496435835,parquimetro,43.214053,2.347214,,,,
node/2520338093,parquimetro,43.3940902,3.678565,,,,
node/2521465381,parquimetro,43.3963391,3.6954871,,,,
node/2521897825,parquimetro,43.3995592,3.6966385,,,,
node/2523479290,parquimetro,43.4004403,3.6978786,,,,
node/2523542056,parquimetro,43.4044043,3.7009483,,,,
node/2524775615,parquimetro,43.4066754,3.7011326,,,,
node/2528579270,parquimetro,43.4062668,3.6969371,,,,
node/2848173937,parquimetro,43.2877551,-0.3802234,,,,
node/2848173940,parquimetro,43.2920155,-0.3784304,,,,
node/2848173941,parquimetro,43.2923216,-0.3780691,,,,
node/2848173942,parquimetro,43.293358,-0.3689546,,,,
node/2848173943,parquimetro,43.2933854,-0.3700482,,,,
node/2848173944,parquimetro,43.2935373,-0.3669399,,,,
node/2848173945,parquimetro,43.293767,-0.3655068,,,,
node/2848173948,parquimetro,43.2939647,-0.3641205,,,,
node/2848173949,parquimetro,43.2940614,-0.3721027,,,,
node/2848173950,parquimetro,43.2941294,-0.3728947,,,,
node/2848173951,parquimetro,43.2946723,-0.3723287,,,,
node/2848173952,parquimetro,43.2947598,-0.3646077,,,,
node/2848173953,parquimetro,43.2949944,-0.3731301,,,,
node/2848173954,parquimetro,43.2952513,-0.3660252,,,,
node/2848173955,parquimetro,43.2960265,-0.3757401,,,,
node/2848173956,parquimetro,43.2961712,-0.3746957,,,,
node/2848173957,parquimetro,43.2961253,-0.3779975,,,,
node/2848173959,parquimetro,43.2961777,-0.3775783,,,,
node/2848173960,parquimetro,43.2962391,-0.3759109,,,,
node/2848173962,parquimetro,43.2964969,-0.3662804,,,,
node/2848173964,parquimetro,43.2969092,-0.3631831,,,,
node/2848173965,parquimetro,43.297132,-0.3618363,,,,
node/2848173966,parquimetro,43.2971826,-0.3624129,,,,
node/2848173969,parquimetro,43.2979651,-0.362053,,,,
node/2848173970,parquimetro,43.29784,-0.3719413,,,,
node/2848173971,parquimetro,43.2978625,-0.3746553,,,,
node/2848173972,parquimetro,43.2979485,-0.3751944,,,,
node/2848173974,parquimetro,43.2981955,-0.3714328,,,,
node/2848173975,parquimetro,43.298305,-0.374743,,,,
node/2848173976,parquimetro,43.2983722,-0.3637431,,,,
node/2848173977,parquimetro,43.2984609,-0.3753147,,,,
node/2848173978,parquimetro,43.2985768,-0.3724219,,,,
node/2848173979,parquimetro,43.2986249,-0.3690287,,,,
node/2848173980,parquimetro,43.2986031,-0.3716742,,,,
node/2848173981,parquimetro,43.2986736,-0.3635848,,,,
node/2848173982,parquimetro,43.2986785,-0.3647262,,,,
node/2848173983,parquimetro,43.2987674,-0.3636591,,,,
node/2848173984,parquimetro,43.2988302,-0.3674366,,,,
node/2848173985,parquimetro,43.298863,-0.3639389,,,,
node/2848173986,parquimetro,43.2989041,-0.3673998,,,,
node/2848173987,parquimetro,43.2989832,-0.3662618,,,,
node/2848173989,parquimetro,43.2990035,-0.3720266,,,,
node/2848173990,parquimetro,43.2989083,-0.3735495,,,,
node/2848173991,parquimetro,43.2990351,-0.3656134,,,,
node/2848173993,parquimetro,43.2991578,-0.3649301,,,,
node/2848173995,parquimetro,43.2992357,-0.3648367,,,,
node/2848173998,parquimetro,43.2993693,-0.3623436,,,,
node/2848173999,parquimetro,43.2994034,-0.362509,,,,
node/2848174000,parquimetro,43.2994624,-0.3725142,,,,
node/2848178604,parquimetro,43.2996495,-0.3674153,,,,
node/2848178605,parquimetro,43.2996333,-0.3705003,,,,
node/2848178606,parquimetro,43.2997863,-0.372754,,,,
node/2848178607,parquimetro,43.2998114,-0.3718967,,,,
node/2848178608,parquimetro,43.2998731,-0.3659594,,,,
node/2848178609,parquimetro,43.299908,-0.3625957,,,,
node/2848178611,parquimetro,43.30007,-0.3645267,,,,
node/2848178613,parquimetro,43.3002009,-0.37297,,,,
node/2848178614,parquimetro,43.3002122,-0.362351,,,,
node/2848178615,parquimetro,43.3002222,-0.3713809,,,,
node/2848178616,parquimetro,43.300298,-0.3654897,,,,
node/2848178617,parquimetro,43.3003015,-0.3661787,,,,
node/2848178618,parquimetro,43.3003634,-0.3702395,,,,
node/2848178619,parquimetro,43.3005558,-0.3639393,,,,
node/2848178621,parquimetro,43.3006446,-0.3654868,,,,
node/2848178622,parquimetro,43.300691,-0.3719473,,,,
node/2848178623,parquimetro,43.3007438,-0.362483,,,,
node/2848178624,parquimetro,43.3007927,-0.3649556,,,,
node/2848178625,parquimetro,43.3008583,-0.369606,,,,
node/2848178626,parquimetro,43.3009344,-0.3607164,,,,
node/2848178627,parquimetro,43.3009156,-0.3729615,,,,
node/2848178628,parquimetro,43.3011163,-0.3663037,,,,
node/2848178629,parquimetro,43.3012994,-0.3707458,,,,
node/2848178630,parquimetro,43.3013347,-0.3722363,,,,
node/2848178631,parquimetro,43.301594,-0.3681648,,,,
node/2848178632,parquimetro,43.3017008,-0.3702637,,,,
node/2848178633,parquimetro,43.3015822,-0.3611666,,,,
node/2848178634,parquimetro,43.3017055,-0.3715091,,,,
node/2848178636,parquimetro,43.30179,-0.3729349,,,,
node/2848178637,parquimetro,43.3018745,-0.3709127,,,,
node/2848178638,parquimetro,43.3020286,-0.3718334,,,,
node/2848178639,parquimetro,43.3020583,-0.3677316,,,,
node/2848178641,parquimetro,43.3021988,-0.3699323,,,,
node/2848178642,parquimetro,43.302461,-0.3710587,,,,
node/2848178643,parquimetro,43.3026496,-0.368302,,,,
node/2848178648,parquimetro,43.3033397,-0.3702021,,,,
node/2848178652,parquimetro,43.3039182,-0.3694846,,,,
node/2848178653,parquimetro,43.3061188,-0.375892,,,,
node/2848178655,parquimetro,43.3064102,-0.3762239,,,,
node/2923432626,parquimetro,43.5640931,4.1878353,,,,
node/2930034553,parquimetro,41.3990349,2.0074884,,,,
node/2931591073,parquimetro,41.3931061,2.0097539,,,,
node/2933008872,parquimetro,41.3928677,2.0094993,,,,
node/2934250156,parquimetro,41.3987282,2.0070409,,,,
node/2950404056,parquimetro,40.9636138,-5.672453,,,,
node/2950404089,parquimetro,40.9640155,-5.671904,,,,
node/2950404350,parquimetro,40.9652097,-5.6697128,,,,
node/2958477132,parquimetro,40.9593478,-5.6638153,,,,
node/2958477284,parquimetro,40.9604516,-5.6635932,,,,
node/2961903289,parquimetro,41.3996705,2.0070927,,,,
node/3017412015,parquimetro,41.6178334,2.669396,,,,
node/3024582109,parquimetro,42.5233294,2.2213573,,,,
node/3027807237,parquimetro,41.650927,-0.8875904,,,,
node/3030538938,parquimetro,41.6508256,-0.8884252,,,,
node/3030541645,parquimetro,41.6515814,-0.888785,,,,
node/3030541646,parquimetro,41.6504794,-0.8878814,,,,
node/3056511660,parquimetro,41.4496458,2.218451,,,,
node/3101683060,parquimetro,40.9704142,-5.666649,,,,
node/3103488160,parquimetro,40.9688996,-5.6687878,,,,
node/3103488161,parquimetro,40.9690412,-5.6690943,,,,
node/3103488163,parquimetro,40.9692369,-5.6684973,,,,
node/3103488165,parquimetro,40.9692761,-5.6678899,,,,
node/3103488172,parquimetro,40.9697222,-5.6682734,,,,
node/3103488173,parquimetro,40.9697598,-5.6664366,,,,
node/3103488175,parquimetro,40.9698287,-5.6667298,,,,
node/3103488176,parquimetro,40.9698908,-5.6697909,,,,
node/3103488181,parquimetro,40.970001,-5.6672192,,,,
node/3103488182,parquimetro,40.9700967,-5.6689134,,,,
node/3103488183,parquimetro,40.9701162,-5.6656838,,,,
node/3103488185,parquimetro,40.9701369,-5.6682998,,,,
node/3103488188,parquimetro,40.9705085,-5.6653617,,,,
node/3103488191,parquimetro,40.9707686,-5.6659752,,,,
node/3103488192,parquimetro,40.9708416,-5.6664461,,,,
node/3103488195,parquimetro,40.9709243,-5.6648888,,,,
node/3103488201,parquimetro,40.9711736,-5.6657667,,,,
node/3103488206,parquimetro,40.9712854,-5.6669545,,,,
node/3103488208,parquimetro,40.9714495,-5.6660354,,,,
node/3103488209,parquimetro,40.9714601,-5.6663773,,,,
node/3103488212,parquimetro,40.9715378,-5.667468,,,,
node/3103488218,parquimetro,40.9718942,-5.6672754,,,,
node/3152447806,parquimetro,41.2391231,1.8057365,,,,
node/3165302102,parquimetro,41.2331703,1.8005254,,,,
node/3205840825,parquimetro,40.9615873,-5.6624964,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3205840829,parquimetro,40.961729,-5.6626221,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3350876780,parquimetro,41.3912182,2.0103342,,,,
node/3359178326,parquimetro,40.9699603,-5.6588212,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3359317362,parquimetro,40.9707428,-5.6583609,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3392149224,parquimetro,40.9723663,-5.6581187,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3392149237,parquimetro,40.97274,-5.6588429,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3392149249,parquimetro,40.9729288,-5.6594321,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3392149252,parquimetro,40.9730027,-5.6600046,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3392161971,parquimetro,40.9731321,-5.6608873,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3392161977,parquimetro,40.9732079,-5.6617511,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3403715869,parquimetro,37.598377,-0.9835317,,,,
node/3403726251,parquimetro,37.5986704,-0.9809977,,,,
node/3418127831,parquimetro,40.4296509,-3.696276,,Ayuntamiento de Madrid,,
node/3459785801,parquimetro,41.6115939,0.6312363,,Empresa Municipal d'Agenda Urbana de Lleida,,2311
node/3484378482,parquimetro,40.4739716,-3.7116266,,,,
node/3496537057,parquimetro,40.9634043,-5.6711167,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3529044748,parquimetro,43.2575746,-2.9174527,,,,10
node/3529044749,parquimetro,43.2585337,-2.9207646,,,,10
node/3529957346,parquimetro,40.964495,-5.6713388,,,,
node/3587231786,parquimetro,41.7316513,1.8328861,,,,
node/3590492173,parquimetro,40.4708466,-3.6979796,,,,
node/3611166091,parquimetro,40.4522854,-3.6713448,,,,
node/3611166897,parquimetro,40.4525781,-3.6690721,,,,
node/3613158039,parquimetro,40.4677134,-3.6760469,,,,
node/3632136769,parquimetro,40.4517489,-3.6759851,,,,
node/3634370807,parquimetro,40.9708479,-5.6598127,,,,
node/3634370811,parquimetro,40.9710141,-5.6602331,,,,
node/3634370816,parquimetro,40.9711002,-5.6616712,,,,
node/3634370829,parquimetro,40.9712197,-5.6606989,,,,
node/3634370853,parquimetro,40.9714731,-5.6612904,,,,
node/3639897255,parquimetro,43.5618221,4.0905723,,La Grande Motte,,39
node/3641248480,parquimetro,43.5592289,4.0889276,,,,31
node/3641492176,parquimetro,43.558704,4.0881443,,,,77
node/3642331588,parquimetro,43.5578612,4.0873854,,,,
node/3642345581,parquimetro,43.5575439,4.0865391,,,,
node/3642460048,parquimetro,43.5571428,4.0865822,,,,
node/3647854866,parquimetro,43.5835649,3.8590243,,Ville de Montpellier,,501
node/3647942041,parquimetro,43.5830266,3.8579166,,Ville de Montpellier,,502
node/3654223433,parquimetro,43.6095217,3.8949654,,Ville de Montpellier,,Orange
node/3654796405,parquimetro,43.5560715,4.0853191,,Ville de La Grande Motte,,4
node/3654812479,parquimetro,43.5563882,4.0846291,,Ville de La Grande Motte,,1
node/3654852481,parquimetro,43.5576356,4.0889119,,Ville de La Grande Motte,,78
node/3654890535,parquimetro,43.5571919,4.0905114,,Ville de La Grande Motte,,20
node/3655342352,parquimetro,43.5575158,4.0907633,,Ville de La Grande Motte,,21
node/3655362566,parquimetro,43.558307,4.0901978,,Ville de La Grande Motte,,25
node/3655362575,parquimetro,43.5584199,4.0904175,,Ville de La Grande Motte,,26
node/3655372394,parquimetro,43.5579084,4.0909187,,Ville de La Grande Motte,,23
node/3655439262,parquimetro,43.5596991,4.0896815,,Ville de La Grande Motte,,
node/3655471310,parquimetro,43.5591247,4.089588,,Ville de La Grande Motte,,25
node/3655513358,parquimetro,43.558626,4.0903832,,Ville de La Grande Motte,,27
node/3655536125,parquimetro,43.5589681,4.0915005,,Ville de La Grande Motte,,
node/3655559812,parquimetro,43.5593173,4.092078,,Ville de La Grande Motte,,32
node/3655590462,parquimetro,43.5588488,4.0926396,,Ville de La Grande Motte,,34
node/3655640001,parquimetro,43.560274,4.0910206,,Ville de La Grande Motte,,37
node/3655652983,parquimetro,43.5598797,4.0904918,,Ville de La Grande Motte,,36
node/3659312328,parquimetro,42.8275883,0.1696168,,,,
node/3664811353,parquimetro,43.7029357,3.5606137,,,,
node/3675303952,parquimetro,43.6762241,4.1370776,,Ville de Lunnel,,
node/3675303954,parquimetro,43.67691,4.1362011,,Ville de Lunnel,,
node/3713201023,parquimetro,42.5904008,2.3703019,,,,
node/3714463044,parquimetro,41.9183483,3.1635188,,,,
node/3716171299,parquimetro,41.9149044,3.1633565,,,,
node/3744428852,parquimetro,43.2529685,-2.9146116,,,,11
node/3744428853,parquimetro,43.2531379,-2.9134724,,,,11
node/3744428854,parquimetro,43.2529442,-2.9155847,,,,11
node/3744428855,parquimetro,43.2535714,-2.9156672,,,,11
node/3768267224,parquimetro,43.2558888,-2.9210869,,,,10
node/3773432319,parquimetro,43.5223859,4.1272948,,,,
node/3799170515,parquimetro,36.7182706,-4.4122174,,SMASSA,,
node/3799239972,parquimetro,36.7156977,-4.4135386,,SMASSA,,
node/3802868920,parquimetro,43.6071183,3.8956958,,Transports de l'agglomération de Montpellier,,
node/3802871792,parquimetro,43.6081603,3.8958349,,Transports de l'agglomération de Montpellier,,
node/3802871965,parquimetro,43.608403,3.8942898,,Transports de l'agglomération de Montpellier,,
node/3804190826,parquimetro,43.6070753,3.8941219,,Transports de l'agglomération de Montpellier,,
node/3809393654,parquimetro,43.2540504,-2.9162533,,,,11
node/3809829011,parquimetro,40.9671924,-5.6647775,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3814788769,parquimetro,43.252478,-2.9189565,,,,11
node/3848885746,parquimetro,41.6577888,-0.8887482,Plaza Santo Domingo,Z+M,,20310
node/3848885747,parquimetro,41.658046,-0.8893685,,Z+M,,
node/3853258902,parquimetro,43.2641751,-2.9454864,,,,2
node/3854556839,parquimetro,43.6044697,1.4521877,,,,
node/3869439359,parquimetro,43.5962052,1.4553763,,,,
node/3869439378,parquimetro,43.5969927,1.4552467,,,,
node/3885026202,parquimetro,43.5901859,1.4503519,,,,
node/3885026203,parquimetro,43.5905695,1.4511844,,,,
node/3885026204,parquimetro,43.5893164,1.4493072,,,,
node/3885026205,parquimetro,43.5899193,1.4497277,,,,
node/3885035665,parquimetro,43.590652,1.4562852,,,,
node/3891868927,parquimetro,43.6119902,3.863929,horodateur,,,
node/3892198239,parquimetro,43.5914634,1.4559155,,,,
node/3898664890,parquimetro,40.9638791,-5.6614655,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3898664977,parquimetro,40.9669906,-5.6657915,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3898664981,parquimetro,40.9670574,-5.6659642,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3904225241,parquimetro,40.9700201,-5.6620508,,,,
node/3905070861,parquimetro,43.5793977,1.4592258,,,,
node/3912609542,parquimetro,40.9706465,-5.6691313,,,,
node/3912610277,parquimetro,40.9726046,-5.6602576,,,,
node/3912610280,parquimetro,40.9726281,-5.6609752,,,,
node/3912610281,parquimetro,40.972689,-5.6576481,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3912610320,parquimetro,40.975013,-5.6590513,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3955865762,parquimetro,43.5570282,4.0944905,,,,
node/3960256014,parquimetro,40.4821331,-3.7031552,,,,
node/3961463370,parquimetro,40.973288,-5.6610873,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3961463374,parquimetro,40.9736395,-5.6605595,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3961463375,parquimetro,40.9738439,-5.6614429,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3961463387,parquimetro,40.9742361,-5.6608891,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3961463392,parquimetro,40.974399,-5.6614074,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3961463402,parquimetro,40.9748963,-5.660671,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3961463404,parquimetro,40.9749307,-5.6610599,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3961463410,parquimetro,40.975182,-5.6594737,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3961463416,parquimetro,40.9753242,-5.6574958,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/3961463421,parquimetro,40.9754378,-5.6603855,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/4196987920,parquimetro,41.6582518,-0.8912272,,Z+M,,
node/4207836348,parquimetro,41.07962,1.1322228,,,,
node/4207836363,parquimetro,41.0797317,1.133025,,,,
node/4294514820,parquimetro,39.8881488,4.2608885,,,,
node/4316945537,parquimetro,40.469245,-3.6941436,,Ayuntamiento de Madrid,,
node/4319348499,parquimetro,40.4404389,-3.7012171,,Ayuntamiento de Madrid,,
node/4397246217,parquimetro,41.653122,-0.8843107,,Z+M,,
node/4416300679,parquimetro,40.5380333,-3.6382638,,,,
node/4416300683,parquimetro,40.5387255,-3.6386805,,,,
node/4431658893,parquimetro,40.4348914,-3.7030432,,Ayuntamiento de Madrid,,
node/4431658904,parquimetro,40.4350201,-3.7059346,,Ayuntamiento de Madrid,,
node/4431658914,parquimetro,40.4351533,-3.7085048,,Ayuntamiento de Madrid,,
node/4431658915,parquimetro,40.4352114,-3.7095087,,Ayuntamiento de Madrid,,
node/4431658918,parquimetro,40.4355073,-3.6948428,,Ayuntamiento de Madrid,,
node/4431658919,parquimetro,40.435591,-3.6963831,,Ayuntamiento de Madrid,,
node/4431658920,parquimetro,40.4357293,-3.698952,,Ayuntamiento de Madrid,,
node/4431658921,parquimetro,40.436177,-3.698028,,Ayuntamiento de Madrid,,
node/4431658922,parquimetro,40.4373758,-3.6978143,,Ayuntamiento de Madrid,,
node/4431658923,parquimetro,40.4375095,-3.6964139,,Ayuntamiento de Madrid,,
node/4431658924,parquimetro,40.437656,-3.7000242,,Ayuntamiento de Madrid,,
node/4431658925,parquimetro,40.4382087,-3.6962302,,Ayuntamiento de Madrid,,
node/4431658926,parquimetro,40.4384251,-3.6971059,,Ayuntamiento de Madrid,,
node/4431658927,parquimetro,40.4384358,-3.701317,,Ayuntamiento de Madrid,,
node/4493829499,parquimetro,39.7897339,2.6944227,,,,
node/4493829500,parquimetro,39.7895223,2.6948044,,,,
node/4494302664,parquimetro,39.7831881,2.7417104,,,,
node/4528197492,parquimetro,40.9739621,-5.6594204,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/4528234133,parquimetro,40.9745358,-5.6595482,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/4557093361,parquimetro,36.747359,-3.8728885,,,,
node/4561863228,parquimetro,40.9702976,-5.6698465,,,,
node/4573927252,parquimetro,41.653089,-0.8846708,,Z+M,,
node/4614716225,parquimetro,41.6561165,-0.8844686,,Z+M,,
node/4616917241,parquimetro,41.6523313,-0.8850929,,Z+M,,
node/4616934389,parquimetro,41.6510818,-0.885772,,Z+M,,
node/4617925851,parquimetro,43.5618148,4.0879594,,Ville de La Grande Motte,,
node/4618017746,parquimetro,43.5620567,4.0850001,,Ville de La Grande Motte,,
node/4618017782,parquimetro,43.5611279,4.0876272,,Ville de La Grande Motte,,
node/4618018143,parquimetro,43.5625871,4.0858593,,Ville de La Grande Motte,,
node/4620300856,parquimetro,43.5600867,4.0822089,,Ville de La Grande Motte,,
node/4620300857,parquimetro,43.5593478,4.0828525,,Ville de La Grande Motte,,
node/4620300860,parquimetro,43.5593246,4.0831226,,Ville de La Grande Motte,,
node/4620300861,parquimetro,43.5589524,4.083824,,Ville de La Grande Motte,,
node/4620300862,parquimetro,43.5594383,4.0845615,,Ville de La Grande Motte,,
node/4620300863,parquimetro,43.5597911,4.0855478,,Ville de La Grande Motte,,
node/4631724714,parquimetro,43.5595663,4.0789822,,Ville de La Grande Motte,,
node/4631724715,parquimetro,43.5598223,4.0791069,,Ville de La Grande Motte,,
node/4631724718,parquimetro,43.5599708,4.0798588,,Ville de La Grande Motte,,
node/4631724722,parquimetro,43.5601327,4.0799204,,Ville de La Grande Motte,,
node/4631724724,parquimetro,43.5604432,4.080603,,Ville de La Grande Motte,,
node/4637125718,parquimetro,40.4340422,-3.7103842,,Ayuntamiento de Madrid,,
node/4637125720,parquimetro,40.4352462,-3.7102748,,Ayuntamiento de Madrid,,
node/4637125722,parquimetro,40.4362795,-3.7100533,,Ayuntamiento de Madrid,,
node/4637125723,parquimetro,40.4374758,-3.710115,,Ayuntamiento de Madrid,,
node/4637125726,parquimetro,40.4376131,-3.7112885,,Ayuntamiento de Madrid,,
node/4637125727,parquimetro,40.4362596,-3.7114105,,Ayuntamiento de Madrid,,
node/4637125728,parquimetro,40.4362557,-3.7112562,,Ayuntamiento de Madrid,,
node/4637799993,parquimetro,40.4360289,-3.7055495,,Ayuntamiento de Madrid,,
node/4637799994,parquimetro,40.4360606,-3.7067082,,Ayuntamiento de Madrid,,
node/4637799995,parquimetro,40.4362208,-3.7084047,,Ayuntamiento de Madrid,,
node/4637799996,parquimetro,40.4364589,-3.7131342,,Ayuntamiento de Madrid,,
node/4637799997,parquimetro,40.4366437,-3.7170341,,Ayuntamiento de Madrid,,
node/4637820779,parquimetro,40.4374845,-3.7084456,,Ayuntamiento de Madrid,,
node/4637820781,parquimetro,40.4376928,-3.7128652,,Ayuntamiento de Madrid,,
node/4637820782,parquimetro,40.4377688,-3.7145798,,Ayuntamiento de Madrid,,
node/4637820783,parquimetro,40.4378801,-3.7168832,,Ayuntamiento de Madrid,,
node/4637824947,parquimetro,40.4349729,-3.7069322,,Ayuntamiento de Madrid,,
node/4637824953,parquimetro,40.4353624,-3.7132052,,Ayuntamiento de Madrid,,
node/4637824954,parquimetro,40.4354165,-3.7143894,,Ayuntamiento de Madrid,,
node/4637824955,parquimetro,40.4355134,-3.7154335,,Ayuntamiento de Madrid,,
node/4637824956,parquimetro,40.4355221,-3.7169201,,Ayuntamiento de Madrid,,
node/4637824957,parquimetro,40.4345807,-3.7181838,,Ayuntamiento de Madrid,,
node/4637824958,parquimetro,40.4343018,-3.7175638,,Ayuntamiento de Madrid,,
node/4637824959,parquimetro,40.434607,-3.716737,,Ayuntamiento de Madrid,,
node/4637824960,parquimetro,40.4344968,-3.7155019,,Ayuntamiento de Madrid,,
node/4637824961,parquimetro,40.4342998,-3.7144866,,Ayuntamiento de Madrid,,
node/4637824962,parquimetro,40.4341977,-3.7132944,,Ayuntamiento de Madrid,,
node/4637824963,parquimetro,40.4341017,-3.7114423,,Ayuntamiento de Madrid,,
node/4639418657,parquimetro,40.4338436,-3.707682,,Ayuntamiento de Madrid,,
node/4639418658,parquimetro,40.4337844,-3.7067727,,Ayuntamiento de Madrid,,
node/4639418677,parquimetro,40.4339345,-3.7091914,,Ayuntamiento de Madrid,,
node/4639418681,parquimetro,40.4349811,-3.7049454,,Ayuntamiento de Madrid,,
node/4639471228,parquimetro,40.4345835,-3.7087159,,Ayuntamiento de Madrid,,
node/4639471229,parquimetro,40.4344498,-3.7068491,,Ayuntamiento de Madrid,,
node/4639471230,parquimetro,40.4340905,-3.7055777,,Ayuntamiento de Madrid,,
node/4639471231,parquimetro,40.4333382,-3.7056032,,Ayuntamiento de Madrid,,
node/4713303873,parquimetro,40.963092,-5.6597675,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/4713306389,parquimetro,40.9625554,-5.6598899,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/4722939605,parquimetro,40.9651643,-5.6611705,,ESTACIONAMIENTOS Y SERVICIOS S.A.,,
node/4795151707,parquimetro,42.2680668,2.9652132,,,,79
node/4796859960,parquimetro,40.4072851,-3.8791843,,Ayuntamiento de Boadilla del Monte,,
node/4796859966,parquimetro,40.4066116,-3.8781503,,Ayuntamiento de Boadilla del Monte,,
node/4796859967,parquimetro,40.4069604,-3.8780011,,Ayuntamiento de Boadilla del Monte,,
node/4796859969,parquimetro,40.4073816,-3.8772014,,Ayuntamiento de Boadilla del Monte,,
node/4796859972,parquimetro,40.407669,-3.8774254,,Ayuntamiento de Boadilla del Monte,,
node/4796859973,parquimetro,40.4081878,-3.8779072,,Ayuntamiento de Boadilla del Monte,,
node/4796859985,parquimetro,40.4085787,-3.8773194,,Ayuntamiento de Bohadilla del Monte,,
node/4796877131,parquimetro,40.4092521,-3.8789602,,Ayuntamiento de Bohadilla del Monte,,
node/4819862105,parquimetro,38.2960241,-0.5722056,,,,
node/4819862116,parquimetro,38.2959968,-0.5722094,,,,
node/4819862117,parquimetro,38.2959673,-0.5722282,,,,
node/4855670565,parquimetro,40.4051511,-3.8759315,,Ayuntamiento de Boadilla del Monte,,
node/4855680489,parquimetro,40.4045297,-3.876533,,Ayuntamiento de Boadilla del Monte,,
node/4856112585,parquimetro,40.4311022,-3.7121586,,Ayuntamiento de Madrid,,
node/4856112586,parquimetro,40.4307808,-3.7133934,,Ayuntamiento de Madrid,,
node/4856112587,parquimetro,40.4305631,-3.7143104,,Ayuntamiento de Madrid,,
node/4856112588,parquimetro,40.430646,-3.715232,,Ayuntamiento de Madrid,,
node/4856112589,parquimetro,40.430785,-3.7158546,,Ayuntamiento de Madrid,,0307110057
node/4856112590,parquimetro,40.4311333,-3.714551,,Ayuntamiento de Madrid,,
node/4856112591,parquimetro,40.4317795,-3.7117954,,Ayuntamiento de Madrid,,
node/4856112592,parquimetro,40.4323531,-3.7123765,,Ayuntamiento de Madrid,,
node/4856112593,parquimetro,40.432564,-3.7132797,,Ayuntamiento de Madrid,,
node/4856112594,parquimetro,40.431918,-3.7146482,,Ayuntamiento de Madrid,,
node/4856112595,parquimetro,40.4319586,-3.7157767,,Ayuntamiento de Madrid,,
node/4856112596,parquimetro,40.4325099,-3.716892,,Ayuntamiento de Madrid,,
