Código Reserva;Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
0101001;439579.3200000000;4473498.0800000000;30/05/23;1 Centro;11 Palacio;AGUILA, CALLE, DEL;3;Carga y descarga 360;Línea;1;7,15;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7121094770;40.4099090300
0101002;439873.7600000000;4474393.8700000000;23/08/22;1 Centro;11 Palacio;ANGELES, COSTANILLA, DE LOS;1;Carga y descarga 360;Línea;4;22,5;PERMITIDO CARGA Y DESCARGA DE 0 A 11 H. MÁX 45 MIN.;-3.7087240980;40.4180001680
0101003;439886.3200000000;4474421.1100000000;29/12/25;1 Centro;11 Palacio;ANGELES, COSTANILLA, DE LOS;3;Carga y descarga 360;Línea;4;21;PERMITIDO CARGA Y DESCARGA DE 0 A 11 H. MÁX 45 MIN.;-3.7085786810;40.4182459090
0101004;439759.6600000000;4474466.5000000000;26/08/22;1 Centro;11 Palacio;ARRIETA, CALLE, DE;4;Carga y descarga 360;Línea;3;32;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MAX 45 MIN.;-3.7100758770;40.4186460630
0101005;439707.3200000000;4474504.1600000000;26/08/22;1 Centro;11 Palacio;ARRIETA, CALLE, DE;7;Carga y descarga 360;Línea;2;10,5;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.7106962760;40.4189810140
0101006;439721.9600000000;4473413.3000000000;14/11/22;1 Centro;11 Palacio;CALATRAVA, CALLE, DE;3;Carga y descarga 360;Línea;3;16,07;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7104203970;40.4091554180
0101007;439480.4400000000;4473482.1800000000;26/08/22;1 Centro;11 Palacio;CALATRAVA, CALLE, DE;37;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7132733260;40.4097586860
0101008;439821.1000000000;4474502.1700000000;02/11/22;1 Centro;11 Palacio;CAMPOMANES, CALLE, DE;5;Carga y descarga 360;Línea;3;15;TODOS LOS DÍAS 24 HORAS, EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7093551540;40.4189712740
0101009;439831.5700000000;4474566.3800000000;14/11/22;1 Centro;11 Palacio;CAMPOMANES, CALLE, DE;15;Carga y descarga 360;Línea;3;15,9;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.7092376980;40.4195502480
0101010;439728.4100000000;4473715.0300000000;29/08/22;1 Centro;11 Palacio;CAVA BAJA, CALLE, DE LA;40;Carga y descarga 360;Línea;3;15,4;LAB DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.7103730710;40.4118743320
0101011;439869.8400000000;4474112.0400000000;14/04/25;1 Centro;11 Palacio;CAVA DE SAN MIGUEL, CALLE, DE LA;3;Carga y descarga 360;Línea;2;12;LABORABLES DE 7 A 10 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7087436360;40.4154605320
0101012;439844.1000000000;4473656.2600000000;29/08/22;1 Centro;11 Palacio;CEBADA, PLAZA, DE LA;3;Carga y descarga 360;Línea;5;26;LABORABLES DE 8 A14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7090039880;40.4113529980
0101013;439755.2700000000;4473658.9700000000;29/08/22;1 Centro;11 Palacio;CEBADA, PLAZA, DE LA;9;Carga y descarga 360;Línea;7;35,7;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7100511260;40.4113711030
0101014;439866.9900000000;4474191.1200000000;14/11/22;1 Centro;11 Palacio;COMANDANTE LAS MORENAS, PLAZA, DEL;3;Carga y descarga 360;Línea;2;10,92;LABORABLES DE 8 A 15 H EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7087846600;40.4161731200
0101015;439731.6800000000;4474919.3300000000;15/11/22;1 Centro;11 Palacio;DOCTOR CARRACIDO, CALLE, DEL;1;Carga y descarga 360;Línea;4;20,3;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7104484720;40.4227227720
0101016;439619.8600000000;4474674.5400000000;30/08/22;1 Centro;11 Palacio;ENCARNACION, CALLE, DE LA;10;Carga y descarga 360;Línea;3;14,95;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7117433570;40.4205100670
0101018;439679.4700000000;4474682.5000000000;30/08/22;1 Centro;11 Palacio;GUILLERMO ROLLAND, CALLE, DE;11;Carga y descarga 360;Línea;3;14,2;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7110415410;40.4205856970
0101019;439714.6800000000;4473619.7700000000;30/08/22;1 Centro;11 Palacio;HUMILLADERO, CALLE, DEL;8;Carga y descarga 360;Línea;2;11,75;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7105257070;40.4110152390
0101020;439726.2600000000;4473554.1700000000;31/08/22;1 Centro;11 Palacio;HUMILLADERO, CALLE, DEL;16;Carga y descarga 360;Línea;2;10,8;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.7103830970;40.4104245770
0101021;439525.6200000000;4473761.8600000000;30/08/22;1 Centro;11 Palacio;MANCEBOS, CALLE, DE LOS;11;Carga y descarga 360;Línea;2;10,3;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7127674040;40.4122813620
0101022;439832.4700000000;4474163.2900000000;29/08/22;1 Centro;11 Palacio;MAYOR, CALLE;48;Carga y descarga 360;Línea;5;23,97;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7091889390;40.4159197580
0101023;439549.5500000000;4474271.9700000000;30/08/22;1 Centro;11 Palacio;NOBLEJAS, CALLE, DE;4;Carga y descarga 360;Línea;2;13,4;LABORABLES DE 8 A 18 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7125338090;40.4168783740
0101024;439607.6000000000;4473381.3200000000;30/08/22;1 Centro;11 Palacio;PALOMA, CALLE, DE LA;6;Carga y descarga 360;Línea;3;15;LABORABLES DE 6 A 13 H EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7117651860;40.4088593140
0101025;439558.2400000000;4473796.4400000000;15/11/22;1 Centro;11 Palacio;REDONDILLA, CALLE, DE LA;5;Carga y descarga 360;Línea;3;14,27;LABORABLES DE 9:15 A 12:30 H. DE 14:30 A 16:00 H. Y DE 17:15 A 20 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7123862150;40.4125948270
0101026;439459.4900000000;4473594.2500000000;15/11/22;1 Centro;11 Palacio;SAN FRANCISCO, CARRERA, DE;16;Carga y descarga 360;Línea;2;8,8;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7135308130;40.4107667480
0101028;439612.3500000000;4474142.5700000000;29/08/22;1 Centro;11 Palacio;SAN NICOLAS, PLAZA, DE;1;Carga y descarga 360;Línea;1;7;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.7117814580;40.4157171600
0101029;439722.9300000000;4473885.0200000000;15/11/22;1 Centro;11 Palacio;SAN PEDRO, COSTANILLA, DE;2;Carga y descarga 360;Línea;1;7,13;LABORABLES DE 9 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA. MÁX 45 MIN.;-3.7104536290;40.4134050460
0101030;439962.2700000000;4473883.2000000000;15/11/22;1 Centro;11 Palacio;SEGOVIA NUEVA, PLAZA, DE;1;Carga y descarga 360;Línea;2;11,5;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.7076328430;40.4134057910
0101031;439580.8800000000;4473947.0100000000;29/08/22;1 Centro;11 Palacio;SEGOVIA, CALLE, DE;18;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.7121336550;40.4139527940
0101032;439130.7100000000;4473794.6700000000;26/08/22;1 Centro;11 Palacio;SEGOVIA, RONDA, DE;7;Carga y descarga 360;Línea;2;10,1;LABORABLES DE 9 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA TIEMPO MAXIMO 45 MINUTOS;-3.7174246910;40.4125481880
0101033;439950.0900000000;4474683.9300000000;26/08/22;1 Centro;11 Palacio;SILVA, CALLE, DE;4;Carga y descarga 360;Línea;7;37,3;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.7078519420;40.4206184700
0101034;439967.3600000000;4473834.1200000000;26/08/22;1 Centro;11 Palacio;TOLEDO, CALLE, DE;34;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 17 HORAS. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN.;-3.7075680980;40.4129636400
0101035;439865.4800000000;4474670.2800000000;11/01/23;1 Centro;11 Palacio;SANTO DOMINGO, PLAZA, DE;7;Carga y descarga 360;Línea;5;33,6;DE 9:30 A 14:30 H Y DE 15:30 A 20:00 H EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7088478570;40.4204890970
0101036;439514.4600000000;4473691.9000000000;28/08/24;1 Centro;11 Palacio;DON PEDRO, CALLE, DE;10;Carga y descarga 360;Línea;1;7,5;LAB. DE 9:30 A 15 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7128923090;40.4116502490
0101037;439379.5700000000;4473811.0300000000;06/09/24;1 Centro;11 Palacio;MORERIA, CALLE, DE LA;14;Carga y descarga 360;Línea;1;7,5;LAB. DE 9:30 A 15 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7144933820;40.4127133140
0101038;439943.4900000000;4473768.9300000000;11/06/25;1 Centro;11 Palacio;TOLEDO, CALLE, DE;44;Carga y descarga 360;Batería;4;12;LABORABLES DE LUNES A SÁBADOS DE 8 A 14,30H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7078432900;40.4123750400
0102002;440536.2500000000;4473171.4400000000;08/09/22;1 Centro;12 Embajadores;AMPARO, CALLE, DE;91;Carga y descarga 360;Línea;3;15;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7008014670;40.4070351310
0102003;439760.8200000000;4473334.1800000000;15/11/22;1 Centro;12 Embajadores;ARGANZUELA, CALLE, DE LA;9;Carga y descarga 360;Línea;3;15,8;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7099549260;40.4084456960
0102004;440587.4300000000;4473312.2500000000;15/11/22;1 Centro;12 Embajadores;ARGUMOSA, CALLE, DE;2;Carga y descarga 360;Línea;1;6,77;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7002114350;40.4083073840
0102005;440647.0700000000;4473299.4900000000;15/11/22;1 Centro;12 Embajadores;ARGUMOSA, CALLE, DE;6;Carga y descarga 360;Línea;2;11,41;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6995074420;40.4081961720
0102006;440803.0100000000;4473266.5300000000;09/09/22;1 Centro;12 Embajadores;ARGUMOSA, CALLE, DE;22;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6976666430;40.4079110690
0102007;440854.6500000000;4473255.4800000000;09/09/22;1 Centro;12 Embajadores;ARGUMOSA, CALLE, DE;24;Carga y descarga 360;Línea;3;14;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6970571300;40.4078146970
0102008;440347.1400000000;4473942.7400000000;09/09/22;1 Centro;12 Embajadores;ATOCHA, CALLE, DE;20;Carga y descarga 360;Línea;1;9,7;DE 8 A 22 H. CARGA Y DESCARGA SUBIDA Y BAJADA DE VIAJEROS TIEMPO MÁXIMO 45 MINUTOS;-3.7031024080;40.4139698680
0102009;440392.9000000000;4473921.7300000000;09/09/22;1 Centro;12 Embajadores;ATOCHA, CALLE, DE;22;Carga y descarga 360;Línea;3;17,5;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7025611350;40.4137839430
0102010;440443.3800000000;4473898.0100000000;09/09/22;1 Centro;12 Embajadores;ATOCHA, CALLE, DE;26;Carga y descarga 360;Línea;3;15,8;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7019639980;40.4135738970
0102011;441038.2400000000;4473520.7400000000;14/10/22;1 Centro;12 Embajadores;ATOCHA, CALLE, DE;106;Carga y descarga 360;Línea;4;24,6;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6949181070;40.4102172810
0102013;441166.1300000000;4473449.1200000000;12/09/22;1 Centro;12 Embajadores;ATOCHA, CALLE, DE;112;Carga y descarga 360;Línea;2;10,1;LABORABLES DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6934042950;40.4095814130
0102014;440895.2400000000;4473142.0300000000;09/09/22;1 Centro;12 Embajadores;ATOCHA, RONDA, DE;12;Carga y descarga 360;Línea;3;15,85;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6965682260;40.4067957490
0102015;440749.1300000000;4473090.5400000000;09/09/22;1 Centro;12 Embajadores;ATOCHA, RONDA, DE;24;Carga y descarga 360;Línea;5;24;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6982852650;40.4063211680
0102017;440582.1400000000;4473688.5700000000;21/12/22;1 Centro;12 Embajadores;AVE MARIA, CALLE, DEL;8;Carga y descarga 360;Línea;3;16,4;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7003090100;40.4116969450
0102018;440567.3100000000;4473611.8500000000;09/09/22;1 Centro;12 Embajadores;AVE MARIA, CALLE, DEL;17;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7004766000;40.4110050410
0102019;440541.0300000000;4473566.0200000000;12/09/22;1 Centro;12 Embajadores;AVE MARIA, CALLE, DEL;23;Carga y descarga 360;Línea;2;11,1;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7007820440;40.4105903910
0102020;440535.2600000000;4473570.8400000000;21/12/22;1 Centro;12 Embajadores;AVE MARIA, CALLE, DEL;26;Carga y descarga 360;Línea;2;15;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7008506270;40.4106334200
0102021;440525.9900000000;4473462.9100000000;12/09/22;1 Centro;12 Embajadores;AVE MARIA, CALLE, DEL;39;Carga y descarga 360;Línea;3;15,34;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7009496340;40.4096599080
0102022;440516.9600000000;4473417.2400000000;12/09/22;1 Centro;12 Embajadores;AVE MARIA, CALLE, DEL;52;Carga y descarga 360;Línea;2;10,8;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7010518490;40.4092484670
0102023;439917.9100000000;4473137.6700000000;31/05/23;1 Centro;12 Embajadores;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;2;Carga y descarga 360;Línea;4;20;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN  DOMINGOS Y FESTIVOS DE 0 A 16 H. ;-3.7080851930;40.4066868870
0102024;440479.7000000000;4473864.3300000000;16/11/22;1 Centro;12 Embajadores;CAÑIZARES, CALLE, DE LOS;1;Carga y descarga 360;Línea;2;13,14;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7015327330;40.4132733810
0102025;439737.3400000000;4473224.7700000000;12/09/22;1 Centro;12 Embajadores;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;9;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MARTES, SÁBADOS, DOMINGOS Y FESTIVOS DE 7:00 H. A 14:00 H MÁX 45 MIN;-3.7102213510;40.4074581460
0102026;439886.0700000000;4473330.1300000000;12/09/22;1 Centro;12 Embajadores;CARLOS ARNICHES, CALLE, DE;10;Carga y descarga 360;Línea;2;10,64;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN  DOMINGOS Y FESTIVOS DE 0 A 16 H. ;-3.7084784710;40.4084179070
0102027;439911.2400000000;4473179.2500000000;12/09/22;1 Centro;12 Embajadores;CARLOS ARNICHES, CALLE, DE;31;Carga y descarga 360;Línea;2;10,53;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN DOMINGOS Y FESTIVOS DE 8 A 16 H.;-3.7081676420;40.4070605130
0102028;439997.7700000000;4473643.7400000000;12/09/22;1 Centro;12 Embajadores;CASCORRO, PLAZA, DE;2;Carga y descarga 360;Línea;7;33;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA, MÁX 45 MIN  DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7071918370;40.4112511260
0102029;439983.9100000000;4473559.2000000000;12/09/22;1 Centro;12 Embajadores;CASCORRO, PLAZA, DE;18;Carga y descarga 360;Línea;8;44;LABORABLES DE 10 A 13 HORAS. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN ****** DOMINGOS Y FESTIVOS DE 0 A 16 HORAS;-3.7073471660;40.4104887480
0102030;440102.7000000000;4473824.8100000000;15/06/26;1 Centro;12 Embajadores;COLEGIATA, CALLE, DE LA;6;Carga y descarga 360;Línea;4;22,5;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MIN;-3.7059721250;40.4128894420
0102031;440040.4900000000;4473853.6700000000;14/09/22;1 Centro;12 Embajadores;COLEGIATA, CALLE, DE LA;10;Carga y descarga 360;Línea;4;20;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS ;-3.7067080890;40.4131454390
0102032;440095.1900000000;4473819.3200000000;15/06/26;1 Centro;12 Embajadores;COLEGIATA, CALLE, DE LA;11;Carga y descarga 360;Línea;3;41,5;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MIN ;-3.7060601880;40.4128396520
0102033;440218.0200000000;4473914.9100000000;15/06/26;1 Centro;12 Embajadores;CONDE DE ROMANONES, CALLE, DEL;3;Carga y descarga 360;Línea;2;13;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7046215480;40.4137097450
0102034;440186.2400000000;4473835.3600000000;15/06/26;1 Centro;12 Embajadores;CONDE DE ROMANONES, CALLE, DEL;12;Carga y descarga 360;Batería;3;15,01;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7049887000;40.4129908550
0102035;440187.0300000000;4473811.0400000000;15/06/26;1 Centro;12 Embajadores;CONDE DE ROMANONES, CALLE, DEL;15;Carga y descarga 360;Línea;2;13;LABORABLES DE LUNES A SÁBADO DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7049770690;40.4127718710
0102036;440618.7900000000;4473158.5200000000;08/06/23;1 Centro;12 Embajadores;DOCTOR FOURQUET, CALLE, DEL;34;Carga y descarga 360;Línea;1;6,6;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6998275530;40.4069244350
0102037;440099.9600000000;4473705.0300000000;13/09/22;1 Centro;12 Embajadores;DUQUE DE ALBA, CALLE, DEL;7;Carga y descarga 360;Línea;3;15,4;LAB. DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7059932090;40.4118110200
0102038;440083.6900000000;4473699.5400000000;13/09/22;1 Centro;12 Embajadores;DUQUE DE ALBA, CALLE, DEL;11;Carga y descarga 360;Línea;3;14,5;LAB. DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7061845200;40.4117596260
0102039;440068.0100000000;4473693.6200000000;13/09/22;1 Centro;12 Embajadores;DUQUE DE ALBA, CALLE, DEL;13;Carga y descarga 360;Línea;3;15,5;LAB. DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.7063686690;40.4117051950
0102040;440735.9900000000;4473669.7500000000;13/09/22;1 Centro;12 Embajadores;DUQUE DE FERNAN NUÑEZ, CALLE, DEL;4;Carga y descarga 360;Línea;9;45,2;LAB. DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6984940510;40.4115382350
0102041;440060.4900000000;4473911.7700000000;14/09/22;1 Centro;12 Embajadores;DUQUE DE RIVAS, CALLE, DEL;2;Carga y descarga 360;Línea;3;14;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MAXIMO 45 MINUTOS ;-3.7064778740;40.4136699250
0102042;440059.0900000000;4473865.1500000000;13/09/22;1 Centro;12 Embajadores;DUQUE DE RIVAS, CALLE, DEL;8;Carga y descarga 360;Línea;5;24;LAB. DE 9 A 14H. EXCEPTO CARGA Y DESCARGA MAXIMO 45 MINUTOS;-3.7064899070;40.4132499470
0102043;440217.1800000000;4473309.7700000000;16/11/22;1 Centro;12 Embajadores;EMBAJADORES, CALLE, DE;35;Carga y descarga 360;Línea;4;20,2;LABORABLES DE 8 A 15 H EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7045745660;40.4082587970
0102044;440256.8200000000;4473251.5700000000;14/09/22;1 Centro;12 Embajadores;EMBAJADORES, CALLE, DE;58;Carga y descarga 360;Línea;2;12,61;Laborables de 8 a 15h. Excepto Carga y Descarga MÁXIMO 45 MINUTOS;-3.7041019900;40.4077367180
0102045;440276.2800000000;4473213.2300000000;16/11/22;1 Centro;12 Embajadores;EMBAJADORES, CALLE, DE;64;Carga y descarga 360;Línea;3;17;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7038689680;40.4073927140
0102046;439875.9200000000;4473426.5500000000;15/01/24;1 Centro;12 Embajadores;GENERAL VARA DE REY, PLAZA, DEL;9;Carga y descarga 360;Línea;2;7;LABORABLES DE LUNES A VIERNES DE 8 A 10 HORAS, EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS ***** DOMINGOS Y FESTIVOS DE 0 A 16 HORAS;-3.7086072720;40.4092854800
0102047;440082.0700000000;4473634.6900000000;15/09/22;1 Centro;12 Embajadores;JUANELO, CALLE, DE;19;Carga y descarga 360;Línea;1;6,4;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7061974120;40.4111752660
0102048;440365.6300000000;4473625.6300000000;15/09/22;1 Centro;12 Embajadores;LAVAPIES, CALLE, DE;16;Carga y descarga 360;Línea;1;7,98;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7028547760;40.4111144180
0102049;440429.2800000000;4473438.7000000000;15/09/22;1 Centro;12 Embajadores;LAVAPIES, CALLE, DE;48;Carga y descarga 360;Línea;3;14,7;LAB. DE 8 A 18 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7020870700;40.4094348500
0102050;440464.4100000000;4473394.4900000000;15/09/22;1 Centro;12 Embajadores;LAVAPIES, CALLE, DE;56;Carga y descarga 360;Línea;2;10,5;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7016690400;40.4090393940
0102051;440415.5400000000;4473876.8500000000;15/09/22;1 Centro;12 Embajadores;LUIS VELEZ DE GUEVARA, CALLE, DE;3;Carga y descarga 360;Línea;3;15,1;LABORABLES DE 9 A 14 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7022900110;40.4133808100
0102052;440366.9900000000;4473769.1500000000;21/12/22;1 Centro;12 Embajadores;MAGDALENA, CALLE, DE LA;6;Carga y descarga 360;Línea;4;20,8;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS;-3.7028521970;40.4124076410
0102053;440532.2900000000;4473766.0000000000;15/09/22;1 Centro;12 Embajadores;MAGDALENA, CALLE, DE LA;23;Carga y descarga 360;Línea;1;5,5;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS ;-3.7009036830;40.4123907960
0102054;440562.1500000000;4473766.7000000000;15/09/22;1 Centro;12 Embajadores;MAGDALENA, CALLE, DE LA;25;Carga y descarga 360;Línea;1;6;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7005519440;40.4123992190
0102055;440781.9100000000;4473118.4400000000;15/09/22;1 Centro;12 Embajadores;MALLORCA, CALLE, DE;13;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6979015560;40.4065754470
0102056;440476.9100000000;4473104.1000000000;15/09/22;1 Centro;12 Embajadores;MIGUEL SERVET, CALLE, DE;15;Carga y descarga 360;Línea;3;16,1;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7014945170;40.4064243000
0102057;440163.7800000000;4473230.2100000000;15/09/22;1 Centro;12 Embajadores;MIRA EL SOL, CALLE, DE;5;Carga y descarga 360;Línea;2;10,6;LABORABLES DE 8 A 15H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.7051963970;40.4075381880
0102058;440044.9000000000;4473185.8500000000;15/09/22;1 Centro;12 Embajadores;MIRA EL SOL, CALLE, DE;17;Carga y descarga 360;Línea;2;10;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7065931540;40.4071296690
