Código Reserva;Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
 Sin Datos;440046.7800000000;4466518.4300000000;08/06/98;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;OXIGENO, CALLE, DEL;13;Carga y descarga;Línea;2;10,1;LABORABLES DE 9 A 14 H. Y DE 16,30  A 20 H. EXCEPTO CARGA Y DESCARGA;-3.7059438200;40.3470661020
 Sin Datos;440036.2400000000;4466611.5700000000;17/01/05;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;DOCTOR CRIADO, CALLE, DEL;1;Carga y descarga;Línea;2;13;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.7060766890;40.3479042820
 Sin Datos;440087.8300000000;4466042.0400000000;04/12/98;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;LENGUAS, CALLE, DE LAS;7;Carga y descarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7054158400;40.3427775700
 Sin Datos;439917.4600000000;4466471.1400000000;17/01/05;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;ALBINO HERNANDEZ LAZARO, CALLE, DE;24;Carga y descarga;Línea;4;20;lab. de 8 a 14 h. y de 16,30 a 19h excepto: CARGA Y                DESCARGA;-3.7074620440;40.3466310550
 Sin Datos;440179.8000000000;4466060.4400000000;11/01/08;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;LENGUAS, CALLE, DE LAS;12;Carga y descarga;Línea;3;16;Lab. de Lunes a Viernes de 8,00 a 22.00h.excepto Carga y descarga;-3.7043346680;40.3429498590
 Sin Datos;439958.1600000000;4466505.5600000000;10/09/09;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;DOCTOR PEREZ DOMINGUEZ, CALLE, DEL;11;Carga y descarga;Línea;2;12;DE LUNES A VIERNES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.7069862030;40.3469441190
 Sin Datos;439398.7700000000;4466201.2400000000;06/08/13;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;ALBERTO PALACIOS, PASEO, DE;52;Carga y descarga;Línea;3;15;Laborables de 8 a 14 horas. Excepto CARGA Y DESCARGA;-3.7135435330;40.3441618940
 Sin Datos;439808.9700000000;4466274.9700000000;05/03/15;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;PARVILLAS ALTAS, CALLE, DE;25;Carga y descarga;Línea;1;15;LABORABLES DE 8 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.7087209470;40.3448556880
 Sin Datos;439948.1700000000;4466345.4700000000;06/06/23;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;ALBINO HERNANDEZ LAZARO, CALLE, DE;31;Carga y descarga;Línea;2;12;LABORABLES DE 8 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.7070885900;40.3455005520
 Sin Datos;439564.8700000000;4466055.7300000000;13/10/11;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;VILLASTAR, CALLE, DE;26;Carga y descarga;Línea;4;21,5;LABORABLES DE 8 A 14 H. Y DE  16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7115741620;40.3428629980
 Sin Datos;439408.5500000000;4466214.0000000000;01/08/18;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;ALBERTO PALACIOS, PASEO, DE;50;Carga y descarga;Línea;3;15;DÍAS LABORABLES DE 8:00 A 15:00 H EXCEPTO GESTION ADMINISTRATIVA AUTOTAXI;-3.7134294570;40.3442771150
 Sin Datos;439493.1400000000;4466077.9700000000;08/09/17;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;ALBERTO PALACIOS, CALLE, DE;20;Carga y descarga;Línea;1;7;Laborables de 8 a 14h. Excepto Carga y Descarga;-3.7124207070;40.3430584340
 Sin Datos;439297.2100000000;4466613.4400000000;09/04/19;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;PUERTO LAPICE, CALLE, DE;2;Carga y descarga;Línea;2;11;LAB. DE 8 A 14 H EXCEPTO CARGA Y DESCARGA;-3.7147783140;40.3478681860
 Sin Datos;439987.9300000000;4467026.5100000000;21/03/26;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;LAGUNA RODRIGO, CALLE, DE;7;Carga y descarga;Línea;3;15;LAB. DE LUNES A SÁBADOS DE 7 A 14 H EXCEPTO CARGA Y DESCARGA;-3.7066845400;40.3516393940
 Sin Datos;439761.1900000000;4466073.8900000000;22/10/25;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;GOMEZ ACEBO, CALLE, DE;20;Carga y descarga;Línea;2;10,1;LAB. DE 8 A 14 H. Y DE 16 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.7092645120;40.3430413600
 Sin Datos;439872.7200000000;4466057.7400000000;22/10/25;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;GOMEZ ACEBO, CALLE, DE;4;Carga y descarga;Línea;1;4,37;LUNES A VIERNES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7079498030;40.3429034490
 Sin Datos;439396.4800000000;4466499.1500000000;30/11/25;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;JUAN PEÑALVER, CALLE, DE;25;Carga y descarga;Línea;2;10,7;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7135987660;40.3468457420
 Sin Datos;440001.9600000000;4466727.7200000000;18/12/13;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;ARROYO BUENO, CALLE, DEL;13;Carga y descarga;Línea;4;21;LABORABLES DE 8 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7064911670;40.3489487840
 Sin Datos;439522.4700000000;4465966.4300000000;06/03/17;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;DOMINGO PARRAGA, CALLE, DE;40;Carga y descarga;Línea;2;12;LABORABLES DE 8:00 A 17:00 H EXCEPTO CARGA Y DESCARGA;-3.7120649000;40.3420559300
 Sin Datos;440257.2800000000;4466586.8300000000;19/11/18;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;SAN JENARO, CALLE, DE;14;Carga y descarga;Línea;2;10;LABORABLES DE 8 A 14 EXCEPTO CARGA Y DESCARGA;-3.7034719090;40.3476977880
 Sin Datos;439604.3400000000;4466473.3700000000;27/01/26;17 Villaverde;171 Villaverde Alto - Casco Histórico Villaverde;CALAMINA, CALLE, DE LA;4;Carga y descarga;Línea;5;30;LAB. DE LUNES A VIERNES DE 6 A 20 H. Y SÁBADOS LABORABLES  DE 6 A 15 H. EXCEPTO CARGA Y DESCARGA ;-3.7111489130;40.3466280190
 Sin Datos;441212.9800000000;4466105.0400000000;18/01/05;17 Villaverde;172 San Cristóbal;PINAZO, PLAZA, DE LOS;18;Carga y descarga;Línea;2;5;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.6921748420;40.3434248980
 Sin Datos;441296.3200000000;4466093.5400000000;04/09/09;17 Villaverde;172 San Cristóbal;PINAZO, PLAZA, DE LOS;22;Carga y descarga;Línea;3;17;lab. de 8 a 14 h. y de 16,30 a 19 h. excepto: [CARGA Y DESCARGA] ;-3.6911925640;40.3433271510
 Sin Datos;441831.5700000000;4466001.6300000000;14/05/19;17 Villaverde;172 San Cristóbal;PATERNA, CALLE, DE;1;Carga y descarga;Línea;2;10;LAB DE 10 A14 H EXCEPTO CARGA Y DESCARGA;-3.6848825220;40.3425371570
 Sin Datos;441213.8200000000;4466065.2400000000;19/03/19;17 Villaverde;172 San Cristóbal;MARIA DROC, PASEO, DE;S/N;Carga y descarga;Línea;6;15;LABORABLES DE 13 A 17 H EXCEPTO CARGA Y DESCARGA EN LINEA;-3.6921612060;40.3430665700
 Sin Datos;442057.5700000000;4467160.9800000000;01/07/10;17 Villaverde;173 Butarque;VICENTE CARBALLAL, CALLE, DE;8;Carga y descarga;Línea;3;20;LABORABLES DE 8:00 A 14:00 HEXCEPTO CARGA Y DESCARGA;-3.6823270160;40.3529969030
 Sin Datos;442597.2600000000;4466100.8400000000;24/02/23;17 Villaverde;173 Butarque;BERROCAL, CALLE, DEL;11;Carga y descarga;Línea;3;15;LAB. DE LUNES A SÁBADOS DE 8 A 14:30 H. MÁX 45 MINUTOS EXCEPTO CARGA Y DESCARGA ;-3.6758767720;40.3434833970
 Sin Datos;442133.8200000000;4467483.4900000000;11/01/18;17 Villaverde;173 Butarque;LOS ROSALES, AVENIDA, DE;72;Carga y descarga;Línea;1;7;LABORABLES DE 8 A 17 H EXCEPTO CARGA Y DESCARGA;-3.6814584120;40.3559077000
 Sin Datos;442484.6800000000;4466401.4600000000;03/08/23;17 Villaverde;173 Butarque;BERROCAL, CALLE, DEL;S/N;Carga y descarga;Línea;1;7,5;LAB. DE LUNES A SÁBADOS DE 8 A 14:30 H. MÁXIMO 45 MINUTOS EXCEPTO CARGA Y DESCARGA;-3.6772292380;40.3461841480
 Sin Datos;442066.4300000000;4467276.9400000000;19/10/16;17 Villaverde;173 Butarque;CONCEPCION DE LA OLIVA, CALLE, DE;11;Carga y descarga;Línea;5;28;EXCEPTO CARGA Y DESCARGA;-3.6822332230;40.3540421500
 Sin Datos;441264.9700000000;4467169.8200000000;03/01/06;17 Villaverde;174 Los Rosales;SAHARA, CALLE, DEL;89;Carga y descarga;Batería;3;8;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.6916607270;40.3530204510
 Sin Datos;441210.3200000000;4466882.1500000000;13/04/07;17 Villaverde;174 Los Rosales;SANTA PETRONILA, CALLE, DE;Fte 11;Carga y descarga;Línea;2;12;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6922776880;40.3504253540
 Sin Datos;441564.0700000000;4466943.8700000000;14/01/05;17 Villaverde;174 Los Rosales;JOSE DEL PINO, CALLE, DE;70;Carga y descarga;Línea;2;17,51;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.6881180720;40.3510060460
 Sin Datos;441534.8300000000;4466902.1900000000;25/04/23;17 Villaverde;174 Los Rosales;MARTINEZ OVIOL, CALLE, DE;40;Carga y descarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16 A 20 H. EXCEPTO CARGA Y DESCARGA ;-3.6884585240;40.3506288680
 Sin Datos;441199.3800000000;4467167.9200000000;13/07/12;17 Villaverde;174 Los Rosales;SAHARA, CALLE, DEL;60;Carga y descarga;Línea;3;14;LABORABLES DE 16:00 A 18:00 EXCEPTO CARGA Y DESCARGA EN LÍNEA;-3.6924328450;40.3529988510
 Sin Datos;441319.6700000000;4467016.0200000000;01/07/10;17 Villaverde;174 Los Rosales;JUAN JOSE MARTINEZ SECO, CALLE, DE;4;Carga y descarga;Línea;2;11,1;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6910024560;40.3516387640
 Sin Datos;441709.2400000000;4466915.6900000000;19/06/14;17 Villaverde;174 Los Rosales;ENCARNACION OVIOL, CALLE, DE;56;Carga y descarga;Línea;3;15;LABORABLES DE 8 A 14 HEXCEPTO CARGA Y DESCARGA;-3.6864061890;40.3507627110
 Sin Datos;441553.0800000000;4466799.6700000000;14/08/14;17 Villaverde;174 Los Rosales;MARTINEZ OVIOL, CALLE, DE;54;Carga y descarga;Línea;2;10;LABORABLES DE 8 A 17 HEXCEPTO CARGA Y DESCARGA;-3.6882342680;40.3497070940
 Sin Datos;441683.5600000000;4466791.7300000000;11/09/14;17 Villaverde;174 Los Rosales;TOPACIO, CALLE, DEL;2;Carga y descarga;Línea;2;12;LABORABLES DE 8:00 A 14:00 H. Y DE 16:30 A 20:30.EXCEPTO CARGA Y DESCARGA;-3.6866973660;40.3496442980
 Sin Datos;441360.2900000000;4466858.6300000000;09/04/19;17 Villaverde;174 Los Rosales;ESPERANZA MACARENA, CALLE, DE;15;Carga y descarga;Línea;1;6;LAB. 10 A 13 H Y DE 16 A 19 H EXCEPTO CARGA Y DESCARGA;-3.6905096550;40.3502239590
 Sin Datos;441698.4100000000;4466965.0700000000;22/10/21;17 Villaverde;174 Los Rosales;JOSE DEL PINO, CALLE, DE;82;Carga y descarga;Línea;2;10;LAB. DE 8 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.6865383130;40.3512071550
 Sin Datos;441730.7900000000;4467371.8300000000;13/02/24;17 Villaverde;174 Los Rosales;AUGUSTOBRIGA, CALLE, DE;S/N;Carga y descarga;Línea;2;12;LABORABLES LUNES A VIERNES DE 8 A 14 H Y 16 A 20 H SABADOS 8 A 14 H EXCEPTO CARGA Y DESCARGA;-3.6861940800;40.3548737410
 Sin Datos;441241.5400000000;4467252.0900000000;30/09/09;17 Villaverde;174 Los Rosales;SAHARA, CALLE, DEL;85;Carga y descarga;Línea;3;15;LAB. DE 9 A 20 H. EXCEPTO: CARGA Y DESCARGA;-3.6919442270;40.3537602540
 Sin Datos;441818.2200000000;4467801.5000000000;16/04/14;17 Villaverde;174 Los Rosales;UNANIMIDAD, CALLE, DE LA;55;Carga y descarga;Línea;2;15;LABORABLES DE 8:00 A 17:00 HEXCEPTO CARGA Y DESCARGA.;-3.6852037220;40.3587504880
 Sin Datos;441555.7800000000;4466886.6500000000;09/01/19;17 Villaverde;174 Los Rosales;ENCARNACION OVIOL, CALLE, DE;39;Carga y descarga;Línea;3;15;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA ;-3.6882104900;40.3504902120
 Sin Datos;441755.2000000000;4467152.5000000000;29/08/25;17 Villaverde;174 Los Rosales;MARIA ORUE, CALLE, DE;2;Carga y descarga;Línea;2;12;MARTES DE12 A 14 H. MÁX.45 MINNUTOS EXCEPTO CARGA Y DESCARGA  ;-3.6858867450;40.3528996720
 Sin Datos;441865.5800000000;4467124.5000000000;17/01/05;17 Villaverde;174 Los Rosales;ESTACION, PASEO, DE LA;1;Carga y descarga;Batería;3;8;;-3.6845842980;40.3526543890
 Sin Datos;441483.3500000000;4467753.7800000000;18/11/25;17 Villaverde;174 Los Rosales;DULZURA, CALLE, DE LA;20;Carga y descarga;Línea;2;10;LAB.  DE 8:00  A 14:00 H Y DE 16:00 A 22:00 H EXCEPTO CARGA Y DESCARGA;-3.6891427500;40.3582972210
 Sin Datos;440813.2200000000;4467533.7400000000;05/07/96;17 Villaverde;175 Angeles;LOS BOHEMIOS, CALLE;15;Carga y descarga;Batería;6;7,91;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA ;-3.6970139290;40.3562676900
 Sin Datos;441086.8400000000;4467742.7200000000;14/01/05;17 Villaverde;175 Angeles;GIGANTES Y CABEZUDOS, PASEO, DE LOS;26;Carga y descarga;Batería;3;7;EXCEPTO CARGA Y DESCARGA, RECOGIDA DE BASURAS DE 9 A 14 H.Y DE 16,30 A 20 H.;-3.6938111530;40.3581691650
 Sin Datos;441053.1200000000;4467552.5900000000;14/06/06;17 Villaverde;175 Angeles;LOS BOHEMIOS, CALLE;1;Carga y descarga;Batería;6;15;EXCEPTO CARGA Y DESCARGA LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. CENTRO CULTURAL BOHEMIOS ;-3.6941905650;40.3564540160
 Sin Datos;441039.6000000000;4467340.2600000000;14/01/05;17 Villaverde;175 Angeles;LA DOLOROSA, CALLE, DE;11;Carga y descarga;Línea;2;12;lab. de 9 a 20 h. excepto: [CARGA Y DESCARGA];-3.6943302520;40.3545403370
 Sin Datos;440962.0600000000;4467313.4700000000;16/09/05;17 Villaverde;175 Angeles;LA ALEGRIA DE LA HUERTA, CALLE, DE;31;Carga y descarga;Línea;3;15;LAB. DE 8 A 14 H. EXCEPTO: CARGA Y DESCARGA;-3.6952408540;40.3542937930
 Sin Datos;440833.1000000000;4467957.3200000000;02/02/18;17 Villaverde;175 Angeles;LA CHULAPONA, CALLE, DE;1;Carga y descarga;Línea;2;12;Laborables 8 a 14h y de 16.00 a 20:00 h. Excepto Carga y Descarga EN LÍNEA;-3.6968191240;40.3600842760
 Sin Datos;440776.4000000000;4467058.8600000000;25/04/23;17 Villaverde;175 Angeles;ARAMA, CALLE, DE;1;Carga y descarga;Línea;2;13,8;LAB. DE 8 A 20 H. EXCEPTO CARGA Y DESCARGA EN LÍNEA;-3.6974034260;40.3519866060
 Sin Datos;440240.2500000000;4467619.2700000000;24/11/22;17 Villaverde;175 Angeles;EDUARDO BARREIROS, CALLE, DE;112;Carga y descarga;Línea;2;10,6;;-3.7037690450;40.3569972370
 Sin Datos;440898.9000000000;4467879.5500000000;28/05/16;17 Villaverde;175 Angeles;LA VERBENA DE LA PALOMA, AVENIDA, DE;11;Carga y descarga;Línea;2;14;LAB. DE 8 A 14 H EXCEPTO CARGA Y DESCARGA;-3.6960369790;40.3593890490
 Sin Datos;440686.1300000000;4467124.8900000000;08/05/25;17 Villaverde;175 Angeles;ANOETA, CALLE, DE;29;Carga y descarga;Línea;2;10,2;;-3.6984724510;40.3525747470
 Sin Datos;440657.2400000000;4466834.5700000000;03/08/23;17 Villaverde;175 Angeles;VIRGEN DE LOS DESAMPARADOS, CALLE, DE LA;44;Carga y descarga;Línea;1;7,5;LAB. DE LUNES A SÁBADOS DE 8 A 14:30 H MÁXIMO 45 MINUTOS EXCEPTO CARGA Y DESCARGA;-3.6987855720;40.3499579920
 Sin Datos;440789.3800000000;4467937.0800000000;09/03/24;17 Villaverde;175 Angeles;LA DEL MANOJO DE ROSAS, CALLE, DE;14;Carga y descarga;Línea;2;10;LAB. DE LUNES A SÁBADO DE 9:00 A 14:00 H EXCEPTO CARGA Y DESCARGA ;-3.6973320930;40.3598993830
 Sin Datos;440861.4500000000;4467559.4300000000;23/07/24;17 Villaverde;175 Angeles;LOS BOHEMIOS, CALLE;12;Carga y descarga;Batería;1;6,5;LAB. DE LUNES A SÁBADOS DE 8 A 14:30 H MÁX. 45 MINUTOS EXCEPTO CARGA Y DESCARGA EN LÍNEA;-3.6964483630;40.3565023160
 Sin Datos;440629.9600000000;4468300.9700000000;21/08/24;17 Villaverde;175 Angeles;SAN LUCIANO, CALLE, DE;2;Carga y descarga;Batería;2;7,5;LAB. DE 7:00 A 20:00 H. EXCEPTO CARGA Y DESCARGA;-3.6992432510;40.3631657580
 Sin Datos;441031.8400000000;4467679.3100000000;05/08/17;17 Villaverde;175 Angeles;PAN Y TOROS, CALLE, DE;50;Carga y descarga;Línea;2;10;LAB DE 8 A 14 H Y DE 16:30 A 19 H EXCEPTO CARGA Y DESCARGA;-3.6944529800;40.3575944310
 Sin Datos;441010.3700000000;4468001.3600000000;04/03/25;17 Villaverde;175 Angeles;PAN Y TOROS, CALLE, DE;6 B;Carga y descarga;Línea;4;12;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6947355050;40.3604935400
 Sin Datos;441071.9400000000;4467999.5000000000;30/04/25;17 Villaverde;175 Angeles;GIGANTES Y CABEZUDOS, PASEO, DE LOS;6;Carga y descarga;Batería;5;10;LAB. DE LUNES A SÁBADOS DE 16 A 20 H. MÁX 45 MINUTOS EXCEPTO CARGA Y DESCARGA;-3.6940103130;40.3604816220
 Sin Datos;440994.7400000000;4467332.0800000000;15/01/24;17 Villaverde;175 Angeles;ROSA DEL AZAFRAN, CALLE, DE LA;3;Carga y descarga;Línea;3;16;LAB. DE 8 A 14 H. Y DE 16 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.6948577750;40.3544637890
 Sin Datos;441032.5500000000;4467440.9900000000;15/01/24;17 Villaverde;175 Angeles;LA DOLOROSA, CALLE, DE;8;Carga y descarga;Línea;3;16;;-3.6944225560;40.3554469850
 Sin Datos;447496.5400000000;4470188.7200000000;11/04/13;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SIERRA GORDA, CALLE, DE LA;34;Carga y descarga;Línea;3;12,22;Laborables de 8 a 14 horas y de 16.30 a 19 horas, excepto carga y descarga en línea;-3.6185309730;40.3806328340
 Sin Datos;445745.3600000000;4469487.9000000000;07/06/13;18 Villa de Vallecas;181 Casco Histórico de Vallecas;GAMONAL, CALLE, DEL;75;Carga y descarga;Línea;2;10;LABORABLES DE 8 A 19 H. EXCEPTO CARGA Y DESCARGA EN LINEA;-3.6391003870;40.3742074570
 Sin Datos;447353.0000000000;4469077.8800000000;28/03/18;18 Villa de Vallecas;181 Casco Histórico de Vallecas;PEÑA NUEVA, CALLE, DE LA;55;Carga y descarga;Línea;2;12;LABORABLES  DE LUNES A VIERNES DE 08:00 A 11:00 H EXCEPTO CARGA Y DESCARGA;-3.6201300980;40.3706164440
 Sin Datos;447217.3300000000;4469372.4500000000;28/03/18;18 Villa de Vallecas;181 Casco Histórico de Vallecas;PEÑA CAVERO, CALLE, DE LA;23;Carga y descarga;Línea;1;7,7;DE LUNESA VIERNES DE 10:00  A 14:00 H EXCEPTO CARGA Y DESCARGA;-3.6217524280;40.3732612170
 Sin Datos;447447.5600000000;4470150.7500000000;10/12/19;18 Villa de Vallecas;181 Casco Histórico de Vallecas;GAVIA SECA, CALLE, DE LA;1;Carga y descarga;Línea;5;24,73;LAB. DE 9 A 17 H. EXCEPTO CARGA Y DESCARGA;-3.6191048470;40.3802872840
 Sin Datos;447195.5700000000;4470072.9200000000;27/01/20;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SIERRA VIEJA, CALLE, DE LA;81;Carga y descarga;Línea;2;12;LAB. DE 8 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6220668100;40.3795703990
 Sin Datos;447459.8500000000;4469059.5600000000;31/07/23;18 Villa de Vallecas;181 Casco Histórico de Vallecas;PEDROSA DEL PRINCIPE, CALLE, DE;1 E;Carga y descarga;Línea;1;6;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.6188701070;40.3704580210
 Sin Datos;447070.0900000000;4470248.1300000000;03/09/04;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SIERRA DE GUADALUPE, CALLE, DE LA;9;Carga y descarga;Línea;2;12;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6235596510;40.3811408190
 Sin Datos;447301.9000000000;4470074.9300000000;31/01/05;18 Villa de Vallecas;181 Casco Histórico de Vallecas;REAL DE ARGANDA, CALLE;2;Carga y descarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6208144960;40.3795954370
 Sin Datos;447101.9100000000;4469992.9100000000;13/04/00;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SIERRA VIEJA, CALLE, DE LA;67;Carga y descarga;Línea;3;16,36;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6231636230;40.3788440600
 Sin Datos;447094.4600000000;4469943.1700000000;31/01/05;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SIERRA AYLLON, PLAZA, DE LA;1;Carga y descarga;Línea;2;13;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6232471600;40.3783953200
 Sin Datos;447191.2400000000;4469952.9000000000;31/01/05;18 Villa de Vallecas;181 Casco Histórico de Vallecas;PUERTO DE SOMOSIERRA, CALLE, DEL;6;Carga y descarga;Línea;1;7;LAB. DE 9 A 14 H. EXCEPTO CARGA Y DESCARGAEN LINEA;-3.6221078910;40.3784893990
 Sin Datos;447541.8900000000;4470130.8600000000;12/04/04;18 Villa de Vallecas;181 Casco Histórico de Vallecas;MONTE DE MONTJUICH, CALLE, DEL;14;Carga y descarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6179919910;40.3801143080
 Sin Datos;447202.2100000000;4470125.3000000000;31/01/05;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SIERRA GADOR, CALLE, DE LA;39;Carga y descarga;Línea;3;16,5;Lab.de 8 a 14.00h. y de 16,30 a 19h. excepto: CARGA Y               DESCARGA;-3.6219929560;40.3800430890
 Sin Datos;447476.2100000000;4470130.6000000000;28/03/11;18 Villa de Vallecas;181 Casco Histórico de Vallecas;MONTE DE MONTJUICH, CALLE, DEL;3;Carga y descarga;Línea;3;15,5;Lab.de 8 a 14.00h. y de 16,30 a 19h. excepto: CARGA Y               DESCARGA;-3.6187656560;40.3801081200
 Sin Datos;446978.4900000000;4470049.3500000000;14/03/07;18 Villa de Vallecas;181 Casco Histórico de Vallecas;PUERTO DE ALAZORES, CALLE, DEL;6;Carga y descarga;Línea;3;15,31;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6246220300;40.3793447110
 Sin Datos;447596.5400000000;4470036.5100000000;01/02/05;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SIERRA DEL TORCAL, CALLE, DE LA;7;Carga y descarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6173404810;40.3792678200
 Sin Datos;447143.9900000000;4470150.5500000000;02/06/16;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SIERRA GADOR, CALLE, DE LA;29;Carga y descarga;Línea;2;13,1;Lab. de 9 a 14h. y de 16,30 a 20h.excepto carga y descarga;-3.6226809630;40.3802663130
 Sin Datos;447536.9500000000;4470234.6200000000;24/03/20;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SIERRA GORDA, CALLE, DE LA;25;Carga y descarga;Línea;1;5;LAB. DE 9 A 11 H EXCEPTO CARGA Y DESCARGA;-3.6180587410;40.3810486300
 Sin Datos;445584.7400000000;4469276.7900000000;24/03/20;18 Villa de Vallecas;181 Casco Histórico de Vallecas;CASAS DE MIRAVETE, CALLE, DE;28 C;Carga y descarga;Línea;2;10;LAB. DE 8 A 10 H. EXCEPTO CARGA Y DESCARGA;-3.6409742450;40.3722945220
 Sin Datos;446753.1300000000;4470067.6300000000;04/02/05;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SAN JAIME, CALLE, DE;44;Carga y descarga;Línea;1;12,33;LAB. DE 8 A 14 H. Y DE 16,3O A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6272782620;40.3794947110
 Sin Datos;446839.0900000000;4470154.2100000000;04/02/05;18 Villa de Vallecas;181 Casco Histórico de Vallecas;SAN JAIME, CALLE, DE;54;Carga y descarga;Línea;3;14,94;LAB. DE 8 A 14 H. Y DE 16,3O A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6262728930;40.3802805230
 Sin Datos;446817.4400000000;4469979.8000000000;04/02/05;18 Villa de Vallecas;181 Casco Histórico de Vallecas;PUERTO DE LAS PILAS, CALLE, DEL;16;Carga y descarga;Línea;2;13,35;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.6265133640;40.3787077540
 Sin Datos;447300.3400000000;4469743.0200000000;02/02/05;18 Villa de Vallecas;181 Casco Histórico de Vallecas;FEDERICO GARCIA LORCA, PASEO, DE;38;Carga y descarga;Línea;3;15,9;LABORABLES DE 9 A 14 H Y DE 16.30 A 20 HEXCEPTO CARGA Y DESCARGA;-3.6208053860;40.3766051130
