Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;LongitudCarte;TextoCajetines;Longitud;Latitud;Direccion
439616,5800000000;4475777,4200000000;37062;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;1;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7118868;40.4304446;BLASCO DE GARAY, CALLE, DE, Nº 1
439625,7200000000;4475899,6900000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;15;CargayDescarga;Línea;3;14,30;ABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.7117907;40.4315467;BLASCO DE GARAY, CALLE, DE, Nº 15
439629,5700000000;4475951,9100000000;43090;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;19;CargayDescarga;Línea;4;16,00;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7117502;40.4320174;BLASCO DE GARAY, CALLE, DE, Nº 19
439635,9800000000;4476037,9700000000;35809;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;29;CargayDescarga;Línea;1;8,00;LAB. DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA YDESCARGA;-3.7116829;40.4327931;BLASCO DE GARAY, CALLE, DE, Nº 29
439650,6600000000;4476242,0500000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;39;CargayDescarga;Línea;2;10,00;LAB. DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA YDESCARGA;-3.7115292;40.4346326;BLASCO DE GARAY, CALLE, DE, Nº 39
439657,0400000000;4476330,9400000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;47;CargayDescarga;Línea;4;20,10;LABORABLES DE 9 A 20 HEXCEPTO CARGA Y DESCARGA;-3.7114624;40.4354338;BLASCO DE GARAY, CALLE, DE, Nº 47
439665,9700000000;4476454,1500000000;38477;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;55;CargayDescarga;Línea;7;35,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7113688;40.4365444;BLASCO DE GARAY, CALLE, DE, Nº 55
439683,2600000000;4476687,6800000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;71;CargayDescarga;Línea;3;16,00;Lab. de 9 a 20 h.Excepto: CARGA Y DESCARGA;-3.7111871;40.4386494;BLASCO DE GARAY, CALLE, DE, Nº 71
439480,5700000000;4476723,3000000000;43300;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;47;CargayDescarga;Línea;2;11,00;LABORABLES DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA;-3.7135802;40.4389556;CEA BERMUDEZ, CALLE, DE, Nº 47
439208,5100000000;4476737,7200000000;41438;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;65;CargayDescarga;Línea;3;18,10;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7167892;40.4390656;CEA BERMUDEZ, CALLE, DE, Nº 65
439398,4100000000;4476443,1300000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;DONOSO CORTES, CALLE, DE;61;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7145222;40.4364257;DONOSO CORTES, CALLE, DE, Nº 61
439439,5100000000;4476449,1500000000;40577;07  CHAMBERÍ;07-01 GAZTAMBIDE;DONOSO CORTES, CALLE, DE;78;CargayDescarga;Batería;7;18,10;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7140382;40.4364829;DONOSO CORTES, CALLE, DE, Nº 78
439245,8200000000;4476463,2200000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;DONOSO CORTES, CALLE, DE;90;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA YDESCARGA EN LINEA;-3.7163231;40.4365955;DONOSO CORTES, CALLE, DE, Nº 90
439107,1200000000;4476348,9700000000;40647;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;112;CargayDescarga;Línea;2;12,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7179474;40.4355562;FERNANDEZ DE LOS RIOS, CALLE, DE, Nº 112
439533,6400000000;4476322,6700000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;74;CargayDescarga;Línea;3;14,40;LAB. DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA YDESCARGA;-3.7129164;40.4353504;FERNANDEZ DE LOS RIOS, CALLE, DE, Nº 74
439434,7400000000;4476328,6700000000;40799;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;82;CargayDescarga;Línea;3;16,20; LAB. DE LUNES A VIERNES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.714083;40.4353972;FERNANDEZ DE LOS RIOS, CALLE, DE, Nº 82
439335,9800000000;4476334,7200000000;38023;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;92;CargayDescarga;Línea;3;15,00; LAB. DE 8 A 14 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7152479;40.4354445;FERNANDEZ DE LOS RIOS, CALLE, DE, Nº 92
439083,3100000000;4476318,2300000000;39283;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;95;CargayDescarga;Línea;4;22,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7182251;40.4352775;FERNANDEZ DE LOS RIOS, CALLE, DE, Nº 95
439485,5700000000;4476198,8700000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDO EL CATOLICO, CALLE, DE;51;CargayDescarga;Línea;3;13,60;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGAMAXIMO 30 MINUTOSRESTO DE HORARIO REGULACION SER;-3.7134714;40.4342316;FERNANDO EL CATOLICO, CALLE, DE, Nº 51
439331,3200000000;4476212,7400000000;36602;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDO EL CATOLICO, CALLE, DE;63 B;CargayDescarga;Línea;3;15,00;RESERVA COMPARTIDA LAB. DE LUNES A VIERNESDE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7152912;40.4343453;FERNANDO EL CATOLICO, CALLE, DE, Nº 63 B
439154,9000000000;4476213,3000000000;40686;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDO EL CATOLICO, CALLE, DE;77;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H. Y DE16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7173711;40.4343375;FERNANDO EL CATOLICO, CALLE, DE, Nº 77
439303,3000000000;4476053,5300000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;18;CargayDescarga;Línea;3;14,90;LAB. DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA YDESCARGA;-3.7156063;40.4329091;GAZTAMBIDE, CALLE, DE, Nº 18
439307,2600000000;4476095,4100000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;20;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA YDESCARGA;-3.7155636;40.4332866;GAZTAMBIDE, CALLE, DE, Nº 20
439312,8900000000;4476197,5800000000;37673;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;26;CargayDescarga;Línea;3;15,00; LAB. DE 8 A 14 H.EXCEPTO CARGA Y DESCARGAMAXIMO 30 MINUTOSRESTO DE HORARIO REGULACION SER;-3.715507;40.4342074;GAZTAMBIDE, CALLE, DE, Nº 26
439292,2300000000;4475858,6400000000;42810;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;5;CargayDescarga;Línea;8;40,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7157182;40.4311526;GAZTAMBIDE, CALLE, DE, Nº 5
439320,2100000000;4476473,4100000000;38307;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;59;CargayDescarga;Línea;2;12,30; LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.715447;40.4366928;GAZTAMBIDE, CALLE, DE, Nº 59
439323,7600000000;4476531,2900000000;37565;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;63;CargayDescarga;Línea;3;13,60;LABORABLES DE 8 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7154107;40.4372144;GAZTAMBIDE, CALLE, DE, Nº 63
439344,2700000000;4476710,0300000000;38231;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;64;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.715186;40.4388261;GAZTAMBIDE, CALLE, DE, Nº 64
439326,2600000000;4476571,9000000000;37755;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;65;CargayDescarga;Línea;3;15,00;RESERVA COMPARTIDO LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 30 MINUTOS. RESTO DE HORARIO REGULACIÓN SER.;-3.7153851;40.4375804;GAZTAMBIDE, CALLE, DE, Nº 65
439328,9000000000;4476612,3400000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;69;CargayDescarga;Línea;3;15,50; LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7153579;40.4379449;GAZTAMBIDE, CALLE, DE, Nº 69
439491,7500000000;4475910,1200000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;12;CargayDescarga;Línea;3;15,00;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.713371;40.4316309;GUZMAN EL BUENO, CALLE, DE, Nº 12
439497,1700000000;4475990,9300000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;20;CargayDescarga;Línea;3;19,11;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.7133148;40.4323593;GUZMAN EL BUENO, CALLE, DE, Nº 20
439485,8000000000;4475820,5600000000;44230;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;4;CargayDescarga;Línea;1;20,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7134326;40.4308237;GUZMAN EL BUENO, CALLE, DE, Nº 4
439517,5200000000;4476298,0700000000;40360;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;44;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGAMAXIMO 30 MINUTOSRESTO DE HORARIO REGULACION SER;-3.7131041;40.4351276;GUZMAN EL BUENO, CALLE, DE, Nº 44
439520,2000000000;4476338,5000000000;40360;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;46;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGAMAXIMO 30 MINUTOSRESTO DE HORARIO REGULACION SER;-3.7130764;40.435492;GUZMAN EL BUENO, CALLE, DE, Nº 46
439509,6800000000;4476180,1300000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;47;CargayDescarga;Línea;3;15,00; LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGAMAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7131853;40.4340646;GUZMAN EL BUENO, CALLE, DE, Nº 47
439525,5300000000;4476418,9500000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;54;CargayDescarga;Línea;3;13,40; LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER DOMINGOS Y FESTIVOS DE 7 A 16 HORAS;-3.7130212;40.4362171;GUZMAN EL BUENO, CALLE, DE, Nº 54
439529,1100000000;4476457,9500000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;58;CargayDescarga;Línea;1;7,80;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7129827;40.4365687;GUZMAN EL BUENO, CALLE, DE, Nº 58
439536,4100000000;4476558,9700000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;64;CargayDescarga;Línea;2;8,90;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7129063;40.4374793;GUZMAN EL BUENO, CALLE, DE, Nº 64
439541,7100000000;4476646,5300000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;70;CargayDescarga;Línea;4;22,60;LABORABLES DE 8 A 14 H.Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.7128521;40.4382684;GUZMAN EL BUENO, CALLE, DE, Nº 70
439545,2500000000;4476698,7400000000;39748;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;76;CargayDescarga;Línea;2;10,90;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7128153;40.438739;GUZMAN EL BUENO, CALLE, DE, Nº 76
439206,5200000000;4476208,2400000000;42929;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;24;CargayDescarga;Línea;1;12,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.716762;40.4342957;HILARION ESLAVA, CALLE, DE, Nº 24
439215,0800000000;4476360,0400000000;37676;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;33;CargayDescarga;Línea;4;19,30;LAB. DE 8 A 14 H. Y DE16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7166756;40.4356638;HILARION ESLAVA, CALLE, DE, Nº 33
439228,3500000000;4476433,1400000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;40;CargayDescarga;Línea;3;16,20;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7165262;40.4363233;HILARION ESLAVA, CALLE, DE, Nº 40
439231,0200000000;4476616,9600000000;37211;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;47;CargayDescarga;Línea;3;15,50;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7165123;40.4379794;HILARION ESLAVA, CALLE, DE, Nº 47
439233,2400000000;4476509,0000000000;39373;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;48;CargayDescarga;Línea;2;13,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7164758;40.437007;HILARION ESLAVA, CALLE, DE, Nº 48
439246,0800000000;4476716,1800000000;41904;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;64;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19H. EXCEPTO CARGA Y DESCARGA;-3.7163442;40.4388743;HILARION ESLAVA, CALLE, DE, Nº 64
439195,6900000000;4476026,5400000000;39209;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;7;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7168723;40.4326581;HILARION ESLAVA, CALLE, DE, Nº 7
439621,8400000000;4476566,4800000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;JOAQUIN MARIA LOPEZ, CALLE, DE;25;CargayDescarga;Línea;3;16,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7118998;40.4375531;JOAQUIN MARIA LOPEZ, CALLE, DE, Nº 25
439353,0700000000;4476594,0000000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;JOAQUIN MARIA LOPEZ, CALLE, DE;50;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7150711;40.4377815;JOAQUIN MARIA LOPEZ, CALLE, DE, Nº 50
439476,3600000000;4476059,9600000000;40360;07  CHAMBERÍ;07-01 GAZTAMBIDE;MELENDEZ VALDES, CALLE, DE;37;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA YDESCARGA;-3.7135667;40.4329796;MELENDEZ VALDES, CALLE, DE, Nº 37
439377,3300000000;4476064,9400000000;40360;07  CHAMBERÍ;07-01 GAZTAMBIDE;MELENDEZ VALDES, CALLE, DE;49;CargayDescarga;Línea;3;15,00;lab. de 8 a 14h.y de 16.30 a 19h.excepto:    CARGA Y DESCARGA;-3.7147346;40.4330173;MELENDEZ VALDES, CALLE, DE, Nº 49
439279,6100000000;4476078,2400000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;MELENDEZ VALDES, CALLE, DE;58;CargayDescarga;Línea;3;15,10;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7158879;40.4331299;MELENDEZ VALDES, CALLE, DE, Nº 58
439467,4100000000;4475925,4300000000;40360;07  CHAMBERÍ;07-01 GAZTAMBIDE;RODRIGUEZ SAN PEDRO, CALLE, DE;45;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.7136594;40.4317671;RODRIGUEZ SAN PEDRO, CALLE, DE, Nº 45
439272,4100000000;4475937,1300000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;RODRIGUEZ SAN PEDRO, CALLE, DE;67;CargayDescarga;Línea;3;14,70;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.7159593;40.4318582;RODRIGUEZ SAN PEDRO, CALLE, DE, Nº 67
439212,9100000000;4475949,4700000000;1;07  CHAMBERÍ;07-01 GAZTAMBIDE;RODRIGUEZ SAN PEDRO, CALLE, DE;72;CargayDescarga;Batería;4;12,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.716662;40.4319651;RODRIGUEZ SAN PEDRO, CALLE, DE, Nº 72
440028,3400000000;4476074,4600000000;35271;07  CHAMBERÍ;07-02 ARAPILES;ARAPILES, CALLE, DE;12;CargayDescarga;Línea;2;11,50;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7070608;40.4331502;ARAPILES, CALLE, DE, Nº 12
440083,9700000000;4476063,9000000000;35998;07  CHAMBERÍ;07-02 ARAPILES;ARAPILES, CALLE, DE;13;CargayDescarga;Línea;3;15,00;LABORABLES DE 9 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7064039;40.4330591;ARAPILES, CALLE, DE, Nº 13
440204,1100000000;4476106,5500000000;43192;07  CHAMBERÍ;07-02 ARAPILES;ARAPILES, CALLE, DE;2;CargayDescarga;Línea;4;19,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7049916;40.4334519;ARAPILES, CALLE, DE, Nº 2
440258,9200000000;4476455,0200000000;43179;07  CHAMBERÍ;07-02 ARAPILES;BRAVO MURILLO, CALLE, DE;33;CargayDescarga;Línea;3;18,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7043782;40.4365951;BRAVO MURILLO, CALLE, DE, Nº 33
439744,2000000000;4476704,0400000000;35914;07  CHAMBERÍ;07-02 ARAPILES;CEA BERMUDEZ, CALLE, DE;27;CargayDescarga;Línea;3;17,50;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7104702;40.4388012;CEA BERMUDEZ, CALLE, DE, Nº 27
440028,2400000000;4475920,4400000000;40360;07  CHAMBERÍ;07-02 ARAPILES;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL;18;CargayDescarga;Línea;3;17,00;lab. de 9 a 14 h y de 16,30 a 20 h excepto:[ CARGA Y DESCARGA];-3.7070474;40.4317627;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL, Nº 18
440031,3400000000;4475796,2200000000;40606;07  CHAMBERÍ;07-02 ARAPILES;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL;8;CargayDescarga;Línea;3;15,00;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7069991;40.4306439;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL, Nº 8
440240,2400000000;4476389,0800000000;40360;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;1;CargayDescarga;Línea;4;19,40;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7045922;40.4359997;DONOSO CORTES, CALLE, DE, Nº 1
440034,1100000000;4476400,4200000000;1;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;13;CargayDescarga;Línea;4;20,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7070235;40.436087;DONOSO CORTES, CALLE, DE, Nº 13
439929,1900000000;4476414,9600000000;1;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;26;CargayDescarga;Línea;3;15,30;LABORABLES DE 9 A 20 H.EXCEPTO CARGA Y DESCARGA EN LINEA;-3.7082618;40.4362104;DONOSO CORTES, CALLE, DE, Nº 26
439747,7600000000;4476418,3600000000;36629;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;35;CargayDescarga;Línea;3;15,60;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7104011;40.4362279;DONOSO CORTES, CALLE, DE, Nº 35
439790,4600000000;4476424,7600000000;41498;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;40;CargayDescarga;Batería;5;15,00;LAB. DE 9 A 14 H. Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA EN LINEA;-3.7098983;40.4362887;DONOSO CORTES, CALLE, DE, Nº 40
439688,9100000000;4476431,3700000000;1;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;50;CargayDescarga;Línea;2;13,20;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA EN LINEA;-3.7110962;40.4363409;DONOSO CORTES, CALLE, DE, Nº 50
440171,4000000000;4476401,6500000000;1;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;8;CargayDescarga;Línea;1;6,30;LAB. DE 9 A 20 H EXCEPTO CARGA Y DESCARGA EN LINEA;-3.705405;40.436108;DONOSO CORTES, CALLE, DE, Nº 8
440049,6000000000;4476260,6300000000;1;07  CHAMBERÍ;07-02 ARAPILES;ESCOSURA, CALLE, DE;10;CargayDescarga;Línea;3;17,80;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.7068277;40.4348288;ESCOSURA, CALLE, DE, Nº 10
440164,9200000000;4476277,8600000000;1;07  CHAMBERÍ;07-02 ARAPILES;FERNANDEZ DE LOS RIOS, CALLE, DE;12;CargayDescarga;Línea;3;16,00;LAB. DE 9 A 20 H.EXCEPTO: CARGA Y DESCARGA;-3.7054698;40.4349924;FERNANDEZ DE LOS RIOS, CALLE, DE, Nº 12
440064,5000000000;4476285,0200000000;1;07  CHAMBERÍ;07-02 ARAPILES;FERNANDEZ DE LOS RIOS, CALLE, DE;24;CargayDescarga;Línea;2;10,80;LABORABLES DE 7 A 20 HORAS EXCEPTO CARGA Y DESCARGA ;-3.7066543;40.4350496;FERNANDEZ DE LOS RIOS, CALLE, DE, Nº 24
439785,1300000000;4476307,0200000000;37755;07  CHAMBERÍ;07-02 ARAPILES;FERNANDEZ DE LOS RIOS, CALLE, DE;46;CargayDescarga;Línea;3;16,70;LAB. DE 8 A 14 H. Y DE 16.30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.70995;40.4352276;FERNANDEZ DE LOS RIOS, CALLE, DE, Nº 46
439682,3300000000;4476313,7000000000;41269;07  CHAMBERÍ;07-02 ARAPILES;FERNANDEZ DE LOS RIOS, CALLE, DE;58;CargayDescarga;Línea;2;14,40;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7111626;40.4352804;FERNANDEZ DE LOS RIOS, CALLE, DE, Nº 58
440027,9900000000;4476148,1900000000;1;07  CHAMBERÍ;07-02 ARAPILES;FERNANDO EL CATOLICO, CALLE, DE;11;CargayDescarga;Línea;3;13,40;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7070719;40.4338144;FERNANDO EL CATOLICO, CALLE, DE, Nº 11
