Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
439561.9600000000;4473610.5700000000;17/06/2024;1 CENTRO;11 PALACIO;AGUAS, CALLE, DE LAS;10;PMR;Línea;1;8;;-3.7123246800;40.4109204150
439581.1100000000;4473584.2300000000;25/09/2018;1 CENTRO;11 PALACIO;AGUAS, CALLE, DE LAS;4;PMR;Línea;1;5,5;;-3.7120965280;40.4106852160
439552.0300000000;4473455.8700000000;12/02/2025;1 CENTRO;11 PALACIO;AGUILA, CALLE, DEL;13;PMR;Batería;1;8;;-3.7124270100;40.4095260650
439112.7100000000;4473644.1900000000;24/02/2006;1 CENTRO;11 PALACIO;ALGECIRAS, CALLE, DE;3;PMR;Línea;1;5;;-3.7176224760;40.4111905070
439895.2500000000;4474440.6400000000;02/04/2019;1 CENTRO;11 PALACIO;ANGELES, COSTANILLA, DE LOS;5;PMR;Línea;1;6,4;;-3.7084753200;40.4184224950
439690.0300000000;4474522.3800000000;11/04/2023;1 CENTRO;11 PALACIO;ARRIETA, CALLE, DE;11;PMR;Línea;2;16;;-3.7109017960;40.4191438490
439700.4600000000;4474511.4600000000;11/04/2023;1 CENTRO;11 PALACIO;ARRIETA, CALLE, DE;9;PMR;Línea;1;8;;-3.7107779230;40.4190462170
439695.5300000000;4473416.1800000000;17/06/2024;1 CENTRO;11 PALACIO;CALATRAVA, CALLE, DE;7;PMR;Línea;1;8;;-3.7107320860;40.4091792530
439876.0200000000;4474103.4400000000;20/05/1998;1 CENTRO;11 PALACIO;CAVA DE SAN MIGUEL, CALLE, DE LA;5;PMR;Línea;1;5,93;;-3.7086701260;40.4153835840
439861.3800000000;4473643.3500000000;17/12/2019;1 CENTRO;11 PALACIO;CEBADA, PLAZA, DE LA;16;PMR;Línea;1;8;;-3.7087990410;40.4112377760
439787.1400000000;4473653.9200000000;13/06/2024;1 CENTRO;11 PALACIO;CEBADA, PLAZA, DE LA;17;PMR;Línea;1;8;;-3.7096750360;40.4113273870
439765.6200000000;4473668.3300000000;17/06/2024;1 CENTRO;11 PALACIO;CEBADA, PLAZA, DE LA;9;PMR;Línea;1;8;;-3.7099300020;40.4114556150
439868.0400000000;4474182.0600000000;01/07/2010;1 CENTRO;11 PALACIO;COMANDANTE LAS MORENAS, PLAZA, DEL;1;PMR;Línea;1;5;;-3.7087714820;40.4160910150
439625.8200000000;4474222.4800000000;17/11/2009;1 CENTRO;11 PALACIO;CRUZADA, CALLE, DE LA;3;PMR;Línea;2;10;;-3.7116301970;40.4164375970
439322.6200000000;4473342.8300000000;20/06/2024;1 CENTRO;11 PALACIO;DESCARGAS, CUESTA, DE LAS;10;PMR;Línea;1;8;;-3.7151198540;40.4084913600
439412.5700000000;4473709.2900000000;08/05/2024;1 CENTRO;11 PALACIO;DON PEDRO, CALLE, DE;15;PMR;Línea;1;8;;-3.7140946610;40.4117992750
439650.0300000000;4474626.2400000000;11/03/2024;1 CENTRO;11 PALACIO;ENCARNACION, CALLE, DE LA;4;PMR;Línea;1;8;;-3.7113832530;40.4200765670
439814.5300000000;4474325.3100000000;01/12/2004;1 CENTRO;11 PALACIO;ESCALINATA, CALLE, DE LA;15;PMR;Línea;1;6;;-3.7094157730;40.4173781650
439763.0800000000;4474879.4500000000;11/05/2009;1 CENTRO;11 PALACIO;FLOR BAJA, CALLE, DE LA;6;PMR;Línea;1;5;;-3.7100747320;40.4223662780
439546.1300000000;4473248.0800000000;12/06/2024;1 CENTRO;11 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;5;PMR;Línea;1;8;;-3.7124768570;40.4076541540
439656.0100000000;4474146.7400000000;28/10/2010;1 CENTRO;11 PALACIO;JUAN DE HERRERA, CALLE, DE;1;PMR;Línea;1;5;;-3.7112672860;40.4157575540
439693.7400000000;4474923.2900000000;01/07/2010;1 CENTRO;11 PALACIO;LEGANITOS, CALLE, DE;43;PMR;Línea;1;5;;-3.7108960670;40.4227561760
439428.5800000000;4474063.4900000000;01/12/2004;1 CENTRO;11 PALACIO;MAYOR, CALLE;81;PMR;Batería;2;4;;-3.7139397900;40.4149910510
439545.4900000000;4473901.6200000000;27/01/2023;1 CENTRO;11 PALACIO;MORERIA, CALLE, DE LA;1;PMR;Línea;1;8;;-3.7125464710;40.4135415820
439378.6900000000;4473801.0000000000;06/09/2024;1 CENTRO;11 PALACIO;MORERIA, CALLE, DE LA;19;PMR;Línea;1;8;;-3.7145027790;40.4126226720
439667.3000000000;4473672.3600000000;17/12/2019;1 CENTRO;11 PALACIO;PUERTA DE MOROS, PLAZA, DE LA;4;PMR;Línea;1;6,5;;-3.7110892110;40.4114851220
439549.8300000000;4473789.8900000000;24/09/2019;1 CENTRO;11 PALACIO;REDONDILLA, CALLE, DE LA;7;PMR;Línea;1;5;;-3.7124847070;40.4125349530
439379.4500000000;4473447.8900000000;21/10/2009;1 CENTRO;11 PALACIO;ROSARIO, CALLE, DEL;15;PMR;Línea;1;5;;-3.7144602080;40.4094418400
439605.5800000000;4473838.3000000000;19/04/2017;1 CENTRO;11 PALACIO;SAN ANDRES, COSTANILLA, DE;10;PMR;Línea;1;5,5;;-3.7118323370;40.4129759580
439326.6600000000;4473713.4500000000;05/11/2020;1 CENTRO;11 PALACIO;SAN BUENAVENTURA, CALLE, DE;14;PMR;Línea;1;5,5;;-3.7151075930;40.4118301000
439369.2800000000;4473635.7100000000;11/05/2009;1 CENTRO;11 PALACIO;SAN BUENAVENTURA, CALLE, DE;2;PMR;Línea;1;5;;-3.7145978900;40.4111329820
439467.6000000000;4473597.4700000000;17/12/2019;1 CENTRO;11 PALACIO;SAN FRANCISCO, CARRERA, DE;16;PMR;Línea;1;6,18;;-3.7134355300;40.4107955670
439835.0300000000;4473941.3300000000;15/03/2002;1 CENTRO;11 PALACIO;SAN JUSTO, CALLE, DE;1;PMR;Línea;1;5,33;;-3.7091378880;40.4139201930
439707.6900000000;4473835.3800000000;07/03/2012;1 CENTRO;11 PALACIO;SAN PEDRO, COSTANILLA, DE;6;PMR;Línea;1;5;;-3.7106285530;40.4129568210
439827.4100000000;4474703.3100000000;10/03/2003;1 CENTRO;11 PALACIO;SANTO DOMINGO, PLAZA, DE;11;PMR;Línea;1;6;;-3.7092997490;40.4207839410
439886.4600000000;4474678.6100000000;18/03/2022;1 CENTRO;11 PALACIO;SANTO DOMINGO, PLAZA, DE;14;PMR;Línea;1;8;RESERVADO VEHÍCULOS AUTORIZADOS LABORABLES DE 8 A 15 H.;-3.7086014280;40.4205658730
439522.9500000000;4473947.2700000000;30/09/2011;1 CENTRO;11 PALACIO;SEGOVIA, CALLE, DE;24;PMR;Línea;1;5;;-3.7128166210;40.4139515330
439321.4700000000;4473936.3200000000;25/04/2013;1 CENTRO;11 PALACIO;SEGOVIA, CALLE, DE;29;PMR;Línea;1;5;;-3.7151899840;40.4138378590
439100.5100000000;4473716.8100000000;13/12/2010;1 CENTRO;11 PALACIO;SEGOVIA, RONDA, DE;15;PMR;Línea;1;5;;-3.7177732790;40.4118444810
439165.7100000000;4473430.7700000000;12/12/2016;1 CENTRO;11 PALACIO;SEGOVIA, RONDA, DE;47;PMR;Línea;1;5,5;;-3.7169773830;40.4092719580
439223.4100000000;4473355.7800000000;31/05/2013;1 CENTRO;11 PALACIO;SEGOVIA, RONDA, DE;55;PMR;Línea;1;5,5;;-3.7162903500;40.4086010820
439485.2500000000;4473219.0800000000;12/06/2024;1 CENTRO;11 PALACIO;SEGOVIA, RONDA, DE;85;PMR;Línea;1;8;;-3.7131916220;40.4073887030
439762.5900000000;4473522.6000000000;18/02/2015;1 CENTRO;11 PALACIO;SIERPE, CALLE, DE LA;4;PMR;Línea;1;5,5;;-3.7099519470;40.4101431400
439983.8600000000;4474694.7900000000;13/11/2009;1 CENTRO;11 PALACIO;SILVA, CALLE, DE;6A;PMR;Línea;1;5;;-3.7074548820;40.4207182220
439667.8800000000;4473294.8800000000;14/04/2025;1 CENTRO;11 PALACIO;TOLEDO, CALLE, DE;98;PMR;Línea;2;16;;-3.7110465830;40.4080843310
439590.6600000000;4473313.2800000000;11/11/2016;1 CENTRO;11 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;4;PMR;Línea;1;5,5;;-3.7119582730;40.4082443580
439922.4300000000;4473448.2500000000;15/12/2023;1 CENTRO;12 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;PMR;Batería;1;3,7;;-3.7080611860;40.4094849260
440541.1600000000;4473160.7400000000;14/10/2024;1 CENTRO;12 EMBAJADORES;AMPARO, CALLE, DE;93;PMR;Línea;1;8;;-3.7007426810;40.4069391600
439818.3800000000;4473178.0700000000;05/09/2024;1 CENTRO;12 EMBAJADORES;ARGANZUELA, CALLE, DE LA;31;PMR;Línea;1;8;;-3.7092619340;40.4070434960
440923.6900000000;4473213.7500000000;17/06/2024;1 CENTRO;12 EMBAJADORES;ARGUMOSA, CALLE, DE;28;PMR;Línea;1;8;;-3.6962396340;40.4074437640
440582.8700000000;4473322.3300000000;25/06/2024;1 CENTRO;12 EMBAJADORES;ARGUMOSA, CALLE, DE;3;PMR;Batería;2;7,4;;-3.7002660950;40.4083977960
440646.7000000000;4473308.6400000000;25/06/2024;1 CENTRO;12 EMBAJADORES;ARGUMOSA, CALLE, DE;9;PMR;Batería;1;3,7;;-3.6995126560;40.4082791370
440339.8100000000;4473946.1500000000;18/12/2015;1 CENTRO;12 EMBAJADORES;ATOCHA, CALLE, DE;19;PMR;Línea;1;6,5;;-3.7031890970;40.4140002350
440871.7400000000;4473133.4600000000;10/03/2009;1 CENTRO;12 EMBAJADORES;ATOCHA, RONDA, DE;14;PMR;Línea;1;5,5;;-3.6968443910;40.4067163940
440545.2400000000;4473573.4100000000;11/03/1999;1 CENTRO;12 EMBAJADORES;AVE MARIA, CALLE, DEL;23;PMR;Línea;1;5,15;;-3.7007331700;40.4106570260
439846.4500000000;4473133.2400000000;21/10/2024;1 CENTRO;12 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8;PMR;Línea;1;8; (CON R308L) DOMINGOS Y FESTIVOS DE 0 A 18 H.;-3.7089268680;40.4066417380
439713.5800000000;4473224.0800000000;17/12/2024;1 CENTRO;12 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;5;PMR;Línea;1;8;;-3.7105011270;40.4074501240
440211.3200000000;4473894.9600000000;23/02/2010;1 CENTRO;12 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;5;PMR;Línea;1;5;;-3.7046986690;40.4135293210
440675.4500000000;4473169.7700000000;10/01/2014;1 CENTRO;12 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;35;PMR;Línea;1;5;;-3.6991609740;40.4070302030
440758.9600000000;4473320.4000000000;31/07/2018;1 CENTRO;12 EMBAJADORES;DOCTOR PIGA, CALLE, DEL;11;PMR;Línea;1;5,7;;-3.6981908420;40.4083926970
440736.3800000000;4473337.2700000000;12/06/2018;1 CENTRO;12 EMBAJADORES;DOCTOR PIGA, CALLE, DEL;7;PMR;Línea;2;9,6;;-3.6984585280;40.4085435570
440060.6100000000;4473923.5300000000;15/06/2022;1 CENTRO;12 EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;2;PMR;Línea;1;8,5;LABORABLES DE LUNES A VIERNES DE 8 A 15 H.;-3.7064775310;40.4137763230
440054.6000000000;4473522.6900000000;24/06/2003;1 CENTRO;12 EMBAJADORES;EMBAJADORES, CALLE, DE;12;PMR;Línea;2;10;;-3.7065106480;40.4101649130
440188.2800000000;4473345.4200000000;01/12/2004;1 CENTRO;12 EMBAJADORES;EMBAJADORES, CALLE, DE;31;PMR;Línea;3;16,5;;-3.7049185120;40.4085771320
440283.8200000000;4473177.5200000000;21/09/2021;1 CENTRO;12 EMBAJADORES;EMBAJADORES, CALLE, DE;45;PMR;Línea;1;5,5;;-3.7037767790;40.4070715140
440585.9700000000;4473488.1600000000;03/08/2017;1 CENTRO;12 EMBAJADORES;ESCUADRA, CALLE, DE LA;12;PMR;Línea;1;5,5;;-3.7002450680;40.4098918410
440583.9000000000;4473520.0300000000;04/08/2009;1 CENTRO;12 EMBAJADORES;ESPERANZA, CALLE, DE;6;PMR;Línea;1;5,93;;-3.7002724550;40.4101784920
439972.0200000000;4473776.2000000000;03/03/2010;1 CENTRO;12 EMBAJADORES;ESTUDIOS, CALLE, DE LOS;2;PMR;Línea;1;5;;-3.7075078230;40.4124423630
439927.4700000000;4473425.8900000000;15/12/2023;1 CENTRO;12 EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;3;PMR;Batería;1;3,7;;-3.7079997650;40.4092835320
440087.9600000000;4473635.3700000000;22/04/2019;1 CENTRO;12 EMBAJADORES;JUANELO, CALLE, DE;18;PMR;Línea;1;5;;-3.7061280260;40.4111825430
440367.3000000000;4473618.9200000000;05/04/2011;1 CENTRO;12 EMBAJADORES;LAVAPIES, CALLE, DE;18;PMR;Línea;1;5;;-3.7028345500;40.4110542010
439835.7700000000;4473533.9100000000;04/01/2018;1 CENTRO;12 EMBAJADORES;LOPEZ SILVA, CALLE, DE;2;PMR;Línea;1;5,5;;-3.7090906190;40.4102503980
440772.2400000000;4473110.6100000000;26/11/2024;1 CENTRO;12 EMBAJADORES;MALLORCA, CALLE, DE;13;PMR;Batería;1;3,7;;-3.6980147720;40.4065040560
440425.4300000000;4473161.1300000000;19/06/2024;1 CENTRO;12 EMBAJADORES;MESON DE PAREDES, CALLE, DEL;73;PMR;Línea;1;8;;-3.7021064360;40.4069342330
439848.2100000000;4473339.9100000000;15/04/2025;1 CENTRO;12 EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE;6;PMR;Línea;1;8;;-3.7089256070;40.4085029340
440464.2400000000;4473732.8500000000;13/02/2019;1 CENTRO;12 EMBAJADORES;OLIVAR, CALLE, DEL;4;PMR;Línea;1;6;;-3.7017026150;40.4120870140
439988.3700000000;4473362.6700000000;25/06/2024;1 CENTRO;12 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;17;PMR;Línea;2;16;DOMINGOS Y FESTIVOS DE 0 A 18 H.;-3.7072760620;40.4087185380
440683.0500000000;4473388.1100000000;22/07/2024;1 CENTRO;12 EMBAJADORES;SALITRE, CALLE, DEL;31;PMR;Línea;1;8;;-3.6990917040;40.4089977980
440775.7800000000;4473483.9000000000;30/07/2024;1 CENTRO;12 EMBAJADORES;SALITRE, CALLE, DEL;7;PMR;Línea;2;16;;-3.6980078390;40.4098665740
440405.7300000000;4473535.9400000000;15/06/2015;1 CENTRO;12 EMBAJADORES;SAN CARLOS, CALLE, DE;1;PMR;Línea;1;5,5;;-3.7023737200;40.4103090120
440868.6500000000;4473585.7100000000;16/02/2007;1 CENTRO;12 EMBAJADORES;SAN ILDEFONSO, CALLE, DE;7;PMR;Línea;2;12,1;DE LUNES A VIERNESDE 9 A 20 H.;-3.6969228290;40.4107907550
440824.7100000000;4473514.6600000000;27/04/2016;1 CENTRO;12 EMBAJADORES;SANTA ISABEL, CALLE, DE;42;PMR;Línea;1;5;;-3.6974340790;40.4101475520
440937.5900000000;4473448.6500000000;27/08/2015;1 CENTRO;12 EMBAJADORES;SANTA ISABEL, CALLE, DE;47;PMR;Batería;1;3;;-3.6960976550;40.4095611870
441033.6000000000;4473386.5600000000;31/07/2014;1 CENTRO;12 EMBAJADORES;SANTA ISABEL, CALLE, DE;50;PMR;Batería;1;4,2;LABORABLES DE 8 A 20 H.;-3.6949604490;40.4090082830
440729.4000000000;4473630.6700000000;22/11/2012;1 CENTRO;12 EMBAJADORES;SANTA ISABEL, CALLE, DE;7;PMR;Línea;2;10;;-3.6985680770;40.4111863250
440667.9000000000;4473236.3400000000;17/01/2018;1 CENTRO;12 EMBAJADORES;SOMBRERERIA, CALLE, DE LA;14 A;PMR;Línea;1;5,5;;-3.6992561420;40.4076288870
440757.4800000000;4473265.2600000000;11/12/2009;1 CENTRO;12 EMBAJADORES;SOMBRERERIA, CALLE, DE LA;24;PMR;Línea;1;5;;-3.6982031030;40.4078957710
440153.5200000000;4473756.3200000000;26/07/2023;1 CENTRO;12 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;13;PMR;Batería;3;14,2;;-3.7053668520;40.4122766060
439937.3800000000;4473716.8700000000;06/06/2024;1 CENTRO;12 EMBAJADORES;TOLEDO, CALLE, DE;49;PMR;Línea;1;8;;-3.7079103830;40.4119054440
440155.0300000000;4473011.4500000000;07/11/2017;1 CENTRO;12 EMBAJADORES;TOLEDO, RONDA, DE;30;PMR;Línea;1;6;;-3.7052789030;40.4055665830
439969.1800000000;4473057.5900000000;15/10/2010;1 CENTRO;12 EMBAJADORES;TOLEDO, RONDA, DE;5;PMR;Línea;2;11;;-3.7074734460;40.4059689710
440655.3900000000;4473643.0900000000;18/04/2018;1 CENTRO;12 EMBAJADORES;TORRECILLA DEL LEAL, CALLE, DE LA;5;PMR;Línea;1;5,5;;-3.6994414370;40.4112920930
440585.4500000000;4473584.7100000000;22/07/2016;1 CENTRO;12 EMBAJADORES;TRES PECES, CALLE, DE LOS;6;PMR;Línea;1;5,4;;-3.7002603080;40.4107617060
440363.7400000000;4473246.4100000000;22/07/2016;1 CENTRO;12 EMBAJADORES;TRIBULETE, CALLE, DEL;16;PMR;Línea;1;5,5;;-3.7028415400;40.4076983870
440567.8600000000;4473231.8100000000;01/12/2004;1 CENTRO;12 EMBAJADORES;VALENCIA, CALLE, DE;14;PMR;Línea;1;5,8;;-3.7004346020;40.4075814460
440617.7800000000;4473139.0000000000;14/03/2023;1 CENTRO;12 EMBAJADORES;VALENCIA, CALLE, DE;17;PMR;Línea;1;8;;-3.6998376950;40.4067485950
440643.2000000000;4473066.7900000000;26/03/2010;1 CENTRO;12 EMBAJADORES;VALENCIA, CALLE, DE;25;PMR;Línea;1;7,49;;-3.6995313910;40.4061001210
441134.7600000000;4473652.7100000000;06/02/2018;1 CENTRO;13 CORTES;ALAMEDA, CALLE, DE LA;14;PMR;Línea;1;4,5;;-3.6937929330;40.4114128150
441013.8400000000;4473631.0000000000;26/02/2000;1 CENTRO;13 CORTES;ALMADEN, CALLE, DE;5;PMR;Línea;1;6;;-3.6952158730;40.4112087270
440736.7000000000;4473787.4000000000;13/01/2011;1 CENTRO;13 CORTES;AMOR DE DIOS, CALLE, DEL;10;PMR;Línea;1;5;;-3.6984966870;40.4125980350
440692.7900000000;4474275.1600000000;11/06/2021;1 CENTRO;13 CORTES;ARLABAN, CALLE, DE;10;PMR;Línea;1;5,8;LABORABLES  DE 7,30 A 20 H.;-3.6990596180;40.4169893560
441048.5300000000;4473534.7100000000;02/07/2019;1 CENTRO;13 CORTES;ATOCHA, CALLE, DE;111;PMR;Línea;2;6,5;;-3.6947981300;40.4103444200
440929.2900000000;4473603.9700000000;02/07/2019;1 CENTRO;13 CORTES;ATOCHA, CALLE, DE;95;PMR;Línea;1;7,7;;-3.6962098400;40.4109592040
440411.8800000000;4474006.1200000000;09/03/2005;1 CENTRO;13 CORTES;ESPOZ Y MINA, CALLE, DE;40;PMR;Línea;2;10;;-3.7023453590;40.4145450030
440971.8800000000;4473925.3300000000;03/05/2011;1 CENTRO;13 CORTES;JESUS, PLAZA, DE;5;PMR;Línea;1;5,33;;-3.6957377810;40.4138575110
440889.8100000000;4474304.5200000000;17/02/2022;1 CENTRO;13 CORTES;JOVELLANOS, CALLE, DE;4;PMR;Línea;1;8;EN HORARIO DE ESPECTÁCULOS;-3.6967401700;40.4172671260
440671.3800000000;4473836.7900000000;16/04/2012;1 CENTRO;13 CORTES;LEON, CALLE, DEL;28;PMR;Línea;1;5;;-3.6992710970;40.4130388120
440773.1200000000;4473921.8100000000;03/05/2011;1 CENTRO;13 CORTES;LOPE DE VEGA, CALLE, DE;13;PMR;Línea;1;5,6;;-3.6980799750;40.4138116170
440943.7800000000;4473907.8200000000;03/06/1996;1 CENTRO;13 CORTES;LOPE DE VEGA, CALLE, DE;37;PMR;Línea;2;10,1;;-3.6960672890;40.4136979420
440923.9000000000;4474348.6500000000;27/11/2014;1 CENTRO;13 CORTES;LOS MADRAZO, CALLE, DE;19;PMR;Línea;1;5,5;laborables de8 a 15 h.;-3.6963424800;40.4176671650
440941.6500000000;4474361.8400000000;29/07/2019;1 CENTRO;13 CORTES;MARQUES DE CASA RIERA, CALLE, DEL;4;PMR;Línea;1;5,5;;-3.6961346110;40.4177881160
440958.5700000000;4474162.2300000000;01/10/2018;1 CENTRO;13 CORTES;MARQUES DE CUBAS, CALLE, DEL;27;PMR;Línea;1;5;;-3.6959166010;40.4159903470
440804.4500000000;4474070.1200000000;18/06/2018;1 CENTRO;13 CORTES;PRADO, CALLE, DEL;24;PMR;Línea;2;11;;-3.6977245690;40.4151500470
441081.2400000000;4474131.7300000000;11/06/2025;1 CENTRO;13 CORTES;PRADO, PASEO, DEL;S/N;PMR;Batería;1;3,7;;-3.6944679910;40.4157242650
440809.7200000000;4473967.2600000000;21/10/2009;1 CENTRO;13 CORTES;QUEVEDO, CALLE, DE;1;PMR;Línea;1;7,1;;-3.6976528920;40.4142238600
440878.5700000000;4474045.3000000000;13/07/2009;1 CENTRO;13 CORTES;SAN AGUSTIN, CALLE, DE;5;PMR;Línea;1;5,5;;-3.6968485740;40.4149315780
441264.0800000000;4474882.0500000000;08/09/2022;1 CENTRO;14 JUSTICIA;ALMIRANTE, CALLE, DEL;29;PMR;Línea;1;6,6;;-3.6923823110;40.4224970270
441015.1800000000;4474891.5300000000;08/09/2022;1 CENTRO;14 JUSTICIA;ALMIRANTE, CALLE, DEL;3;PMR;Línea;1;5,7;;-3.6953170000;40.4225644640
440670.7300000000;4475433.4500000000;08/06/2022;1 CENTRO;14 JUSTICIA;APODACA, CALLE, DE;15;PMR;Línea;1;8;;-3.6994278010;40.4274215990
441087.2800000000;4475260.3300000000;30/03/2022;1 CENTRO;14 JUSTICIA;ARGENSOLA, CALLE, DE;19;PMR;Línea;1;5,5;;-3.6945012800;40.4258916300
441021.2700000000;4475146.5400000000;05/10/2016;1 CENTRO;14 JUSTICIA;ARGENSOLA, CALLE, DE;3;PMR;Línea;1;5,6;;-3.6952689290;40.4248627130
440764.1000000000;4474872.5500000000;05/07/2018;1 CENTRO;14 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;29;PMR;Línea;1;5,5;;-3.6982748380;40.4223759610
441238.4300000000;4474982.2500000000;01/07/2021;1 CENTRO;14 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;10;PMR;Batería;2;7;;-3.6926938850;40.4233973160
441183.2400000000;4474999.7900000000;17/10/2018;1 CENTRO;14 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;6;PMR;Batería;1;3;;-3.6933460830;40.4235516130
441201.4500000000;4474994.0800000000;17/10/2018;1 CENTRO;14 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;8;PMR;Batería;1;3;;-3.6931309370;40.4235013080
440648.2900000000;4475371.2600000000;18/10/2019;1 CENTRO;14 JUSTICIA;BARCELO, CALLE, DE;11;PMR;Línea;1;5;;-3.6996864340;40.4268603300
440985.5500000000;4474525.7600000000;14/10/2022;1 CENTRO;14 JUSTICIA;BARQUILLO, CALLE, DEL;1;PMR;Línea;1;8;;-3.6956323560;40.4192669780
440981.6800000000;4474778.3500000000;19/09/2018;1 CENTRO;14 JUSTICIA;BARQUILLO, CALLE, DEL;15;PMR;Línea;1;5;;-3.6957013400;40.4215425370
440980.8200000000;4474680.4900000000;10/05/2018;1 CENTRO;14 JUSTICIA;BARQUILLO, CALLE, DEL;9;PMR;Línea;1;5;;-3.6957024860;40.4206609270
440894.9200000000;4475083.8000000000;16/12/2015;1 CENTRO;14 JUSTICIA;BELEN, CALLE, DE;5;PMR;Línea;2;10;;-3.6967524890;40.4242884370
441016.5900000000;4475326.0600000000;12/09/2024;1 CENTRO;14 JUSTICIA;CAMPOAMOR, CALLE, DE;16;PMR;Línea;1;8;;-3.6953406630;40.4264795420
440508.4200000000;4475555.6400000000;27/09/1996;1 CENTRO;14 JUSTICIA;CHURRUCA, CALLE, DE;27;PMR;Línea;2;10;RESERVADO CONDUCTORES DE VEHÍCULOS AUTORIZADOS LABORABLES DE 9 A 14 h Y DE 16 A 18 H;-3.7013524800;40.4285107920
440556.5300000000;4475387.9700000000;02/01/1900;1 CENTRO;14 JUSTICIA;CHURRUCA, CALLE, DE;5;PMR;Línea;1;5,5;;-3.7007696680;40.4270042570
440674.0300000000;4474655.0300000000;26/05/2023;1 CENTRO;14 JUSTICIA;CLAVEL, CALLE, DEL;8;PMR;Línea;1;8;;-3.6993161880;40.4204101430
441107.8900000000;4474832.6500000000;08/09/2022;1 CENTRO;14 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;1;PMR;Línea;1;6,5;;-3.6942188120;40.4220411820
440457.8100000000;4475506.9800000000;15/04/2014;1 CENTRO;14 JUSTICIA;FUENCARRAL, CALLE, DE;100;PMR;Línea;1;6,42;;-3.7019444600;40.4280687550
441139.2400000000;4475217.2100000000;12/02/2025;1 CENTRO;14 JUSTICIA;GENERAL CASTAÑOS, CALLE, DEL;9;PMR;Línea;1;8;;-3.6938848350;40.4255068890
440610.6400000000;4474803.7400000000;21/06/2023;1 CENTRO;14 JUSTICIA;HORTALEZA, CALLE, DE;23;PMR;Línea;1;8;;-3.7000773060;40.4217446190
440664.9800000000;4474899.8300000000;14/01/2016;1 CENTRO;14 JUSTICIA;HORTALEZA, CALLE, DE;43;PMR;Línea;1;5,5;;-3.6994456770;40.4226143690
440710.1500000000;4474978.6500000000;16/01/2018;1 CENTRO;14 JUSTICIA;HORTALEZA, CALLE, DE;57;PMR;Línea;1;6;;-3.6989205610;40.4233274150
440719.5300000000;4474997.2500000000;16/01/2018;1 CENTRO;14 JUSTICIA;HORTALEZA, CALLE, DE;61;PMR;Línea;1;6,67;;-3.6988117560;40.4234963230
440868.6800000000;4474869.1100000000;03/06/2023;1 CENTRO;14 JUSTICIA;LIBERTAD, CALLE, DE LA;30;PMR;Línea;1;8;;-3.6970417750;40.4223521260
441287.2600000000;4475226.2100000000;20/07/2018;1 CENTRO;14 JUSTICIA;MARQUES DE LA ENSENADA, CALLE, DEL;3;PMR;Línea;1;5,08;;-3.6921408090;40.4255983900
441146.8800000000;4474946.5900000000;08/09/2022;1 CENTRO;14 JUSTICIA;MARQUES DE MONASTERIO, CALLE, DEL;3;PMR;Batería;1;5;;-3.6937697850;40.4230701000
440867.4300000000;4475118.7100000000;14/01/2008;1 CENTRO;14 JUSTICIA;PELAYO, CALLE, DE;68;PMR;Línea;1;6;;-3.6970797050;40.4246009280
440917.7100000000;4475189.1200000000;14/01/2008;1 CENTRO;14 JUSTICIA;PELAYO, CALLE, DE;84;PMR;Línea;1;5,7;;-3.6964935690;40.4252382860
440730.8200000000;4475165.7800000000;25/04/2019;1 CENTRO;14 JUSTICIA;SAN LORENZO, CALLE, DE;20;PMR;Línea;1;5;;-3.6986943000;40.4250146610
440923.3600000000;4474736.7400000000;11/04/2013;1 CENTRO;14 JUSTICIA;SAN MARCOS, CALLE, DE;43;PMR;Línea;1;5,42;;-3.6963848790;40.4211637540
440750.9500000000;4475228.6300000000;11/07/2019;1 CENTRO;14 JUSTICIA;SAN MATEO, TRAVESIA, DE;4;PMR;Línea;1;5;;-3.6984629970;40.4255822900
440643.8100000000;4475111.1700000000;29/01/2007;1 CENTRO;14 JUSTICIA;SANTA BRIGIDA, CALLE, DE;10;PMR;Línea;1;5;;-3.6997149100;40.4245166460
