Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
444155.9200000000;4473692.3300000000;02/02/2024;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;25 M;PMR;Línea;1;8;;-3.6581908820;40.4119777510
443841.4800000000;4473302.6700000000;04/04/2013;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;3;PMR;Batería;2;6;;-3.6618622810;40.4084463830
444092.3000000000;4473452.8600000000;10/02/2011;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;30;PMR;Batería;1;3,6;;-3.6589196270;40.4098171270
444161.9600000000;4473457.9300000000;26/10/2023;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;32;PMR;Batería;2;5,9;;-3.6580991520;40.4098670890
444159.7300000000;4473739.4200000000;17/02/2024;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;33;PMR;Línea;1;8;;-3.6581502020;40.4124027710
444041.4900000000;4473808.8800000000;31/01/2024;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;39;PMR;Línea;1;8;;-3.6595497660;40.4130208210
444006.7100000000;4473824.4500000000;23/04/2024;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;45;PMR;Batería;3;9,8;;-3.6599610350;40.4131584450
444030.1600000000;4473887.0400000000;07/02/2024;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;59;PMR;Batería;1;3,7;;-3.6596902550;40.4137242410
444182.5200000000;4473799.3300000000;16/11/2021;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;72;PMR;Línea;1;6,5;;-3.6578868710;40.4129438150
444175.0000000000;4473629.1600000000;27/04/2010;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR DIEGO DE VALDERRABANO, CALLE, DEL;Fte 62;PMR;Batería;1;3,6;;-3.6579605530;40.4114108090
444166.3300000000;4473456.8500000000;26/10/2023;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR MENDO DE ZUÑIGA, CALLE, DEL;12;PMR;Batería;1;3;;-3.6580475280;40.4098578650
444219.9600000000;4473436.0200000000;01/02/2024;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR MENDO DE ZUÑIGA, CALLE, DEL;5;PMR;Batería;2;5,9;;-3.6574136650;40.4096736010
444094.7600000000;4473283.2700000000;07/09/2023;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR RODRIGO RODRIGUEZ, CALLE, DEL;17;PMR;Batería;2;5,9;;-3.6588757960;40.4082887050
444136.2900000000;4473284.3900000000;12/09/2019;14 MORATALAZ;144 MEDIA LEGUA;CORREGIDOR RODRIGO RODRIGUEZ, CALLE, DEL;29;PMR;Batería;2;5,9;;-3.6583864900;40.4083018260
444480.4300000000;4473730.4700000000;26/05/2025;14 MORATALAZ;144 MEDIA LEGUA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;34;PMR;Línea;1;8;;-3.6543697690;40.4123432980
444550.5200000000;4473715.1200000000;16/01/2008;14 MORATALAZ;144 MEDIA LEGUA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;62;PMR;Línea;1;5;;-3.6535423610;40.4122103720
444298.1100000000;4473351.0700000000;25/08/2023;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;1;PMR;Batería;1;3,7;;-3.6564853590;40.4089136300
444526.2200000000;4473195.6000000000;31/01/2024;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;102;PMR;Batería;1;3,7;;-3.6537834040;40.4075285620
444541.5200000000;4473146.8900000000;19/03/2014;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;108;PMR;Batería;1;3,6;;-3.6535988550;40.4070900770
444393.9700000000;4473317.2100000000;24/02/2011;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;17;PMR;Batería;2;6,1;;-3.6553525070;40.4086146040
444362.1000000000;4473265.8600000000;22/02/2020;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;26;PMR;Batería;1;3,7;;-3.6557236110;40.4081498200
444497.4900000000;4473278.9400000000;22/02/2023;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;27;PMR;Línea;1;3,7;;-3.6541292990;40.4082774180
444539.6800000000;4473255.4900000000;20/11/2023;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;29;PMR;Batería;1;3,7;;-3.6536300240;40.4080686320
444390.4900000000;4473181.6000000000;27/01/2017;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;48;PMR;Batería;1;3,1;;-3.6553817270;40.4073925420
444335.9000000000;4473344.6700000000;12/07/2024;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;5;PMR;Batería;2;5,9;;-3.6560393110;40.4088585690
444450.1900000000;4473223.7900000000;09/07/2007;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;86;PMR;Batería;1;3;;-3.6546818590;40.4077771110
444449.5200000000;4473237.2100000000;05/04/2022;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;86;PMR;Batería;1;3,5;;-3.6546910270;40.4078981770
444409.0700000000;4473371.9500000000;09/07/2019;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;9;PMR;Batería;1;3,5;;-3.6551794160;40.4091088940
444498.8900000000;4473176.4000000000;19/01/2007;14 MORATALAZ;144 MEDIA LEGUA;ENTRE ARROYOS, CALLE;98;PMR;Batería;1;3,1;;-3.6541038020;40.4073530650
444181.7900000000;4473950.7500000000;15/11/2023;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;11;PMR;Batería;2;5,9;;-3.6579086430;40.4143080280
444188.8500000000;4474003.2600000000;08/10/2018;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;17;PMR;Línea;1;6,5;;-3.6578300330;40.4147814060
444225.9900000000;4474131.9200000000;10/10/2022;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;18 G;PMR;Batería;3;11,1;;-3.6574037530;40.4159427340
444216.3400000000;4474157.8100000000;08/10/2018;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;20;PMR;Batería;2;6,3;;-3.6575197190;40.4161759850
444194.8300000000;4474045.9300000000;11/11/2014;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;23;PMR;Batería;1;3,6;;-3.6577632840;40.4151665480
444198.3600000000;4474065.6400000000;16/05/2018;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;25;PMR;Batería;2;6;;-3.6577235210;40.4153443940
444202.9100000000;4474090.2800000000;28/01/2013;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;29;PMR;Batería;1;3,8;;-3.6576720690;40.4155660140
444201.4600000000;4474149.4400000000;19/04/2018;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;37;PMR;Batería;2;7;;-3.6576943000;40.4160990370
444116.5500000000;4473974.4100000000;07/09/2023;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;5;PMR;Batería;2;5,9;;-3.6586797870;40.4145164130
444091.2000000000;4474096.1400000000;08/02/2013;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;59;PMR;Batería;2;6;;-3.6589891840;40.4156116790
444062.4100000000;4474035.1100000000;07/09/2023;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;69;PMR;Batería;2;6;;-3.6593231040;40.4150600350
444164.5500000000;4474182.3600000000;14/02/2020;14 MORATALAZ;144 MEDIA LEGUA;FELIX RODRIGUEZ DE LA FUENTE, CALLE, DE;81;PMR;Línea;1;6,5;;-3.6581321540;40.4163929640
444514.9000000000;4473502.6500000000;13/03/2024;14 MORATALAZ;144 MEDIA LEGUA;JOSE DEL PRADO Y PALACIO, CALLE, DE;1 B;PMR;Línea;1;8;;-3.6539436610;40.4102933700
444509.6000000000;4473443.3300000000;13/03/2024;14 MORATALAZ;144 MEDIA LEGUA;JOSE DEL PRADO Y PALACIO, CALLE, DE;6;PMR;Línea;2;14,66;;-3.6540009560;40.4097589150
443782.5200000000;4473395.0100000000;31/01/2024;14 MORATALAZ;144 MEDIA LEGUA;LITUANIA, CALLE, DE;2;PMR;Línea;1;8;;-3.6625654150;40.4092748800
443809.2700000000;4473404.2200000000;31/01/2024;14 MORATALAZ;144 MEDIA LEGUA;LITUANIA, CALLE, DE;4;PMR;Línea;2;16;;-3.6622509760;40.4093597920
444507.0700000000;4473027.6100000000;30/03/2015;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;101;PMR;Batería;1;5,2;;-3.6539944250;40.4060132030
444548.5900000000;4473016.5900000000;07/09/2009;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;105;PMR;Batería;1;3,6;;-3.6535042020;40.4059165450
444565.8600000000;4473012.1400000000;16/12/1999;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;107;PMR;Batería;2;6;;-3.6533002860;40.4058781000
443887.1100000000;4473244.2400000000;29/09/2021;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;15;PMR;Batería;1;3,7;;-3.6613194610;40.4079231580
443917.9100000000;4473233.9900000000;26/01/2024;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;17;PMR;Batería;1;3,7;;-3.6609556900;40.4078333180
444075.8200000000;4473229.2100000000;14/11/2023;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;29;PMR;Línea;1;3,7;;-3.6590942650;40.4078011180
444126.4800000000;4473188.1700000000;09/12/2009;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;39;PMR;Batería;2;7,2;;-3.6584936330;40.4074347120
444084.0900000000;4473171.3300000000;20/11/2023;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;43;PMR;Batería;1;3,7;;-3.6589917050;40.4072799560
444056.1100000000;4473179.6400000000;20/11/2023;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;43;PMR;Batería;2;5,9;;-3.6593221300;40.4073528930
444207.3100000000;4473130.0500000000;03/05/2023;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;45;PMR;Línea;1;8,7;;-3.6575359340;40.4069167580
444255.0800000000;4473119.9400000000;25/08/2016;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;57;PMR;Batería;1;3,7;;-3.6569721440;40.4068288660
444273.5800000000;4473114.7900000000;22/01/2013;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;59;PMR;Batería;1;3,6;;-3.6567537320;40.4067831440
444393.2500000000;4473071.9500000000;25/03/2013;14 MORATALAZ;144 MEDIA LEGUA;MORATALAZ, AVENIDA, DE;91 B;PMR;Batería;1;3,6;;-3.6553396150;40.4064052210
444303.1000000000;4473589.4700000000;01/11/2023;14 MORATALAZ;144 MEDIA LEGUA;PRIMAVERA DE PRAGA, CALLE, DE LA;10 C;PMR;Batería;3;9,6;;-3.6564473720;40.4110611910
444392.5600000000;4473665.2100000000;20/11/2020;14 MORATALAZ;144 MEDIA LEGUA;PRIMAVERA DE PRAGA, CALLE, DE LA;11;PMR;Línea;1;6,48;;-3.6553996040;40.4117493700
444277.4600000000;4473636.0600000000;03/11/2023;14 MORATALAZ;144 MEDIA LEGUA;PRIMAVERA DE PRAGA, CALLE, DE LA;3;PMR;Línea;1;8;;-3.6567535600;40.4114796790
443808.5100000000;4473486.8700000000;04/04/2013;14 MORATALAZ;144 MEDIA LEGUA;RAMON ARECES, CALLE, DE;12;PMR;Línea;1;6,1;;-3.6622671900;40.4101042940
443815.1100000000;4473501.8700000000;27/01/2015;14 MORATALAZ;144 MEDIA LEGUA;RAMON ARECES, CALLE, DE;14;PMR;Batería;1;3,6;;-3.6621907580;40.4102397410
443864.2400000000;4473534.2100000000;27/01/2015;14 MORATALAZ;144 MEDIA LEGUA;RAMON ARECES, CALLE, DE;16;PMR;Batería;1;3,6;;-3.6616144770;40.4105344700
445862.8600000000;4472367.2800000000;22/05/2009;14 MORATALAZ;145 FONTARRON;(Sin Asignar);S/N;PMR;Batería;2;6,2;;-3.6379610030;40.4001537930
445515.1200000000;4472144.2800000000;04/12/2013;14 MORATALAZ;145 FONTARRON;(Sin Asignar);S/N;PMR;Batería;2;6;;-3.6420396030;40.3981224860
445836.8600000000;4472292.4900000000;19/03/2019;14 MORATALAZ;145 FONTARRON;(Sin Asignar);S/N;PMR;Batería;1;4,2;;-3.6382610610;40.3994789060
445190.4600000000;4472639.9200000000;14/02/2020;14 MORATALAZ;145 FONTARRON;(Sin Asignar);S/N;PMR;Línea;1;6,5;;-3.6459076980;40.4025664040
445077.5500000000;4472350.9200000000;16/01/2025;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;107;PMR;Línea;1;8;;-3.6472132970;40.3999554920
445197.4000000000;4472243.6300000000;16/03/2016;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;121;PMR;Batería;1;3,6;;-3.6457918460;40.3989966470
445240.8800000000;4472265.7100000000;08/08/2016;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;135;PMR;Batería;1;2,9;;-3.6452813410;40.3991980420
445237.2500000000;4472280.1300000000;06/03/2017;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;135;PMR;Batería;1;3,7;;-3.6453253440;40.3993277030
445314.0700000000;4472253.2500000000;13/07/2023;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;143;PMR;Batería;1;3,7;;-3.6444178940;40.3990910140
445267.6500000000;4472211.9800000000;01/07/2010;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;153;PMR;Batería;1;3,5;;-3.6449613440;40.3987157260
445249.3900000000;4472181.8500000000;14/01/2025;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;171;PMR;Batería;1;3,7;;-3.6451739110;40.3984431700
445331.4100000000;4472171.4100000000;28/10/2020;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;197;PMR;Batería;1;3,6;;-3.6442066440;40.3983551070
445378.0600000000;4472103.3700000000;25/11/2020;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;223;PMR;Batería;2;5,9;;-3.6436510470;40.3977451360
445381.2400000000;4472005.9200000000;14/01/2025;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;247;PMR;Línea;1;8;;-3.6436051530;40.3968676510
444771.4100000000;4472821.1600000000;13/07/2005;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;25;PMR;Batería;1;3,5;;-3.6508615490;40.4041717170
445426.5700000000;4471973.3700000000;18/12/2024;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;257;PMR;Línea;1;8;;-3.6430682910;40.3965772190
444806.6500000000;4472823.1500000000;20/02/2015;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;27;PMR;Batería;1;3,6;;-3.6504464410;40.4041919420
445480.1600000000;4471990.6600000000;23/11/2009;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;299;PMR;Batería;2;6,4;;-3.6424383820;40.3967361570
445508.9900000000;4471929.5500000000;18/12/2024;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;317;PMR;Línea;1;8;;-3.6420934040;40.3961877220
444741.9100000000;4472848.0700000000;14/08/2015;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;39;PMR;Batería;1;3,9;;-3.6512114540;40.4044121870
444780.9200000000;4472710.1100000000;08/06/2011;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;51;PMR;Batería;1;3,6;;-3.6507398530;40.4031712180
444824.2700000000;4472701.7300000000;02/03/2012;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;53;PMR;Batería;2;7,2;;-3.6502282590;40.4030988530
444813.5800000000;4472669.3300000000;17/02/2020;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;53;PMR;Batería;1;3,7;;-3.6503513870;40.4028063580
444865.3100000000;4472608.0400000000;23/11/2006;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;61;PMR;Batería;1;3,7;;-3.6497365460;40.4022573500
444914.6000000000;4472549.1400000000;29/09/2023;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;69;PMR;Batería;1;5,1;;-3.6491505820;40.4017302860
444786.8200000000;4472887.5500000000;23/05/2011;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;7;PMR;Batería;1;3,6;;-3.6506857080;40.4047702860
444975.7700000000;4472475.6000000000;04/11/2009;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;79;PMR;Batería;1;3,6;;-3.6484234990;40.4010719580
445055.3300000000;4472446.1200000000;14/02/2020;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;89;PMR;Batería;1;3,7;;-3.6474833900;40.4008117780
445563.9300000000;4471930.3400000000;14/01/2025;14 MORATALAZ;145 FONTARRON;ARROYO FONTARRON, CALLE, DEL;S/N;PMR;Línea;1;8;;-3.6414460190;40.3961983790
444980.9900000000;4472761.0100000000;08/06/2010;14 MORATALAZ;145 FONTARRON;CORREGIDOR ALONSO DE TOBAR, CALLE, DEL;14;PMR;Batería;1;3,6;;-3.6483865430;40.4036435640
444957.4500000000;4472789.0300000000;16/09/2011;14 MORATALAZ;145 FONTARRON;CORREGIDOR ALONSO DE TOBAR, CALLE, DEL;15;PMR;Batería;1;3;;-3.6486664330;40.4038945200
445176.4400000000;4472546.5800000000;21/12/2023;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;106;PMR;Batería;1;3,8;;-3.6460649180;40.4017249010
444853.9900000000;4472753.8700000000;21/09/2023;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;11;PMR;Batería;2;5,9;;-3.6498824780;40.4035706270
444908.3600000000;4472656.4900000000;21/09/2023;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;12;PMR;Batería;1;3,7;;-3.6492333170;40.4026967520
444898.4600000000;4472716.1400000000;27/01/2023;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;17;PMR;Batería;1;3,7;;-3.6493551850;40.4032334980
444963.9100000000;4472661.3700000000;21/09/2023;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;19;PMR;Línea;1;8,1;;-3.6485792860;40.4027441930
444991.2000000000;4472589.3700000000;08/11/2023;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;38;PMR;Batería;1;3,7;;-3.6482514400;40.4020977820
444844.7300000000;4472720.4500000000;20/05/2011;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;4;PMR;Batería;1;3,6;;-3.6499888190;40.4032689070
445060.4100000000;4472566.1800000000;04/10/2023;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;62;PMR;Línea;1;7,9;;-3.6474338290;40.4018937510
445084.7200000000;4472610.7600000000;22/12/2021;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;67;PMR;Batería;3;9,6;;-3.6471512460;40.4022963110
445076.0700000000;4472554.5400000000;05/10/2023;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;80;PMR;Línea;1;8;;-3.6472483050;40.4017896450
445125.0100000000;4472526.0000000000;05/12/2023;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;88;PMR;Batería;1;3,8;;-3.6466691020;40.4015354810
445241.3200000000;4472629.0200000000;24/01/2024;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;88;PMR;Línea;1;8;;-3.6453074110;40.4024717510
445123.1300000000;4472520.0200000000;27/12/2018;14 MORATALAZ;145 FONTARRON;CORREGIDOR JUAN FRANCISCO DE LUJAN, CALLE, DEL;90;PMR;Batería;1;2,6;;-3.6466908740;40.4014816800
445175.2000000000;4472362.0000000000;30/12/2022;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;10;PMR;Batería;1;3,7;;-3.6460637150;40.4000613750
445342.6400000000;4472329.8000000000;12/02/2016;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;110;PMR;Batería;1;3,5;;-3.6440878700;40.3997825160
445680.8500000000;4472381.9000000000;05/06/2012;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;125;PMR;Batería;1;3,6;;-3.6401070160;40.4002737700
445665.8000000000;4472360.2100000000;20/04/2012;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;131;PMR;Batería;1;3,6;;-3.6402825710;40.4000775900
445399.5300000000;4472417.1700000000;27/06/2022;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;142;PMR;Batería;2;6,4;;-3.6434249580;40.4005734270
445490.6100000000;4472306.4000000000;27/11/2020;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;160;PMR;Batería;2;7,5;;-3.6423422390;40.3995815800
445777.6200000000;4472324.5400000000;01/04/2023;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;171;PMR;Batería;2;7,4;;-3.6389618460;40.3997640670
445415.3000000000;4472258.4800000000;21/12/2020;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;178;PMR;Línea;1;6,5;;-3.6432255110;40.3991449860
445734.9500000000;4472260.7400000000;26/11/2015;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;189;PMR;Batería;1;3;;-3.6394591160;40.3991857810
445496.2900000000;4472212.9900000000;04/06/2025;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;190;PMR;Batería;5;14,2;DE 08:00 A 21:00 H.;-3.6422673540;40.3987400770
445709.0200000000;4472282.0900000000;01/04/2023;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;191;PMR;Batería;3;11,1;;-3.6397665080;40.3993768620
445132.3100000000;4472372.7000000000;28/09/2012;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;2;PMR;Línea;2;11;;-3.6465699230;40.4001549960
445800.8900000000;4472267.1700000000;10/05/2022;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;201;PMR;Línea;1;6;;-3.6386827580;40.3992484050
445304.8200000000;4472454.5800000000;24/01/2025;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;21;PMR;Batería;2;7,4;;-3.6445441730;40.4009041960
445489.6400000000;4472207.3700000000;04/06/2025;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;222;PMR;Batería;1;2,9;;-3.6423452190;40.3986888550
445636.1400000000;4472253.2300000000;04/07/2025;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;242;PMR;Batería;2;5,9;;-3.6406229080;40.3991118120
445134.2400000000;4472424.5400000000;01/03/2023;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;3;PMR;Batería;1;3,7;;-3.6465517030;40.4006221290
445220.7000000000;4472426.2400000000;13/11/2006;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;44;PMR;Batería;1;3,3;;-3.6455330410;40.4006430990
445247.8700000000;4472333.8000000000;13/08/2024;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;52;PMR;Batería;1;3,7;;-3.6452048510;40.3998123100
445538.8100000000;4472453.4200000000;04/01/2010;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;65;PMR;Batería;1;3,8;;-3.6417868140;40.4009094670
445287.4900000000;4472410.8700000000;08/04/2019;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;66;PMR;Batería;1;4,2;;-3.6447446510;40.4005093710
445549.7600000000;4472500.1900000000;24/01/2024;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;67;PMR;Línea;1;8;;-3.6416617370;40.4013309350
445310.6100000000;4472408.5600000000;25/01/2019;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;70;PMR;Batería;1;2,6;;-3.6444720380;40.4004899470
445552.2400000000;4472410.4000000000;31/07/2025;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;75;PMR;Línea;1;8;;-3.6416248390;40.4005219760
445179.5500000000;4472398.2500000000;19/07/2013;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;8;PMR;Línea;1;5,5;;-3.6460154720;40.4003884770
445560.1500000000;4472380.0500000000;15/10/2021;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;89;PMR;Línea;1;6,5;;-3.6415290400;40.4002495920
445567.0400000000;4472328.1600000000;05/04/2023;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;93;PMR;Batería;2;7,4;;-3.6414435550;40.3997821730
445325.2500000000;4472317.4100000000;28/02/2020;14 MORATALAZ;145 FONTARRON;ENCOMIENDA DE PALACIOS, CALLE, DE LA;94;PMR;Batería;2;6,11;;-3.6442916710;40.3996699300
