gis_x;gis_y;fecha_de_alta;fecha_de_baja;cod_distrito;distrito;cod_barrio;num_barrio;barrio;calle;numero_finca;matricula;longitud;latitud
441694.5306642660;4476475.2010720700;2016-10-21;2024-04-01;4;Salamanca;46;6;Castellana;LOPEZ DE HOYOS, CALLE, DE;8;0204630281;-3.6874547020;40.4368785540
442155.9525660920;4476139.4263920300;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;MALDONADO, CALLE, DE;27;0204630254;-3.6819841010;40.4338862820
441864.4681500000;4476159.0266050000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;MALDONADO, CALLE, DE;3;0204630252;-3.6854221910;40.4340424700
441934.5183500000;4476142.1485050000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;MALDONADO, CALLE, DE;9;0204630253;-3.6845948400;40.4338955070
442293.0334602700;4475740.7061048800;2014-07-01;2022-04-29;4;Salamanca;46;6;Castellana;MARQUES DE SALAMANCA, PLAZA, DEL;5;0204630277;-3.6803318050;40.4303042650
442178.1556642660;4476458.6594054000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;NUÑEZ DE BALBOA, CALLE, DE;114;0204630270;-3.6817514220;40.4367639630
442107.3745700000;4475609.2177100000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;NUÑEZ DE BALBOA, CALLE, DE;67;0204630111;-3.6825084720;40.4291067830
442115.4612198220;4475758.2982942900;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;NUÑEZ DE BALBOA, CALLE, DE;75;0204630273;-3.6824267100;40.4304502540
442123.6329234370;4475867.4582671200;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;NUÑEZ DE BALBOA, CALLE, DE;79;0204630250;-3.6823403080;40.4314340800
442144.4085500000;4475958.2647050000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;NUÑEZ DE BALBOA, CALLE, DE;80;0204630272;-3.6821036770;40.4322539250
442151.2201587490;4476240.1096241100;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;NUÑEZ DE BALBOA, CALLE, DE;97;0204630271;-3.6820489590;40.4347931600
442289.8223309330;4475872.0760720700;2016-07-18;1900-01-08;4;Salamanca;46;6;Castellana;PADILLA, CALLE, DE;25;0204630280;-3.6803815380;40.4314873080
442230.5367500000;4475860.5181050000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;PADILLA, CALLE, DE;36;0204630251;-3.6810794000;40.4313786750
441831.6654500000;4475890.2488050000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;PADILLA, CALLE, DE;8;0204630248;-3.6857843000;40.4316187440
441617.6834420440;4476501.7427387400;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;PINAR, CALLE, DEL;4;0204630263;-3.6883630690;40.4371124930
441494.3042726160;4476543.9279607400;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;SALAS, CALLE, DE;2;0204630264;-3.6898215330;40.4374843430
442051.3223309330;4476185.4094054000;2015-06-08;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;100;0204630279;-3.6832218040;40.4342937120
442036.9903420190;4476345.8001971600;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;105;0204630243;-3.6834054370;40.4357375090
442062.0306642660;4476334.0760720700;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;112;0204630244;-3.6831091600;40.4356334600
442047.7389975990;4476496.5760720700;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;119;0204630245;-3.6832923920;40.4370963930
441988.5300305050;4475667.1898507800;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;63;0204630235;-3.6839147390;40.4296201530
442000.3842500000;4475822.3778050000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;71;0204630237;-3.6837892040;40.4310198320
442013.7666700000;4475663.5542100000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;76;0204630236;-3.6836169160;40.4295897860
442009.4017500000;4475936.1444050000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;77;0204630239;-3.6836932910;40.4320451970
442018.1556642660;4476079.7427387400;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;83;0204630241;-3.6836031650;40.4333386490
442024.7235500000;4475819.6905050000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;86 A;0204630238;-3.6835019800;40.4309964550
442025.4427013030;4476175.8353313300;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;91;0204630242;-3.6835259870;40.4342050190
442043.4800500000;4476085.9800050000;2014-07-01;1900-01-08;4;Salamanca;46;6;Castellana;VELAZQUEZ, CALLE, DE;96;0204630240;-3.6833051690;40.4333969190
441898.1373450000;4477859.3560970000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;ALFONSO RODRIGUEZ SANTAMARIA, CALLE, DE;19;0205110462;-3.6851808610;40.4493626170
441898.1373450000;4477859.3560970000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ALFONSO RODRIGUEZ SANTAMARIA, CALLE, DE;19;0505110462;-3.6851808610;40.4493626170
441913.8223309330;4478057.6594054000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;ALFONSO RODRIGUEZ SANTAMARIA, CALLE, DE;33;0205110502;-3.6850140160;40.4511499020
441914.0817890000;4478057.3005410000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ALFONSO RODRIGUEZ SANTAMARIA, CALLE, DE;33;0505110502;-3.6850108650;40.4511461200
441571.8223309330;4476663.4927387400;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;ALVAREZ DE BAENA, CALLE, DE;4;0205110297;-3.6889186660;40.4385668320
442149.8504670000;4477139.8506420000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;ANTONIO PEREZ, CALLE, DE;28;0205110465;-3.6821471070;40.4428980490
442149.8504670000;4477139.8506420000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ANTONIO PEREZ, CALLE, DE;28;0505110465;-3.6821471070;40.4428980490
442250.3134300000;4477008.3506420000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;ANTONIO PEREZ, CALLE, DE;7;0205110461;-3.6809505420;40.4417202770
442250.3134300000;4477008.3506420000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ANTONIO PEREZ, CALLE, DE;7;0505110461;-3.6809505420;40.4417202770
442251.7393560000;4477138.4061970000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;ANTONIO RODRIGUEZ VILLA, CALLE, DE;1;0205110485;-3.6809455570;40.4428926630
442251.7393560000;4477138.4061970000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ANTONIO RODRIGUEZ VILLA, CALLE, DE;1;0505110485;-3.6809455570;40.4428926630
442335.9543380000;4477779.4166490000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;ARGA, CALLE, DEL;24;0205110494;-3.6800108910;40.4486731200
442335.9543380000;4477779.4166490000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ARGA, CALLE, DEL;24;0505110494;-3.6800108910;40.4486731200
442176.2484560000;4477861.6894300000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ARGA, CALLE, DEL;8;0505110492;-3.6819015950;40.4494023800
441779.7484560000;4478000.8838740000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;ARMANDO PALACIO VALDES, CALLE, DE;13;0205110519;-3.6865897640;40.4506286820
441779.7484560000;4478000.8838740000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ARMANDO PALACIO VALDES, CALLE, DE;13;0505110519;-3.6865897640;40.4506286820
441706.6929000000;4477913.8005410000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;ARMANDO PALACIO VALDES, CALLE, DE;3;0205110520;-3.6874433000;40.4498397190
441706.6929000000;4477913.8005410000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ARMANDO PALACIO VALDES, CALLE, DE;3;0505110520;-3.6874433000;40.4498397190
441598.9056642660;4477731.2427387400;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;BALBINA VALVERDE, CALLE, DE;16;0205110513;-3.6886976190;40.4481872510
441598.7441060000;4477731.5755840000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;BALBINA VALVERDE, CALLE, DE;16;0505110513;-3.6886995100;40.4481904600
441613.5817890000;4477803.8560970000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;BALBINA VALVERDE, CALLE, DE;24;0205110459;-3.6885311750;40.4488420850
441613.5817890000;4477803.8560970000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;BALBINA VALVERDE, CALLE, DE;24;0505110459;-3.6885311750;40.4488420850
441665.1373450000;4477866.4672080000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;BALBINA VALVERDE, CALLE, DE;28;0205110457;-3.6879289390;40.4494103440
441665.1373450000;4477866.4672080000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;BALBINA VALVERDE, CALLE, DE;28;0505110457;-3.6879289390;40.4494103440
441534.7019605620;4477626.6501461500;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;BALBINA VALVERDE, CALLE, DE;9;0205110512;-3.6894449280;40.4472402670
441535.0774390000;4477626.4644730000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;BALBINA VALVERDE, CALLE, DE;9;0505110512;-3.6894404590;40.4472387200
441506.2389975990;4477224.9927387400;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;BELALCAZAR, CALLE, DE;2;0205110330;-3.6897434960;40.4436199180
441501.0723309330;4477303.2427387400;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;BELALCAZAR, CALLE, DE;7;0205110332;-3.6898116780;40.4443245420
442407.7628490000;4477605.0512450000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CALERAS, CALLE, DE LAS;11;0205110436;-3.6791482460;40.4471067100
442407.7628490000;4477605.0512450000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CALERAS, CALLE, DE LAS;11;0505110436;-3.6791482460;40.4471067100
442434.2389975990;4477688.5760720700;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CALERAS, CALLE, DE LAS;8;0205110434;-3.6788436040;40.4478607800
442434.9889975990;4477688.9927387400;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CALERAS, CALLE, DE LAS;8;0505110434;-3.6788347810;40.4478646760
441727.3501087110;4477363.6871831800;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CARBONERO Y SOL, CALLE, DE;17;0205110334;-3.6871492580;40.4448850090
441413.9052350000;4477363.6245250000;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CARBONERO Y SOL, CALLE, DE;2;0205110336;-3.6908450650;40.4448626640
441615.9056642660;4477353.9094054000;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CARBONERO Y SOL, CALLE, DE;22;0205110333;-3.6884624200;40.4447892680
441424.2100450000;4477609.4670100000;2014-07-01;2022-08-10;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;114;0205110291;-3.6907461720;40.4470778910
441442.4056642660;4477622.2010720700;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;114;0205110419;-3.6905328030;40.4471942010
441442.2441060000;4477618.7422510000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;114;0505110419;-3.6905344640;40.4471624590
441429.2819050000;4477698.1820800000;2014-07-01;2022-08-12;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;116;0205110292;-3.6906946060;40.4478771090
441448.2152050000;4477700.6558800000;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;116;0205110337;-3.6904715540;40.4479014030
441436.0306642660;4477766.9510720700;2022-08-12;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;120;0205111279;-3.6906213250;40.4484972790
441447.7389975990;4477910.6316276300;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;126;0205110294;-3.6904965920;40.4497923930
441465.0723309330;4477898.2427387400;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;126;0205110342;-3.6902909570;40.4496821560
441476.6290950000;4478038.5703450000;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;134;0205110344;-3.6901675990;40.4509474760
441459.6278864880;4478059.2427387400;2014-07-01;2022-08-10;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;136;0205110299;-3.6903700250;40.4511321400
441440.4889975990;4476686.9927387400;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;74;0205110298;-3.6904692620;40.4387692000
441398.1556642660;4477183.2427387400;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;92;0205110290;-3.6910140870;40.4432368390
441422.3223309330;4476758.5760720700;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;S/N;0205110285;-3.6906900220;40.4394130330
441441.2389975990;4477833.1594054000;2014-07-01;2022-08-10;5;Chamartín;51;1;El Viso;CASTELLANA, PASEO, DE LA;S/N;0205110293;-3.6905660340;40.4490938430
442283.9707300000;4476620.6913950000;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLO, CALLE, DE;123;0205110305;-3.6805185320;40.4382303340
441966.8380950000;4476913.1905900000;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLON DE LA PLANA, CALLE, DE;12;0205110311;-3.6842842400;40.4408433650
442016.8152950000;4476971.3238900000;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLON DE LA PLANA, CALLE, DE;16;0205110312;-3.6837003380;40.4413704860
441916.5167753770;4476817.9649609600;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;CASTELLON DE LA PLANA, CALLE, DE;5;0205110310;-3.6848688280;40.4399823240
442162.9706780000;4478021.9116520000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CIDACOS, CALLE, DEL;S/N;0205110499;-3.6820727370;40.4508449730
442162.9706780000;4478021.9116520000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CIDACOS, CALLE, DEL;S/N;0505110499;-3.6820727370;40.4508449730
442366.2698617970;4477852.1069362700;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CINCA, CALLE, DEL;23;0205110450;-3.6796599550;40.4493294430
442366.0221090000;4477851.5697640000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CINCA, CALLE, DEL;23;0505110450;-3.6796628770;40.4493242860
442229.5185051890;4477922.3071384400;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CINCA, CALLE, DEL;5;0205110449;-3.6812789040;40.4499529350
442226.9151230000;4477922.4672080000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CINCA, CALLE, DEL;5;0505110449;-3.6813096150;40.4499537380
441991.8595670000;4478111.7449860000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CONCHA ESPINA, AVENIDA, DE;22;0205110454;-3.6840986590;40.4516421300
441991.8595670000;4478111.7449860000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CONCHA ESPINA, AVENIDA, DE;22;0505110454;-3.6840986590;40.4516421300
442100.2945531550;4478105.5760720700;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CONCHA ESPINA, AVENIDA, DE;28;0205110453;-3.6828194160;40.4515944020
442101.0817890000;4478105.9116520000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CONCHA ESPINA, AVENIDA, DE;28;0505110453;-3.6828101910;40.4515978400
442394.6375600000;4478097.5725040000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CONCHA ESPINA, AVENIDA, DE;32;0505110463;-3.6793476930;40.4515428360
442318.7484560000;4478097.7172080000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CONCHA ESPINA, AVENIDA, DE;S/N;0205110458;-3.6802426530;40.4515392260
442397.0723309330;4478097.2427387400;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;CONCHA ESPINA, AVENIDA, DE;S/N;0205110463;-3.6793189300;40.4515397420
442318.7484560000;4478097.7172080000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;CONCHA ESPINA, AVENIDA, DE;S/N;0505110458;-3.6802426530;40.4515392260
441736.0723309330;4477583.4094054000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DANIEL URRABIETA, CALLE, DE;1;0205110510;-3.6870665800;40.4468647500
441759.4056642660;4477772.4094054000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DANIEL URRABIETA, CALLE, DE;12;0205110516;-3.6868087490;40.4485697010
441759.7441060000;4477772.1866950000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DANIEL URRABIETA, CALLE, DE;12;0505110516;-3.6868047380;40.4485675240
441836.8871457480;4477973.8723683700;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DARRO, CALLE, DE;23;0205110517;-3.6859135600;40.4503894150
441837.3595670000;4477973.8560970000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DARRO, CALLE, DE;23;0505110517;-3.6859080020;40.4503891860
441825.5723309330;4477803.4094054000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DARRO, CALLE, DE;6;0205110523;-3.6860313600;40.4488533720
441826.9984560000;4477803.3005410000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DARRO, CALLE, DE;6;0505110523;-3.6860145150;40.4488524550
442077.4056642660;4477462.0945905900;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;10 B;0205110525;-3.6830306080;40.4457962990
442077.5774390000;4477462.9459540000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;10 B;0505110525;-3.6830286600;40.4458035750
442029.1700320000;4477467.5015100000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;11;0205110526;-3.6835998990;40.4458416770
442029.1700320000;4477467.5015100000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;11;0505110526;-3.6835998990;40.4458416770
442210.6556642660;4477558.8260720700;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;16;0205110466;-3.6814682670;40.4466767060
442192.1329950000;4477571.1681770000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;25;0205110429;-3.6816878240;40.4467868850
442192.1329950000;4477571.1681770000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;25;0505110429;-3.6816878240;40.4467868850
442266.3922540000;4477642.6866950000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;31;0205110430;-3.6808186470;40.4474361040
442266.3922540000;4477642.6866950000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;31;0505110430;-3.6808186470;40.4474361040
442330.6556642660;4477706.2427387400;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;37;0205110431;-3.6800666970;40.4480132440
442332.1655540000;4477706.0929640000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;37;0505110431;-3.6800488210;40.4480115250
441965.8366990000;4477419.8718800000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;6;0205110524;-3.6843423380;40.4454082340
441965.8366990000;4477419.8718800000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DOCTOR ARCE, AVENIDA, DEL;6;0505110524;-3.6843423380;40.4454082340
442395.5126590000;4477017.3421070000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;DUQUE DE SEVILLA, CALLE, DEL;2;0205110482;-3.6792394040;40.4418112050
442395.5126590000;4477017.3421070000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;DUQUE DE SEVILLA, CALLE, DEL;2;0505110482;-3.6792394040;40.4418112050
442251.7389975990;4476761.5760720700;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;EDISON, CALLE, DE;3;0205110303;-3.6809113520;40.4394971430
442414.7214720000;4477392.0114630000;2017-01-01;2021-02-12;5;Chamartín;51;1;El Viso;EMILIO CAMPION, CALLE, DE;9;0205110473;-3.6790468320;40.4451880470
442414.7214720000;4477392.0114630000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;EMILIO CAMPION, CALLE, DE;9;0505110473;-3.6790468320;40.4451880470
442321.3552170000;4477665.5755840000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;ESTEVEZ, CALLE, DE;S/N;0205110469;-3.6801726370;40.4476458640
442321.3552170000;4477665.5755840000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;ESTEVEZ, CALLE, DE;S/N;0505110469;-3.6801726370;40.4476458640
442308.2393560000;4477169.5173080000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;FELIPE CAMPOS, CALLE, DE;11;0205110437;-3.6802821870;40.4431767930
442308.2393560000;4477169.5173080000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;FELIPE CAMPOS, CALLE, DE;11;0505110437;-3.6802821870;40.4431767930
442375.5733240000;4477102.3818340000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;FELIPE CAMPOS, CALLE, DE;2 C;0205110481;-3.6794822230;40.4425766770
442375.5733240000;4477102.3818340000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;FELIPE CAMPOS, CALLE, DE;2 C;0505110481;-3.6794822230;40.4425766770
441871.4131690000;4477691.4634810000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;FRANCISCO ALCANTARA, CALLE, DE;24;0205110507;-3.6854805750;40.4478484040
441871.4131690000;4477691.4634810000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;FRANCISCO ALCANTARA, CALLE, DE;24;0505110507;-3.6854805750;40.4478484040
442311.2389975990;4476836.2427387400;2017-01-01;2021-02-12;5;Chamartín;51;1;El Viso;FRANCISCO SILVELA, CALLE, DE;124;0205110425;-3.6802165830;40.4401740360
442311.1793250000;4476837.6198840000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;FRANCISCO SILVELA, CALLE, DE;124;0505110425;-3.6802173850;40.4401870990
442221.6278864880;4477292.6871831800;2017-01-01;2023-10-25;5;Chamartín;51;1;El Viso;FRANCO, CALLE, DE;26;0205110480;-3.6813147140;40.4442802520
442219.7208370000;4477288.7950860000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;FRANCO, CALLE, DE;26;0505110480;-3.6813368300;40.4442451300
441774.3223309330;4477899.4094054000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;FRAY JUAN GIL, CALLE, DE;5;0205110518;-3.6866444820;40.4497141270
441772.8595670000;4477898.0227630000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;FRAY JUAN GIL, CALLE, DE;5;0505110518;-3.6866616130;40.4497016360
442346.1288800000;4477220.3818340000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;GABRIEL LOBO, CALLE, DE;25;0205110475;-3.6798401500;40.4436369930
442346.1288800000;4477220.3818340000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GABRIEL LOBO, CALLE, DE;25;0505110475;-3.6798401500;40.4436369930
442377.9324421410;4477241.1040205600;2017-01-01;2024-04-24;5;Chamartín;51;1;El Viso;GABRIEL LOBO, CALLE, DE;26;0205110468;-3.6794670400;40.4438259540
442377.2399910000;4477241.0485000000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GABRIEL LOBO, CALLE, DE;26;0505110468;-3.6794752330;40.4438257820
442212.4245410000;4477072.6099010000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;GABRIEL LOBO, CALLE, DE;6;0205110464;-3.6814031790;40.4422966150
442212.4245410000;4477072.6099010000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GABRIEL LOBO, CALLE, DE;6;0505110464;-3.6814031790;40.4422966150
442283.0723309330;4477437.8260720700;2023-10-05;1900-01-08;5;Chamartín;51;1;El Viso;GALLARZA, CALLE, DE;17;0205110478;-3.6806033300;40.4455915230
442280.1700320000;4477444.6126210000;2017-01-01;2023-10-05;5;Chamartín;51;1;El Viso;GALLARZA, CALLE, DE;19;0205110478;-3.6806382230;40.4456522570
442280.1700320000;4477444.6126210000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GALLARZA, CALLE, DE;19;0505110478;-3.6806382230;40.4456522570
442227.0723309330;4477694.2427387400;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;GENIL, CALLE, DEL;1;0205110490;-3.6812869830;40.4478979650
442227.5902280000;4477694.4621140000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GENIL, CALLE, DEL;1;0505110490;-3.6812809090;40.4479002000
442280.5723309330;4477878.4927387400;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;GENIL, CALLE, DEL;17;0205110493;-3.6806728290;40.4495609750
442281.0262340000;4477878.3190600000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GENIL, CALLE, DEL;17;0505110493;-3.6806675010;40.4495596000
441598.7493950000;4477290.5929900000;2014-07-01;1900-01-08;5;Chamartín;51;1;El Viso;GRIJALBA, CALLE, DE;17;0205110331;-3.6886588870;40.4442179140
441659.0774390000;4477598.7978060000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;GUADALQUIVIR, CALLE, DEL;11;0205110456;-3.6879758640;40.4469987080
441659.0774390000;4477598.7978060000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GUADALQUIVIR, CALLE, DEL;11;0505110456;-3.6879758640;40.4469987080
441736.1329950000;4477582.7978060000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GUADALQUIVIR, CALLE, DEL;16;0505110510;-3.6870658350;40.4468591930
441838.6362170000;4477539.0919720000;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;GUADALQUIVIR, CALLE, DEL;3;0205110455;-3.6858531130;40.4464727900
441838.6362170000;4477539.0919720000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GUADALQUIVIR, CALLE, DEL;3;0505110455;-3.6858531130;40.4464727900
441952.1556642660;4477696.0760720700;2017-01-01;1900-01-08;5;Chamartín;51;1;El Viso;GUADIANA, CALLE, DEL;8;0205110506;-3.6845288930;40.4478947560
441951.1700320000;4477696.1681770000;2014-07-01;2017-01-01;5;Chamartín;51;1;El Viso;GUADIANA, CALLE, DEL;8;0505110506;-3.6845405240;40.4478963610
