Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;_Longitud;Texto Cajetines;LONGITUD;LATITUD;NOMBRE
440556,9800000000;4475752,8300000000;43214;07  CHAMBERÍ;07-03 TRAFALGAR;PALAFOX, CALLE, DE;2;CargayDescarga;Línea;2;14,11;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7007985;40.4302908; CALLE  DE PALAFOX, 2
440503,2000000000;4475972,4000000000;1;07  CHAMBERÍ;07-03 TRAFALGAR;PALAFOX, CALLE, DE;31;CargayDescarga;Línea;3;14,10;LABORABLES DE 8 A 14 H.  Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7014531;40.4322649; CALLE  DE PALAFOX, 31
440596,0500000000;4475995,8300000000;1;07  CHAMBERÍ;07-03 TRAFALGAR;RAIMUNDO LULIO, CALLE, DE;2;CargayDescarga;Línea;4;19,80;lab. de 9 a 20 h. excepto: [CARGA Y DESCARGA];-3.7003606;40.4324826; CALLE  DE RAIMUNDO LULIO, 2
440250,6300000000;4475736,9200000000;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANDOVAL, CALLE, DE;15;CargayDescarga;Línea;3;16,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7044084;40.4301255; CALLE  DE SANDOVAL, 15
440190,5000000000;4475752,3900000000;39119;07  CHAMBERÍ;07-03 TRAFALGAR;SANDOVAL, CALLE, DE;20;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H.  Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7051187;40.4302605; CALLE  DE SANDOVAL, 20
440305,4200000000;4475714,0700000000;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANDOVAL, CALLE, DE;7;CargayDescarga;Línea;3;18,00;LABORABLES DE 8 A 14 H.  Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7037604;40.4299236; CALLE  DE SANDOVAL, 7
440625,5100000000;4476595,6500000000;43033;07  CHAMBERÍ;07-03 TRAFALGAR;SANTA ENGRACIA, CALLE, DE;113;CargayDescarga;Línea;1;25,30;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESGARDA;-3.7000694;40.4378882; CALLE  DE SANTA ENGRACIA, 113
440793,1300000000;4476072,1300000000;43033;07  CHAMBERÍ;07-03 TRAFALGAR;SANTA ENGRACIA, CALLE, DE;49;CargayDescarga;Línea;1;8,70;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6980444;40.433184; CALLE  DE SANTA ENGRACIA, 49
440608,9300000000;4476045,6000000000;43843;07  CHAMBERÍ;07-03 TRAFALGAR;SANTA FELICIANA, CALLE, DE;4;CargayDescarga;Batería;3;16,80;LABORABLES DE 8 A 11 H. EXCEPTO CARGA Y DESCARGA;-3.7002135;40.4329319; CALLE  DE SANTA FELICIANA, 4
440557,9800000000;4476393,6000000000;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANTISIMA TRINIDAD, CALLE, DE LA;13;CargayDescarga;Batería;7;17,70;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7008467;40.4360632; CALLE  DE LA SANTISIMA TRINIDAD, 13
440547,6700000000;4476462,8800000000;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANTISIMA TRINIDAD, CALLE, DE LA;23;CargayDescarga;Línea;3;15,60;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.7009747;40.4366866; CALLE  DE LA SANTISIMA TRINIDAD, 23
440588,6800000000;4476285,0900000000;42046;07  CHAMBERÍ;07-03 TRAFALGAR;SANTISIMA TRINIDAD, CALLE, DE LA;3;CargayDescarga;Línea;2;12,00;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7004746;40.4350879; CALLE  DE LA SANTISIMA TRINIDAD, 3
440604,1000000000;4475804,7700000000;40360;07  CHAMBERÍ;07-03 TRAFALGAR;TRAFALGAR, CALLE, DE;1;CargayDescarga;Línea;1;14,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7002479;40.430762; CALLE  DE TRAFALGAR, 1
440518,4800000000;4476129,6600000000;1;07  CHAMBERÍ;07-03 TRAFALGAR;TRAFALGAR, CALLE, DE;32;CargayDescarga;Línea;3;18,30;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7012876;40.4336827; CALLE  DE TRAFALGAR, 32
440395,2600000000;4476378,7300000000;1;07  CHAMBERÍ;07-03 TRAFALGAR;VIRIATO, CALLE, DE;12;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7027637;40.4359176; CALLE  DE VIRIATO, 12
440677,0200000000;4476359,0000000000;36292;07  CHAMBERÍ;07-03 TRAFALGAR;VIRIATO, CALLE, DE;42;CargayDescarga;Línea;3;14,50;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.69944;40.43576; CALLE  DE VIRIATO, 42
440334,1500000000;4476383,0100000000;43542;07  CHAMBERÍ;07-03 TRAFALGAR;VIRIATO, CALLE, DE;5;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14H Y DE 16.30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7034845;40.4359518; CALLE  DE VIRIATO, 5
440788,7500000000;4476294,9900000000;1;07  CHAMBERÍ;07-04 ALMAGRO;ALONSO CANO, CALLE, DE;1;CargayDescarga;Línea;2;12,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6981168;40.4351913; CALLE  DE ALONSO CANO, 1
440808,4900000000;4476440,0100000000;41185;07  CHAMBERÍ;07-04 ALMAGRO;ALONSO CANO, CALLE, DE;12;CargayDescarga;Línea;4;22,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6978976;40.4364991; CALLE  DE ALONSO CANO, 12
440804,5200000000;4476513,5100000000;1;07  CHAMBERÍ;07-04 ALMAGRO;ALONSO CANO, CALLE, DE;23;CargayDescarga;Línea;3;16,00;LAB. DE 8 A 14 H Y DE 16.30 A 19 H EXCEPTO CARGA Y DESCARGA;-3.6979512;40.437161; CALLE  DE ALONSO CANO, 23
440803,9900000000;4476380,4300000000;41185;07  CHAMBERÍ;07-04 ALMAGRO;ALONSO CANO, CALLE, DE;8;CargayDescarga;Línea;5;27,30;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6979451;40.4359621; CALLE  DE ALONSO CANO, 8
441211,4700000000;4475584,8400000000;37665;07  CHAMBERÍ;07-04 ALMAGRO;BLANCA DE NAVARRA, CALLE, DE;6;CargayDescarga;Línea;3;17,00;lab. de 8 a 14 h y de 16,30 a 19 h excepto:      CARGA Y                     DESCARGA;-3.6930675;40.428824; CALLE  DE BLANCA DE NAVARRA, 6
441070,3900000000;4475790,5000000000;39168;07  CHAMBERÍ;07-04 ALMAGRO;CARACAS, CALLE, DE;6;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6947496;40.4306667; CALLE  DE CARACAS, 6
441048,1600000000;4476054,4100000000;1;07  CHAMBERÍ;07-04 ALMAGRO;FERNANDEZ DE LA HOZ, CALLE, DE;15;CargayDescarga;Línea;3;15,30;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6950362;40.4330425; CALLE  DE FERNANDEZ DE LA HOZ, 15
441071,3200000000;4476251,9700000000;1;07  CHAMBERÍ;07-04 ALMAGRO;FERNANDEZ DE LA HOZ, CALLE, DE;42;CargayDescarga;Línea;3;16,10;LABORABLES DE 8 A 17 H.EXCEPTO CARGA Y DESCARGA;-3.6947814;40.4348239; CALLE  DE FERNANDEZ DE LA HOZ, 42
441084,3600000000;4476434,5000000000;1;07  CHAMBERÍ;07-04 ALMAGRO;FERNANDEZ DE LA HOZ, CALLE, DE;54;CargayDescarga;Línea;3;15,50;LABORABLES DE 9 A 20 H.EXCEPTO CARGA Y DESCARGA EN LINEA;-3.6946446;40.4364691; CALLE  DE FERNANDEZ DE LA HOZ, 54
441459,0100000000;4476186,7300000000;38362;07  CHAMBERÍ;07-04 ALMAGRO;FORTUNY, CALLE, DE;32;CargayDescarga;Batería;10;24,00;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6902048;40.4342635; CALLE  DE FORTUNY, 32
440699,9500000000;4476470,2600000000;37224;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;25;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.69918;40.4367639; CALLE  DE GARCIA DE PAREDES, 25
441101,5800000000;4476458,5000000000;37515;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;47;CargayDescarga;Batería;8;18,74;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6944438;40.4366865; CALLE  DE GARCIA DE PAREDES, 47
441244,7300000000;4476453,7100000000;1;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;59;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6927557;40.4366535; CALLE  DE GARCIA DE PAREDES, 59
441206,5800000000;4476446,4900000000;1;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;82;CargayDescarga;Línea;3;15,10;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6932048;40.4365858; CALLE  DE GARCIA DE PAREDES, 82
441265,0700000000;4476443,1100000000;1;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;84;CargayDescarga;Línea;2;15,00;lab. de 8 a 20 h.excepto: CARGA Y DESCARGA;-3.6925149;40.4365594; CALLE  DE GARCIA DE PAREDES, 84
441438,0100000000;4476438,8600000000;40137;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;96;CargayDescarga;Línea;4;20,00;LAB DE 8 A 14 H. Y DE  16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6904756;40.4365333; CALLE  DE GARCIA DE PAREDES, 96
441287,4900000000;4475266,8500000000;38674;07  CHAMBERÍ;07-04 ALMAGRO;GENOVA, CALLE, DE;27;CargayDescarga;Línea;3;15,00;lab. de 8 a 14 h. y de 16,30 a 19 h. excepto: [CARGA Y DESCARGA] ;-3.6921419;40.4259647; CALLE  DE GENOVA, 27
441176,9500000000;4476610,6300000000;38523;07  CHAMBERÍ;07-04 ALMAGRO;JOSE ABASCAL, CALLE, DE;48;CargayDescarga;Línea;5;24,90;LAB. DE 8 A 14 H Y DE 16.30 A 19 H EXCEPTO CARGA Y DESCARGA;-3.6935693;40.4380623; CALLE  DE JOSE ABASCAL, 48
441378,3600000000;4476373,9000000000;1;07  CHAMBERÍ;07-04 ALMAGRO;MIGUEL ANGEL, CALLE, DE;22;CargayDescarga;Línea;3;17,00;LAB DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.6911729;40.435944; CALLE  DE MIGUEL ANGEL, 22
440922,4100000000;4476312,1400000000;41075;07  CHAMBERÍ;07-04 ALMAGRO;MODESTO LAFUENTE, CALLE, DE;1;CargayDescarga;Línea;3;16,70;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.6965426;40.4353553; CALLE  DE MODESTO LAFUENTE, 1
441328,9600000000;4475860,8800000000;41660;07  CHAMBERÍ;07-04 ALMAGRO;MONTE ESQUINZA, CALLE, DEL;47;CargayDescarga;Batería;2;6,00;Laborables de 8 a 17 h. Excepto Carga y Descarga. Tiempo máximo 30 minutos;-3.6917079;40.4313189; CALLE  DEL MONTE ESQUINZA, 47
440686,8200000000;4476581,4800000000;1;07  CHAMBERÍ;07-04 ALMAGRO;PONZANO, CALLE, DE;14;CargayDescarga;Línea;3;15,00;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6993452;40.4377649; CALLE  DE PONZANO, 14
441080,7200000000;4476158,5900000000;35125;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;13;CargayDescarga;Línea;3;15,20;LABORABLES DE 7 A 14 H.Y DE 16,30 A 20 H. EXCEPTOCARGA Y DESCARGA;-3.694662;40.4339833; CALLE  DE RAFAEL CALVO, 13
441180,2800000000;4476153,2700000000;1;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;24;CargayDescarga;Línea;3;15,00;LABORABLES DE 9 A 14 H.Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA EN LINEA;-3.6934877;40.4339424; CALLE  DE RAFAEL CALVO, 24
441220,9400000000;4476163,4000000000;39122;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;25;CargayDescarga;Línea;3;18,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.6930093;40.4340366; CALLE  DE RAFAEL CALVO, 25
440854,9700000000;4476121,4400000000;35531;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;3;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 12 H.EXCEPTO CARGA Y DESCARGA;-3.6973199;40.4336326; CALLE  DE RAFAEL CALVO, 3
441397,3000000000;4476169,4700000000;1;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;35;CargayDescarga;Línea;4;20,00;LAB DE 8 A 14 H. Y DE  16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6909307;40.4341037; CALLE  DE RAFAEL CALVO, 35
441445,0200000000;4476162,6200000000;1;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;42;CargayDescarga;Batería;6;14,90;LAB DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.6903675;40.4340453; CALLE  DE RAFAEL CALVO, 42
440626,6100000000;4476632,7500000000;38322;07  CHAMBERÍ;07-04 ALMAGRO;SANTA ENGRACIA, CALLE, DE;100;CargayDescarga;Batería;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.7000599;40.4382225; CALLE  DE SANTA ENGRACIA, 100
440773,4500000000;4476176,1900000000;43319;07  CHAMBERÍ;07-04 ALMAGRO;SANTA ENGRACIA, CALLE, DE;50;CargayDescarga;Línea;2;12,00;LABORABLES DE 8 A 14:30H. EXCEPTO CARGA Y DESCARGA;-3.6982861;40.43412; CALLE  DE SANTA ENGRACIA, 50
440731,9300000000;4476364,1300000000;36292;07  CHAMBERÍ;07-04 ALMAGRO;VIRIATO, CALLE, DE;45;CargayDescarga;Batería;6;15,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.6987931;40.4358101; CALLE  DE VIRIATO, 45
440839,9900000000;4476347,1100000000;41254;07  CHAMBERÍ;07-04 ALMAGRO;VIRIATO, CALLE, DE;52;CargayDescarga;Línea;2;12,00;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6975175;40.4356645; CALLE  DE VIRIATO, 52
441154,8400000000;4475577,1900000000;1;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;13;CargayDescarga;Línea;2;13,40;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6937343;40.428751; CALLE  DE ZURBANO, 13
441189,4800000000;4476061,1300000000;40177;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;37;CargayDescarga;Línea;3;15,00;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6933708;40.433113; CALLE  DE ZURBANO, 37
441204,2900000000;4476141,9000000000;1;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;50;CargayDescarga;Línea;3;14,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6932036;40.4338417; CALLE  DE ZURBANO, 50
441212,3700000000;4476253,5900000000;1;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;60;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H.EXCEPTO CARGA Y DESCARGA;-3.6931187;40.4348484; CALLE  DE ZURBANO, 60
441215,7900000000;4476427,7300000000;40360;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;65;CargayDescarga;Línea;3;16,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6930945;40.4364174; CALLE  DE ZURBANO, 65
441219,1600000000;4476472,6300000000;40360;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;67;CargayDescarga;Línea;3;14,60;lab. de 9 a 20 h. excepto: [CARGA Y DESCARGA];-3.6930589;40.4368221; CALLE  DE ZURBANO, 67
441233,9100000000;4476553,5700000000;1;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;84;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H Y DE 16.30 A 19 HEXCEPTO CARGA Y DESCARGA;-3.6928925;40.4375523; CALLE  DE ZURBANO, 84
440833,9900000000;4476793,6400000000;41453;07  CHAMBERÍ;07-05 RÍOS ROSAS;ALONSO CANO, CALLE, DE;24;CargayDescarga;Línea;2;10,00;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3.6976299;40.4396866; CALLE  DE ALONSO CANO, 24
440845,2000000000;4476949,3900000000;37007;07  CHAMBERÍ;07-05 RÍOS ROSAS;ALONSO CANO, CALLE, DE;42;CargayDescarga;Línea;3;18,04;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6975122;40.4410905; CALLE  DE ALONSO CANO, 42
440846,4100000000;4477094,0700000000;36578;07  CHAMBERÍ;07-05 RÍOS ROSAS;ALONSO CANO, CALLE, DE;77;CargayDescarga;Línea;8;42,40;;-3.6975114;40.4423939; CALLE  DE ALONSO CANO, 77
440860,7100000000;4477296,0800000000;1;07  CHAMBERÍ;07-05 RÍOS ROSAS;ALONSO CANO, CALLE, DE;91;CargayDescarga;Línea;3;15,10;;-3.6973616;40.4442147; CALLE  DE ALONSO CANO, 91
440301,6400000000;4477242,2300000000;42555;07  CHAMBERÍ;07-05 RÍOS ROSAS;BRAVO MURILLO, CALLE, DE;62;CargayDescarga;Línea;3;15,10;;-3.7039485;40.4436897; CALLE  DE BRAVO MURILLO, 62
440308,7400000000;4477454,5500000000;40884;07  CHAMBERÍ;07-05 RÍOS ROSAS;BRAVO MURILLO, CALLE, DE;88;CargayDescarga;Línea;2;11,50;;-3.7038848;40.4456028; CALLE  DE BRAVO MURILLO, 88
440371,0300000000;4477185,8700000000;41239;07  CHAMBERÍ;07-05 RÍOS ROSAS;CRISTOBAL BORDIU, CALLE, DE;10;CargayDescarga;Línea;3;16,00;;-3.7031251;40.4431869; CALLE  DE CRISTOBAL BORDIU, 10
440638,3500000000;4477176,0200000000;38554;07  CHAMBERÍ;07-05 RÍOS ROSAS;CRISTOBAL BORDIU, CALLE, DE;21;CargayDescarga;Línea;3;15,00;;-3.6999722;40.4431173; CALLE  DE CRISTOBAL BORDIU, 21
440829,6100000000;4477153,3400000000;36330;07  CHAMBERÍ;07-05 RÍOS ROSAS;CRISTOBAL BORDIU, CALLE, DE;40;CargayDescarga;Batería;1;7,00;;-3.697715;40.4429266; CALLE  DE CRISTOBAL BORDIU, 40
440366,8400000000;4477195,1800000000;42697;07  CHAMBERÍ;07-05 RÍOS ROSAS;CRISTOBAL BORDIU, CALLE, DE;5 A;CargayDescarga;Línea;2;10,00;DE LUNES A VIERNES DE 8 A 14 H. SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7031753;40.4432705; CALLE  DE CRISTOBAL BORDIU, 0,208333333333333
441106,4900000000;4476860,8000000000;36330;07  CHAMBERÍ;07-05 RÍOS ROSAS;FERNANDEZ DE LA HOZ, CALLE, DE;59;CargayDescarga;Línea;3;11,30;;-3.6944232;40.440311; CALLE  DE FERNANDEZ DE LA HOZ, 59
441095,7400000000;4476714,6900000000;41191;07  CHAMBERÍ;07-05 RÍOS ROSAS;FERNANDEZ DE LA HOZ, CALLE, DE;72;CargayDescarga;Línea;1;8,00;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6945364;40.438994; CALLE  DE FERNANDEZ DE LA HOZ, 72
440577,0300000000;4476673,0900000000;35992;07  CHAMBERÍ;07-05 RÍOS ROSAS;JOSE ABASCAL, CALLE, DE;15;CargayDescarga;Línea;3;16,60;;-3.7006482;40.4385823; CALLE  DE JOSE ABASCAL, 15
441222,5900000000;4476689,4800000000;38954;07  CHAMBERÍ;07-05 RÍOS ROSAS;MALAGA, CALLE, DE;10;CargayDescarga;Línea;2;12,20;lab. de 9 a 14 h. y de 16,30 a 20 h.excepto: CARGA Y DESCARGA;-3.6930385;40.4387759; CALLE  DE MALAGA, 10
440610,5900000000;4477289,3900000000;35954;07  CHAMBERÍ;07-05 RÍOS ROSAS;MARIA DE GUZMAN, CALLE, DE;18;CargayDescarga;Línea;3;14,90;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7003101;40.4441366; CALLE  DE MARIA DE GUZMAN, 18
440320,1800000000;4477310,5900000000;42808;07  CHAMBERÍ;07-05 RÍOS ROSAS;MARIA DE GUZMAN, CALLE, DE;2;CargayDescarga;Línea;3;15,00;lab de lunes a sabado de 8 a 14 h.;-3.7037364;40.4443068; CALLE  DE MARIA DE GUZMAN, 2
440425,2200000000;4477432,7200000000;35738;07  CHAMBERÍ;07-05 RÍOS ROSAS;MAUDES, CALLE, DE;13;CargayDescarga;Línea;3;15,20;;-3.7025093;40.4454145; CALLE  DE MAUDES, 13
440710,0600000000;4477410,7900000000;39412;07  CHAMBERÍ;07-05 RÍOS ROSAS;MAUDES, CALLE, DE;27;CargayDescarga;Línea;3;21,00;;-3.6991486;40.4452373; CALLE  DE MAUDES, 27
440336,9000000000;4477430,4700000000;35733;07  CHAMBERÍ;07-05 RÍOS ROSAS;MAUDES, CALLE, DE;4;CargayDescarga;Línea;3;14,80;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7035505;40.4453879; CALLE  DE MAUDES, 4
440853,2200000000;4477390,8100000000;35733;07  CHAMBERÍ;07-05 RÍOS ROSAS;MAUDES, CALLE, DE;52;CargayDescarga;Línea;3;15,00;;-3.6974587;40.4450676; CALLE  DE MAUDES, 52
440966,9600000000;4476861,4100000000;42443;07  CHAMBERÍ;07-05 RÍOS ROSAS;MODESTO LAFUENTE, CALLE, DE;40;CargayDescarga;Línea;2;12,00;LAB. DE 7 A 21 H. EXCEPTO: CARGA Y DESCARGA;-3.6960684;40.4403066; CALLE  DE MODESTO LAFUENTE, 40
440979,2600000000;4477166,2200000000;1;07  CHAMBERÍ;07-05 RÍOS ROSAS;MODESTO LAFUENTE, CALLE, DE;45;CargayDescarga;Batería;3;14,60;;-3.6959517;40.4430533; CALLE  DE MODESTO LAFUENTE, 45
441011,4400000000;4477511,8800000000;1;07  CHAMBERÍ;07-05 RÍOS ROSAS;MODESTO LAFUENTE, CALLE, DE;92;CargayDescarga;Línea;2;12,60;;-3.6956044;40.4461694; CALLE  DE MODESTO LAFUENTE, 92
440697,0300000000;4476719,7400000000;42719;07  CHAMBERÍ;07-05 RÍOS ROSAS;PONZANO, CALLE, DE;28;CargayDescarga;Línea;3;15,00;;-3.6992377;40.4390111; CALLE  DE PONZANO, 28
440702,6100000000;4476929,2000000000;43214;07  CHAMBERÍ;07-05 RÍOS ROSAS;PONZANO, CALLE, DE;53;CargayDescarga;Línea;3;14,00;Laborables de 8 a 17h excepto carga y descarga;-3.6991915;40.4408984; CALLE  DE PONZANO, 53
440754,0000000000;4477527,3000000000;1;07  CHAMBERÍ;07-05 RÍOS ROSAS;PONZANO, CALLE, DE;S/N;CargayDescarga;Línea;2;16,60;;-3.6986414;40.44629; CALLE  DE PONZANO, S/N
440397,3800000000;4477053,5900000000;38322;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;12;CargayDescarga;Línea;3;15,23;LABORABLES DE 9 A 14 H.Y DE 16,30 A 20 H. EXCEPTOCARGA Y DESCARGA;-3.702802;40.4419972; CALLE  DE RIOS ROSAS, 12
440899,7200000000;4477014,5800000000;37259;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;44;CargayDescarga;Línea;3;17,30;Lab. de 9 a 14 h.excepto: CARGA Y DESCARGA;-3.6968754;40.4416816; CALLE  DE RIOS ROSAS, 44
440359,4200000000;4477073,7200000000;41568;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;5;CargayDescarga;Línea;1;9,70;LAB DE 8 A 17 H EXCEPTO CARGA Y DESCARGA;-3.7032514;40.4421758; CALLE  DE RIOS ROSAS, 5
440923,3700000000;4477032,7300000000;38180;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;51;CargayDescarga;Línea;3;15,00;;-3.6965983;40.4418468; CALLE  DE RIOS ROSAS, 51
441236,2900000000;4476953,1200000000;38509;07  CHAMBERÍ;07-05 RÍOS ROSAS;SAN JUAN DE LA CRUZ, PLAZA, DE;1;CargayDescarga;Línea;3;14,79;;-3.6929014;40.4411518; PLAZA  DE SAN JUAN DE LA CRUZ, 1
440351,0600000000;4477491,1500000000;43801;07  CHAMBERÍ;07-05 RÍOS ROSAS;SANTA ENGRACIA, CALLE, DE;160;CargayDescarga;Línea;2;13,00;LAB DE 8 A 14.30 HORAS EXCEPTO CARGA Y DESCARGA;-3.7033892;40.4459356; CALLE  DE SANTA ENGRACIA, 160
439696,6600000000;4476743,9600000000;35914;07  CHAMBERÍ;07-06 VALLEHERMOSO;BLASCO DE GARAY, CALLE, DE;94;CargayDescarga;Línea;3;16,00;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7110345;40.4391574; CALLE  DE BLASCO DE GARAY, 94
440081,6600000000;4476812,7000000000;38875;07  CHAMBERÍ;07-06 VALLEHERMOSO;BOIX Y MORER, CALLE, DE;7;CargayDescarga;Línea;3;15,00;;-3.7065018;40.4398044; CALLE  DE BOIX Y MORER, 7
