Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;_Longitud;Texto Cajetines;LONGITUD;LATITUD;NOMBRE
439579,2800000000;4473497,7400000000;43293;01  CENTRO;01-01 PALACIO;AGUILA, CALLE, DEL;3;CargayDescarga;Línea;2;7,50;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7121099;40.4099055; CALLE  DEL AGUILA, 3
439873,7600000000;4474393,8700000000;41411;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;1;CargayDescarga;Línea;4;22,50;PERMITIDO CARGA Y DESCARGA DE 0 A 11 H.;-3.7087242;40.4179995; COSTANILLA  DE LOS ANGELES, 1
439884,6400000000;4474417,8400000000;41411;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;3;CargayDescarga;Línea;6;29,20;PERMITIDO CARGA Y DESCARGA DE 7 A 11 H.;-3.7085982;40.4182163; COSTANILLA  DE LOS ANGELES, 3
439766,4400000000;4474462,6500000000;40603;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;4;CargayDescarga;Línea;3;16,00;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7099956;40.4186114; CALLE  DE ARRIETA, 4
439707,3200000000;4474504,1600000000;43018;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;7;CargayDescarga;Línea;2;10,51;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA..;-3.7106964;40.418981; CALLE  DE ARRIETA, 7
439720,6300000000;4473413,5100000000;41283;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;3;CargayDescarga;Línea;4;20,00;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.7104362;40.4091569; CALLE  DE CALATRAVA, 3
439480,4400000000;4473482,1800000000;40420;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;37;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7132733;40.4097581; CALLE  DE CALATRAVA, 37
439830,7200000000;4474568,8800000000;42514;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;15;CargayDescarga;Línea;1;10,00;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.709248;40.419573; CALLE  DE CAMPOMANES, 15
439821,1000000000;4474502,1700000000;42514;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;5;CargayDescarga;Línea;1;15,00;EXCEPTO SUBIDA Y BAJADA DE VIAJEROS CARGA Y DESCARGA DE MERCANCIAS SERVICIO HOTEL;-3.7093551;40.4189714; CALLE  DE CAMPOMANES, 5
439730,4300000000;4473716,1600000000;41073;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;40;CargayDescarga;Línea;3;15,00;LAB DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7103493;40.4118841; CALLE  DE LA CAVA BAJA, 40
439868,6700000000;4474113,3500000000;36490;01  CENTRO;01-01 PALACIO;CAVA DE SAN MIGUEL, CALLE, DE LA;FTE 3;CargayDescarga;Línea;2;12,30;LABORABLES DE 8 A 14 H. Y DE 16:30 A 20 H. ESCEPTO CARGA Y DESCARGA;-3.7087577;40.4154721; CALLE  DE LA CAVA DE SAN MIGUEL, FTE 3
439756,5200000000;4473658,2000000000;42779;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;9;CargayDescarga;Línea;7;36,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7100364;40.4113638; PLAZA  DE LA CEBADA, 9
439866,9100000000;4474191,2400000000;42933;01  CENTRO;01-01 PALACIO;COMANDANTE LAS MORENAS, PLAZA, DEL;3;CargayDescarga;Línea;3;12,41;LABORABLES DE 8 A 15 H EXCEPTO CARGA Y DESCARGA;-3.7087858;40.4161737; PLAZA  DEL COMANDANTE LAS MORENAS, 3
439731,6800000000;4474919,3300000000;43487;01  CENTRO;01-01 PALACIO;DOCTOR CARRACIDO, CALLE, DEL;1;CargayDescarga;Línea;5;20,30;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA;-3.7104486;40.4227229; CALLE  DEL DOCTOR CARRACIDO, 1
439623,2600000000;4474670,3000000000;40360;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;10;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 15 H.. EXCEPTO CARGA Y DESCARGA;-3.7117029;40.4204716; CALLE  DE LA ENCARNACION, 10
439618,9900000000;4474923,2000000000;43227;01  CENTRO;01-01 PALACIO;ESPAÑA, PLAZA, DE;5;CargayDescarga;Línea;1;7,00;DE 8 A 22 H. EXCEPTO CARGA Y DESCARGA  SUBIDA Y BAJADA DE VIAJEROS TIEMPO MÁXIMO 30 MINUTOS;-3.7117773;40.4227495; PLAZA  DE ESPAÑA, 5
439679,4700000000;4474682,5000000000;40360;01  CENTRO;01-01 PALACIO;GUILLERMO ROLLAND, CALLE, DE;11;CargayDescarga;Línea;3;14,20;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7110415;40.4205856; CALLE  DE GUILLERMO ROLLAND, 11
439726,2600000000;4473554,1700000000;40875;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;16;CargayDescarga;Línea;2;10,80;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7103831;40.4104245; CALLE  DEL HUMILLADERO, 16
439714,8800000000;4473618,5700000000;37223;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;8;CargayDescarga;Línea;2;9,90;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7105233;40.4110038; CALLE  DEL HUMILLADERO, 8
439525,6200000000;4473761,8600000000;41437;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;11;CargayDescarga;Línea;2;10,30;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.7127674;40.4122809; CALLE  DE LOS MANCEBOS, 11
439832,3500000000;4474162,6500000000;36230;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;48;CargayDescarga;Línea;5;23,30;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7091904;40.4159136; CALLE 48 MAYOR, 
439549,5500000000;4474271,9700000000;42254;01  CENTRO;01-01 PALACIO;NOBLEJAS, CALLE, DE;4;CargayDescarga;Línea;2;13,40;LABORABLES DE 8 A 18 H. EXCEPTO CARGA Y DESCARGA;-3.7125339;40.4168779; CALLE  DE NOBLEJAS, 4
439607,6000000000;4473381,3200000000;1;01  CENTRO;01-01 PALACIO;PALOMA, CALLE, DE LA;6;CargayDescarga;Línea;3;15,00;LABORABLES DE 6 A 13 H EXCEPTO CARGA Y DESCARGA;-3.7117651;40.4088588; CALLE  DE LA PALOMA, 6
439558,1600000000;4473796,1800000000;41380;01  CENTRO;01-01 PALACIO;REDONDILLA, CALLE, DE LA;5;CargayDescarga;Línea;1;15,00;LABORABLES DE 9:15 A 12:30 H. DE 14:30 A 16:00 H. Y DE 17:15 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.7123872;40.4125924; CALLE  DE LA REDONDILLA, 5
439894,4500000000;4473836,3900000000;39421;01  CENTRO;01-01 PALACIO;SAN BRUNO, CALLE, DE;6;CargayDescarga;Línea;2;9,20;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7084277;40.412979; CALLE  DE SAN BRUNO, 6
439888,4400000000;4473828,7800000000;39015;01  CENTRO;01-01 PALACIO;SAN BRUNO, CALLE, DE;7;CargayDescarga;Línea;2;10,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7084978;40.41291; CALLE  DE SAN BRUNO, 7
439456,7700000000;4473593,2500000000;41773;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;16;CargayDescarga;Línea;2;10,00;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA. CRA. S. FCO., Nº 16;-3.7135628;40.410757; CARRERA  DE SAN FRANCISCO, 16
439854,5700000000;4474090,2700000000;1;01  CENTRO;01-01 PALACIO;SAN MIGUEL, PLAZA, DE;5;CargayDescarga;Línea;9;34,20;LABORABLES DE 8 A 14 H. Y DE 16:30 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.7089217;40.4152632; PLAZA  DE SAN MIGUEL, 5
439612,3500000000;4474142,5700000000;1;01  CENTRO;01-01 PALACIO;SAN NICOLAS, PLAZA, DE;1;CargayDescarga;Línea;1;7,00;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7117814;40.4157168; PLAZA  DE SAN NICOLAS, 1
439723,0200000000;4473885,3300000000;40640;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;FTE 2;CargayDescarga;Línea;2;8,40;LABORABLES DE 9 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7104527;40.4134075; COSTANILLA  DE SAN PEDRO, FTE 2
439962,2700000000;4473883,2000000000;42929;01  CENTRO;01-01 PALACIO;SEGOVIA NUEVA, PLAZA, DE;1;CargayDescarga;Línea;1;11,50;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7076328;40.4134056; PLAZA  DE SEGOVIA NUEVA, 1
439580,8800000000;4473947,0100000000;40898;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;18;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA.;-3.7121338;40.4139528; CALLE  DE SEGOVIA, 18
439130,7100000000;4473794,6700000000;40235;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;7;CargayDescarga;Línea;2;10,10;LABORABLES DE 9 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA TIEMPO MAXIMO 30 MINUTOS;-3.7174247;40.4125477; RONDA  DE SEGOVIA, 7
439950,0900000000;4474683,9300000000;42930;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;4;CargayDescarga;Línea;7;37,30;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7078519;40.4206181; CALLE  DE SILVA, 4
439967,3600000000;4473834,1200000000;43042;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;34;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 17 HORAS. EXCEPTO CARGA Y DESCARGA;-3.7075682;40.4129638; CALLE  DE TOLEDO, 34
439409,8500000000;4473781,5000000000;1;01  CENTRO;01-01 PALACIO;YESEROS, CALLE, DE LOS;6;CargayDescarga;Línea;3;16,60;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.7141337;40.4124494; CALLE  DE LOS YESEROS, 6
439937,9400000000;4473463,8700000000;38926;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;13;CargayDescarga;Línea;1;7,50;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA DOMINGOS Y FESTIVOS DE 7 A 16 H.;-3.7078799;40.4096263; CALLE  DE LAS AMAZONAS, 13
440536,2500000000;4473171,4400000000;38924;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;91;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7008015;40.4070349; CALLE  DE AMPARO, 91
439760,7000000000;4473334,7400000000;38926;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;9;CargayDescarga;Línea;4;18,00;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7099565;40.4084502; CALLE  DE LA ARGANZUELA, 9
440585,2800000000;4473312,5300000000;42930;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;2;CargayDescarga;Línea;2;10,30;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.7002369;40.4083094; CALLE  DE ARGUMOSA, 2
440803,0100000000;4473266,5300000000;40210;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;22;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6976668;40.4079105; CALLE  DE ARGUMOSA, 22
440854,6500000000;4473255,4800000000;40210;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;24;CargayDescarga;Línea;3;14,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6970572;40.4078147; CALLE  DE ARGUMOSA, 24
440649,5900000000;4473299,1800000000;40210;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;8;CargayDescarga;Línea;3;16,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6994778;40.4081937; CALLE  DE ARGUMOSA, 8
441043,8000000000;4473517,6100000000;43648;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;106;CargayDescarga;Línea;2;12,20;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 HORAS EXCEPTO CARGA Y DESCARGA;-3.6948524;40.4101895; CALLE  DE ATOCHA, 106
441032,2000000000;4473524,3500000000;43648;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;111;CargayDescarga;Línea;2;10,48;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 HORAS EXCEPTO CARGA Y DESCARGA;-3.6949897;40.4102494; CALLE  DE ATOCHA, 111
440347,1400000000;4473942,7400000000;42356;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;20;CargayDescarga;Línea;1;9,70;DE 8 A 22 H. CARGA Y DESCARGA SUBIDA Y BAJADA DE VIAJEROS TIEMPO MÁXIMO 30 MINUTOS;-3.7031024;40.4139696; CALLE  DE ATOCHA, 20
440392,9000000000;4473921,7300000000;40360;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;22;CargayDescarga;Línea;3;17,52;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7025611;40.4137836; CALLE  DE ATOCHA, 22
440443,3800000000;4473898,0100000000;40360;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;26;CargayDescarga;Línea;3;15,80;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.701964;40.4135736; CALLE  DE ATOCHA, 26
440890,4700000000;4473140,0000000000;39882;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;12;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6966243;40.4067769; RONDA  DE ATOCHA, 12
440749,1300000000;4473090,5400000000;42929;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;24;CargayDescarga;Línea;5;24,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6982853;40.4063213; RONDA  DE ATOCHA, 24
440680,8600000000;4473066,6200000000;43060;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;34;CargayDescarga;Línea;1;7,00;DE 7 A 20 H. EXCEPTO VEHÍCULOS DE RIEGO Y BALDEO;-3.6990876;40.406101; RONDA  DE ATOCHA, 34
440567,3100000000;4473611,8500000000;38924;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;17;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7004767;40.4110046; CALLE  DEL AVE MARIA, 17
440542,0400000000;4473568,1600000000;36911;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;23;CargayDescarga;Línea;2;10,00;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7007704;40.4106092; CALLE  DEL AVE MARIA, 23
440535,2600000000;4473570,8400000000;38322;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;26;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7008505;40.4106328; CALLE  DEL AVE MARIA, 26
440525,8600000000;4473463,3100000000;38924;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;39;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7009513;40.4096635; CALLE  DEL AVE MARIA, 39
440516,9600000000;4473417,2400000000;38925;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;52;CargayDescarga;Línea;2;10,77;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7010518;40.4092478; CALLE  DEL AVE MARIA, 52
440582,1400000000;4473688,5700000000;38322;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;8;CargayDescarga;Línea;3;16,40;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.700309;40.4116967; CALLE  DEL AVE MARIA, 8
439917,4200000000;4473137,1200000000;37126;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;2;CargayDescarga;Línea;3;16,40;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7080909;40.4066813; PLAZA  DEL CAMPILLO DEL MUNDO NUEVO, 2
440479,4100000000;4473863,4700000000;40360;01  CENTRO;01-02 EMBAJADORES;CAÑIZARES, CALLE, DE LOS;1;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7015361;40.413265; CALLE  DE LOS CAÑIZARES, 1
439737,3400000000;4473224,7700000000;39406;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;9;CargayDescarga;Línea;3;15,00;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA DOMINGOS Y FESTIVOS DE 7 A 16 H.;-3.7102214;40.4074579; CALLE  DEL CAPITAN SALAZAR MARTINEZ, 9
439885,9500000000;4473330,2800000000;37081;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;10;CargayDescarga;Línea;2;10,00;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA DOMINGOS Y FESTIVOS DE 7 A 16 H.;-3.70848;40.4084191; CALLE  DE CARLOS ARNICHES, 10
439910,3900000000;4473182,3500000000;37081;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;31;CargayDescarga;Línea;2;15,00;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGADOMINGOS Y FESTIVOSDE 7 A 16 H.;-3.708178;40.4070883; CALLE  DE CARLOS ARNICHES, 31
439977,2300000000;4473510,2100000000;39383;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;13;CargayDescarga;Línea;4;22,50; LABORABLES DE 8 A 18 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER-----------------------------------------DOMINGOS Y FESTIVOS DE 7 A 16 H.;-3.7074213;40.4100466; PLAZA  DE CASCORRO, 13
439975,8400000000;4473563,7600000000;40360;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;18;CargayDescarga;Línea;7;33,00;RESERVA COMPARTIDA ----------------------------------------- LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 30 MINUTOS RESTO DE HORARIO REGULACIÓN SER ---------------------------------------------------------------------- DOMINGOS Y FESTIVOS DE 7 A 16 H.;-3.7074427;40.4105289; PLAZA  DE CASCORRO, 18
439997,7700000000;4473643,7400000000;40360;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;2;CargayDescarga;Línea;7;33,00; LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER-----------------------------------------DOMINGOS Y FESTIVOS DE 7 A 16 H.;-3.7071918;40.411251; PLAZA  DE CASCORRO, 2
440040,4900000000;4473853,6700000000;42916;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;10;CargayDescarga;Línea;4;20,00;LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 30 MINUTOS RESTO DE HORARIO REGULACIÓN SER.;-3.7067081;40.4131452; CALLE  DE LA COLEGIATA, 10
440098,4100000000;4473816,4300000000;38926;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;11;CargayDescarga;Línea;5;24,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.706022;40.4128139; CALLE  DE LA COLEGIATA, 11
440097,6700000000;4473828,3400000000;39989;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;6;CargayDescarga;Línea;4;22,50; LABORABLES DE 9 A 14 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER;-3.7060318;40.4129211; CALLE  DE LA COLEGIATA, 6
440187,0800000000;4473838,0900000000;43378;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;12;CargayDescarga;Línea;3;15,00;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER;-3.704979;40.4130154; CALLE  DEL CONDE DE ROMANONES, 12
440186,1300000000;4473810,9800000000;43368;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;15;CargayDescarga;Línea;3;15,00;LABORABLES DE LUNES A SÁBADO DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA;-3.7049877;40.4127711; CALLE  DEL CONDE DE ROMANONES, 15
440217,5900000000;4473915,0300000000;43382;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;3;CargayDescarga;Línea;3;13,00;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER;-3.7046267;40.4137107; CALLE  DEL CONDE DE ROMANONES, 3
440625,7900000000;4473160,7300000000;40210;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;34;CargayDescarga;Línea;3;16,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6997454;40.4069448; CALLE  DEL DOCTOR FOURQUET, 34
440135,8300000000;4473715,4700000000;38926;01  CENTRO;01-02 EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;3;CargayDescarga;Batería;4;10,10; LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER;-3.7055715;40.4119071; CALLE  DEL DUQUE DE ALBA, 3
440115,0300000000;4473708,3200000000;38926;01  CENTRO;01-02 EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;5;CargayDescarga;Batería;10;27,10; LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER;-3.7058159;40.4118412; CALLE  DEL DUQUE DE ALBA, 5
440736,0700000000;4473670,9900000000;42930;01  CENTRO;01-02 EMBAJADORES;DUQUE DE FERNAN NUÑEZ, CALLE, DEL;4;CargayDescarga;Línea;9;43,00;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6984933;40.4115493; CALLE  DEL DUQUE DE FERNAN NUÑEZ, 4
440060,3900000000;4473912,6900000000;38565;01  CENTRO;01-02 EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;2;CargayDescarga;Línea;3;16,00;RESERVA COMPARTIDA LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER;-3.7064792;40.4136783; CALLE  DEL DUQUE DE RIVAS, 2
440059,0900000000;4473865,1500000000;1;01  CENTRO;01-02 EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;8;CargayDescarga;Línea;5;24,00;LABORABLES DE 9 A 14H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER;-3.70649;40.41325; CALLE  DEL DUQUE DE RIVAS, 8
440218,2500000000;4473308,4200000000;38322;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;35;CargayDescarga;Línea;3;16,00;LABORABLES DE 8 A 15 H EXCEPTO CARGA Y DESCARGA;-3.7045619;40.4082461; CALLE  DE EMBAJADORES, 35
440256,7100000000;4473251,5100000000;41831;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;58;CargayDescarga;Línea;2;12,50;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.7041033;40.4077362; CALLE  DE EMBAJADORES, 58
440277,0400000000;4473211,1400000000;42304;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;64;CargayDescarga;Línea;2;12,90;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA;-3.7038599;40.407374; CALLE  DE EMBAJADORES, 64
440082,0700000000;4473634,6900000000;43577;01  CENTRO;01-02 EMBAJADORES;JUANELO, CALLE, DE;19;CargayDescarga;Línea;1;6,44;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7061975;40.4111755; CALLE  DE JUANELO, 19
440365,4300000000;4473625,0600000000;40638;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;16;CargayDescarga;Línea;1;7,00;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7028571;40.4111091; CALLE  DE LAVAPIES, 16
440430,3000000000;4473438,6800000000;36230;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;48;CargayDescarga;Línea;3;14,90;LAB. DE 8 A 18 H.EXCEPTO CARGA Y DESCARGA;-3.7020751;40.4094348; CALLE  DE LAVAPIES, 48
440463,5600000000;4473393,8800000000;36230;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;56;CargayDescarga;Línea;2;11,80;LAB. DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.701679;40.4090336; CALLE  DE LAVAPIES, 56
