CÓDIGO APARC;NOMBRE APARC;TIPO;PZS ROTACIÓN;PZS RESIDENTES;PZS DISUASORIAS;PZS TOTALES;NUM PLANTAS;ESTADO;PRIVADO;DISUASORIO;COD DISTRITO;DISTRITO;COD BARRIO;BARRIO;COD SER;LATITUD;LONGITUD;COD CATASTRO;URL;COD PK;DIRECCIÓN
912;AGUILAR DE CAMPOO;RESIDENCIAL;;304;;304;3;ABIERTO;NO;NO;9;MONCLOA-ARAVACA     ;4;VALDEZARZA;0;40.4647124801429;-3.71937440247255;9198744VK3799G0001XY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d60868540e41c010VgnVCM2000000c205a0aRCRD;67711;CALLE DE ANTONIO MACHADO NUM 10, 28035 MADRID
204;AGUILÓN;RESIDENCIAL;;271;;271;2;ABIERTO;NO;NO;2;ARGANZUELA          ;3;CHOPERA;23;40.3953242147226;-3.70066269999703;0622704VK4702B0001TW;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc5215cbed51c010VgnVCM2000000c205a0aRCRD;13560;PASEO DE LA CHOPERA NUM 27(P), 28045 MADRID
115;AGUSTÍN LARA;RESIDENCIAL;;291;;333;1;ABIERTO;NO;NO;1;CENTRO              ;2;EMBAJADORES;12;40.4077362146594;-3.70421674570288;0335701VK4703E0002UQ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=856bc2c6e051c010VgnVCM2000000c205a0aRCRD;81690;CALLE DEL MESÓN DE PAREDES NUM 66 PLTA -2, 28012 MADRID
116;ALAMEDA;RESIDENCIAL;;171;;171;7;CERRADO;NO;NO;1;CENTRO              ;3;CORTES;13;40.411641708999; -3.693836597352357;1138505VK4713G0001OX;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5690bf11ca045410VgnVCM1000000b205a0aRCRD;7439839;CALLE DE LA ALAMEDA NUM 12(P), 28014 MADRID
435;ALCÁNTARA;MIXTO;121;254;;375;3;ABIERTO;NO;NO;4;SALAMANCA           ;2;GOYA;42;40.428193768950756; -3.673778093084516;3056310VK4735E0001ZM;https://www.madrid.es/portales/munimadrid/es/Inicio/Contacto/Direcciones-y-telefonos/Aparcamiento-para-residentes-Alcantara/?vgnextfmt=default&vgnextoid=79df252aa267d710VgnVCM1000001d4a900aRCRD&vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD;11544480;CALLE DE ALCÁNTARA NUM 26, 28006 MADRID
818;ALCAZABA;RESIDENCIAL;;334;;334;3;ABIERTO;NO;NO;8;FUENCARRAL-EL PARDO ;4;EL PILAR;84;40.4731383570492;-3.70315583932366;0412933VK3890H0001DT;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0ee6545f951c010VgnVCM2000000c205a0aRCRD;17790;CALLE DE SINESIO DELGADO NUM 26, 28029 MADRID
5000;ALMAGRO;ROTACIONAL;437;;;437;3;ABIERTO;NO;NO;7;CHAMBERÍ           ;4;ALMAGRO;74;40.4298019274054;-3.69323812827144;1460101VK4716A0001ZL;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e167339ae51c010VgnVCM2000000c205a0aRCRD;13452;CALLE DE ALMAGRO S/N, 28010 MADRID
721;ALONSO CANO;RESIDENCIAL;;433;;433;3;ABIERTO;NO;NO;7;CHAMBERÍ;4;ALMAGRO;74;40.4382832884019;-3.69758433593285;0968201VK4706H0001SO;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa0dc2c6e051c010VgnVCM2000000c205a0aRCRD;81696;CALLE DE JOSÉ ABASCAL NUM 28(A), 28003 MADRID
1803;ALTOS DE LILLO;RESIDENCIAL;;167;;167;3;ABIERTO;NO;NO;18;VILLA DE VALLECAS   ;1;CASCO H.VALLECAS;0;40.3751161947067; -3.6187764984665742;7597327VK4679H0001TF;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=038215cbed51c010VgnVCM2000000c205a0aRCRD;13561;CALLE DE ALTOS DE LILLO NUM 10(P), 28031 MADRID
1018;ALUCHE;RESIDENCIAL;;208;;208;3;ABIERTO;NO;NO;10;LATINA              ;4;ALUCHE;0;40.39260709014263; -3.7586798849896357;5720301VK3752B0001OP;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a022c798651c010VgnVCM2000000c205a0aRCRD;19060;CALLE DE ILLESCAS S/N esquina Calle Valmojado, 28047 MADRID
407;AMÉRICA ESPAÑOLA;RESIDENCIAL;;282;;282;2;ABIERTO;NO;NO;4;SALAMANCA           ;3;FUENTE DEL BERRO;43;40.42950678341485; -3.662070781525576;3958901VK4735H0001ZR;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09b37339ae51c010VgnVCM2000000c205a0aRCRD;13494;PLAZA DE AMÉRICA ESPAÑOLA NUM 4(P) PLTA -3, 28028 MADRID
1303;ANDÉVALO;RESIDENCIAL;;313;;313;3;ABIERTO;NO;NO;13;PUENTE DE VALLECAS  ;1;ENTREVIAS;0;40.3744327501903;-3.66826781064601;3396403VK4639E0001DJ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59a215cbed51c010VgnVCM2000000c205a0aRCRD;13552;CALLE DE ANDÉVALO NUM 4(B), 28053 MADRID
1625;ANDORRA II;RESIDENCIAL;;280;;280;3;ABIERTO;NO;NO;16;HORTALEZA           ;3;CANILLAS;0;40.4592933474543;-3.64307327470994;5692410VK4759D0001IZ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fae964bd47a9210VgnVCM1000000b205a0aRCRD;5753573;CALLE DE SILVANO NUM 61, 28043 MADRID
612;ÁNGEL CARBAJO;RESIDENCIAL;;470;;470;3;ABIERTO;NO;NO;6;TETUÁN              ;3;CASTILLEJOS;63;40.4622702219855;-3.69439752488649;1395509VK4719E0001JF;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fd37339ae51c010VgnVCM2000000c205a0aRCRD;13514;PLAZA DE ÁNGEL CARBAJO NUM 6(P) PLTA -4, 28020 MADRID
1105;ANTONIO LÓPEZ;RESIDENCIAL;;1111;;1111;3;ABIERTO;NO;NO;11;CARABANCHEL         ;1;COMILLAS;0;40.39694438782468; -3.7135672715867516;9523803VK3792D0001GZ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc215cbed51c010VgnVCM2000000c205a0aRCRD;13548;PASAJE DEL MONTSERRAT NUM 5(A) (C/ Valmayor 1), 28019 MADRID
903;ANTONIO MACHADO;RESIDENCIAL;;339;;339;2;ABIERTO;NO;NO;9;MONCLOA-ARAVACA     ;4;VALDEZARZA;0;40.4688249684818;-3.71940862849532;8902620VK3880B0001OH;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5f215cbed51c010VgnVCM2000000c205a0aRCRD;13562;CALLE DE ANTONIO MACHADO NUM 53(P), 28035 MADRID
305;ANTONIO MAURA;RESIDENCIAL;;510;;510;3;ABIERTO;NO;NO;3;RETIRO              ;5;LOS JERONIMOS;35;40.4163744217811;-3.6903956132852;1544101VK4714D0001OS;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c1315cbed51c010VgnVCM2000000c205a0aRCRD;13554;CALLE DE ANTONIO MAURA NUM 14(P) PLTA -4, 28014 MADRID
1416;ANTONIO MENA;RESIDENCIAL;;313;;313;3;ABIERTO;NO;NO;14;MORATALAZ           ;3;MARROQUINA;0;40.4106715339171; -3.6419244141850147;5339110VK4753H0001YQ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78726545f951c010VgnVCM2000000c205a0aRCRD;24093;AVENIDA DEL DOCTOR GARCÍA TAPIA NUM 119(P), 28030 MADRID
1517;ANTONIO PIRALA;RESIDENCIAL;;508;;508;3;ABIERTO;NO;NO;15;CIUDAD LINEAL       ;1;VENTAS;0;40.4299188865507;-3.65965475850968;4158801VK4745G0001WX;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6cf6545f951c010VgnVCM2000000c205a0aRCRD;24088;CALLE DE ANTONIO PIRALA NUM 2(P), 28017 MADRID
211;ARGANDA;RESIDENCIAL;;164;;164;3;ABIERTO;NO;NO;2;ARGANZUELA          ;2;ACACIAS;22;40.4002719862502;-3.70743118334844;0025628VK4702E0001LY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2def6545f951c010VgnVCM2000000c205a0aRCRD;24095;CALLE DE ARGANDA NUM 10 C, 28005 MADRID
111;ARQUITECTO RIBERA;MIXTO;318;298;;616;4;ABIERTO;NO;NO;1;CENTRO              ;4;JUSTICIA;14;40.426273740022;-3.70037418702346;0755101VK4705F;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a50e15cbed51c010VgnVCM2000000c205a0aRCRD;13470;CALLE DE BARCELÓ NUM 2(D), 28004 MADRID
1409;ARROYO DE LA MEDIA LEGUA;RESIDENCIAL;;285;;285;2;ABIERTO;NO;NO;14;MORATALAZ           ;4;MEDIA LEGUA;0;40.40999547047031; -3.655986242152849;4535901VK4743F0001RW;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924315cbed51c010VgnVCM2000000c205a0aRCRD;13536;CALLE DEL ARROYO DE LA MEDIA LEGUA NUM 48(P), 28030 MADRID
1302;ARROYO DEL OLIVAR;RESIDENCIAL;;214;;214;3;ABIERTO;NO;NO;13;PUENTE DE VALLECAS  ;3;PALOMERAS BAJAS;0;40.390072718009264; -3.65720992196733;4214756VK4741C0001YP;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73106545f951c010VgnVCM2000000c205a0aRCRD;24096;CALLE DEL ARROYO DEL OLIVAR NUM 108, 28018 MADRID
1408;ARROYO FONTARRÓN;RESIDENCIAL;;307;;307;2;ABIERTO;NO;NO;14;MORATALAZ           ;5;FONTARRON;0;40.404553194023;-3.65048494147953;4930842VK4743B0001BS;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e86315cbed51c010VgnVCM2000000c205a0aRCRD;13537;CALLE DEL ARROYO FONTARRÓN NUM 19(B), 28030 MADRID
1907;ARTILLEROS;MIXTO;46;95;;141;1;ABIERTO;NO;NO;19;VICÁLVARO;1;CASCO H.VICALVARO;0;40.404550899979554;-3.609125255801989;;;0;PASEO ARTILLEROS NUM 16, 28032 MADRID
1418;AUGUSTO GONZÁLEZ BESADA;RESIDENCIAL;;275;;275;3;ABIERTO;NO;NO;14;MORATALAZ           ;3;MARROQUINA;0;40.4089104705604;-3.64386362951559;5436249VK4753E0001RB ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f8315cbed51c010VgnVCM2000000c205a0aRCRD;13626;AVENIDA DE MORATALAZ NUM 183(P), 28030 MADRID
519;AVENIDA DE AMÉRICA;MIXTO;261;395;;656;4;ABIERTO;NO;NO;5;CHAMARTÍN;2;PROSPERIDAD;52;40.4381779662151;-3.67683406459837;2767301VK4726H0002IK;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f3bc2c6e051c010VgnVCM2000000c205a0aRCRD;59060;AVENIDA DE AMÉRICA NUM 9(A) INTER.-APAR. AV AMERICA, 28002 MADRID
1016;AVENIDA DE LAS ÁGUILAS;RESIDENCIAL;;574;;574;3;ABIERTO;NO;NO;10;LATINA              ;7;LAS AGUILAS;0;40.3804832805408;-3.78300236990473;3606359VK3730F0001HR;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=470f6545f951c010VgnVCM2000000c205a0aRCRD;17449;AVENIDA DE LAS ÁGUILAS NUM 144, 28044 MADRID
1022;AVENIDA DE PORTUGAL;MIXTO;427;445;427;872;1;ABIERTO;NO;SÍ;10;LATINA              ;2;PUERTA DEL ANGEL;0;40.4112391063366;-3.73808787568741;7539701VK3773H0001OB;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c313e26f2b3fc210VgnVCM2000000c205a0aRCRD;5898885;AVENIDA DE PORTUGAL NUM 155(E) ESC I PLTA -1, 28011 MADRID
1024;AVIACIÓN ESPAÑOLA;DISUASORIO;;;369;369;1;ABIERTO;NO;SÍ;10;LATINA;7;LAS AGUILAS;0;40.38323792632855;-3.783621006318095;3606362VK3730F0001HR;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ec084bc6763c710VgnVCM1000001d4a900aRCRD;11483771;CALLE DE LA FUENTE DE LIMA NUM 5, 28024 MADRID
917;AZUAGA;RESIDENCIAL;;261;;261;3;ABIERTO;NO;NO;9;MONCLOA-ARAVACA     ;4;VALDEZARZA;0;40.464795265151;-3.71176345766358;9797929VK3799F0001AB;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8a4ff632081c010VgnVCM1000000b205a0aRCRD;170742;CALLE DE SAN RESTITUTO NUM 33, 28039 MADRID
123;BARCELÓ (MERCADO);RESIDENCIAL;;554;;554;0;ABIERTO;NO;NO;1;CENTRO              ;4;JUSTICIA;14;40.4270579430205;-3.69920590014237;0855205VK4705F0002UZ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9826774ac3cdd410VgnVCM2000000c205a0aRCRD;8087180;CALLE DE BARCELÓ NUM 6, 28004 MADRID
417;BAVIERA;RESIDENCIAL;;208;;208;3;ABIERTO;NO;NO;4;SALAMANCA           ;4;GUINDALERA;44;40.44336862621010;-3.663080521903160;3773701VK4737B0001TU;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f09015cbed51c010VgnVCM2000000c205a0aRCRD;13633;AVENIDA DE AMÉRICA NUM 58(P), 28028 MADRID
1618;BELIANES;RESIDENCIAL;;161;;161;3;ABIERTO;NO;NO;16;HORTALEZA           ;4;PINAR DEL REY;0;40.4698229718518;-3.64476364718934;5303228VK4850C0001PW;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=22bbc2c6e051c010VgnVCM2000000c205a0aRCRD;81700;CALLE DE AGUSTÍN DE ITURBIDE NUM 5, 28043 MADRID
711;BLASCO DE GARAY;RESIDENCIAL;;461;;461;3;ABIERTO;NO;NO;7;CHAMBERÍ;1;GAZTAMBIDE;71;40.4333313523738;-3.71170388375829;9663605VK3796D0001LB;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9306545f951c010VgnVCM2000000c205a0aRCRD;21182;CALLE DE MELÉNDEZ VALDÉS NUM 32, 28015 MADRID
1703;BOHEMIOS;RESIDENCIAL;;340;;340;3;ABIERTO;NO;NO;17;VILLAVERDE          ;5;LOS ANGELES;0;40.3570573825234;-3.69428642448259;1180819VK4618A0001WW;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85b315cbed51c010VgnVCM2000000c205a0aRCRD;13532;CALLE DE BOHEMIOS NUM 4(P), 28041 MADRID
405;BOSTON;RESIDENCIAL;;353;;353;3;ABIERTO;NO;NO;4;SALAMANCA           ;4;GUINDALERA;44;40.43732544918828; -3.6656301287112916;3566603VK4736F0001GE;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbd315cbed51c010VgnVCM2000000c205a0aRCRD;13495;PLAZA DE BOSTON NUM 1(D), 28028 MADRID
602;BRASIL;MIXTO;226;402;;628;3;ABIERTO;NO;NO;6;TETUÁN              ;2;CUATRO CAMINOS;62;40.4560925110791;-3.69349688854822;1387303VK4718G;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb2e15cbed51c010VgnVCM2000000c205a0aRCRD;13475;CALLE DE SAN GERMÁN NUM 6(B), 28020 MADRID
704;BRAVO MURILLO;RESIDENCIAL;;629;;629;3;ABIERTO;NO;NO;7;CHAMBERÍ;6;VALLEHERMOSO;76;40.4394326885612;-3.70431921200787;0270506VK4707A0001TO;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=220415cbed51c010VgnVCM2000000c205a0aRCRD;13530;CALLE DE BRAVO MURILLO NUM 49(P), 28003 MADRID
404;BRESCIA;RESIDENCIAL;;399;;399;3;ABIERTO;NO;NO;4;SALAMANCA           ;4;GUINDALERA;44;40.4377295409351;-3.66250177071974;3967807VK4736F0001OE;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=782415cbed51c010VgnVCM2000000c205a0aRCRD;13563;PLAZA DE BASILEA NUM 1(B) ESC 1 PLTA -3 PRTA 01, 28028 MADRID
401;BRISTOL;RESIDENCIAL;;317;;317;3;ABIERTO;NO;NO;4;SALAMANCA           ;4;GUINDALERA;44;40.438926762097445; -3.6621985089251137;4069010VK4746G0001EH;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce4415cbed51c010VgnVCM2000000c205a0aRCRD;13564;CALLE DE BRISTOL NUM 2(P), 28028 MADRID
402;BRUSELAS;RESIDENCIAL;;224;;224;3;ABIERTO;NO;NO;4;SALAMANCA           ;4;GUINDALERA;44;40.4425620205734;-3.66360229625587;3873710VK4737B0001TU;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47b015cbed51c010VgnVCM2000000c205a0aRCRD;13565;AVENIDA DE BRUSELAS NUM 74(B), 28028 MADRID
1611;BURGO DE OSMA;RESIDENCIAL;;160;;160;2;ABIERTO;NO;NO;16;HORTALEZA           ;5;APOSTOL SANTIAGO;0;40.4693776045414;-3.66238559705991;3902121VK4830D0001WE;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=413dc2c6e051c010VgnVCM2000000c205a0aRCRD;81706;CALLE DE BURGO DE OSMA NUM 3(A), 28033 MADRID
120;CABESTREROS;RESIDENCIAL;;360;;360;3;ABIERTO;NO;NO;1;CENTRO              ;2;EMBAJADORES;12;40.4098262170267;-3.70341928254916;0436345VK4703E0001XM;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f106bdc85c01c010VgnVCM2000000c205a0aRCRD;183737;CALLE DEL MESÓN DE PAREDES NUM 37(A), 28012 MADRID
1604;CALANDA;RESIDENCIAL;;368;;368;3;ABIERTO;NO;NO;16;HORTALEZA           ;3;CANILLAS;0;40.4625086228176;-3.64139838482317;5692401VK4759D0001MZ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=157415cbed51c010VgnVCM2000000c205a0aRCRD;13566;CALLE DE CALANDA NUM 30, 28043 MADRID
1002;CAMARENA;RESIDENCIAL;;192;;192;2;ABIERTO;NO;NO;10;LATINA              ;4;ALUCHE;0;40.39409662327533; -3.755650361571214;6020511VK3762A0001AT;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b9415cbed51c010VgnVCM2000000c205a0aRCRD;13499;CALLE DE CAMARENA NUM 59 ESC 1 PLTA -1 PRTA 01, 28047 MADRID
1406;CAMINO DE LOS VINATEROS I;RESIDENCIAL;;249;;249;3;ABIERTO;NO;NO;14;MORATALAZ           ;6;VINATEROS;0;40.4063803140088; -3.642216978933147;5633438VK4753D0001QA;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b1c415cbed51c010VgnVCM2000000c205a0aRCRD;13539;CALLE DEL CAMINO DE LOS VINATEROS NUM 159(B), 28030 MADRID
1407;CAMINO DE LOS VINATEROS II;RESIDENCIAL;;477;;477;3;ABIERTO;NO;NO;14;MORATALAZ           ;6;VINATEROS;0;40.4070586556589;-3.64609602112553;5233720VK4753C0001WW;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08e415cbed51c010VgnVCM2000000c205a0aRCRD;13538;CALLE DEL CAMINO DE LOS VINATEROS NUM 120, 28030 MADRID
1113;CAMINO VIEJO DE LEGANÉS;RESIDENCIAL;;284;;284;2;ABIERTO;NO;NO;11;CARABANCHEL         ;7;ABRANTES;0;40.38058220013319; -3.7315453065945747;8003436VK3780C0001AB;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e0515cbed51c010VgnVCM2000000c205a0aRCRD;13632;CALLE DEL CAMINO VIEJO DE LEGANÉS NUM 179, 28025 MADRID
102;CAMPILLO DEL MUNDO NUEVO;RESIDENCIAL;;452;;452;3;ABIERTO;NO;NO;1;CENTRO              ;2;EMBAJADORES;12;40.4064404010153;-3.70818511731584;9933701VK3793D0001LG;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5047339ae51c010VgnVCM2000000c205a0aRCRD;13518;PLAZA DEL CAMPILLO DEL MUNDO NUEVO NUM 3(B), 28005 MADRID
722;CANAL;RESIDENCIAL;;112;;112;2;ABIERTO;NO;NO;7;CHAMBERÍ;2;ARAPILES;72;40.4386229816115;-3.70560050313099;0368301VK4706G0001KM;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78dbc2c6e051c010VgnVCM2000000c205a0aRCRD;81710;CALLE DE CEA BERMÚDEZ NUM 1(A), 28003 MADRID
918;CÁNDIDO MATEOS;RESIDENCIAL;;618;;618;3;ABIERTO;NO;NO;9;MONCLOA-ARAVACA     ;4;VALDEZARZA;0;40.47078717988781; -3.7193258238376576;9104301VK3890C0001DY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b865bdc85c01c010VgnVCM2000000c205a0aRCRD;183580;CALLE DEL VALLE DE MENA NUM 23, 28039 MADRID
2101;CANTABRIA;RESIDENCIAL;;211;;211;3;ABIERTO;NO;NO;21;BARAJAS             ;1;ALAMEDA DE OSUNA;0;40.4594904098294;-3.5833143755023;0590101VK5709B0001DK;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dd015cbed51c010VgnVCM2000000c205a0aRCRD;13624;CALLE DEL BERGANTÍN NUM 24, 28042 MADRID
1401;CAÑADA;RESIDENCIAL;;288;;288;3;ABIERTO;NO;NO;14;MORATALAZ           ;6;VINATEROS;0;40.4050195561753;-3.64462726953091;5231233VK4753A0001HU;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a43515cbed51c010VgnVCM2000000c205a0aRCRD;13533;CALLE DE LA CAÑADA NUM 27(P), 28030 MADRID
122;CASINO DE LA REINA;MIXTO;135;449;;584;5;ABIERTO;NO;NO;1;CENTRO              ;2;EMBAJADORES;12;40.40709468568204; -3.7038875277131464;0332306VK4703C0002ZY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5f4bdc85c01c010VgnVCM2000000c205a0aRCRD;183747;CALLE DEL CASINO NUM 1 ESC T PLTA -2 PRTA OS, 28005 MADRID
526;CASTELLANA;ROTACIONAL;1229;;;1229;0;OTROS;NO;NO;5;CHAMARTÍN;4;HISPANOAMÉRICA;54;;;;;; 
418;CASTELLÓ;RESIDENCIAL;;303;;303;3;ABIERTO;NO;NO;4;SALAMANCA           ;6;CASTELLANA;46;40.434908578522;-3.68143698282303;2364901VK4726C0001WK;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cefbc2c6e051c010VgnVCM2000000c205a0aRCRD;81733;CALLE DE DIEGO DE LEÓN NUM 29(B), 28006 MADRID
1801;CASTRILLO DE AZA;RESIDENCIAL;;297;;297;3;ABIERTO;NO;NO;18;VILLA DE VALLECAS   ;2;SANTA EUGENIA;0;40.3862854427749;-3.60768383167671;8308409VK4780G0001AX;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa5515cbed51c010VgnVCM2000000c205a0aRCRD;13567;AVENIDA DE SANTA EUGENIA NUM 1(A), 28031 MADRID
708;CHAMBERÍ;RESIDENCIAL;;690;;690;3;ABIERTO;NO;NO;7;CHAMBERÍ;4;ALMAGRO;74;40.4321041641281;-3.69736547125222;1062417VK4716C0001IF;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb247339ae51c010VgnVCM2000000c205a0aRCRD;13636;CALLE DE SANTA ENGRACIA NUM 34(B) PLTA -4 PRTA 01, 28010 MADRID
