CÓDIGO APARC;NOMBRE APARC;TIPO;PZS ROTACIÓN;PZS RESIDENTES;PZS DISUASORIAS;PZS TOTALES;NUM PLANTAS;ESTADO;PRIVADO;DISUASORIO;COD DISTRITO;DISTRITO;COD BARRIO;BARRIO;COD SER;LATITUD;LONGITUD;COD CATASTRO;URL;COD PK;DIRECCIÓN
1614;CHAPARRAL;RESIDENCIAL;;226;;226;2;ABIERTO;NO;NO;16;HORTALEZA           ;4;PINAR DEL REY;0;40.4704680711316;-3.63209844013838;6203949VK4860C0001PY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=152cc2c6e051c010VgnVCM2000000c205a0aRCRD;81734;CALLE DE CHAPARRAL NUM 40(P), 28033 MADRID
1511;CIDAMÓN;RESIDENCIAL;;343;;343;3;ABIERTO;NO;NO;15;CIUDAD LINEAL       ;6;SAN JUAN BAUTISTA;0;40.4502275088023;-3.65601940414286;4581006VK4848B0001UP;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=418515cbed51c010VgnVCM2000000c205a0aRCRD;13568;CALLE DE ÁBALOS NUM 4, 28043 MADRID
502;CLARA DEL REY;RESIDENCIAL;;179;;179;2;ABIERTO;NO;NO;5;CHAMARTÍN;2;PROSPERIDAD;52;40.4439002303705;-3.66873934705878;3374501VK4737C0001AH;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97a515cbed51c010VgnVCM2000000c205a0aRCRD;13503;CALLE DE CLARA DEL REY NUM 49 PLTA -2 PRTA 01, 28002 MADRID
1109;CODORNIZ;RESIDENCIAL;;705;;705;3;ABIERTO;NO;NO;11;CARABANCHEL         ;4;VISTA ALEGRE;0;40.3822490532466;-3.75106420146634;6405628VK3760F0001KH;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10606545f951c010VgnVCM2000000c205a0aRCRD;24099;CALLE DEL MONSEÑOR ÓSCAR ROMERO NUM 75(P) PLTA -3, 28047 MADRID
202;COMANDANTE BENÍTEZ;RESIDENCIAL;;166;;166;2;ABIERTO;NO;NO;2;ARGANZUELA          ;3;CHOPERA;23;40.3975109762013;-3.69826675336291;0723605VK4702D0001UB;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=edc515cbed51c010VgnVCM2000000c205a0aRCRD;13569;CALLE DEL COMANDANTE BENÍTEZ NUM 16(P), 28045 MADRID
1501;CONDADO DE TREVIÑO;RESIDENCIAL;;195;;195;2;ABIERTO;NO;NO;15;CIUDAD LINEAL       ;9;COSTILLARES;0;40.4800505171255;-3.66955150726522;3316020VK4831E0001MY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34f515cbed51c010VgnVCM2000000c205a0aRCRD;13571;CALLE DEL CONDADO DE TREVIÑO NUM 31(P), 28033 MADRID
308;CONDE DE CASAL;RESIDENCIAL;;1650;;1650;3;ABIERTO;NO;NO;3;RETIRO              ;1;PACIFICO;31;40.4069414961023;-3.67346590971438;2932923VK4723D0001YX;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=549e6545f951c010VgnVCM2000000c205a0aRCRD;24101;AVENIDA DEL MEDITERRÁNEO NUM 28(B), 28007 MADRID
710;CONDE DEL VALLE DE SÚCHIL;RESIDENCIAL;;1126;;1126;3;ABIERTO;NO;NO;7;CHAMBERÍ;2;ARAPILES;72;40.4327140924793;-3.70783765600394;0162901VK4706A0001TG;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=22526545f951c010VgnVCM2000000c205a0aRCRD;24141;CALLE DE ARAPILES NUM 12(B), 28015 MADRID
607;CONDESA DE GAVIA;MIXTO;146;79;;225;3;ABIERTO;NO;NO;6;TETUÁN              ;2;CUATRO CAMINOS;62;40.44905426535144; -3.7020861495783635;0580505VK4708B0001US;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e5f15cbed51c010VgnVCM2000000c205a0aRCRD;13477;PLAZA DE LA CONDESA DE GAVIA NUM 2(B) PLTA -2 PRTA 01, 28020 MADRID
504;CORAZÓN DE MARÍA I;RESIDENCIAL;;166;;166;2;ABIERTO;NO;NO;5;CHAMARTÍN;2;PROSPERIDAD;52;40.440466332376;-3.67094880753214;3170601VK4737A0001AZ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a1615cbed51c010VgnVCM2000000c205a0aRCRD;13504;CALLE DEL CORAZÓN DE MARÍA NUM 6(P), 28002 MADRID
511;CORAZÓN DE MARÍA II;MIXTO;327;750;;1077;3;ABIERTO;NO;NO;5;CHAMARTÍN;2;PROSPERIDAD;52;40.4444174410574; -3.6670287481035015;3676113VK4737F0001HB;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b74e6545f951c010VgnVCM2000000c205a0aRCRD;24103;CALLE DEL CORAZÓN DE MARÍA NUM 72(P), 28002 MADRID
911;CORONA BOREAL;MIXTO;125;125;;125;2;ABIERTO;NO;NO;9;MONCLOA-ARAVACA     ;7;ARAVACA;0;40.4588137783281;-3.78414489510692;3691303VK3739B0001YY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db8bc2c6e051c010VgnVCM2000000c205a0aRCRD;81736;CALLE DE PÉREZ DE VICTORIA NUM 2, 28023 MADRID
1602;CUEVAS DE ALMANZORA;RESIDENCIAL;;203;;203;2;ABIERTO;NO;NO;16;HORTALEZA           ;5;APOSTOL SANTIAGO;0;40.47941994494686; -3.6578569564924415;4314317VK4841C0001GG;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=276615cbed51c010VgnVCM2000000c205a0aRCRD;13500;CALLE DE MOJÁCAR NUM 2, 28033 MADRID
1616;CUMARE;RESIDENCIAL;;156;;156;3;ABIERTO;NO;NO;16;HORTALEZA           ;4;PINAR DEL REY;0;40.4696757985277;-3.63504463154674;6203950VK4860C0001GY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=975dc2c6e051c010VgnVCM2000000c205a0aRCRD;81737;CALLE DEL NEVADO DEL RUIZ NUM 4, 28033 MADRID
319;DAOÍZ Y VELARDE;MIXTO;235;253;;488;4;ABIERTO;NO;NO;3;RETIRO              ;1;PACIFICO;31;40.40255344121901; -3.67763144165245;2527602VK4722H0002BL;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f85bdc85c01c010VgnVCM2000000c205a0aRCRD;183748;AVENIDA DE LA CIUDAD DE BARCELONA NUM 156 PLTA -3, 28007 MADRID
1410;DARWIN;RESIDENCIAL;;411;;411;2;ABIERTO;NO;NO;14;MORATALAZ           ;5;FONTARRON;0;40.405638665853;-3.65375539091826;4730402VK4743B0001ZS;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dca27339ae51c010VgnVCM2000000c205a0aRCRD;13535;AVENIDA DE MORATALAZ NUM 58, 28030 MADRID
5003;DESCALZAS;ROTACIONAL;400;;;400;3;ABIERTO;NO;NO;1;CENTRO              ;6;SOL;161;40.41845756968;-3.70704603703524;0146801VK4704E0001BJ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98e77339ae51c010VgnVCM2000000c205a0aRCRD;13473;PLAZA DE LAS DESCALZAS NUM 3, 28013 MADRID
416;DÍAZ PORLIER;MIXTO;203;421;;624;3;ABIERTO;NO;NO;4;SALAMANCA           ;5;LISTA;45;40.434510199279615; -3.6754840133107027;2764201VK4726D0001AR;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e69946be351c010VgnVCM2000000c205a0aRCRD;44724;CALLE DE DIEGO DE LEÓN NUM 64, 28006 MADRID
317;DOCE DE OCTUBRE;RESIDENCIAL;;694;;694;3;ABIERTO;NO;NO;3;RETIRO              ;4;IBIZA;34;40.4178437921393;-3.67619550529124;2744701VK4724D0001UH;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4826bdc85c01c010VgnVCM2000000c205a0aRCRD;183760;CALLE DE ALCALDE SAINZ DE BARANDA S/N, 28009 MADRID
1519;DOCTOR CIRAJAS;RESIDENCIAL;;324;;324;3;ABIERTO;NO;NO;15;CIUDAD LINEAL       ;2;PUEBLO NUEVO;0;40.4355062053263;-3.63749208941804;6065102VK4766E0001FY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d8615cbed51c010VgnVCM2000000c205a0aRCRD;13630;CALLE DEL DOCTOR CIRAJAS NUM 3(P), 28017 MADRID
306;DOCTOR LAGUNA;RESIDENCIAL;;537;;537;3;ABIERTO;NO;NO;3;RETIRO              ;6;NIÑO JESUS;36;40.416038617548956; -3.673543967928384;3043103VK4734C0001LA;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7f57339ae51c010VgnVCM2000000c205a0aRCRD;13551;CALLE DEL DOCE DE OCTUBRE NUM 28, 28009 MADRID
712;DOMÉNICO SCARLATTI;RESIDENCIAL;;480;;480;3;ABIERTO;NO;NO;7;CHAMBERÍ;6;VALLEHERMOSO;76;40.4412401903695;-3.71633149805864;9371401VK3797A0001QP;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81e9946be351c010VgnVCM2000000c205a0aRCRD;39871;CALLE DE DOMENICO SCARLATTI NUM 7, 28003 MADRID
1023;EL GRECO;RESIDENCIAL;;225;;225;0;ABIERTO;SÍ;NO;10;LATINA              ;3;LUCERO;0;40.4073286671443;-3.74731337285804;6734102VK3763D0002PR;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0869f29bb305410VgnVCM1000000b205a0aRCRD;7410134;CALLE DE EL GRECO NUM 29 PLTA -1, 28011 MADRID
431;ELVIRA;RESIDENCIAL;;190;;190;3;ABIERTO;NO;NO;4;SALAMANCA           ;3;FUENTE DEL BERRO;43;40.4210921187441;-3.66573849295254;3649906VK4734H0003HS;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca1cec05bd2a8110VgnVCM2000000c205a0aRCRD;4831001;CALLE DE ELVIRA NUM 36 PLTA -2 PRTA 01, 28028 MADRID
1608;EMIGRANTES;RESIDENCIAL;;281;;281;3;ABIERTO;NO;NO;16;HORTALEZA           ;3;CANILLAS;0;40.467641830775;-3.63619153620736;6101104VK4860A0001QA;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bca06545f951c010VgnVCM2000000c205a0aRCRD;24106;CALLE DE MINAYA NUM 1, 28043 MADRID
1413;ENCOMIENDA DE PALACIOS;RESIDENCIAL;;320;;320;3;ABIERTO;NO;NO;14;MORATALAZ           ;5;FONTARRON;0;40.3992442473467;-3.64337827121037;5524843VK4752D0001DJ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ad615cbed51c010VgnVCM2000000c205a0aRCRD;13524;CALLE DE LA ENCOMIENDA DE PALACIOS NUM 170(P), 28030 MADRID
1419;ENCUENTRO;MIXTO;180;370;;550;3;ABIERTO;NO;NO;14;MORATALAZ           ;4;MEDIA LEGUA;0;40.4058768185719;-3.65138632197171;4930843VK4743B0001YS;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3e12c798651c010VgnVCM2000000c205a0aRCRD;36269;PLAZA DEL ENCUENTRO NUM 5, 28030 MADRID
2002;ESFINGE;RESIDENCIAL;;777;;777;2;ABIERTO;NO;NO;20;SAN BLAS-CANILLEJAS ;7;CANILLEJAS;0;40.4433597743845;-3.61009170061829;8473101VK4787C0001QD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=600715cbed51c010VgnVCM2000000c205a0aRCRD;13550;CALLE DE LA ESFINGE NUM 58(P) PLTA -2, 28022 MADRID
316;ESPALTER;RESIDENCIAL;;480;;480;4;ABIERTO;NO;NO;3;RETIRO              ;5;LOS JERONIMOS;35;40.4126788946921;-3.68991968676579;1540701VK4714B0001DJ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fc4ff632081c010VgnVCM1000000b205a0aRCRD;170634;CALLE DE ESPALTER NUM 9(A), 28014 MADRID
208;ESPERANZA;RESIDENCIAL;;986;;986;3;ABIERTO;NO;NO;2;ARGANZUELA          ;2;ACACIAS;22;40.3989760938926;-3.7038907804774;0226701VK4702E0001UY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23d27339ae51c010VgnVCM2000000c205a0aRCRD;13558;CALLE DE GARGANTILLA NUM 2(P), 28005 MADRID
1707;ESPINILLO;RESIDENCIAL;;155;;155;2;ABIERTO;NO;NO;17;VILLAVERDE          ;4;LOS ROSALES;0;40.3567269645095;-3.69174396514792;1478101VK4617G0002TJ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b4cc2c6e051c010VgnVCM2000000c205a0aRCRD;81743;CALLE DE LA CIUDADANÍA NUM 5, 28041 MADRID
2007;ESTADIO METROPOLITANO;DISUASORIO;;;3027;3027;1;ABIERTO;NO;SÍ;20;SAN BLAS-CANILLEJAS ;5;ROSAS;0;40.434154;-3.598831;9370129VK4797A0001ZX;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=975b89a80c49e510VgnVCM1000001d4a900aRCRD;10489514;AVENIDA DE ARCENTALES NUM 37, 28022 MADRID
307;ESTEBAN VILLEGAS;RESIDENCIAL;;858;;858;3;ABIERTO;NO;NO;3;RETIRO              ;5;LOS JERONIMOS;35;40.40840893273142; -3.683916231954491;2135801VK4723E0001YI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8b16545f951c010VgnVCM2000000c205a0aRCRD;24108;CALLE DE POETA ESTEBAN DE VILLEGAS NUM 4 PLTA -4, 28014 MADRID
302;ESTRELLA POLAR;RESIDENCIAL;;401;;401;3;ABIERTO;NO;NO;3;RETIRO              ;3;ESTRELLA;33;40.4106446983225;-3.66696068383245;3536641VK4733F0001YZ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b62715cbed51c010VgnVCM2000000c205a0aRCRD;13572;CALLE DE LA ESTRELLA POLAR NUM 6(D), 28007 MADRID
1111;EUGENIA DE MONTIJO;RESIDENCIAL;;387;;387;3;ABIERTO;NO;NO;11;CARABANCHEL         ;4;VISTA ALEGRE;0;40.37973285498474; -3.7520789047195695;6103201VK3760C0001AS;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db226545f951c010VgnVCM2000000c205a0aRCRD;24111;CALLE DEL PARQUE EUGENIA DE MONTIJO NUM 5, 28047 MADRID
422;FELIPE II;MIXTO;1175;615;;1790;4;ABIERTO;NO;NO;4;SALAMANCA           ;1;RECOLETOS;41;40.4242207643363;-3.67342185936768;2852405VK4725B0003RJ ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=425e15cbed51c010VgnVCM2000000c205a0aRCRD;13464;CALLE DE GOYA NUM 88, 28001 MADRID
5005;FERNÁNDEZ SHAW;MIXTO;245;350;;595;0;ABIERTO;NO;NO;3;RETIRO              ;2;ADELFAS;32;40.40489977502076; -3.668850975462272;3231603VK4733A0001QX;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e6e6545f951c010VgnVCM2000000c205a0aRCRD;24809;CALLE DE CARLOS Y GUILLERMO FERNÁNDEZ SHAW NUM 1(P) PLTA -1 PRTA 01, 28007 MADRID
806;FERROL;RESIDENCIAL;;350;;350;3;ABIERTO;NO;NO;8;FUENCARRAL-EL PARDO ;4;EL PILAR;84;40.47516452791494; -3.707898978806774;0312928VK4800G0001EK;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e30115cbed51c010VgnVCM2000000c205a0aRCRD;13573;AVENIDA DE EL FERROL NUM 34(P), 28029 MADRID
807;FINISTERRE;RESIDENCIAL;;305;;305;3;ABIERTO;NO;NO;8;FUENCARRAL-EL PARDO ;5;LA PAZ;85;40.4787115545523;-3.70264427058508;0513923VK4801D0001HI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d4715cbed51c010VgnVCM2000000c205a0aRCRD;13498;CALLE DE FINISTERRE NUM 21 PLTA -3, 28029 MADRID
822;FONSAGRADA;RESIDENCIAL;;253;;253;2;ABIERTO;NO;NO;8;FUENCARRAL-EL PARDO ;4;EL PILAR;84;40.477694803073895; -3.7071228764557786;02129G9VK4801A0001DR;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed7dc2c6e051c010VgnVCM2000000c205a0aRCRD;81745;PLAZA DE ARTEIJO NUM 10, 28029 MADRID
430;FRANCISCO ALTIMIRAS;RESIDENCIAL;;59;;59;2;ABIERTO;NO;NO;4;SALAMANCA           ;4;GUINDALERA;44;40.4336887886822; -3.663538450106072;3863626VK4736D;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0055b87103a8110VgnVCM2000000c205a0aRCRD;4831271;CALLE DE FRANCISCO ALTIMIRAS NUM 4, 28028 MADRID
1520;FRANCISCO RIOJA;RESIDENCIAL;;392;;392;3;ABIERTO;NO;NO;15;CIUDAD LINEAL       ;2;PUEBLO NUEVO;0;40.430778722730366; -3.6381242830303946;6060820VK4766A0001PH;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=537715cbed51c010VgnVCM2000000c205a0aRCRD;13635;CALLE DE LUIS RUIZ NUM 27(P), 28017 MADRID
614;FRANCOS RODRÍGUEZ;RESIDENCIAL;;296;;296;3;ABIERTO;NO;NO;6;TETUÁN              ;1;BELLAS VISTAS;61;40.456831249177;-3.71005050591214;9889801VK3798H0001YZ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a99715cbed51c010VgnVCM2000000c205a0aRCRD;13634;CALLE DE NUMANCIA NUM 63, 28039 MADRID
117;FÚCAR;RESIDENCIAL;;200;;200;0;EN OBRAS;NO;NO;1;CENTRO;3;CORTES;13;40.41218232247436;-3.6956845919294365;1039810VK4713G0001YX;https://www.madrid.es/portales/munimadrid/es/Inicio/Movilidad-y-transportes/Direcciones-y-telefonos/Aparcamiento-para-residentes-Fucar/?vgnextfmt=default&vgnextoid=b2ef7429f2d7a910VgnVCM100000891ecb1aRCRD&vgnextchannel=262f8fb9458fe410VgnVCM1000000b205a0aRCRD;50131646;CALLE DE FÚCAR NUM 6, 28014 MADRID
714;FUENCARRAL;MIXTO;196;103;;299;4;ABIERTO;NO;NO;7;CHAMBERÍ;3;TRAFALGAR;73;40.4296270729669;-3.70279096159205;0459601VK4705G0001GY;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=987e15cbed51c010VgnVCM2000000c205a0aRCRD;13462;CALLE DE FUENCARRAL NUM 121(D), 28010 MADRID
1626;FUENTE DE LA MORA;DISUASORIO;;;404;404;1;ABIERTO;NO;SÍ;16;HORTALEZA;6;VALDEFUENTES;0;40.4844428688153;-3.66450251273440;3719902VK4831H0001EP ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbb3ed735e9f9710VgnVCM1000001d4a900aRCRD;11413444;CALLE DE DULCE CHACÓN S/N, 28050 MADRID
707;GALILEO;RESIDENCIAL;;527;;527;3;ABIERTO;NO;NO;7;CHAMBERÍ;2;ARAPILES;72;40.4336318167522;-3.71140097593995;9863102VK3796D0001WB;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03d06545f951c010VgnVCM2000000c205a0aRCRD;24119;CALLE DE BLASCO DE GARAY NUM 38(C), 28015 MADRID
1008;GARCÍA ESCÁMEZ;RESIDENCIAL;;260;;260;3;ABIERTO;NO;NO;10;LATINA              ;7;LAS AGUILAS;0;40.3820357799705;-3.7694517822779;4806525VK3740F0001EI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46e715cbed51c010VgnVCM2000000c205a0aRCRD;13525;CALLE DE ANSELMO LORENZO NUM 11, 28044 MADRID
1402;GARCÍA TAPIA;RESIDENCIAL;;252;;252;2;ABIERTO;NO;NO;14;MORATALAZ           ;3;MARROQUINA;0;40.4118131755341;-3.64541031210654;5339102VK4753H0001UQ;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=663215cbed51c010VgnVCM2000000c205a0aRCRD;13534;AVENIDA DEL DOCTOR GARCÍA TAPIA NUM 51, 28030 MADRID
1004;GARROVILLAS;RESIDENCIAL;;324;;324;2;ABIERTO;NO;NO;10;LATINA              ;7;LAS AGUILAS;0;40.38003632100852; -3.7785510082435763;4004950VK3740C0001PR;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffb715cbed51c010VgnVCM2000000c205a0aRCRD;13527;CALLE DE GARROVILLAS NUM 9(P), 28044 MADRID
516;GENERAL GALLEGOS;RESIDENCIAL;;101;;101;2;ABIERTO;NO;NO;5;CHAMARTÍN;5;NUEVA ESPAÑA;55;40.46128190009474; -3.685586569654305;1994812VK4719D0001XT;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34adc2c6e051c010VgnVCM2000000c205a0aRCRD;81746;CALLE DEL PADRE DAMIÁN NUM 39, 28036 MADRID
207;GENERAL LACY;RESIDENCIAL;;663;;663;3;ABIERTO;NO;NO;2;ARGANZUELA          ;6;PALOS DE MOGUER;26;40.4030667634025;-3.69065809480978;1529514VK4712H0001QF;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59f06545f951c010VgnVCM2000000c205a0aRCRD;24120;CALLE DEL GENERAL LACY NUM 2(P), 28045 MADRID
1515;GERARDO CORDÓN;RESIDENCIAL;;219;;219;2;ABIERTO;NO;NO;15;CIUDAD LINEAL       ;1;VENTAS;0;40.42662400325405; -3.652542375709883;4754324VK4745D0001ZK;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac087339ae51c010VgnVCM2000000c205a0aRCRD;13520;CALLE DE GERARDO CORDÓN NUM 46(P) PLTA -2, 28017 MADRID
1505;GERMÁN PÉREZ CARRASCO;RESIDENCIAL;;321;;321;3;ABIERTO;NO;NO;15;CIUDAD LINEAL       ;3;QUINTANA;0;40.4343990447923;-3.6477943374274;5264106VK4756C0001HU;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2387339ae51c010VgnVCM2000000c205a0aRCRD;13574;CALLE DE LA VIRGEN DEL SAGRARIO NUM 8, 28027 MADRID
827;GINZO DE LIMIA;RESIDENCIAL;;97;;97;3;ABIERTO;NO;NO;8;FUENCARRAL-EL PARDO ;5;LA PAZ;85;40.484726228522256; -3.707095467956364;0320209VK4802B0003MO;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c77780e5c0a8110VgnVCM1000000b205a0aRCRD;4829668;CALLE DE GINZO DE LIMIA NUM 66 PLTA -1 PRTA 01, 28034 MADRID
403;GÓMEZ ULLA;RESIDENCIAL;;191;;191;2;ABIERTO;NO;NO;4;SALAMANCA           ;4;GUINDALERA;44;40.43003872255172; -3.667817175542646;3358502VK4735G0001HK;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3b615cbed51c010VgnVCM2000000c205a0aRCRD;13615;CALLE DEL DOCTOR GÓMEZ ULLA NUM 11(B), 28028 MADRID
412;GOYA;RESIDENCIAL;;668;;668;3;ABIERTO;NO;NO;4;SALAMANCA           ;2;GOYA;42;40.424572633502564; -3.6717032128063;3252622VK4735A0001OP;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=49587339ae51c010VgnVCM2000000c205a0aRCRD;13522;CALLE DE GOYA NUM 92, 28009 MADRID
1108;GUADALETE;RESIDENCIAL;;290;;290;3;ABIERTO;NO;NO;11;CARABANCHEL         ;1;COMILLAS;0;40.3892153292086;-3.71482104742718;9414924VK3791C0001JK;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af116545f951c010VgnVCM2000000c205a0aRCRD;24121;CALLE DEL GUADALETE NUM 12(B), 28019 MADRID
