FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,LONGITUD
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e50,65804,APARCAMOTOS_282,Esquina con Cl. Casarabonela,"CALLE VALLE DE ABDALAJÍS, 8 ",POINT (370602.65300612 4063534.07891904),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e51,65776,APARCAMOTOS_321,C/Valle de Abdalajis esq. Cmno. San,"CALLE VALLE DE ABDALAJÍS, 3 ",POINT (370611.999619268 4063425.00046215),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e52,65860,APARCAMOTOS_042,,"CALLE MAURICIO MORO PARETO, 4 ",POINT (371853.679353504 4064122.22423138),,,,24 h,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e53,65620,APARCAMOTOS_005,Esq. con Cl. Trinidad Grund,"CALLE TRINIDAD GRUND, 39 ",POINT (372735.137195752 4064343.20102693),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,18
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e54,78081,APARCAMOTOS_345,Paseo Sancha esquina con C/ Gutenberg,"PASEO DE SANCHA, 12 ",POINT (374493.534318041 4064886.67062745),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e55,65751,APARCAMOTOS_252,Esq. con Cl. San Lorenzo,"CALLE TRINIDAD GRUND, 40 ",POINT (372768.562824965 4064362.23334723),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e56,65873,APARCAMOTOS_335,,"PASEO DE SANCHA, 30 ",POINT (374833.999794642 4064913.99990613),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e57,65834,APARCAMOTOS_108,Esq. Concejal Muñoz Cerván,"AVENIDA DE SOR TERESA PRAT, 15 ",POINT (371389.840368561 4062510.34463576),,,,24 h.,,MUNICIPAL,No,No,28
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e58,78294,APARCAMOTOS_368,C/ Ortega Munilla esquina con C/ Sor Lucía,"CALLE ORTEGA MUNILLA, 15 ",POINT (378523.424639787 4064671.88040333),,,,,,MUNICIPAL,No,No,17
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e59,78112,APARCAMOTOS_353,Esq. Plaza de la Solidaridad,"AVENIDA DE LAS AMÉRICAS, 7 ",POINT (371984.243481601 4064148.595205),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e5a,65851,APARCAMOTOS_013,Junto a Centro Comercial Larios,"CALLE DE WALT WHITMAN, 3 ",POINT (371960.491975894 4064317.02953419),,,,24 h.,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e5b,78555,APARCAMOTOS_376,"C/ San Jorge N.º 11, esquina con C/ Salamanca","CALLE SAN JORGE, 11 ",POINT (372783.737835781 4065722.7909539),,,,,,MUNICIPAL,No,No,10
