FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,LONGITUD
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2de4,65744,APARCAMOTOS_261,Esq. con Cl. Somera,"CALLE DUQUESA DE PARCENT, 7 ",POINT (372884.837799718 4064167.3200043),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2de5,65622,APARCAMOTOS_032,Esq. Martínez Campos,"CALLE DUQUESA DE PARCENT, 2 ",POINT (372956.262591576 4064260.68820452),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,17
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2de6,75544,APARCAMOTOS_318,Esquina con Avenida Cervantes,"CALLE CORTINA DEL MUELLE, 25 ",POINT (373391.602022664 4064703.10623266),,,,Excepto Carga y Descarga en días laborables de 8 a 20h. RESTO HORARIO MOTOS,,MUNICIPAL,No,No,43
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2de7,65598,APARCAMOTOS_206,Esq. Dean García Mota,"CALLE CORTINA DEL MUELLE, 25 ",POINT (373411.699275523 4064702.33638433),,,,24 h,,MUNICIPAL,No,No,44
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2de8,65827,APARCAMOTOS_089,,"AVENIDA DE LA CIBELES, 3 ",POINT (373164.49350697 4066867.04828925),,,,Laborables 8 a 20h ,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2de9,65705,APARCAMOTOS_181,,"CALLE ALMERÍA, 24 ",POINT (378741.001670327 4064760.29788933),,,,24 h,,MUNICIPAL,No,No,12
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2dea,78103,APARCAMOTOS_349,Esq. Eolo,"AVENIDA DE PLUTARCO, 75 ",POINT (368344.519111813 4064937.7814316),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2deb,65752,APARCAMOTOS_258,Esq. con San Lorenzo,"CALLE DE PINZÓN, 5 ",POINT (372832.791394365 4064175.74965565),,,,24 h.,,MUNICIPAL,No,No,6
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2dec,65706,APARCAMOTOS_182,"Esq, con Cl. Edom","CALLE EDUARDO CARVAJAL, 7 ",POINT (371250.60127665 4064296.50022386),,,,24 h,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2ded,65663,APARCAMOTOS_106,Esq. Edom,"CALLE MONSEÑOR ÓSCAR ROMERO, 1 ",POINT (371377.84381278 4064274.72434722),,,,24 h.,,MUNICIPAL,No,No,23
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2dee,65831,APARCAMOTOS_109,Esq. Eduardo Marquina,"CALLE LASSO DE LA VEGA, 17 ",POINT (371497.091292156 4062921.52916489),,,,24 h.,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2def,75527,APARCAMOTOS_334,Esquina con Lope de Rueda,"CALLE ESCRITORA ANA MARÍA MATUTE, 1 ",POINT (367808.361767059 4066803.75364649),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df0,65616,APARCAMOTOS_004,Esq. con Cl. Pinzón,"ALAMEDA DE COLÓN, 20 ",POINT (372780.022291161 4064168.19912801),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,36
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df1,65833,APARCAMOTOS_111,Esq. con Cl. Marqués de Valdeflores,"CALLE HÉROE DE SOSTOA, 107 ",POINT (371374.355816979 4063042.91945207),,,,24h,,MUNICIPAL,No,No,13
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df2,80475,APARCAMOTOS_387,C/ Nuñez Vela esquina con Poeta Ximénez Molina,"CALLE NÚÑEZ VELA, 19 ",POINT (370515.753139926 4065482.09207961),,,,,,MUNICIPAL,No,No,16
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df3,65682,APARCAMOTOS_157,Esquina con Santa Rosa de Lima,"CALLE ARGÉNTEA, 39 ",POINT (370658.002718903 4064990.18224825),,,,24h,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df4,65686,APARCAMOTOS_162,Esq. Corregidor Ruíz de Pereda,"CALLE CORREGIDOR FRANCISCO DE MOLINA, 1 ",POINT (370673.473863288 4064099.80953542),,,,24 h,,MUNICIPAL,No,No,55
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df5,65592,APARCAMOTOS_201,Bolsa de Aparcamiento,"CALLE PADRE MARTÍN, 4 ",POINT (370482.967232931 4065820.18655767),,,,24 h,,MUNICIPAL,No,No,7
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df6,65866,APARCAMOTOS_326,C/ ARGENTEA Nº: DEL 56 AL 62,"CALLE ARGÉNTEA, 56 ",POINT (370664.999972794 4064996.00016515),,,,24h,,MUNICIPAL,No,No,30
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df7,65822,APARCAMOTOS_040,,"CALLE HÉROE DE SOSTOA, 1 ",POINT (372209.476397346 4063815.19661084),,,,24 h,,MUNICIPAL,No,No,55
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df8,80033,APARCAMOTOS_383,Avenida Gregorio Prieto esquina con C/ Franz Kafka,"AVENIDA DE GREGORIO PRIETO, 25 ",POINT (369305.903663073 4064407.22810895),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2df9,78102,APARCAMOTOS_348,Esq. Bv Louis Pasteur,"AVENIDA DE GREGORIO PRIETO, 8 ",POINT (369262.066215188 4064550.68121228),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2dfa,78441,APARCAMOTOS_371,C/ Corregidor José Viciana N.º 2,"CALLE CORREGIDOR JOSÉ VICIANA, 2 ",POINT (370582.334869584 4064482.29077185),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2dfb,65853,APARCAMOTOS_057,Esq. Plz Victoria,"CALLE VICTORIA, 106 ",POINT (373727.480655619 4065465.08309569),,,,L 7:30 a 14:30 h.,,MUNICIPAL,No,No,31
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2dfc,65687,APARCAMOTOS_163,,"CALLE VICTORIA, 20 ",POINT (373528.75824065 4065158.10175968),,,,24 h.,,MUNICIPAL,No,No,21
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2dfd,78110,APARCAMOTOS_352,Esq. Banda del Mar,"AVENIDA DE SALVADOR ALLENDE, 39 ",POINT (378606.651541641 4064597.12958352),,,,,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2dfe,65690,APARCAMOTOS_166,Esq. Paseo Marítimo Pablo Ruiz Picasso.,"CALLE IDRIS, 6 ",POINT (375279.363834992 4065025.87808266),,,,24 h.,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2dff,65650,APARCAMOTOS_107,Esq. Avda. La Paloma,"AVENIDA DE EUROPA, 51 ",POINT (370896.104375294 4062862.08705653),,,,LV 9-21 y Sa 9-14 h.,,MUNICIPAL,No,No,16
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e00,78108,APARCAMOTOS_351,,"AVENIDA DE SALVADOR ALLENDE, 92 ",POINT (378729.435374606 4064572.83537774),,,,,,MUNICIPAL,No,No,7
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e01,65806,APARCAMOTOS_290,Esquina con Pasaje Noblejas,"CALLE PEREGRINO, 36 ",POINT (372434.81256484 4064128.41092542),,,,24 h.,,MUNICIPAL,No,No,22
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e02,65698,APARCAMOTOS_174,,"AVENIDA DE SALVADOR ALLENDE, 334 ",POINT (379510.879423624 4064372.16131334),,,,24 h,,MUNICIPAL,No,No,13
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e03,78293,APARCAMOTOS_367,"C/ Marmolista, nº 18","CALLE MARMOLISTA, 18 ",POINT (373422.996987767 4066568.19391697),,,,,,MUNICIPAL,No,No,9
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e04,65718,APARCAMOTOS_147,Frente al número 274.,"AVENIDA DE SALVADOR ALLENDE, 270 ",POINT (379329.52313082 4064415.21688393),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e05,65799,APARCAMOTOS_281,,"CALLE MIGUEL SEL GÓMEZ DE LA CRUZ, 3 ",POINT (377221.607961904 4065783.71479861),,,,24 h.,,MUNICIPAL,No,No,9
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e06,65699,APARCAMOTOS_175,Junto a Corte Inglés,"CALLE HILERA, 3 ",POINT (372524.86322461 4064500.23583861),,,,24 h.,,MUNICIPAL,No,No,23
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e07,65759,APARCAMOTOS_297,Esq. Calle La Unión,"PASAJE SANTO TOMÁS, 3 ",POINT (371335.000403924 4063755.00050606),,,,,,MUNICIPAL,No,No,21
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e08,65689,APARCAMOTOS_165,,"CALLE VIRGEN DE FLORES, 23 ",POINT (371125.49740693 4064833.89212129),,,,Lectivos 8 a 15 h.,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e09,65648,APARCAMOTOS_103,Esq. Unión,"CALLE LA UNIÓN, 81 ",POINT (371081.890563469 4063553.88513392),,,,24 h.,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e0a,65781,APARCAMOTOS_324,,"PLAZA DE ENRIQUE NAVARRO, 4 ",POINT (372383.999603357 4064348.99970379),,,,,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e0b,65813,APARCAMOTOS_048,Esquina con Cl. Canales,"CALLE PLAZA DE TOROS VIEJA, 6 ",POINT (372540.356049534 4063903.02714009),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,24
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e0c,65741,APARCAMOTOS_244,Esq. Cl. Amarguillo,"CALLE LA UNIÓN, 66 ",POINT (371141.027969399 4063604.96271385),,,,,,MUNICIPAL,No,No,7
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e0d,65633,APARCAMOTOS_082,Esq. Faro,"CALLE REDING, 17 ",POINT (373971.76255904 4064486.6595595),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e0e,65802,APARCAMOTOS_286,Esquina con Cl. Sánchez Albarrán,"CALLE SANCHO MIRANDA, 9 ",POINT (373239.011550688 4067840.58023275),,,,,,MUNICIPAL,No,No,6
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e0f,65757,APARCAMOTOS_264,Esq. con Cl. Maestranza,"CALLE FERNANDO CAMINO, 13 ",POINT (374159.921650325 4064690.41145129),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e10,78119,APARCAMOTOS_361,,"CALLE MIGUEL DE MÉRIDA NICOLICH, 1 ",POINT (369749.147298285 4060888.78531007),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e11,65803,APARCAMOTOS_285,Esquina con Cl. Rodrígo de Narváez,"CALLE RODRIGO NARVÁEZ, 12 ",POINT (370784.025248732 4065120.00211482),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e12,65685,APARCAMOTOS_160,Esq. con Cl. Salitre,"CALLE PLAZA DE TOROS VIEJA, 14 ",POINT (372456.606520544 4063978.28677034),,,,24h,,MUNICIPAL,No,No,23
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e13,65676,APARCAMOTOS_135,Esq. con Cl. Constancia,"CALLE PLAZA DE TOROS VIEJA, 9 ",POINT (372512.099149635 4063924.71314462),,,,24 H,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e14,65696,APARCAMOTOS_171,Esq.Maestranza,"CALLE PERIODISTA LEOVIGILDO CABALLERO GUTIÉRREZ, 1 ",POINT (374005.408531979 4064716.43116686),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,4
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e15,76694,APARCAMOTOS_342,,"CALLE JUAN DE HERRERA, 30 ",POINT (372482.673934215 4065377.77843342),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e16,78554,APARCAMOTOS_375,"C/ Don Juan de Austria N.º 33, esquina con C/ La Regente","CALLE DON JUAN DE AUSTRIA, 33 ",POINT (372406.365212201 4065393.17178397),,,,,,MUNICIPAL,No,No,12
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e17,65739,APARCAMOTOS_241,Esq. Cl. La Regente,"CALLE DON JUAN DE AUSTRIA, 35 ",POINT (372412.285461335 4065427.34213969),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e18,65595,APARCAMOTOS_204,Esq. con Cl. Carretería,"CALLE CARRETERÍA, 88 ",POINT (373045.228154025 4065199.1072348),,,,24 h,,MUNICIPAL,No,No,13
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e19,78116,APARCAMOTOS_357,,"PLAZA DE JOHN F. KENNEDY, 2 ",POINT (372915.421814979 4068078.66361585),,,,,,MUNICIPAL,No,No,6
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e1a,65838,APARCAMOTOS_018,Esquina con Cl. Montalbán,"CALLE ANGOSTA DEL CARMEN, 17 ",POINT (372430.383003389 4064202.82182284),,,,24 h.,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e1b,65662,APARCAMOTOS_059,,"AVENIDA DE LA AURORA, 25 ",POINT (372118.329143272 4064345.84983549),,,,24 h.,,MUNICIPAL,No,No,26
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e1c,80689,APARCAMOTOS_389,Paseo de los Curas esquina con Avenida Cánovas del Castillo,"PASEO DE LOS CURAS, 2 ",POINT (373800.348031963 4064691.63471288),,,,,,MUNICIPAL,No,No,85
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e1d,65791,APARCAMOTOS_275,,"PASEO DE LOS CURAS, 1 ",POINT (373287.991505239 4064528.29259816),,,,24 h.,,MUNICIPAL,No,No,64
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e1e,79310,APARCAMOTOS_381,Paseo de Los Curas esquina con la Plaza La Marina,"PASEO DE LOS CURAS, 1 ",POINT (373245.357390802 4064515.28070897),,,,,,MUNICIPAL,No,No,40
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e1f,65826,APARCAMOTOS_086,Esq. con Cl. Topete,"PASEO MARÍTIMO CIUDAD DE MELILLA, 9 ",POINT (373863.479945516 4064288.80692966),,,,24 h.,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e20,65599,APARCAMOTOS_207,Esq. Alcalde Pedro Luis Alonso,"AVENIDA DE CERVANTES, 2 ",POINT (373546.139914174 4064726.53541741),,,,24 h,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e21,79141,APARCAMOTOS_378,Avenida Cervantes esquina con C/ Juan Luis Peralta,"AVENIDA DE CERVANTES, 3 ",POINT (373510.523006296 4064716.29249721),,,,,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e22,79311,APARCAMOTOS_382,Avenida Cervantes esquina con C/ Juan Luis Peralta,"AVENIDA DE CERVANTES, 3 ",POINT (373512.231530174 4064714.0738055),,,,,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e23,65824,APARCAMOTOS_075,Esq. Angel Guimera,"CALLE BOLIVIA, 222 ",POINT (377489.028594156 4064806.72188792),,,,24 h.,,MUNICIPAL,No,No,27
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e24,65640,APARCAMOTOS_090,Esq. Avenida Santiago Ramón y Cajal,"CALLE DOLORES CORTÉS, 5 ",POINT (372915.249860206 4067841.65789129),,,,Días lectivos de 7:30 a 19h.,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e25,65637,APARCAMOTOS_085,Esq. Pl. de la Malagueta,"PLAZA DE LA MALAGUETA, 5 ",POINT (374072.157214808 4064499.29513929),,,,24 h.,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e26,65745,APARCAMOTOS_259,Esq. con Avda. Manuel Agustín Heredia,"CALLE SAN LORENZO, 33 ",POINT (372867.178623387 4064097.12130416),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e27,65817,APARCAMOTOS_288,Esq. con Cl. Don Cristian,"CALLE PESO DE LA HARINA, 15 ",POINT (372171.307377812 4064836.40112469),,,,,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e28,65635,APARCAMOTOS_077,,"CALLE BOLIVIA, 157 ",POINT (377741.503326631 4064714.27059742),,,,24 h,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e29,65609,APARCAMOTOS_069,,"ALAMEDA DE CAPUCHINOS, 40 ",POINT (373294.739904994 4065936.74698935),,,,24 h.,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e2a,75305,APARCAMOTOS_339,,"CALLE OBISPO FERNÁNDEZ DE CÓRDOVA, 2 ",POINT (373396.650396632 4066553.12979432),,,,,,MUNICIPAL,No,No, 
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e2b,65728,APARCAMOTOS_229,Intersección c/ Bachiller Serrano,"CALLE GUILLÉN ROBLES, 7 ",POINT (373743.167708412 4066328.02563424),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e2c,65844,APARCAMOTOS_078,Esq. Practicante Pedro Román,"CALLE BOLIVIA, 119 ",POINT (377254.225039013 4064863.6090123),,,,24 h,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e2d,65634,APARCAMOTOS_076,Esq. con Cl. Cesar Riario,"CALLE BOLIVIA, 73 ",POINT (377001.367192708 4064870.97233676),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,23
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e2e,78130,APARCAMOTOS_366,,"CALLE BOLIVIA, 52 ",POINT (376870.783152581 4064860.04627629),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e2f,65840,APARCAMOTOS_029,Nº17,"CALLE COMPOSITOR LEHMBERG RUIZ, 17 ",POINT (371890.730018425 4064538.33485757),,,,Laborales 8 a 21 h.,,MUNICIPAL,No,No,22
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e30,65769,APARCAMOTOS_308,Esq. C/Eduardo Marquina,"CALLE ABOGADO FEDERICO ORELLANA TOLEDANO, 6 ",POINT (371440.000190248 4062831.00054548),,,,,,MUNICIPAL,No,No,8
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e31,80500,APARCAMOTOS_388,C/ Godino esquina con Avenida Doctor Marañón,"CALLE GODINO, 14 ",POINT (372422.703246844 4065883.70578104),,,,,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e32,65596,APARCAMOTOS_187,Frente a Cl. Postigo de Arance.,"AVENIDA DE LA ROSALEDA, 8 ",POINT (372712.862079924 4065067.67316987),,,,24 h,,MUNICIPAL,No,No,30
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e33,65604,APARCAMOTOS_213,Esq. Emilio la Cerda,"CALLE ALTAMIRA, 39 ",POINT (371598.58874443 4062821.45797659),,,,24 h,,MUNICIPAL,No,No,8
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e34,65669,APARCAMOTOS_118,Esq. Kandisky,"AVENIDA DEL DOCTOR MANUEL DOMÍNGUEZ, 6 ",POINT (369023.608050839 4064236.2600861),,,,24 h.,,MUNICIPAL,No,No,17
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e35,65647,APARCAMOTOS_105,Esq. Avenida Ortega y Gasset,"CALLE MAX ESTRELLA, 14 ",POINT (369164.195400098 4063373.48664832),,,,24 h.,,MUNICIPAL,No,No,31
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e36,65700,APARCAMOTOS_176,"Esq, -Calixto y Melibea","ROBINSON CRUSOE, 22 ",POINT (369283.580473696 4063814.44344265),,,,24 h.,,MUNICIPAL,No,No,3
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e37,65646,APARCAMOTOS_102,Esq. Shanti Andia,"CALLE MAX ESTRELLA, 2 ",POINT (369409.519069286 4063542.98923738),,,,De 9 a 22 h.,,MUNICIPAL,No,No,33
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e38,75543,APARCAMOTOS_336,Esquina con Rio Arnoya,"CALLE CORREGIDOR FRANCISCO DE LUJÁN, 11 ",POINT (370421.246410254 4063807.02425899),,,,24h,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e39,78392,APARCAMOTOS_344,Av. Nehemias esq. C/ Sanhedún,"AVENIDA DE NEHEMÍAS, 1 ",POINT (370000.81183455 4063086.1396292),,,,,,MUNICIPAL,No,No,12
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e3a,65602,APARCAMOTOS_211,,"CALLE CORREGIDOR FRANCISCO DE LUJÁN, 5 ",POINT (370515.637885146 4063827.91891568),,,,24 h,,MUNICIPAL,No,No,5
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e3b,65820,APARCAMOTOS_012,Nº 19,"AVENIDA DE LA AURORA, 28 ",POINT (372094.350882978 4064367.29112359),,,,De 8 a 20 h.,,MUNICIPAL,No,No,9
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e3c,80146,APARCAMOTOS_385, C/ Emilio Prados esquina con Avenida Sor Teresa Prat,"CALLE EMILIO PRADOS, 19 ",POINT (371188.156137328 4062258.41754805),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e3d,65735,APARCAMOTOS_238,,"CALLE MANUEL ALTOLAGUIRRE, 15 ",POINT (371093.20284969 4062196.78575415),,,,24 h.,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e3e,65819,APARCAMOTOS_011,Nº 22,"AVENIDA DE LA AURORA, 22 ",POINT (372179.737694008 4064360.24518875),,,,De 8 a 20 h.,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e3f,65665,APARCAMOTOS_115,Esq. Avda. de Velázquez,"CALLE FRIGILIANA, 3 ",POINT (370675.626077068 4062307.02249635),,,,24 h.,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e40,65641,APARCAMOTOS_092,Esq. Arturo Reyes,"CALLE ARQUÍMEDES, 2 ",POINT (371480.433624901 4065846.75157121),,,,24 h.,,MUNICIPAL,No,No,8
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e41,65818,APARCAMOTOS_028,Esq. Hilera,"CALLE COMPOSITOR LEHMBERG RUIZ, 1 ",POINT (372239.278062749 4064561.97512077),,,,24h,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e42,65606,APARCAMOTOS_216,Esq. con Cl. Beethoven,"CALLE BEETHOVEN, 6 ",POINT (370444.826001831 4061948.47028367),,,,24 h,,MUNICIPAL,No,No,17
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e43,65762,APARCAMOTOS_269,Esq. con Avda. de la Luz,"CALLE TRAVESÍA DE LA LUZ, 1 ",POINT (370220.332328364 4062194.65712063),,,,24 h.,,MUNICIPAL,No,No,7
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e44,65816,APARCAMOTOS_068,Esq. Hilera,"CALLE COMPOSITOR LEHMBERG RUIZ, 2 ",POINT (372225.272557432 4064561.96101919),,,,Laborables 8 a 20h.,,MUNICIPAL,No,No,26
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e45,65867,APARCAMOTOS_340,,"CALLE CARRETERÍA, 70 ",POINT (372964.999716356 4065168.00040173),,,,,,MUNICIPAL,No,No,
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e46,65777,APARCAMOTOS_319,,"CALLE MAESTRO TOMÁS BRETÓN, 31 ",POINT (365647.000398252 4058422.00044177),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e47,65691,APARCAMOTOS_167,Esq. Juan Luis Peralta,"CALLE GUILLÉN SOTELO, 2 ",POINT (373507.502090989 4064753.51550848),,,,24 h.,,MUNICIPAL,No,No,31
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e48,65600,APARCAMOTOS_208,Esq. Don Juan Temboury,"CALLE GUILLÉN SOTELO, 1 ",POINT (373500.535986028 4064753.61849874),,,,24 h,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e49,65661,APARCAMOTOS_027,Esq. con Cl. Compositor Lehmberg Ruiz,"CALLE COMPOSITOR LEHMBERG RUIZ, 18 ",POINT (372056.399953456 4064535.63413715),,,,Laborables 8 a 21 h.,,MUNICIPAL,No,No,45
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e4a,78123,APARCAMOTOS_365,,"CALLE DE DEMÓSTENES, 8 ",POINT (368075.018835727 4064750.46411291),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e4b,78113,APARCAMOTOS_354,Esq Casas de Campo,"CALLE SAN LORENZO, 14 ",POINT (372786.467177578 4064278.19348477),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e4c,78121,APARCAMOTOS_363,Esq. Obispo Ángel Herrera Oria,"CALLE MANUEL ESPAÑA LOBO, 5 ",POINT (371573.391675766 4064549.52614949),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e4d,65586,APARCAMOTOS_306,Esq. Rafael Andrades Navarrete,"AVENIDA DE GREGORIO DIEGO, 30 ",POINT (370271.999725063 4061472.00058333),,,,24 h,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e4e,65785,APARCAMOTOS_327,,"CAMINO DE SAN RAFAEL, 55 ",POINT (370657.000075183 4063407.0000971),,,,,,MUNICIPAL,No,No,12.5
da_aparcamientosMoto.fid--175d4967_1a00d9bb795_2e4f,65680,APARCAMOTOS_151,Camino San Rafael nº 97 esquina Glorieta del Carnaval,"CAMINO DE SAN RAFAEL, 97 ",POINT (370129.354404479 4063048.01393023),,,,24 h,,MUNICIPAL,No,No,23
