FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,LONGITUD
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2756,65666,APARCAMOTOS_127,Esq. Comandante Roman,"CALLE SARGENTO CROOKE LÓPEZ, 7 ",POINT (-4.440303146857797 36.70146178047973),,,,24 h.,,MUNICIPAL,No,No,8
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2757,65770,APARCAMOTOS_309,,"CALLE PUJERRA, 1 ",POINT (-4.444152110018759 36.70057737760219),,,,,,MUNICIPAL,No,No,7
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2758,65793,APARCAMOTOS_242,Esq. con Cl. Trinidad,"CALLE SEVILLA, 2 ",POINT (-4.429614000018431 36.72382603763183),,,,24 h.,,MUNICIPAL,No,No,5
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2759,65645,APARCAMOTOS_091,Esq. Eugenio Gross,"AVENIDA DE SAN SEBASTIÁN, 2 ",POINT (-4.43590633573007 36.723054580314404),,,,Laborables 8 a 20h,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_275a,75531,APARCAMOTOS_287,Esquina con Plaza Basconia,"AVENIDA DE SAN SEBASTIÁN, 9 ",POINT (-4.4368835758349805 36.722967681189644),,,,Laborables de 8 a 20h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_275b,65829,APARCAMOTOS_093,Esq. Plaza Bailén,"CALLE BAILÉN, 4 ",POINT (-4.432325000018502 36.7242260376323),,,,24 h.,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_275c,65639,APARCAMOTOS_080,Esq. Keromnes,"CALLE MAESTRANZA, 27 ",POINT (-4.40824806692001 36.719624362685785),,,,24 h.,,MUNICIPAL,No,No,34
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_275d,65756,APARCAMOTOS_265,Esq. con Cl. Fernando Camino,"CALLE MAESTRANZA, 16 ",POINT (-4.409001000017873 36.71966203762661),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_275e,65775,APARCAMOTOS_315,Calle Rotonda de Suárez,"CALLE ROTONDA DE SUÁREZ, 3 ",POINT (-4.443691430018827 36.72920253763866),,,,,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_275f,65660,APARCAMOTOS_099,Esq. con Cl. Sondalezas,"PASAJE SONDALEZAS, 10 ",POINT (-4.441171000018741 36.72223003762976),,,,Laborables 8 a 15 h.,,MUNICIPAL,No,No,34
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2760,65737,APARCAMOTOS_239,Esq. Cl. Villanueva de Tapia,"CALLE VILLANUEVA DE TAPIA, 15 ",POINT (-4.456147000019053 36.68338703758027),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2761,65766,APARCAMOTOS_303,,"CALLE VENDEJA, 16 ",POINT (-4.422017140018205 36.716762717622885),,,,,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2762,65713,APARCAMOTOS_224,Esq. con Cl. Sebastián Souvirón,"PLAZA DE ARRIOLA, 7 ",POINT (-4.42461100001827 36.718557037625125),,,,Laborables de 10 a 5h y no laborables 24h,,MUNICIPAL,No,No,30
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2763,65717,APARCAMOTOS_130,Esq. con Cl. Atarazanas,"PLAZA DE ARRIOLA, 16 ",POINT (-4.424263000018264 36.718149037624656),,,,Motos de 00 a 17 h,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2764,65715,APARCAMOTOS_060,Esq. con Cl. Atarazanas,"PLAZA DE ARRIOLA, 16 ",POINT (-4.42446864413403 36.71817534245362),,,,Laborables de 15 a 5h y no laborables 24h,,MUNICIPAL,No,No,22
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2765,75489,APARCAMOTOS_341,,"CALLE SPITERI, 16 ",POINT (-4.441073439648711 36.70262890164345),,,,,,MUNICIPAL,No,No,5
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2766,65683,APARCAMOTOS_158,Frente al nº 29,"CALLE CÉSAR VALLEJO, 26 ",POINT (-4.491316000020153 36.69601203759622),,,,24h,,MUNICIPAL,No,No,22
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2767,65593,APARCAMOTOS_202,,"CALLE DOCTOR GUTIÉRREZ CALZADA, 2 ",POINT (-4.448291000018944 36.72274103763035),,,,24 h,,MUNICIPAL,No,No,39
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2768,65871,APARCAMOTOS_329,,"CALLE OLLETAS, 3 ",POINT (-4.4154907400180825 36.73513003764625),,,,,,MUNICIPAL,No,No,
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2769,65832,APARCAMOTOS_110,Esq.Alicia Larrocha,"CALLE MARILYN MONROE, 6 ",POINT (-4.454446434993667 36.68110049149235),,,,24 h.,,MUNICIPAL,No,No,19
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_276a,65807,APARCAMOTOS_291,,"PLAZA DEL TEATRO, 2 ",POINT (-4.4209960000181985 36.72365703763168),,,,,,MUNICIPAL,No,No,30
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_276b,65845,APARCAMOTOS_301_,,"PASEO MARTIRICOS, 28 ",POINT (-4.4268898507287275 36.7298587531604),,,,24 h.,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_276c,65783,APARCAMOTOS_322,,"CALLE MENORCA, 3 ",POINT (-4.453669280019008 36.69236690759173),,,,,,MUNICIPAL,No,No,5
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_276d,78082,APARCAMOTOS_346,Paseo Marítimo Pablo Ruíz Picasso esquina con C/ Gutenberg,"PASEO MARÍTIMO PABLO RUIZ PICASSO, 18 ",POINT (-4.4046255911732946 36.72045355139835),,,,,,MUNICIPAL,No,No,30
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_276e,65784,APARCAMOTOS_328,Junto a Eshmún Sport Clinic,"CALLE DE LA MINILLA, 2 ",POINT (-4.39438233001754 36.73339616764406),,,,,,MUNICIPAL,No,No,12
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_276f,65703,APARCAMOTOS_179,Esq. Pío Baroja,"PLAZA MIRAMAR DEL PALO, 7 ",POINT (-4.361962000016725 36.720452037627695),,,,24 h,,MUNICIPAL,No,No,44
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2770,78114,APARCAMOTOS_355,,"PASEO MARÍTIMO PABLO RUIZ PICASSO, 71 ",POINT (-4.393245063130973 36.723156128215045),,,,,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2771,65721,APARCAMOTOS_142,Esquina Obispo Ángel Herrera Oria,"CALLE PEDRO GÓMEZ CHAIX, 2 ",POINT (-4.440853000018714 36.71821003762463),,,,Laborables 8 a 18 h.,,MUNICIPAL,No,No,12
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2772,74965,APARCAMOTOS_337,,"AVENIDA DEL COMANDANTE BENÍTEZ, 10 ",POINT (-4.425724129569651 36.71343038250266),,,,,,MUNICIPAL,No,No,9
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2773,65788,APARCAMOTOS_268,"Esq. con Cl. Navalón
","AVENIDA DEL COMANDANTE BENÍTEZ, 11 ",POINT (-4.425629000018288 36.71328603761846),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2774,65787,APARCAMOTOS_246,"Esq. con Cl. Navalón
","AVENIDA DEL COMANDANTE BENÍTEZ, 11 ",POINT (-4.42569300001829 36.71329403761841),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2775,65743,APARCAMOTOS_248,Frente a Cl. Roma,"JARDINES ALCALDE PEDRO LUIS ALONSO, 1 ",POINT (-4.4145680000180185 36.72080503762808),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2776,65794,APARCAMOTOS_270,Esq. con Cl. Roma,"JARDINES ALCALDE PEDRO LUIS ALONSO, 1 ",POINT (-4.414422000018014 36.72079003762798),,,,24 h.,,MUNICIPAL,No,No,48
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2777,78101,APARCAMOTOS_347,,"CALLE PACÍFICO, 15 ",POINT (-4.437846551411115 36.69746204662874),,,,,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2778,65621,APARCAMOTOS_001,Esquina con Cl. Duquesa de Parcent,"ALAMEDA DE COLÓN, 30 ",POINT (-4.42418240012563 36.71397615571718),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,57
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2779,65710,APARCAMOTOS_223,Esq. Av. Luz,"AVENIDA DE ISAAC PERAL, 4 ",POINT (-4.455919000019083 36.69718203759784),,,,24 h,,MUNICIPAL,No,No,19
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_277a,65810,APARCAMOTOS_294,,"AVENIDA DE JOSÉ ORTEGA Y GASSET, 11 ",POINT (-4.442639853480846 36.7118450829683),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_277b,75541,APARCAMOTOS_312,Esquina con Mendivil,"CALLE JOVELLANOS, 6 ",POINT (-4.430374655245106 36.71305276188899),,,,24h,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_277c,65711,APARCAMOTOS_219,Esq. Antonio Baena Gómez,"CALLE MARTÍNEZ, 16 ",POINT (-4.422061000018206 36.71847903762507),,,,Motos de 11 a 7 h,,MUNICIPAL,No,No,34
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_277d,65861,APARCAMOTOS_034,Esq. Plaza del Ejido,"CALLE EJIDO, 6 ",POINT (-4.417920000018121 36.728025037637195),,,,Lectivos 8 a 20 h.,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_277e,65591,APARCAMOTOS_200,Esq. Garcerán,"PASEO DE ANTONIO MACHADO, 72 ",POINT (-4.434993000018511 36.701315037603145),,,,24 h,,MUNICIPAL,No,No,13
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_277f,65821,APARCAMOTOS_002,Esq. Av. Manuel Agustín Heredia,"AVENIDA DE MANUEL AGUSTÍN HEREDIA, 26 ",POINT (-4.42398592831529 36.71355580243343),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,21
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2780,75540,APARCAMOTOS_295_,Esquina con Avenida Paloma,"CALLE HÉROE DE SOSTOA, 194 ",POINT (-4.44427836192539 36.70107078309489),,,,24h,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2781,65664,APARCAMOTOS_114,Esq. con Cl. Concejal Muñoz Cervan,"CALLE PACÍFICO, 22 ",POINT (-4.438274000018587 36.6975370375983),,,,24 h.,,MUNICIPAL,No,No,24
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2782,65657,APARCAMOTOS_073,Esq. Av. Cánovas del Castillo,"CALLE ARENAL, 2 ",POINT (-4.410595000017908 36.719113037625895),,,,Laborables 8 a 20h,,MUNICIPAL,No,No,30
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2783,65712,APARCAMOTOS_220,Esq. Antonio Baena Gómez,"CALLE MARTÍNEZ, 7 ",POINT (-4.422335000018213 36.718496037625044),,,,24 h,,MUNICIPAL,No,No,34
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2784,65778,APARCAMOTOS_316,Excepto carga y descarga en días laborables de 8 a 20 h RESTO HORARIO MOTOS,"CALLE CORTINA DEL MUELLE, 11 ",POINT (-4.418774460018126 36.719433527626286),,,,,,MUNICIPAL,No,No,29
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2785,79308,APARCAMOTOS_379,C/ David Santiago esquina con C/ Coda Jiménez,"CALLE DAVID SANTIAGO, 13 ",POINT (-4.418779445764022 36.73854771723133),,,,,,MUNICIPAL,No,No,6.5
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2786,80144,APARCAMOTOS_384,C/ Linares esquina con Camino Huertecilla,"CALLE LINARES, 16 ",POINT (-4.508268353185198 36.67445157596867),,,,,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2787,65779,APARCAMOTOS_317,Excepto carga y descarga en días laborables de 8 a 20 h RESTO HORARIO MOTOS,"CALLE CORTINA DEL MUELLE, 15 ",POINT (-4.418343180018115 36.71972711762667),,,,,,MUNICIPAL,No,No,48
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2788,65654,APARCAMOTOS_050,Esq. Cañon,"CALLE CORTINA DEL MUELLE, 13 ",POINT (-4.4184990000181115 36.719544037626406),,,,24 h.,,MUNICIPAL,No,No,32
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2789,65613,APARCAMOTOS_019,Esq. Puerta del Mar,"CALLE ATARAZANAS, 1 ",POINT (-4.423012000018231 36.718459037625024),,,,De 9 a 21 h.,,MUNICIPAL,No,No,30
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_278a,65749,APARCAMOTOS_249,Esq. con Avda. Cervantes,"CALLE ALCALDE PEDRO LUIS ALONSO, 1 ",POINT (-4.415844000018047 36.720049037627014),,,,24 h.,,MUNICIPAL,No,No,17
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_278b,65727,APARCAMOTOS_225,,"CALLE MANUEL DE PALACIO, 16 ",POINT (-4.37030500001693 36.725220037633775),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_278c,65782,APARCAMOTOS_323,C/ Enrique Van Dulken esq. C/ Maestro Vert,"CALLE ENRIQUE VAN DULKEN, 9 ",POINT (-4.498802150020295 36.66482823755637),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_278d,65724,APARCAMOTOS_155,,"PASEO MARÍTIMO PABLO RUIZ PICASSO, 10 ",POINT (-4.406544000017802 36.71984303762679),,,,,,MUNICIPAL,No,No,22
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_278e,65852,APARCAMOTOS_058,Esq. Picacho,"CALLE VICTORIA, 48 ",POINT (-4.415489000018052 36.72464403763288),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_278f,65758,APARCAMOTOS_263,Esq. con Cl. Fernando Camino,"CALLE ARENAL, 13 ",POINT (-4.409357000017881 36.71905203762583),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2790,65868,APARCAMOTOS_332,,"CALLE LA MERCED, 2 ",POINT (-4.4176064800181045 36.72411672763223),,,,,,MUNICIPAL,No,No,19
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2791,65628,APARCAMOTOS_072,Esq. Escultor Marín Higuero,"AVENIDA DE PÍO BAROJA, 9 ",POINT (-4.364353000016783 36.720462037627726),,,,24 h.,,MUNICIPAL,No,No,6
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2792,65636,APARCAMOTOS_071,Esq. calle Ortega Munilla,"AVENIDA DE LA ESTACIÓN DE EL PALO, 6 ",POINT (-4.3614780000167155 36.72041903762759),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,26
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2793,65585,APARCAMOTOS_188,,"CALLE PINOSOL, 21 ",POINT (-4.410005000017915 36.72628103763503),,,,24 h,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2794,65744,APARCAMOTOS_261,Esq. con Cl. Somera,"CALLE DUQUESA DE PARCENT, 7 ",POINT (-4.423302000018229 36.71469503762026),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2795,65622,APARCAMOTOS_032,Esq. Martínez Campos,"CALLE DUQUESA DE PARCENT, 2 ",POINT (-4.422518000018206 36.71554603762132),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,17
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2796,75544,APARCAMOTOS_318,Esquina con Avenida Cervantes,"CALLE CORTINA DEL MUELLE, 25 ",POINT (-4.417718107318194 36.71959129570693),,,,Excepto Carga y Descarga en días laborables de 8 a 20h. RESTO HORARIO MOTOS,,MUNICIPAL,No,No,43
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2797,65598,APARCAMOTOS_206,Esq. Dean García Mota,"CALLE CORTINA DEL MUELLE, 25 ",POINT (-4.4174930000180925 36.71958703762643),,,,24 h,,MUNICIPAL,No,No,44
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2798,65827,APARCAMOTOS_089,,"AVENIDA DE LA CIBELES, 3 ",POINT (-4.420619756001578 36.73906256548356),,,,Laborables 8 a 20h ,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2799,65705,APARCAMOTOS_181,,"CALLE ALMERÍA, 24 ",POINT (-4.35784200001663 36.720805037628196),,,,24 h,,MUNICIPAL,No,No,12
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_279a,78103,APARCAMOTOS_349,Esq. Eolo,"AVENIDA DE PLUTARCO, 75 ",POINT (-4.474257422585746 36.72101969841511),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_279b,65752,APARCAMOTOS_258,Esq. con San Lorenzo,"CALLE DE PINZÓN, 5 ",POINT (-4.423886000018245 36.71476403762032),,,,24 h.,,MUNICIPAL,No,No,6
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_279c,65706,APARCAMOTOS_182,"Esq, con Cl. Edom","CALLE EDUARDO CARVAJAL, 7 ",POINT (-4.441617000018731 36.715639037621436),,,,24 h,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_279d,65663,APARCAMOTOS_106,Esq. Edom,"CALLE MONSEÑOR ÓSCAR ROMERO, 1 ",POINT (-4.440189000018698 36.715460037621185),,,,24 h.,,MUNICIPAL,No,No,23
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_279e,65831,APARCAMOTOS_109,Esq. Eduardo Marquina,"CALLE LASSO DE LA VEGA, 17 ",POINT (-4.438626766223452 36.70328115863312),,,,24 h.,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_279f,75527,APARCAMOTOS_334,Esquina con Lope de Rueda,"CALLE ESCRITORA ANA MARÍA MATUTE, 1 ",POINT (-4.480582295780834 36.73776100730269),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a0,65616,APARCAMOTOS_004,Esq. con Cl. Pinzón,"ALAMEDA DE COLÓN, 20 ",POINT (-4.424475431460522 36.71468892342034),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,36
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a1,65833,APARCAMOTOS_111,Esq. con Cl. Marqués de Valdeflores,"CALLE HÉROE DE SOSTOA, 107 ",POINT (-4.440020844358976 36.70435852055253),,,,24h,,MUNICIPAL,No,No,13
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a2,80475,APARCAMOTOS_387,C/ Nuñez Vela esquina con Poeta Ximénez Molina,"CALLE NÚÑEZ VELA, 19 ",POINT (-4.450043635415401 36.72622362114309),,,,,,MUNICIPAL,No,No,16
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a3,65682,APARCAMOTOS_157,Esquina con Santa Rosa de Lima,"CALLE ARGÉNTEA, 39 ",POINT (-4.448367837761975 36.72180994345432),,,,24h,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a4,65686,APARCAMOTOS_162,Esq. Corregidor Ruíz de Pereda,"CALLE CORREGIDOR FRANCISCO DE MOLINA, 1 ",POINT (-4.448044000018905 36.713788037619),,,,24 h,,MUNICIPAL,No,No,55
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a5,65592,APARCAMOTOS_201,Bolsa de Aparcamiento,"CALLE PADRE MARTÍN, 4 ",POINT (-4.450468000019026 36.7292660376387),,,,24 h,,MUNICIPAL,No,No,7
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a6,65866,APARCAMOTOS_326,C/ ARGENTEA Nº: DEL 56 AL 62,"CALLE ARGÉNTEA, 56 ",POINT (-4.448290490018934 36.72186332762928),,,,24h,,MUNICIPAL,No,No,30
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a7,65822,APARCAMOTOS_040,,"CALLE HÉROE DE SOSTOA, 1 ",POINT (-4.430803000018419 36.71143103761602),,,,24 h,,MUNICIPAL,No,No,55
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a8,80033,APARCAMOTOS_383,Avenida Gregorio Prieto esquina con C/ Franz Kafka,"AVENIDA DE GREGORIO PRIETO, 25 ",POINT (-4.463404467882063 36.716371235926054),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27a9,78102,APARCAMOTOS_348,Esq. Bv Louis Pasteur,"AVENIDA DE GREGORIO PRIETO, 8 ",POINT (-4.4639197128738495 36.71765798744495),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27aa,78441,APARCAMOTOS_371,C/ Corregidor José Viciana N.º 2,"CALLE CORREGIDOR JOSÉ VICIANA, 2 ",POINT (-4.449128920197333 36.71722253100631),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ab,65853,APARCAMOTOS_057,Esq. Plz Victoria,"CALLE VICTORIA, 106 ",POINT (-4.414084000018016 36.72650303763525),,,,L 7:30 a 14:30 h.,,MUNICIPAL,No,No,31
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ac,65687,APARCAMOTOS_163,,"CALLE VICTORIA, 20 ",POINT (-4.416258000018073 36.723710037631754),,,,24 h.,,MUNICIPAL,No,No,21
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ad,78110,APARCAMOTOS_352,Esq. Banda del Mar,"AVENIDA DE SALVADOR ALLENDE, 39 ",POINT (-4.359320134616767 36.719317344317524),,,,,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ae,65690,APARCAMOTOS_166,Esq. Paseo Marítimo Pablo Ruiz Picasso.,"CALLE IDRIS, 6 ",POINT (-4.396638000017565 36.72275003763055),,,,24 h.,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27af,65650,APARCAMOTOS_107,Esq. Avda. La Paloma,"AVENIDA DE EUROPA, 51 ",POINT (-4.445343017596934 36.70266398043062),,,,LV 9-21 y Sa 9-14 h.,,MUNICIPAL,No,No,16
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b0,78108,APARCAMOTOS_351,,"AVENIDA DE SALVADOR ALLENDE, 92 ",POINT (-4.35794174003861 36.719114088714385),,,,,,MUNICIPAL,No,No,7
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b1,65806,APARCAMOTOS_290,Esquina con Pasaje Noblejas,"CALLE PEREGRINO, 36 ",POINT (-4.428333000018359 36.71428403761967),,,,24 h.,,MUNICIPAL,No,No,22
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b2,65698,APARCAMOTOS_174,,"AVENIDA DE SALVADOR ALLENDE, 334 ",POINT (-4.349162000016421 36.71740503762382),,,,24 h,,MUNICIPAL,No,No,13
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b3,78293,APARCAMOTOS_367,"C/ Marmolista, nº 18","CALLE MARMOLISTA, 18 ",POINT (-4.417675657983046 36.73640379533185),,,,,,MUNICIPAL,No,No,9
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b4,65718,APARCAMOTOS_147,Frente al número 274.,"AVENIDA DE SALVADOR ALLENDE, 270 ",POINT (-4.351199000016472 36.71777003762426),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b5,65799,APARCAMOTOS_281,,"CALLE MIGUEL SEL GÓMEZ DE LA CRUZ, 3 ",POINT (-4.375016000017054 36.72983303763962),,,,24 h.,,MUNICIPAL,No,No,9
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b6,65699,APARCAMOTOS_175,Junto a Corte Inglés,"CALLE HILERA, 3 ",POINT (-4.427387000018346 36.717647037623976),,,,24 h.,,MUNICIPAL,No,No,23
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b7,65759,APARCAMOTOS_297,Esq. Calle La Unión,"PASAJE SANTO TOMÁS, 3 ",POINT (-4.440581120018686 36.71077047761523),,,,,,MUNICIPAL,No,No,21
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b8,65689,APARCAMOTOS_165,,"CALLE VIRGEN DE FLORES, 23 ",POINT (-4.443108000018786 36.720465037627555),,,,Lectivos 8 a 15 h.,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27b9,65648,APARCAMOTOS_103,Esq. Unión,"CALLE LA UNIÓN, 81 ",POINT (-4.443380311150246 36.708923700974225),,,,24 h.,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ba,65781,APARCAMOTOS_324,,"PLAZA DE ENRIQUE NAVARRO, 4 ",POINT (-4.428938610018389 36.7162651676222),,,,,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27bb,65813,APARCAMOTOS_048,Esquina con Cl. Canales,"CALLE PLAZA DE TOROS VIEJA, 6 ",POINT (-4.42711400001832 36.71226703761709),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,24
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27bc,65741,APARCAMOTOS_244,Esq. Cl. Amarguillo,"CALLE LA UNIÓN, 66 ",POINT (-4.442727000018749 36.709392037613405),,,,,,MUNICIPAL,No,No,7
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27bd,65633,APARCAMOTOS_082,Esq. Faro,"CALLE REDING, 17 ",POINT (-4.411187768000395 36.7177178436313),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27be,65802,APARCAMOTOS_286,Esquina con Cl. Sánchez Albarrán,"CALLE SANCHO MIRANDA, 9 ",POINT (-4.419947000018233 36.74784603766236),,,,,,MUNICIPAL,No,No,6
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27bf,65757,APARCAMOTOS_264,Esq. con Cl. Maestranza,"CALLE FERNANDO CAMINO, 13 ",POINT (-4.409115000017878 36.719579037626524),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c0,78119,APARCAMOTOS_361,,"CALLE MIGUEL DE MÉRIDA NICOLICH, 1 ",POINT (-4.457843821287387 36.68472408400485),,,,,,MUNICIPAL,No,No,10
