id,calle,numplazas,lon,lat
12621448,Troncoso,1,-8.70862,42.23359
12621460,Barcelona,1,-8.72227,42.22721
12621482,Clara Campoamor,10,-8.71609,42.18574
12621484,Papuxa,1,-8.70959,42.22590
12621507,Irmandiños,1,-8.71661,42.23541
12621494,Tomas A Alonso,1,-8.75279,42.22439
12621504,Samil,1,-8.77545,42.21079
12621505,Samil,1,-8.77546,42.21075
12621506,Samil,1,-8.77547,42.21072
12621522,Casiano Martinez,1,-8.75678,42.22343
12621534,Bueu,1,-8.74831,42.21929
12621533,Bueu,1,-8.74778,42.21986
12621535,Bueu,1,-8.74834,42.21925
12621536,Dr. Carracido,1,-8.70261,42.22747
12621537,Xulian Estevez,1,-8.70635,42.24363
12621538,Mestre Chane,1,-8.70417,42.24057
12621556,Robleda,1,-8.69704,42.24521
12621570,Riveiro,1,-8.67277,42.22284
12621564,Cristo,2,-8.70321,42.23021
12621565,Bravo,1,-8.76661,42.20919
12621571,Devesa Santa Tegra,1,-8.70145,42.24970
12621576,Emilia Pardo Bazan,1,-8.71175,42.22277
12621577,Penis de Abaixo,,-8.67248,42.22437
12621587,Argazada,1,-8.77255,42.21359
12621591,Pino,1,-8.70730,42.23608
12621603,Roris,1,-8.69132,42.24634
12621600,Aeroporto,1,-8.69931,42.23477
12621601,Rocio,1,-8.75222,42.22176
12621602,Montecelo,1,-8.70408,42.24284
12621610,Mestre Montes,1,-8.70318,42.24091
12621611,Castaño,1,-8.72299,42.22119
12621622,Pi y Margall,1,-8.73026,42.23364
12621623,Ernesto Lecuona,1,-8.69264,42.22918
12621624,Travesia de Vigo,1,-8.70395,42.23651
12621625,Progreso,1,-8.72444,42.23584
12621631,Medoña,,-8.67685,42.22108
12621632,Curras (san Xoan Poulo),1,-8.69974,42.23906
12621633,Padre Feijoo,,-8.71726,42.22916
12621640,Pizarro,2,-8.71653,42.23021
12621641,Cantabria,1,-8.69613,42.23432
12621642,Lamelas,1,-8.75898,42.21410
12621648,Teixugueiras (as),1,-8.75831,42.20789
12621649,Rios,1,-8.69257,42.25698
12621650,Toural de Abaixo,1,-8.70080,42.24777
12621651,Johan Carballeira,1,-8.75186,42.22330
12621664,Alexandre Boveda,1,-8.74341,42.21253
12621665,Dr. Corbal,1,-8.69705,42.25545
